raw_value,category,numeric_value
13,numeric,13.0
24,numeric,24.0
84,numeric,84.0
100/100,numeric_fraction,100.0
72,numeric,72.0
22,numeric,22.0
17,numeric,17.0
68,numeric,68.0
79,numeric,79.0
26,numeric,26.0
40/100,numeric_fraction,40.0
97,numeric,97.0
2/100,numeric_fraction,2.0
184,numeric,184.0
15,numeric,15.0
85,numeric,85.0
23,numeric,23.0
74,numeric,74.0
83,numeric,83.0
95,numeric,95.0
49,numeric,49.0
140,numeric,140.0
82,numeric,82.0
High,categorical_risk,
42,numeric,42.0
55,numeric,55.0
20,numeric,20.0
80,numeric,80.0
,missing,
8,numeric,8.0
31,numeric,31.0
27,numeric,27.0
70/100,numeric_fraction,70.0
86,numeric,86.0
81,numeric,81.0
-8,numeric,-8.0
57,numeric,57.0
62,numeric,62.0
88,numeric,88.0
43,numeric,43.0
94,numeric,94.0
9,numeric,9.0
28,numeric,28.0
medium,categorical_risk,
21,numeric,21.0
201,numeric,201.0
44,numeric,44.0
84,numeric,84.0
2,numeric,2.0
15,numeric,15.0
31/100,numeric_fraction,31.0
67,numeric,67.0
72,numeric,72.0
17,numeric,17.0
22,numeric,22.0
96,numeric,96.0
86/100,numeric_fraction,86.0
82,numeric,82.0
171,numeric,171.0
14,numeric,14.0
67,numeric,67.0
39,numeric,39.0
29,numeric,29.0
-2,numeric,-2.0
97,numeric,97.0
42,numeric,42.0
100,numeric,100.0
-3,numeric,-3.0
-2,numeric,-2.0
250,numeric,250.0
-5,numeric,-5.0
27,numeric,27.0
19,numeric,19.0
22,numeric,22.0
1,numeric,1.0
,missing,
62,numeric,62.0
,missing,
77,numeric,77.0
85/100,numeric_fraction,85.0
95,numeric,95.0
,missing,
83,numeric,83.0
99,numeric,99.0
73,numeric,73.0
87,numeric,87.0
11,numeric,11.0
-7,numeric,-7.0
55,numeric,55.0
67,numeric,67.0
38,numeric,38.0
8,numeric,8.0
,missing,
56,numeric,56.0
70/100,numeric_fraction,70.0
1,numeric,1.0
41,numeric,41.0
88,numeric,88.0
1,numeric,1.0
8,numeric,8.0
68,numeric,68.0
164,numeric,164.0
36,numeric,36.0
78,numeric,78.0
91,numeric,91.0
25/100,numeric_fraction,25.0
48,numeric,48.0
,missing,
10,numeric,10.0
192,numeric,192.0
21,numeric,21.0
2,numeric,2.0
86,numeric,86.0
89,numeric,89.0
71,numeric,71.0
29/100,numeric_fraction,29.0
22,numeric,22.0
47,numeric,47.0
98,numeric,98.0
3,numeric,3.0
67,numeric,67.0
54,numeric,54.0
-5,numeric,-5.0
2,numeric,2.0
83,numeric,83.0
69/100,numeric_fraction,69.0
98,numeric,98.0
High,categorical_risk,
21,numeric,21.0
1,numeric,1.0
79,numeric,79.0
83,numeric,83.0
64,numeric,64.0
1,numeric,1.0
49,numeric,49.0
,missing,
100,numeric,100.0
77/100,numeric_fraction,77.0
21,numeric,21.0
49,numeric,49.0
11,numeric,11.0
,missing,
78,numeric,78.0
54,numeric,54.0
High,categorical_risk,
70,numeric,70.0
22,numeric,22.0
-7,numeric,-7.0
Medium,categorical_risk,
8,numeric,8.0
medium,categorical_risk,
HIGH,categorical_risk,
95,numeric,95.0
27,numeric,27.0
87,numeric,87.0
79,numeric,79.0
239,numeric,239.0
78/100,numeric_fraction,78.0
-4,numeric,-4.0
87/100,numeric_fraction,87.0
63,numeric,63.0
1,numeric,1.0
98,numeric,98.0
-5,numeric,-5.0
-1,numeric,-1.0
68,numeric,68.0
41,numeric,41.0
32,numeric,32.0
68,numeric,68.0
51,numeric,51.0
2,numeric,2.0
93,numeric,93.0
66,numeric,66.0
100,numeric,100.0
Low,categorical_risk,
99,numeric,99.0
-7,numeric,-7.0
-8,numeric,-8.0
Medium,categorical_risk,
45,numeric,45.0
167,numeric,167.0
87,numeric,87.0
62,numeric,62.0
,missing,
72,numeric,72.0
,missing,
24,numeric,24.0
54,numeric,54.0
43,numeric,43.0
58,numeric,58.0
,missing,
77,numeric,77.0
72,numeric,72.0
213,numeric,213.0
75,numeric,75.0
13,numeric,13.0
54,numeric,54.0
-8,numeric,-8.0
22,numeric,22.0
medium,categorical_risk,
9,numeric,9.0
96,numeric,96.0
91/100,numeric_fraction,91.0
71,numeric,71.0
90,numeric,90.0
90,numeric,90.0
44,numeric,44.0
38,numeric,38.0
31,numeric,31.0
88,numeric,88.0
9,numeric,9.0
68,numeric,68.0
Medium,categorical_risk,
170,numeric,170.0
63,numeric,63.0
84,numeric,84.0
71,numeric,71.0
67,numeric,67.0
0,numeric,0.0
87,numeric,87.0
56,numeric,56.0
44,numeric,44.0
,missing,
55,numeric,55.0
,missing,
90,numeric,90.0
6,numeric,6.0
22,numeric,22.0
94,numeric,94.0
10,numeric,10.0
61,numeric,61.0
,missing,
51,numeric,51.0
99,numeric,99.0
Low,categorical_risk,
,missing,
74,numeric,74.0
-2,numeric,-2.0
9,numeric,9.0
84,numeric,84.0
4,numeric,4.0
176,numeric,176.0
64,numeric,64.0
79,numeric,79.0
68,numeric,68.0
73,numeric,73.0
19,numeric,19.0
91/100,numeric_fraction,91.0
14,numeric,14.0
38,numeric,38.0
,missing,
243,numeric,243.0
21,numeric,21.0
1,numeric,1.0
97,numeric,97.0
HIGH,categorical_risk,
46,numeric,46.0
32,numeric,32.0
79,numeric,79.0
HIGH,categorical_risk,
39/100,numeric_fraction,39.0
85,numeric,85.0
60/100,numeric_fraction,60.0
88,numeric,88.0
191,numeric,191.0
Medium,categorical_risk,
32,numeric,32.0
19,numeric,19.0
Medium,categorical_risk,
213,numeric,213.0
177,numeric,177.0
19,numeric,19.0
29/100,numeric_fraction,29.0
22,numeric,22.0
76,numeric,76.0
,missing,
-10,numeric,-10.0
66,numeric,66.0
140,numeric,140.0
28,numeric,28.0
151,numeric,151.0
165,numeric,165.0
16/100,numeric_fraction,16.0
-6,numeric,-6.0
82,numeric,82.0
34,numeric,34.0
,missing,
63,numeric,63.0
29,numeric,29.0
45,numeric,45.0
-7,numeric,-7.0
72,numeric,72.0
-3,numeric,-3.0
51,numeric,51.0
90/100,numeric_fraction,90.0
82,numeric,82.0
-7,numeric,-7.0
49,numeric,49.0
37,numeric,37.0
65,numeric,65.0
81,numeric,81.0
40,numeric,40.0
81/100,numeric_fraction,81.0
25,numeric,25.0
48,numeric,48.0
15,numeric,15.0
70/100,numeric_fraction,70.0
94,numeric,94.0
49,numeric,49.0
99,numeric,99.0
87,numeric,87.0
46,numeric,46.0
64,numeric,64.0
56,numeric,56.0
78,numeric,78.0
102,numeric,102.0
14,numeric,14.0
60,numeric,60.0
100,numeric,100.0
4,numeric,4.0
-4,numeric,-4.0
25,numeric,25.0
77,numeric,77.0
4,numeric,4.0
76/100,numeric_fraction,76.0
194,numeric,194.0
29,numeric,29.0
26,numeric,26.0
185,numeric,185.0
13,numeric,13.0
3/100,numeric_fraction,3.0
23,numeric,23.0
27,numeric,27.0
48,numeric,48.0
31,numeric,31.0
33,numeric,33.0
30,numeric,30.0
59,numeric,59.0
74,numeric,74.0
55,numeric,55.0
175,numeric,175.0
50/100,numeric_fraction,50.0
20,numeric,20.0
HIGH,categorical_risk,
37,numeric,37.0
50,numeric,50.0
-5,numeric,-5.0
51/100,numeric_fraction,51.0
98,numeric,98.0
63,numeric,63.0
99,numeric,99.0
49,numeric,49.0
60/100,numeric_fraction,60.0
50,numeric,50.0
62,numeric,62.0
14,numeric,14.0
233,numeric,233.0
15,numeric,15.0
1,numeric,1.0
178,numeric,178.0
59/100,numeric_fraction,59.0
34,numeric,34.0
30,numeric,30.0
25,numeric,25.0
92,numeric,92.0
-5,numeric,-5.0
209,numeric,209.0
10,numeric,10.0
27,numeric,27.0
13/100,numeric_fraction,13.0
Medium,categorical_risk,
67/100,numeric_fraction,67.0
77,numeric,77.0
9,numeric,9.0
166,numeric,166.0
58,numeric,58.0
,missing,
22,numeric,22.0
77,numeric,77.0
HIGH,categorical_risk,
31,numeric,31.0
66,numeric,66.0
5/100,numeric_fraction,5.0
,missing,
40,numeric,40.0
29,numeric,29.0
77,numeric,77.0
53,numeric,53.0
56,numeric,56.0
44,numeric,44.0
11,numeric,11.0
Medium,categorical_risk,
23,numeric,23.0
15,numeric,15.0
,missing,
61,numeric,61.0
22,numeric,22.0
-4,numeric,-4.0
81,numeric,81.0
92,numeric,92.0
131,numeric,131.0
100,numeric,100.0
,missing,
medium,categorical_risk,
,missing,
120,numeric,120.0
87,numeric,87.0
72,numeric,72.0
58,numeric,58.0
26,numeric,26.0
,missing,
47,numeric,47.0
9,numeric,9.0
192,numeric,192.0
57,numeric,57.0
98/100,numeric_fraction,98.0
152,numeric,152.0
,missing,
34,numeric,34.0
37,numeric,37.0
109,numeric,109.0
42,numeric,42.0
33/100,numeric_fraction,33.0
56,numeric,56.0
91,numeric,91.0
22,numeric,22.0
10,numeric,10.0
27,numeric,27.0
-2,numeric,-2.0
46/100,numeric_fraction,46.0
HIGH,categorical_risk,
10,numeric,10.0
21,numeric,21.0
79,numeric,79.0
15,numeric,15.0
175,numeric,175.0
96,numeric,96.0
79,numeric,79.0
,missing,
45/100,numeric_fraction,45.0
77,numeric,77.0
1,numeric,1.0
17,numeric,17.0
4,numeric,4.0
,missing,
61,numeric,61.0
71,numeric,71.0
81,numeric,81.0
179,numeric,179.0
40,numeric,40.0
79,numeric,79.0
Low,categorical_risk,
19,numeric,19.0
235,numeric,235.0
,missing,
245,numeric,245.0
7,numeric,7.0
89,numeric,89.0
0,numeric,0.0
67,numeric,67.0
71/100,numeric_fraction,71.0
23,numeric,23.0
65,numeric,65.0
47,numeric,47.0
29,numeric,29.0
-5,numeric,-5.0
74,numeric,74.0
211,numeric,211.0
16,numeric,16.0
51,numeric,51.0
HIGH,categorical_risk,
HIGH,categorical_risk,
72,numeric,72.0
86,numeric,86.0
21,numeric,21.0
40,numeric,40.0
16/100,numeric_fraction,16.0
79,numeric,79.0
Low,categorical_risk,
180,numeric,180.0
71,numeric,71.0
41,numeric,41.0
22,numeric,22.0
High,categorical_risk,
20,numeric,20.0
19,numeric,19.0
Medium,categorical_risk,
0,numeric,0.0
107,numeric,107.0
97,numeric,97.0
1,numeric,1.0
62,numeric,62.0
73/100,numeric_fraction,73.0
26,numeric,26.0
59,numeric,59.0
32,numeric,32.0
16,numeric,16.0
55,numeric,55.0
95,numeric,95.0
99,numeric,99.0
96,numeric,96.0
23,numeric,23.0
96,numeric,96.0
44,numeric,44.0
67,numeric,67.0
11,numeric,11.0
109,numeric,109.0
13/100,numeric_fraction,13.0
38,numeric,38.0
54/100,numeric_fraction,54.0
56,numeric,56.0
61,numeric,61.0
27,numeric,27.0
31,numeric,31.0
93,numeric,93.0
42,numeric,42.0
89,numeric,89.0
17/100,numeric_fraction,17.0
53,numeric,53.0
7,numeric,7.0
19,numeric,19.0
34,numeric,34.0
medium,categorical_risk,
57,numeric,57.0
79,numeric,79.0
-8,numeric,-8.0
208,numeric,208.0
75,numeric,75.0
71,numeric,71.0
81,numeric,81.0
,missing,
48,numeric,48.0
75,numeric,75.0
43,numeric,43.0
9,numeric,9.0
46,numeric,46.0
30,numeric,30.0
4/100,numeric_fraction,4.0
42,numeric,42.0
50,numeric,50.0
44/100,numeric_fraction,44.0
73,numeric,73.0
66/100,numeric_fraction,66.0
13/100,numeric_fraction,13.0
medium,categorical_risk,
22,numeric,22.0
20,numeric,20.0
69,numeric,69.0
24,numeric,24.0
86,numeric,86.0
33,numeric,33.0
96,numeric,96.0
,missing,
73,numeric,73.0
75,numeric,75.0
34,numeric,34.0
67,numeric,67.0
89,numeric,89.0
medium,categorical_risk,
90/100,numeric_fraction,90.0
70,numeric,70.0
2,numeric,2.0
43,numeric,43.0
169,numeric,169.0
69,numeric,69.0
26,numeric,26.0
33,numeric,33.0
12,numeric,12.0
72,numeric,72.0
225,numeric,225.0
92,numeric,92.0
98,numeric,98.0
40,numeric,40.0
116,numeric,116.0
53,numeric,53.0
32/100,numeric_fraction,32.0
3,numeric,3.0
40,numeric,40.0
53,numeric,53.0
53,numeric,53.0
79/100,numeric_fraction,79.0
87,numeric,87.0
46,numeric,46.0
,missing,
48,numeric,48.0
215,numeric,215.0
78,numeric,78.0
20,numeric,20.0
52,numeric,52.0
4/100,numeric_fraction,4.0
85,numeric,85.0
24,numeric,24.0
-1,numeric,-1.0
47/100,numeric_fraction,47.0
Medium,categorical_risk,
51,numeric,51.0
Medium,categorical_risk,
21,numeric,21.0
77,numeric,77.0
Medium,categorical_risk,
-6,numeric,-6.0
-9,numeric,-9.0
,missing,
111,numeric,111.0
45,numeric,45.0
135,numeric,135.0
96,numeric,96.0
Low,categorical_risk,
medium,categorical_risk,
34,numeric,34.0
77,numeric,77.0
30,numeric,30.0
83,numeric,83.0
,missing,
31,numeric,31.0
67,numeric,67.0
41,numeric,41.0
Low,categorical_risk,
83,numeric,83.0
51,numeric,51.0
236,numeric,236.0
19,numeric,19.0
50,numeric,50.0
64/100,numeric_fraction,64.0
-5,numeric,-5.0
54,numeric,54.0
100,numeric,100.0
51,numeric,51.0
medium,categorical_risk,
93,numeric,93.0
49,numeric,49.0
98,numeric,98.0
42,numeric,42.0
12,numeric,12.0
89,numeric,89.0
-2,numeric,-2.0
82/100,numeric_fraction,82.0
53,numeric,53.0
17,numeric,17.0
90/100,numeric_fraction,90.0
25/100,numeric_fraction,25.0
95,numeric,95.0
40,numeric,40.0
126,numeric,126.0
,missing,
27/100,numeric_fraction,27.0
29,numeric,29.0
73,numeric,73.0
176,numeric,176.0
59,numeric,59.0
76,numeric,76.0
218,numeric,218.0
156,numeric,156.0
75,numeric,75.0
63,numeric,63.0
24,numeric,24.0
High,categorical_risk,
13,numeric,13.0
Low,categorical_risk,
90/100,numeric_fraction,90.0
48,numeric,48.0
137,numeric,137.0
5,numeric,5.0
13,numeric,13.0
26,numeric,26.0
,missing,
67,numeric,67.0
60,numeric,60.0
113,numeric,113.0
13,numeric,13.0
23,numeric,23.0
-9,numeric,-9.0
24,numeric,24.0
4/100,numeric_fraction,4.0
80,numeric,80.0
61,numeric,61.0
-3,numeric,-3.0
54,numeric,54.0
52,numeric,52.0
165,numeric,165.0
36,numeric,36.0
98,numeric,98.0
31,numeric,31.0
89,numeric,89.0
194,numeric,194.0
134,numeric,134.0
67,numeric,67.0
90,numeric,90.0
24,numeric,24.0
59,numeric,59.0
41,numeric,41.0
82,numeric,82.0
15,numeric,15.0
High,categorical_risk,
14,numeric,14.0
24,numeric,24.0
62,numeric,62.0
,missing,
74,numeric,74.0
32,numeric,32.0
7,numeric,7.0
8,numeric,8.0
91,numeric,91.0
52,numeric,52.0
99,numeric,99.0
7,numeric,7.0
90,numeric,90.0
21,numeric,21.0
HIGH,categorical_risk,
75,numeric,75.0
49,numeric,49.0
49,numeric,49.0
55,numeric,55.0
45/100,numeric_fraction,45.0
179,numeric,179.0
51,numeric,51.0
81,numeric,81.0
75,numeric,75.0
38,numeric,38.0
,missing,
-8,numeric,-8.0
25,numeric,25.0
164,numeric,164.0
56,numeric,56.0
36,numeric,36.0
18,numeric,18.0
55,numeric,55.0
57,numeric,57.0
11,numeric,11.0
38,numeric,38.0
22,numeric,22.0
105,numeric,105.0
26,numeric,26.0
91,numeric,91.0
72,numeric,72.0
7,numeric,7.0
9,numeric,9.0
HIGH,categorical_risk,
medium,categorical_risk,
83,numeric,83.0
28,numeric,28.0
42,numeric,42.0
165,numeric,165.0
87,numeric,87.0
77,numeric,77.0
185,numeric,185.0
30,numeric,30.0
156,numeric,156.0
88/100,numeric_fraction,88.0
29,numeric,29.0
28,numeric,28.0
20,numeric,20.0
191,numeric,191.0
42,numeric,42.0
42,numeric,42.0
9/100,numeric_fraction,9.0
33,numeric,33.0
-6,numeric,-6.0
,missing,
28,numeric,28.0
-8,numeric,-8.0
79,numeric,79.0
96,numeric,96.0
62,numeric,62.0
17,numeric,17.0
81,numeric,81.0
11,numeric,11.0
95,numeric,95.0
22,numeric,22.0
62,numeric,62.0
20,numeric,20.0
23,numeric,23.0
5,numeric,5.0
28,numeric,28.0
-9,numeric,-9.0
81/100,numeric_fraction,81.0
44,numeric,44.0
118,numeric,118.0
22,numeric,22.0
86,numeric,86.0
242,numeric,242.0
88,numeric,88.0
High,categorical_risk,
22,numeric,22.0
91,numeric,91.0
54,numeric,54.0
58,numeric,58.0
8,numeric,8.0
0,numeric,0.0
30,numeric,30.0
63,numeric,63.0
95,numeric,95.0
16,numeric,16.0
16,numeric,16.0
,missing,
Medium,categorical_risk,
33,numeric,33.0
36,numeric,36.0
147,numeric,147.0
Medium,categorical_risk,
1,numeric,1.0
56/100,numeric_fraction,56.0
-7,numeric,-7.0
,missing,
medium,categorical_risk,
65,numeric,65.0
16,numeric,16.0
-9,numeric,-9.0
36,numeric,36.0
54,numeric,54.0
51,numeric,51.0
86,numeric,86.0
,missing,
5,numeric,5.0
63,numeric,63.0
65,numeric,65.0
92,numeric,92.0
49,numeric,49.0
15,numeric,15.0
,missing,
7,numeric,7.0
88,numeric,88.0
250,numeric,250.0
70,numeric,70.0
78,numeric,78.0
33,numeric,33.0
3,numeric,3.0
High,categorical_risk,
73,numeric,73.0
41/100,numeric_fraction,41.0
83,numeric,83.0
45/100,numeric_fraction,45.0
121,numeric,121.0
103,numeric,103.0
,missing,
8,numeric,8.0
55,numeric,55.0
68,numeric,68.0
,missing,
47,numeric,47.0
High,categorical_risk,
47,numeric,47.0
71,numeric,71.0
20,numeric,20.0
37,numeric,37.0
26/100,numeric_fraction,26.0
45,numeric,45.0
13,numeric,13.0
69/100,numeric_fraction,69.0
Medium,categorical_risk,
99,numeric,99.0
,missing,
78,numeric,78.0
9,numeric,9.0
-5,numeric,-5.0
35,numeric,35.0
68,numeric,68.0
,missing,
59,numeric,59.0
,missing,
83/100,numeric_fraction,83.0
31,numeric,31.0
29,numeric,29.0
49,numeric,49.0
47,numeric,47.0
74/100,numeric_fraction,74.0
84,numeric,84.0
249,numeric,249.0
11,numeric,11.0
31,numeric,31.0
,missing,
18,numeric,18.0
-4,numeric,-4.0
7,numeric,7.0
90,numeric,90.0
167,numeric,167.0
2,numeric,2.0
98,numeric,98.0
21,numeric,21.0
Low,categorical_risk,
89,numeric,89.0
205,numeric,205.0
HIGH,categorical_risk,
92,numeric,92.0
44,numeric,44.0
85,numeric,85.0
11/100,numeric_fraction,11.0
58,numeric,58.0
3,numeric,3.0
46,numeric,46.0
21/100,numeric_fraction,21.0
,missing,
39,numeric,39.0
95,numeric,95.0
,missing,
0,numeric,0.0
9,numeric,9.0
76,numeric,76.0
53,numeric,53.0
,missing,
,missing,
97,numeric,97.0
89,numeric,89.0
medium,categorical_risk,
64,numeric,64.0
58/100,numeric_fraction,58.0
37/100,numeric_fraction,37.0
199,numeric,199.0
69,numeric,69.0
86,numeric,86.0
205,numeric,205.0
99,numeric,99.0
7,numeric,7.0
32,numeric,32.0
75,numeric,75.0
45,numeric,45.0
64,numeric,64.0
Medium,categorical_risk,
95,numeric,95.0
42,numeric,42.0
33,numeric,33.0
HIGH,categorical_risk,
15,numeric,15.0
43,numeric,43.0
36/100,numeric_fraction,36.0
108,numeric,108.0
49,numeric,49.0
3,numeric,3.0
,missing,
0,numeric,0.0
23,numeric,23.0
91,numeric,91.0
67,numeric,67.0
97,numeric,97.0
59/100,numeric_fraction,59.0
High,categorical_risk,
96,numeric,96.0
71,numeric,71.0
6,numeric,6.0
22,numeric,22.0
85,numeric,85.0
100,numeric,100.0
71,numeric,71.0
90,numeric,90.0
15,numeric,15.0
56,numeric,56.0
3,numeric,3.0
36,numeric,36.0
126,numeric,126.0
8,numeric,8.0
82,numeric,82.0
75,numeric,75.0
27/100,numeric_fraction,27.0
208,numeric,208.0
204,numeric,204.0
9,numeric,9.0
63,numeric,63.0
,missing,
78,numeric,78.0
229,numeric,229.0
25,numeric,25.0
100,numeric,100.0
21,numeric,21.0
,missing,
84,numeric,84.0
Low,categorical_risk,
88/100,numeric_fraction,88.0
42,numeric,42.0
230,numeric,230.0
78/100,numeric_fraction,78.0
1,numeric,1.0
HIGH,categorical_risk,
84,numeric,84.0
83,numeric,83.0
79/100,numeric_fraction,79.0
7,numeric,7.0
Medium,categorical_risk,
90,numeric,90.0
55,numeric,55.0
86,numeric,86.0
39,numeric,39.0
46,numeric,46.0
134,numeric,134.0
medium,categorical_risk,
77,numeric,77.0
33,numeric,33.0
Medium,categorical_risk,
84,numeric,84.0
63/100,numeric_fraction,63.0
97,numeric,97.0
98,numeric,98.0
9,numeric,9.0
192,numeric,192.0
15,numeric,15.0
57/100,numeric_fraction,57.0
1,numeric,1.0
107,numeric,107.0
36,numeric,36.0
15,numeric,15.0
213,numeric,213.0
13,numeric,13.0
242,numeric,242.0
56,numeric,56.0
3,numeric,3.0
9,numeric,9.0
95,numeric,95.0
26/100,numeric_fraction,26.0
82,numeric,82.0
29,numeric,29.0
10,numeric,10.0
-10,numeric,-10.0
36,numeric,36.0
6,numeric,6.0
,missing,
50/100,numeric_fraction,50.0
14/100,numeric_fraction,14.0
55,numeric,55.0
,missing,
130,numeric,130.0
100,numeric,100.0
2,numeric,2.0
95,numeric,95.0
133,numeric,133.0
35/100,numeric_fraction,35.0
178,numeric,178.0
85/100,numeric_fraction,85.0
180,numeric,180.0
52,numeric,52.0
25,numeric,25.0
48,numeric,48.0
111,numeric,111.0
110,numeric,110.0
12,numeric,12.0
6,numeric,6.0
,missing,
2,numeric,2.0
24,numeric,24.0
39,numeric,39.0
Low,categorical_risk,
243,numeric,243.0
-8,numeric,-8.0
medium,categorical_risk,
,missing,
49/100,numeric_fraction,49.0
46,numeric,46.0
medium,categorical_risk,
46,numeric,46.0
123,numeric,123.0
21,numeric,21.0
33,numeric,33.0
96,numeric,96.0
19,numeric,19.0
37,numeric,37.0
60,numeric,60.0
9,numeric,9.0
78,numeric,78.0
91,numeric,91.0
34,numeric,34.0
61,numeric,61.0
10,numeric,10.0
,missing,
246,numeric,246.0
55,numeric,55.0
0,numeric,0.0
57,numeric,57.0
24,numeric,24.0
25,numeric,25.0
89,numeric,89.0
31,numeric,31.0
Medium,categorical_risk,
3/100,numeric_fraction,3.0
130,numeric,130.0
93,numeric,93.0
91,numeric,91.0
High,categorical_risk,
-2,numeric,-2.0
73,numeric,73.0
32,numeric,32.0
56,numeric,56.0
97/100,numeric_fraction,97.0
98,numeric,98.0
31/100,numeric_fraction,31.0
89,numeric,89.0
0,numeric,0.0
,missing,
medium,categorical_risk,
51/100,numeric_fraction,51.0
33,numeric,33.0
,missing,
68,numeric,68.0
,missing,
12,numeric,12.0
71,numeric,71.0
43,numeric,43.0
49,numeric,49.0
16,numeric,16.0
37,numeric,37.0
1,numeric,1.0
155,numeric,155.0
29,numeric,29.0
High,categorical_risk,
60,numeric,60.0
28,numeric,28.0
High,categorical_risk,
62,numeric,62.0
27,numeric,27.0
-8,numeric,-8.0
11,numeric,11.0
8,numeric,8.0
HIGH,categorical_risk,
70,numeric,70.0
127,numeric,127.0
89,numeric,89.0
45,numeric,45.0
74/100,numeric_fraction,74.0
42,numeric,42.0
85/100,numeric_fraction,85.0
-7,numeric,-7.0
42/100,numeric_fraction,42.0
28,numeric,28.0
2,numeric,2.0
Low,categorical_risk,
139,numeric,139.0
-6,numeric,-6.0
80,numeric,80.0
25/100,numeric_fraction,25.0
5,numeric,5.0
69/100,numeric_fraction,69.0
,missing,
12/100,numeric_fraction,12.0
89,numeric,89.0
68,numeric,68.0
17,numeric,17.0
219,numeric,219.0
,missing,
95/100,numeric_fraction,95.0
7,numeric,7.0
96,numeric,96.0
,missing,
70,numeric,70.0
33,numeric,33.0
127,numeric,127.0
45,numeric,45.0
57,numeric,57.0
89,numeric,89.0
17,numeric,17.0
18,numeric,18.0
49,numeric,49.0
32,numeric,32.0
,missing,
237,numeric,237.0
38,numeric,38.0
49,numeric,49.0
2,numeric,2.0
-8,numeric,-8.0
-9,numeric,-9.0
-4,numeric,-4.0
32,numeric,32.0
76,numeric,76.0
59,numeric,59.0
5,numeric,5.0
42,numeric,42.0
72,numeric,72.0
-2,numeric,-2.0
109,numeric,109.0
11,numeric,11.0
7/100,numeric_fraction,7.0
15,numeric,15.0
,missing,
High,categorical_risk,
83,numeric,83.0
93,numeric,93.0
55,numeric,55.0
8,numeric,8.0
55/100,numeric_fraction,55.0
8,numeric,8.0
1,numeric,1.0
-5,numeric,-5.0
80,numeric,80.0
53,numeric,53.0
38,numeric,38.0
44,numeric,44.0
8,numeric,8.0
53,numeric,53.0
50,numeric,50.0
60/100,numeric_fraction,60.0
65,numeric,65.0
50,numeric,50.0
98,numeric,98.0
87,numeric,87.0
,missing,
Low,categorical_risk,
95,numeric,95.0
-2,numeric,-2.0
80,numeric,80.0
7,numeric,7.0
52,numeric,52.0
6,numeric,6.0
11,numeric,11.0
-10,numeric,-10.0
54/100,numeric_fraction,54.0
HIGH,categorical_risk,
238,numeric,238.0
4,numeric,4.0
High,categorical_risk,
,missing,
High,categorical_risk,
36,numeric,36.0
77,numeric,77.0
74,numeric,74.0
35,numeric,35.0
6,numeric,6.0
39/100,numeric_fraction,39.0
83/100,numeric_fraction,83.0
95,numeric,95.0
67,numeric,67.0
88,numeric,88.0
-5,numeric,-5.0
99,numeric,99.0
88,numeric,88.0
67,numeric,67.0
21,numeric,21.0
HIGH,categorical_risk,
56,numeric,56.0
Low,categorical_risk,
94/100,numeric_fraction,94.0
86,numeric,86.0
59,numeric,59.0
Low,categorical_risk,
Medium,categorical_risk,
98,numeric,98.0
38,numeric,38.0
39,numeric,39.0
43,numeric,43.0
Medium,categorical_risk,
65/100,numeric_fraction,65.0
39,numeric,39.0
14,numeric,14.0
159,numeric,159.0
50,numeric,50.0
36,numeric,36.0
120,numeric,120.0
14,numeric,14.0
1,numeric,1.0
55/100,numeric_fraction,55.0
60,numeric,60.0
68,numeric,68.0
91,numeric,91.0
,missing,
18,numeric,18.0
153,numeric,153.0
3,numeric,3.0
15,numeric,15.0
,missing,
87,numeric,87.0
89,numeric,89.0
23,numeric,23.0
36,numeric,36.0
100,numeric,100.0
84,numeric,84.0
73,numeric,73.0
66,numeric,66.0
5,numeric,5.0
HIGH,categorical_risk,
31,numeric,31.0
10,numeric,10.0
41,numeric,41.0
12,numeric,12.0
11,numeric,11.0
20,numeric,20.0
-6,numeric,-6.0
67/100,numeric_fraction,67.0
46,numeric,46.0
3,numeric,3.0
95/100,numeric_fraction,95.0
50,numeric,50.0
26,numeric,26.0
17,numeric,17.0
HIGH,categorical_risk,
67,numeric,67.0
,missing,
28,numeric,28.0
28,numeric,28.0
70,numeric,70.0
35,numeric,35.0
,missing,
medium,categorical_risk,
HIGH,categorical_risk,
82,numeric,82.0
84,numeric,84.0
46,numeric,46.0
87,numeric,87.0
52,numeric,52.0
12,numeric,12.0
31,numeric,31.0
95/100,numeric_fraction,95.0
Medium,categorical_risk,
95,numeric,95.0
86/100,numeric_fraction,86.0
13,numeric,13.0
95,numeric,95.0
40,numeric,40.0
32,numeric,32.0
,missing,
241,numeric,241.0
28,numeric,28.0
75,numeric,75.0
67/100,numeric_fraction,67.0
98,numeric,98.0
6,numeric,6.0
125,numeric,125.0
9/100,numeric_fraction,9.0
82,numeric,82.0
99,numeric,99.0
67,numeric,67.0
35,numeric,35.0
-3,numeric,-3.0
0,numeric,0.0
66,numeric,66.0
16/100,numeric_fraction,16.0
1,numeric,1.0
68/100,numeric_fraction,68.0
175,numeric,175.0
4,numeric,4.0
89,numeric,89.0
91/100,numeric_fraction,91.0
87,numeric,87.0
,missing,
-1,numeric,-1.0
11/100,numeric_fraction,11.0
High,categorical_risk,
72,numeric,72.0
72,numeric,72.0
27,numeric,27.0
83,numeric,83.0
60,numeric,60.0
162,numeric,162.0
47,numeric,47.0
56,numeric,56.0
96,numeric,96.0
7,numeric,7.0
