dataset,column,raw_value,frequency
IAM,user_id,emp10195,3
IAM,user_id,EMP10516,3
IAM,user_id,EMP-12093,3
IAM,user_id,EMP12159,3
IAM,user_id,EMP10172,3
IAM,user_id,EMP11748,3
IAM,user_id,emp10881,3
IAM,user_id,10414,3
IAM,user_id,EMP11422,3
IAM,user_id,EMP11809,3
IAM,user_id,EMP11369,3
IAM,user_id,EMP10832,3
IAM,user_id,EMP11055,3
IAM,user_id,EMP12748,3
IAM,user_id,EMP12014,3
IAM,user_id,EMP10635,3
IAM,user_id,EMP12421,3
IAM,user_id,EMP 10322,3
IAM,user_id,EMP11328,3
IAM,user_id,EMP12772,3
IAM,user_id,EMP12059,3
IAM,user_id,11680,3
IAM,user_id,EMP11766,3
IAM,user_id,10401,3
IAM,user_id,EMP10432,3
IAM,user_id,EMP11638,3
IAM,user_id,EMP10908,3
IAM,user_id,emp_12653,3
IAM,user_id,EMP12994,3
IAM,user_id,EMP10135,3
IAM,user_id,EMP11362,3
IAM,user_id,emp_12532,3
IAM,user_id,EMP10402,3
IAM,user_id,EMP11520,3
IAM,user_id,EMP11679,3
IAM,user_id,EMP12919,3
IAM,user_id,EMP11511,3
IAM,user_id,emp11050,3
IAM,user_id,EMP10740,3
IAM,user_id,EMP-11565,3
IAM,user_id,EMP10095,3
IAM,user_id,EMP 12820,3
IAM,user_id,EMP11182,3
IAM,user_id,EMP10574,3
IAM,user_id,EMP12763,3
IAM,user_id,EMP10698,3
IAM,user_id,EMP10498,3
IAM,user_id,EMP12671,3
IAM,user_id,EMP-12967,3
IAM,user_id,EMP12680,3
IAM,user_id,EMP11019,3
IAM,user_id,EMP10200,3
IAM,user_id,EMP10205,3
IAM,user_id,12864,3
IAM,user_id,EMP10688,3
IAM,user_id,EMP11765,3
IAM,user_id,EMP12983,3
IAM,user_id,10202,3
IAM,user_id,EMP11927,3
IAM,user_id,emp_10669,3
IAM,user_id,EMP11740,3
IAM,user_id,EMP-11241,3
IAM,user_id,EMP12239,3
IAM,user_id,EMP12760,3
IAM,user_id,EMP10497,3
IAM,user_id,EMP12093,3
IAM,user_id,EMP10611,3
IAM,user_id,emp_11210,3
IAM,user_id,EMP12836,3
IAM,user_id,EMP10903,3
IAM,user_id,EMP10428,3
IAM,user_id,EMP12336,3
IAM,user_id,emp_10598,3
IAM,user_id,EMP12283,3
IAM,user_id,emp10327,3
IAM,user_id,EMP11259,3
IAM,user_id,EMP-11456,3
IAM,user_id,EMP11457,3
IAM,user_id,EMP10399,3
IAM,user_id,emp_10270,3
IAM,user_id,EMP12530,3
IAM,user_id,10642,3
IAM,user_id,emp10113,3
IAM,user_id,EMP12249,3
IAM,user_id,emp_10194,3
IAM,user_id,EMP12900,3
IAM,user_id,EMP12835,3
IAM,user_id,emp12802,3
IAM,user_id,12550,3
IAM,user_id,EMP10309,3
IAM,user_id,EMP12675,3
IAM,user_id,EMP-10587,3
IAM,user_id,EMP12500,3
IAM,user_id,EMP10230,3
IAM,user_id,EMP12324,3
IAM,user_id,EMP12338,3
IAM,user_id,EMP11614,3
IAM,user_id,EMP10890,3
IAM,user_id,EMP12712,3
IAM,user_id,EMP10714,3
IAM,user_id,EMP 11763,3
IAM,user_id,emp11107,3
IAM,user_id,EMP11624,3
IAM,user_id,EMP-10799,3
IAM,user_id,EMP10906,3
IAM,user_id,EMP12517,3
IAM,user_id,EMP12118,3
IAM,user_id,EMP-10119,3
IAM,user_id,EMP 11079,3
IAM,user_id,EMP10491,3
IAM,user_id,12084,3
IAM,user_id,EMP12185,3
IAM,user_id,EMP10284,3
IAM,user_id,EMP12768,3
IAM,user_id,EMP11380,3
IAM,user_id,EMP12877,3
IAM,user_id,EMP10898,3
IAM,user_id,EMP10431,3
IAM,user_id,EMP11570,3
IAM,user_id,EMP12055,3
IAM,user_id,EMP-11193,3
IAM,user_id,EMP10597,3
IAM,user_id,EMP11400,3
IAM,user_id,EMP11677,3
IAM,user_id,EMP12145,3
IAM,user_id,EMP12611,3
IAM,user_id,EMP10835,3
IAM,user_id,EMP12218,3
IAM,user_id,EMP10808,3
IAM,user_id,EMP10632,3
IAM,user_id,EMP10231,3
IAM,user_id,10052,3
IAM,user_id,EMP11875,3
IAM,user_id,EMP10336,3
IAM,user_id,EMP12747,3
IAM,user_id,EMP11197,3
IAM,user_id,EMP11639,3
IAM,user_id,EMP11985,3
IAM,user_id,11906,3
IAM,user_id,10363,3
IAM,user_id,EMP11731,3
IAM,user_id,EMP11345,3
IAM,user_id,EMP12102,3
IAM,user_id,EMP11051,3
IAM,user_id,EMP10627,3
IAM,user_id,EMP11043,3
IAM,user_id,EMP11752,3
IAM,user_id,EMP 10194,3
IAM,user_id,emp_12240,3
IAM,user_id,emp_10395,3
IAM,user_id,EMP12097,3
IAM,user_id,EMP11209,3
IAM,user_id,EMP12018,3
IAM,user_id,EMP11441,3
IAM,user_id,emp_12652,3
IAM,user_id,EMP10101,3
IAM,user_id,EMP12121,3
IAM,user_id,EMP11195,3
IAM,user_id,EMP10552,3
IAM,user_id,EMP10360,3
IAM,user_id,EMP11459,3
IAM,user_id,EMP11530,3
IAM,user_id,EMP11150,3
IAM,user_id,emp_11307,3
IAM,user_id,EMP12194,3
IAM,user_id,EMP11196,3
IAM,user_id,EMP11935,3
IAM,user_id,EMP10141,3
IAM,user_id,EMP10880,3
IAM,user_id,EMP12891,3
IAM,user_id,EMP10276,3
IAM,user_id,EMP10389,3
IAM,user_id,EMP11489,3
IAM,user_id,EMP11461,3
IAM,user_id,EMP 10492,3
IAM,user_id,EMP11859,3
IAM,user_id,EMP11856,3
IAM,user_id,EMP 11411,3
IAM,user_id,EMP11635,3
IAM,user_id,EMP10105,3
IAM,user_id,EMP10124,3
IAM,user_id,EMP10904,3
IAM,user_id,EMP10505,3
IAM,user_id,EMP12309,3
IAM,user_id,emp_11934,3
IAM,user_id,emp10652,3
IAM,user_id,EMP10839,3
IAM,user_id,EMP12199,3
IAM,user_id,EMP10624,3
IAM,user_id,EMP10256,3
IAM,user_id,EMP12882,3
IAM,user_id,EMP11166,3
IAM,user_id,EMP12402,3
IAM,user_id,EMP10858,3
IAM,user_id,EMP12165,3
IAM,user_id,EMP11567,3
IAM,user_id,EMP-10900,3
IAM,user_id,emp_10044,3
IAM,user_id,EMP10852,3
IAM,user_id,EMP12948,3
IAM,user_id,EMP10002,3
IAM,user_id,EMP11814,3
IAM,user_id,EMP10463,3
IAM,user_id,EMP12751,3
IAM,user_id,EMP10146,3
IAM,user_id,EMP10329,3
IAM,user_id,EMP11419,3
IAM,user_id,EMP10594,3
IAM,user_id,EMP11735,3
IAM,user_id,EMP11658,3
IAM,user_id,EMP10724,3
IAM,user_id,emp_11462,3
IAM,user_id,EMP12821,3
IAM,user_id,EMP10823,3
IAM,user_id,EMP12031,3
IAM,user_id,EMP10763,3
IAM,user_id,EMP11812,3
IAM,user_id,emp12173,3
IAM,user_id,EMP11565,3
IAM,user_id,EMP-11186,3
IAM,user_id,EMP11225,3
IAM,user_id,EMP11228,3
IAM,user_id,EMP-10677,3
IAM,user_id,11200,3
IAM,user_id,12993,3
IAM,user_id,EMP10478,3
IAM,user_id,12544,3
IAM,user_id,emp_11228,3
IAM,user_id,EMP10669,3
IAM,user_id,emp10079,3
IAM,user_id,EMP10931,3
IAM,user_id,EMP11483,3
IAM,user_id,EMP11903,3
IAM,user_id,EMP-11484,3
IAM,user_id,EMP11490,3
IAM,user_id,EMP10196,3
IAM,user_id,EMP10825,3
IAM,user_id,EMP10064,3
IAM,user_id,11381,3
IAM,user_id,EMP11647,3
IAM,user_id,EMP12595,3
IAM,user_id,EMP12032,3
IAM,user_id,emp10667,3
IAM,user_id,EMP12960,3
IAM,user_id,EMP12048,3
IAM,user_id,EMP12697,3
IAM,user_id,EMP11134,3
IAM,user_id,EMP11472,3
IAM,user_id,EMP12711,3
IAM,user_id,EMP 11707,3
IAM,user_id,EMP12666,3
IAM,user_id,EMP12299,3
IAM,user_id,EMP10706,3
IAM,user_id,EMP-12182,3
IAM,user_id,EMP10420,3
IAM,user_id,EMP12322,3
IAM,user_id,EMP10794,3
IAM,user_id,EMP12334,3
IAM,user_id,EMP12314,3
IAM,user_id,EMP11953,3
IAM,user_id,emp_12487,3
IAM,user_id,EMP11592,3
IAM,user_id,EMP11725,3
IAM,user_id,EMP12128,3
IAM,user_id,EMP12562,3
IAM,user_id,emp_11436,2
IAM,user_id,EMP11632,2
IAM,user_id,EMP 10317,2
IAM,user_id,EMP11269,2
IAM,user_id,EMP11178,2
IAM,user_id,12775,2
IAM,user_id,EMP12777,2
IAM,user_id,EMP12061,2
IAM,user_id,EMP-12197,2
IAM,user_id,EMP 11821,2
IAM,user_id,EMP 12767,2
IAM,user_id,11321,2
IAM,user_id,EMP11846,2
IAM,user_id,EMP12604,2
IAM,user_id,EMP10741,2
IAM,user_id,emp10139,2
IAM,user_id,EMP11444,2
IAM,user_id,EMP12325,2
IAM,user_id,emp_10278,2
IAM,user_id,emp10218,2
IAM,user_id,EMP10212,2
IAM,user_id,EMP12808,2
IAM,user_id,emp12373,2
IAM,user_id,EMP12778,2
IAM,user_id,emp10956,2
IAM,user_id,EMP12650,2
IAM,user_id,EMP11892,2
IAM,user_id,emp10255,2
IAM,user_id,emp10261,2
IAM,user_id,10989,2
IAM,user_id,EMP-10130,2
IAM,user_id,EMP12978,2
IAM,user_id,EMP-10245,2
IAM,user_id,EMP-11502,2
IAM,user_id,emp_10423,2
IAM,user_id,EMP 12192,2
IAM,user_id,EMP 11396,2
IAM,user_id,EMP-12287,2
IAM,user_id,EMP-12372,2
IAM,user_id,EMP10154,2
IAM,user_id,emp_11055,2
IAM,user_id,EMP 11103,2
IAM,user_id,emp_10972,2
IAM,user_id,11544,2
IAM,user_id,EMP 10802,2
IAM,user_id,10002,2
IAM,user_id,emp_10121,2
IAM,user_id,EMP10300,2
IAM,user_id,emp_12525,2
IAM,user_id,EMP12342,2
IAM,user_id,emp_10335,2
IAM,user_id,EMP-10436,2
IAM,user_id,EMP10494,2
IAM,user_id,emp12145,2
IAM,user_id,emp_10466,2
IAM,user_id,emp12317,2
IAM,user_id,EMP10913,2
IAM,user_id,emp10181,2
IAM,user_id,EMP12191,2
IAM,user_id,EMP10396,2
IAM,user_id,EMP12406,2
IAM,user_id,emp_12610,2
IAM,user_id,emp12380,2
IAM,user_id,emp_11511,2
IAM,user_id,EMP12734,2
IAM,user_id,11009,2
IAM,user_id,emp10445,2
IAM,user_id,EMP 10724,2
IAM,user_id,11047,2
IAM,user_id,emp11315,2
IAM,user_id,EMP 11124,2
IAM,user_id,emp12268,2
IAM,user_id,EMP 12538,2
IAM,user_id,EMP12853,2
IAM,user_id,EMP-11066,2
IAM,user_id,12732,2
IAM,user_id,EMP10792,2
IAM,user_id,EMP-10466,2
IAM,user_id,EMP12585,2
IAM,user_id,10004,2
IAM,user_id,EMP11808,2
IAM,user_id,EMP-10648,2
IAM,user_id,EMP11921,2
IAM,user_id,EMP12009,2
IAM,user_id,emp_11309,2
IAM,user_id,EMP11310,2
IAM,user_id,emp_10070,2
IAM,user_id,EMP12124,2
IAM,user_id,11779,2
IAM,user_id,EMP11551,2
IAM,user_id,EMP12538,2
IAM,user_id,12867,2
IAM,user_id,EMP 11364,2
IAM,user_id,emp_11507,2
IAM,user_id,EMP-11535,2
IAM,user_id,EMP11451,2
IAM,user_id,emp_12500,2
IAM,user_id,EMP-11871,2
IAM,user_id,EMP11649,2
IAM,user_id,EMP-12841,2
IAM,user_id,EMP-12793,2
IAM,user_id,emp_10274,2
IAM,user_id,EMP10989,2
IAM,user_id,emp11992,2
IAM,user_id,emp11503,2
IAM,user_id,EMP-12509,2
IAM,user_id,EMP12886,2
IAM,user_id,EMP10844,2
IAM,user_id,emp_12958,2
IAM,user_id,EMP12653,2
IAM,user_id,EMP10213,2
IAM,user_id,emp_12270,2
IAM,user_id,EMP12737,2
IAM,user_id,11973,2
IAM,user_id,EMP-10442,2
IAM,user_id,EMP 10634,2
IAM,user_id,12529,2
IAM,user_id,emp11133,2
IAM,user_id,EMP 12183,2
IAM,user_id,EMP 11281,2
IAM,user_id,EMP10568,2
IAM,user_id,EMP10531,2
IAM,user_id,EMP12459,2
IAM,user_id,EMP 12788,2
IAM,user_id,EMP10143,2
IAM,user_id,emp12962,2
IAM,user_id,11024,2
IAM,user_id,11789,2
IAM,user_id,emp11871,2
IAM,user_id,emp10336,2
IAM,user_id,emp11378,2
IAM,user_id,emp_11696,2
IAM,user_id,EMP11319,2
IAM,user_id,emp11279,2
IAM,user_id,emp_11163,2
IAM,user_id,EMP10588,2
IAM,user_id,EMP 10668,2
IAM,user_id,EMP10866,2
IAM,user_id,EMP12613,2
IAM,user_id,EMP-12976,2
IAM,user_id,EMP-10406,2
IAM,user_id,EMP12990,2
IAM,user_id,10952,2
IAM,user_id,11944,2
IAM,user_id,emp11630,2
IAM,user_id,EMP12864,2
IAM,user_id,EMP 10036,2
IAM,user_id,EMP10970,2
IAM,user_id,emp11327,2
IAM,user_id,10601,2
IAM,user_id,EMP12236,2
IAM,user_id,EMP-11614,2
IAM,user_id,EMP 10658,2
IAM,user_id,emp11544,2
IAM,user_id,EMP10846,2
IAM,user_id,EMP10210,2
IAM,user_id,11499,2
IAM,user_id,EMP-12547,2
IAM,user_id,emp_11669,2
IAM,user_id,EMP 11215,2
IAM,user_id,EMP-12667,2
IAM,user_id,EMP 11964,2
IAM,user_id,12358,2
IAM,user_id,emp11496,2
IAM,user_id,EMP11184,2
IAM,user_id,EMP10117,2
IAM,user_id,EMP10249,2
IAM,user_id,10333,2
IAM,user_id,emp_11293,2
IAM,user_id,EMP-10662,2
IAM,user_id,EMP 11031,2
IAM,user_id,emp12371,2
IAM,user_id,EMP10198,2
IAM,user_id,EMP-12096,2
IAM,user_id,EMP10829,2
IAM,user_id,EMP10778,2
IAM,user_id,EMP11313,2
IAM,user_id,EMP-12746,2
IAM,user_id,EMP11417,2
IAM,user_id,EMP10086,2
IAM,user_id,EMP 12566,2
IAM,user_id,EMP12912,2
IAM,user_id,emp_11492,2
IAM,user_id,EMP10565,2
IAM,user_id,EMP-11716,2
IAM,user_id,EMP-10397,2
IAM,user_id,EMP 12255,2
IAM,user_id,EMP11266,2
IAM,user_id,11901,2
IAM,user_id,emp11745,2
IAM,user_id,EMP-12769,2
IAM,user_id,EMP11768,2
IAM,user_id,EMP11733,2
IAM,user_id,EMP10370,2
IAM,user_id,EMP10676,2
IAM,user_id,emp11688,2
IAM,user_id,EMP10358,2
IAM,user_id,EMP-11259,2
IAM,user_id,emp12264,2
IAM,user_id,EMP11508,2
IAM,user_id,EMP-11310,2
IAM,user_id,12893,2
IAM,user_id,10403,2
IAM,user_id,EMP 11306,2
IAM,user_id,EMP-10388,2
IAM,user_id,11839,2
IAM,user_id,EMP11302,2
IAM,user_id,EMP12333,2
IAM,user_id,12450,2
IAM,user_id,emp_10886,2
IAM,user_id,EMP12050,2
IAM,user_id,emp10875,2
IAM,user_id,emp_12715,2
IAM,user_id,EMP 11304,2
IAM,user_id,EMP11139,2
IAM,user_id,EMP10244,2
IAM,user_id,EMP10765,2
IAM,user_id,EMP11873,2
IAM,user_id,EMP10186,2
IAM,user_id,EMP11956,2
IAM,user_id,EMP-10630,2
IAM,user_id,12006,2
IAM,user_id,EMP12957,2
IAM,user_id,EMP-12854,2
IAM,user_id,EMP10145,2
IAM,user_id,EMP10692,2
IAM,user_id,EMP-10686,2
IAM,user_id,emp10959,2
IAM,user_id,EMP11947,2
IAM,user_id,emp_12333,2
IAM,user_id,EMP 12639,2
IAM,user_id,EMP 11045,2
IAM,user_id,EMP-12864,2
IAM,user_id,EMP10163,2
IAM,user_id,EMP10414,2
IAM,user_id,EMP 11465,2
IAM,user_id,emp_12331,2
IAM,user_id,EMP10699,2
IAM,user_id,emp12781,2
IAM,user_id,EMP 12952,2
IAM,user_id,EMP11436,2
IAM,user_id,EMP-12251,2
IAM,user_id,11734,2
IAM,user_id,11937,2
IAM,user_id,EMP-11102,2
IAM,user_id,10773,2
IAM,user_id,12745,2
IAM,user_id,EMP-11771,2
IAM,user_id,EMP 12725,2
IAM,user_id,EMP12709,2
IAM,user_id,EMP-10989,2
IAM,user_id,EMP12432,2
IAM,user_id,emp11487,2
IAM,user_id,emp12835,2
IAM,user_id,emp_10280,2
IAM,user_id,EMP-12353,2
IAM,user_id,EMP12736,2
IAM,user_id,emp_12810,2
IAM,user_id,EMP12552,2
IAM,user_id,EMP12351,2
IAM,user_id,12328,2
IAM,user_id,emp11140,2
IAM,user_id,11873,2
IAM,user_id,EMP 12867,2
IAM,user_id,EMP10856,2
IAM,user_id,EMP10757,2
IAM,user_id,EMP-10099,2
IAM,user_id,emp12540,2
IAM,user_id,emp12077,2
IAM,user_id,12977,2
IAM,user_id,EMP12120,2
IAM,user_id,EMP-12305,2
IAM,user_id,EMP 11489,2
IAM,user_id,12498,2
IAM,user_id,EMP 10282,2
IAM,user_id,EMP10510,2
IAM,user_id,emp11528,2
IAM,user_id,EMP11180,2
IAM,user_id,EMP10390,2
IAM,user_id,EMP-10869,2
IAM,user_id,11550,2
IAM,user_id,EMP-11950,2
IAM,user_id,emp11385,2
IAM,user_id,EMP12451,2
IAM,user_id,EMP12417,2
IAM,user_id,EMP10865,2
IAM,user_id,emp10598,2
IAM,user_id,EMP 11157,2
IAM,user_id,EMP12131,2
IAM,user_id,EMP10752,2
IAM,user_id,EMP-12205,2
IAM,user_id,emp_12411,2
IAM,user_id,emp10706,2
IAM,user_id,10859,2
IAM,user_id,EMP-10707,2
IAM,user_id,emp_11367,2
IAM,user_id,EMP-11913,2
IAM,user_id,emp_10953,2
IAM,user_id,emp_11927,2
IAM,user_id,EMP10615,2
IAM,user_id,emp_12747,2
IAM,user_id,EMP11234,2
IAM,user_id,EMP10776,2
IAM,user_id,EMP-10262,2
IAM,user_id,EMP11423,2
IAM,user_id,emp_12973,2
IAM,user_id,EMP 12711,2
IAM,user_id,emp12337,2
IAM,user_id,emp12260,2
IAM,user_id,emp_12054,2
IAM,user_id,emp10136,2
IAM,user_id,EMP-11584,2
IAM,user_id,EMP10548,2
IAM,user_id,EMP10112,2
IAM,user_id,emp_10057,2
IAM,user_id,EMP10424,2
IAM,user_id,EMP11456,2
IAM,user_id,emp10926,2
IAM,user_id,EMP10647,2
IAM,user_id,10763,2
IAM,user_id,EMP 11328,2
IAM,user_id,emp_11697,2
IAM,user_id,EMP-12258,2
IAM,user_id,EMP 11899,2
IAM,user_id,EMP11119,2
IAM,user_id,EMP11094,2
IAM,user_id,11060,2
IAM,user_id,EMP-11058,2
IAM,user_id,emp10918,2
IAM,user_id,EMP 10273,2
IAM,user_id,EMP 11118,2
IAM,user_id,EMP 12784,2
IAM,user_id,EMP 11266,2
IAM,user_id,10954,2
IAM,user_id,EMP11267,2
IAM,user_id,emp11971,2
IAM,user_id,EMP12625,2
IAM,user_id,EMP10055,2
IAM,user_id,12836,2
IAM,user_id,emp_12231,2
IAM,user_id,EMP10756,2
IAM,user_id,11206,2
IAM,user_id,EMP10547,2
IAM,user_id,10995,2
IAM,user_id,emp_11343,2
IAM,user_id,emp_11820,2
IAM,user_id,EMP-12352,2
IAM,user_id,EMP10670,2
IAM,user_id,EMP10059,2
IAM,user_id,EMP12846,2
IAM,user_id,EMP11653,2
IAM,user_id,emp11769,2
IAM,user_id,EMP 12619,2
IAM,user_id,EMP-10391,2
IAM,user_id,emp12002,2
IAM,user_id,EMP11962,2
IAM,user_id,emp10963,2
IAM,user_id,EMP10526,2
IAM,user_id,emp_10670,2
IAM,user_id,EMP 10349,2
IAM,user_id,EMP12526,2
IAM,user_id,EMP 12062,2
IAM,user_id,emp10417,2
IAM,user_id,EMP-10372,2
IAM,user_id,11810,2
IAM,user_id,EMP-11229,2
IAM,user_id,11476,2
IAM,user_id,emp11406,2
IAM,user_id,EMP 11810,2
IAM,user_id,EMP 10364,2
IAM,user_id,12320,2
IAM,user_id,emp12980,2
IAM,user_id,EMP-12596,2
IAM,user_id,EMP10132,2
IAM,user_id,10733,2
IAM,user_id,EMP12473,2
IAM,user_id,EMP12212,2
IAM,user_id,emp_10425,2
IAM,user_id,emp11621,2
IAM,user_id,EMP12637,2
IAM,user_id,EMP11502,2
IAM,user_id,emp11446,2
IAM,user_id,emp_12284,2
IAM,user_id,emp_11646,2
IAM,user_id,emp11706,2
IAM,user_id,EMP-10213,2
IAM,user_id,12102,2
IAM,user_id,EMP12619,2
IAM,user_id,emp10637,2
IAM,user_id,EMP11509,2
IAM,user_id,emp_10033,2
IAM,user_id,EMP10687,2
IAM,user_id,EMP12278,2
IAM,user_id,EMP12730,2
IAM,user_id,EMP11569,2
IAM,user_id,12329,2
IAM,user_id,EMP-12329,2
IAM,user_id,EMP-11167,2
IAM,user_id,10618,2
IAM,user_id,emp12385,2
IAM,user_id,emp10602,2
IAM,user_id,emp_12023,2
IAM,user_id,emp_11727,2
IAM,user_id,EMP11011,2
IAM,user_id,EMP12013,2
IAM,user_id,EMP-12354,2
IAM,user_id,EMP10907,2
IAM,user_id,EMP-11937,2
IAM,user_id,EMP12203,2
IAM,user_id,EMP12269,2
IAM,user_id,EMP-10843,2
IAM,user_id,EMP-11233,2
IAM,user_id,EMP10926,2
IAM,user_id,emp10695,2
IAM,user_id,EMP11424,2
IAM,user_id,emp10217,2
IAM,user_id,emp10797,2
IAM,user_id,EMP10901,2
IAM,user_id,EMP11946,2
IAM,user_id,emp_11885,2
IAM,user_id,EMP11478,2
IAM,user_id,EMP 10894,2
IAM,user_id,emp10655,2
IAM,user_id,EMP 11497,2
IAM,user_id,EMP-10243,2
IAM,user_id,11055,2
IAM,user_id,emp11862,2
IAM,user_id,EMP11607,2
IAM,user_id,EMP10661,2
IAM,user_id,12118,2
IAM,user_id,emp12856,2
IAM,user_id,EMP-12945,2
IAM,user_id,EMP-11546,2
IAM,user_id,EMP-12814,2
IAM,user_id,EMP11646,2
IAM,user_id,11776,2
IAM,user_id,emp10333,2
IAM,user_id,EMP 12995,2
IAM,user_id,emp10427,2
IAM,user_id,EMP 10804,2
IAM,user_id,EMP12826,2
IAM,user_id,12238,2
IAM,user_id,EMP11772,2
IAM,user_id,EMP 11199,2
IAM,user_id,emp11727,2
IAM,user_id,10185,2
IAM,user_id,EMP-10748,2
IAM,user_id,EMP 10438,2
IAM,user_id,EMP 12954,2
IAM,user_id,EMP10252,2
IAM,user_id,EMP10607,2
IAM,user_id,emp_12746,2
IAM,user_id,EMP12620,2
IAM,user_id,EMP12424,2
IAM,user_id,EMP10640,2
IAM,user_id,EMP-12608,2
IAM,user_id,EMP10367,2
IAM,user_id,emp10361,2
IAM,user_id,EMP-10023,2
IAM,user_id,10832,2
IAM,user_id,emp_10405,2
IAM,user_id,EMP 12880,2
IAM,user_id,emp11994,2
IAM,user_id,EMP11799,2
IAM,user_id,EMP 11159,2
IAM,user_id,EMP12645,2
IAM,user_id,EMP 10425,2
IAM,user_id,EMP 10201,2
IAM,user_id,EMP10523,2
IAM,user_id,12311,2
IAM,user_id,EMP-10453,2
IAM,user_id,10090,2
IAM,user_id,EMP-11408,2
IAM,user_id,EMP-11414,2
IAM,user_id,emp_11300,2
IAM,user_id,emp11354,2
IAM,user_id,EMP 11591,2
IAM,user_id,11164,2
IAM,user_id,EMP 10985,2
IAM,user_id,EMP11355,2
IAM,user_id,10166,2
IAM,user_id,EMP-11212,2
IAM,user_id,EMP 10702,2
IAM,user_id,emp10165,2
IAM,user_id,11454,2
IAM,user_id,EMP10654,2
IAM,user_id,10931,2
IAM,user_id,emp10856,2
IAM,user_id,EMP-12807,2
IAM,user_id,emp_12378,2
IAM,user_id,emp_10623,2
IAM,user_id,EMP12540,2
IAM,user_id,emp10022,2
IAM,user_id,emp11003,2
IAM,user_id,EMP-12296,2
IAM,user_id,emp_12865,2
IAM,user_id,emp_12877,2
IAM,user_id,EMP12470,2
IAM,user_id,emp10453,2
IAM,user_id,EMP12927,2
IAM,user_id,EMP-12542,2
IAM,user_id,emp_11297,2
IAM,user_id,EMP-11632,2
IAM,user_id,EMP12127,2
IAM,user_id,EMP10266,2
IAM,user_id,emp11078,2
IAM,user_id,EMP 11891,2
IAM,user_id,EMP10666,2
IAM,user_id,EMP10659,2
IAM,user_id,emp12483,2
IAM,user_id,EMP10224,2
IAM,user_id,emp11187,2
IAM,user_id,emp_12985,2
IAM,user_id,EMP12752,2
IAM,user_id,EMP-12871,2
IAM,user_id,emp12821,2
IAM,user_id,11913,2
IAM,user_id,EMP11210,2
IAM,user_id,emp_11542,2
IAM,user_id,EMP-11649,2
IAM,user_id,EMP 12273,2
IAM,user_id,EMP-10396,2
IAM,user_id,EMP12103,2
IAM,user_id,EMP-12179,2
IAM,user_id,emp11188,2
IAM,user_id,10791,2
IAM,user_id,emp_12385,2
IAM,user_id,EMP11479,2
IAM,user_id,EMP11637,2
IAM,user_id,EMP12130,2
IAM,user_id,EMP 10940,2
IAM,user_id,EMP10736,2
IAM,user_id,EMP-11343,2
IAM,user_id,EMP11308,2
IAM,user_id,EMP11060,2
IAM,user_id,emp_11906,2
IAM,user_id,EMP11821,2
IAM,user_id,10454,2
IAM,user_id,EMP-11108,2
IAM,user_id,emp_10749,2
IAM,user_id,EMP11802,2
IAM,user_id,EMP11757,2
IAM,user_id,emp11174,2
IAM,user_id,EMP11898,2
IAM,user_id,emp12634,2
IAM,user_id,EMP11468,2
IAM,user_id,emp_11905,2
IAM,user_id,EMP-10135,2
IAM,user_id,emp_11159,2
IAM,user_id,EMP-12498,2
IAM,user_id,EMP-12553,2
IAM,user_id,12009,2
IAM,user_id,EMP12281,2
IAM,user_id,EMP10515,2
IAM,user_id,EMP11800,2
IAM,user_id,emp12612,2
IAM,user_id,emp11323,2
IAM,user_id,EMP10102,2
IAM,user_id,EMP 12246,2
IAM,user_id,EMP11920,2
IAM,user_id,EMP 12287,2
IAM,user_id,11155,2
IAM,user_id,emp10771,2
IAM,user_id,10077,2
IAM,user_id,EMP 10759,2
IAM,user_id,emp_10097,2
IAM,user_id,EMP12372,2
IAM,user_id,emp10092,2
IAM,user_id,EMP12395,2
IAM,user_id,EMP-11290,2
IAM,user_id,EMP 12552,2
IAM,user_id,emp10437,2
IAM,user_id,EMP10294,2
IAM,user_id,EMP-10264,2
IAM,user_id,EMP12313,2
IAM,user_id,EMP11979,2
IAM,user_id,EMP12276,2
IAM,user_id,emp_10027,2
IAM,user_id,EMP12854,2
IAM,user_id,emp11044,2
IAM,user_id,12501,2
IAM,user_id,emp_11130,2
IAM,user_id,12974,2
IAM,user_id,emp10575,2
IAM,user_id,emp_11080,2
IAM,user_id,EMP-11806,2
IAM,user_id,emp11181,2
IAM,user_id,EMP-11728,2
IAM,user_id,emp_10338,2
IAM,user_id,EMP 10207,2
IAM,user_id,emp_10589,2
IAM,user_id,10477,2
IAM,user_id,EMP 11664,2
IAM,user_id,12384,2
IAM,user_id,EMP-10330,2
IAM,user_id,EMP11046,2
IAM,user_id,EMP 11154,2
IAM,user_id,emp12692,2
IAM,user_id,emp_11061,2
IAM,user_id,emp12028,2
IAM,user_id,EMP11930,2
IAM,user_id,emp_10568,2
IAM,user_id,EMP10833,2
IAM,user_id,EMP 10883,2
IAM,user_id,10706,2
IAM,user_id,EMP11578,2
IAM,user_id,EMP-11188,2
IAM,user_id,emp_10190,2
IAM,user_id,EMP11475,2
IAM,user_id,emp_10627,2
IAM,user_id,emp12629,2
IAM,user_id,EMP10202,2
IAM,user_id,EMP10126,2
IAM,user_id,EMP-11862,2
IAM,user_id,EMP11926,2
IAM,user_id,EMP11623,2
IAM,user_id,EMP12756,2
IAM,user_id,EMP-12115,2
IAM,user_id,EMP11580,2
IAM,user_id,emp12036,2
