alert_id,detected_timestamp,resolved_timestamp,user_id,hostname,severity,status,detected_parsed,resolved_parsed,duration_hours
EPA00006422,2026-09-08 07:20:11,08/09/2026,EMP12440,LPT-12440,L,New,2026-09-08 07:20:11,2026-08-09 00:00:00,-727.3363888888889
EPA00007659,08-23-2026 03:16:23 PM,2026-08-23T00:16:23,11616,LPT-11616,Low,RESOLVED,2026-08-23 15:16:23,2026-08-23 00:16:23,-15.0
EPA00006596,2026-08-04 16:51:46,07/08/2026 17:51,EMP10022,VDR-10022,M,O,2026-08-04 16:51:46,2026-07-08 17:51:00,-647.0127777777777
EPA00006181,2026-08-03T20:10:40,07/08/2026 02:10,EMP-11977,LPT-11977,Critical,Open,2026-08-03 20:10:40,2026-07-08 02:10:00,-642.0111111111111
EPA00000388,09/08/2026 22:48,11-Aug-2026 01:48:52,EMP10699,WS-10699,P4,Closed,2026-09-08 22:48:00,2026-08-11 01:48:52,-692.9855555555556
EPA00000932,08-30-2026 04:18:19 AM,03/09/2026 18:18,emp12017,VDR-12017,Moderate,NEW,2026-08-30 04:18:19,2026-03-09 18:18:00,-4162.005277777777
EPA00006730,2026-08-02 14:46:14,05/08/2026 03:46,EMP10807,VDR-10807,LOW,Not Malicious,2026-08-02 14:46:14,2026-05-08 03:46:00,-2075.003888888889
EPA00005149,04-Aug-2026 03:01:50,05/08/2026,EMP 12570,VDR-12570,L,NEW,2026-08-04 03:01:50,2026-05-08 00:00:00,-2115.0305555555556
EPA00000064,08-18-2026 10:29:18 AM,2026/08/18,EMP11714,LPT-11714,Moderate,CLOSED,2026-08-18 10:29:18,2026-08-18 00:00:00,-10.488333333333333
EPA00005693,03/09/2026,01/09/2026 16:34,emp12795,,HIGH,CLOSED,2026-03-09 00:00:00,2026-01-09 16:34:00,-1399.4333333333334
EPA00000030,2026-09-03 03:45:03,06/09/2026,EMP-12051,WS-12051,M,NEW,2026-09-03 03:45:03,2026-06-09 00:00:00,-2067.7508333333335
EPA00006106,08-25-2026 08:02:05 PM,08-24-2026 04:02:05 AM,EMP 12168,VDR-12168,HIGH,Active,2026-08-25 20:02:05,2026-08-24 04:02:05,-40.0
EPA00004741,2026-09-01 06:54:51,01/09/2026 08:54,EMP11563,WS-11563.corp.local,LOW,RESOLVED,2026-09-01 06:54:51,2026-01-09 08:54:00,-5638.014166666667
EPA00000809,2026-08-18 00:42:10,08-17-2026 09:42:10 PM,EMP 10894,LPT-10894,MEDIUM,FALSE_POSITIVE,2026-08-18 00:42:10,2026-08-17 21:42:10,-3.0
EPA00001236,12/08/2026,2026-08-12 19:00:53,EMP11600,VDR-11600,CRIT,IN_PROGRESS,2026-12-08 00:00:00,2026-08-12 19:00:53,-2812.985277777778
EPA00004162,11/08/2026,08-12-2026 10:15:14 PM,EMP12960,LPT-12960,P4,Closed,2026-11-08 00:00:00,2026-08-12 22:15:14,-2089.746111111111
EPA00004902,2026-09-05 01:45:28,2026/09/05,EMP10567,LPT_10567,P4,In Progress,2026-09-05 01:45:28,2026-09-05 00:00:00,-1.7577777777777779
EPA00002207,2026-08-04 06:59:40,05/08/2026 06:59,emp_10021,LPT-10021,High,O,2026-08-04 06:59:40,2026-05-08 06:59:00,-2112.011111111111
EPA00007452,20/08/2026,2026-08-18 11:58:16,EMP11615,LPT-11615,LOW,WIP,2026-08-20 00:00:00,2026-08-18 11:58:16,-36.028888888888886
EPA00001486,11/08/2026,11-Aug-2026 11:32:55,emp_12061,LPT-12061,CRIT,R,2026-11-08 00:00:00,2026-08-11 11:32:55,-2124.4513888888887
EPA00001273,2026/09/02,06/09/2026,EMP-10057,VDR-10057,H,Not Malicious,2026-09-02 00:00:00,2026-06-09 00:00:00,-2040.0
EPA00002463,2026-09-01T19:12:03,02/09/2026 08:12,EMP12019,VDR-12019.corp.local,M,WIP,2026-09-01 19:12:03,2026-02-09 08:12:00,-4907.0008333333335
EPA00007125,10/08/2026 21:59,2026-08-11T11:59:40,EMP-10218,VDR-10218,P3,OPEN,2026-10-08 21:59:00,2026-08-11 11:59:40,-1401.9888888888888
EPA00002918,2026/09/01,02/09/2026 11:36,emp11599,VDR-11599,HIGH,Open,2026-09-01 00:00:00,2026-02-09 11:36:00,-4884.4
EPA00004152,2026-09-05T10:33:30,08/09/2026 23:33,EMP11576,VDR-11576,HIGH,Active,2026-09-05 10:33:30,2026-08-09 23:33:00,-635.0083333333333
EPA00004939,09/08/2026 14:37,09/08/2026,EMP10547,LPT-10547,Low,Closed,2026-09-08 14:37:00,2026-09-08 00:00:00,-14.616666666666667
EPA00005213,08-02-2026 12:54:46 AM,05/08/2026,10713,VDR-10713,Minor,Open,2026-08-02 00:54:46,2026-05-08 00:00:00,-2064.9127777777776
EPA00006399,2026-08-05 18:49:18,06/08/2026 02:49,EMP10753,LPT-10753,LOW,Closed,2026-08-05 18:49:18,2026-06-08 02:49:00,-1408.005
EPA00007776,08-29-2026 11:39:14 AM,01/09/2026 23:39,EMP11938,ws-11938,Critical,R,2026-08-29 11:39:14,2026-01-09 23:39:00,-5556.0038888888885
EPA00006300,31/08/2026 23:15,30-Aug-2026 18:15:39,EMP11707,LPT-11707,Medium,Resolved,2026-08-31 23:15:00,2026-08-30 18:15:39,-28.989166666666666
EPA00007496,10/08/2026,11-Aug-2026 08:28:14,emp_11679,LPT-11679,HIGH,Open,2026-10-08 00:00:00,2026-08-11 08:28:14,-1383.5294444444444
EPA00000968,23-Aug-2026 21:54:06,23/08/2026 13:54,12814,VDR-12814,M,IN_PROGRESS,2026-08-23 21:54:06,2026-08-23 13:54:00,-8.001666666666667
EPA00000273,30/08/2026,01/09/2026 04:34,emp12446,,HIGH,FP,2026-08-30 00:00:00,2026-01-09 04:34:00,-5587.433333333333
EPA00007971,2026/08/31,04/09/2026 03:15,EMP-11587,vdr-11587,Medium,N,2026-08-31 00:00:00,2026-04-09 03:15:00,-3452.75
EPA00003095,2026-08-22T18:21:34,2026-08-22T16:21:34,emp_12321,,Minor,New,2026-08-22 18:21:34,2026-08-22 16:21:34,-2.0
EPA00003430,19/08/2026,2026-08-18T09:05:32,EMP12624,VDR-12624,Minor,Not Malicious,2026-08-19 00:00:00,2026-08-18 09:05:32,-14.907777777777778
EPA00004989,2026-08-31 04:28:05,29/08/2026 08:28,EMP11116,LPT_11116,High,N,2026-08-31 04:28:05,2026-08-29 08:28:00,-44.00138888888889
EPA00004681,2026-08-03T06:43:38,04/08/2026 04:43,EMP10805,VDR-10805.corp.local,Medium,New,2026-08-03 06:43:38,2026-04-08 04:43:00,-2810.0105555555556
EPA00000337,01-Aug-2026 10:20:26,02/08/2026 00:20,EMP10800,WS-10800,P2,NEW,2026-08-01 10:20:26,2026-02-08 00:20:00,-4186.0072222222225
EPA00005843,09/08/2026 09:07,11-Aug-2026 04:07:16,EMP 10999,WS-10999,L,IN_PROGRESS,2026-09-08 09:07:00,2026-08-11 04:07:16,-676.9955555555556
EPA00000766,11/08/2026 17:38,2026-08-16T01:38:50,EMP 12452,VDR-12452,MEDIUM,Resolved,2026-11-08 17:38:00,2026-08-16 01:38:50,-2031.986111111111
EPA00000072,11/08/2026 02:54,15/08/2026 16:54,EMP11661,LPT-11661,P2,Closed,2026-11-08 02:54:00,2026-08-15 16:54:00,-2026.0
EPA00006999,10/08/2026,13/08/2026 07:21,12907,LPT-12907,P3,IN_PROGRESS,2026-10-08 00:00:00,2026-08-13 07:21:00,-1336.65
EPA00002168,2026-08-02 22:36:51,03/08/2026 10:36,emp_12707,VDR-12707,Moderate,O,2026-08-02 22:36:51,2026-03-08 10:36:00,-3540.014166666667
EPA00001613,2026-08-10 11:41:00,09-Aug-2026 04:41:00,emp_10031,VDR_10031,Minor,FP,2026-08-10 11:41:00,2026-08-09 04:41:00,-31.0
EPA00003318,21/08/2026,20/08/2026 08:11,EMP 10287,WS-10287,MEDIUM,In Progress,2026-08-21 00:00:00,2026-08-20 08:11:00,-15.816666666666666
EPA00006697,13/08/2026 09:56,13/08/2026,EMP-11865,WS-11865,P3,New,2026-08-13 09:56:00,2026-08-13 00:00:00,-9.933333333333334
EPA00005016,05-Aug-2026 06:42:17,07/08/2026,EMP12723,WS-12723,High,NEW,2026-08-05 06:42:17,2026-07-08 00:00:00,-678.7047222222222
EPA00004289,31-Aug-2026 00:03:27,03/09/2026,EMP-10838,,P1,New,2026-08-31 00:03:27,2026-03-09 00:00:00,-4200.0575
EPA00003917,2026-08-18T04:27:24,08-16-2026 09:27:24 PM,EMP12133,LPT_12133,L,NEW,2026-08-18 04:27:24,2026-08-16 21:27:24,-31.0
EPA00005703,2026-08-17 21:57:51,16/08/2026,EMP12350,WS-12350,Medium,O,2026-08-17 21:57:51,2026-08-16 00:00:00,-45.964166666666664
EPA00000945,2026-08-30T02:05:52,03/09/2026,12502,LPT-12502,P4,IN_PROGRESS,2026-08-30 02:05:52,2026-03-09 00:00:00,-4178.097777777778
EPA00003769,05-Aug-2026 16:01:53,2026-08-04 16:01:53,10944,LPT-10944,MEDIUM,RESOLVED,2026-08-05 16:01:53,2026-08-04 16:01:53,-24.0
EPA00002905,2026-08-01 23:16:58,04/08/2026,EMP12088,LPT-12088.corp.local,LOW,FALSE_POSITIVE,2026-08-01 23:16:58,2026-04-08 00:00:00,-2783.282777777778
EPA00006067,04-Aug-2026 00:18:01,05/08/2026 12:18,11318,VDR_11318,Moderate,Resolved,2026-08-04 00:18:01,2026-05-08 12:18:00,-2100.0002777777777
EPA00005147,08-30-2026 08:51:32 PM,29/08/2026,emp11157,VDR-11157,HIGH,R,2026-08-30 20:51:32,2026-08-29 00:00:00,-44.85888888888889
EPA00002828,2026-08-01 14:46:34,03/08/2026 22:46,EMP10378,LPT-10378,P4,Unassigned,2026-08-01 14:46:34,2026-03-08 22:46:00,-3496.0094444444444
EPA00005699,2026-08-31 08:21:12,01/09/2026 07:21,EMP-10315,VDR-10315.corp.local,M,OPEN,2026-08-31 08:21:12,2026-01-09 07:21:00,-5617.003333333333
EPA00003917,2026-08-18T04:27:24,08-16-2026 09:27:24 PM,EMP12133,LPT_12133,L,NEW,2026-08-18 04:27:24,2026-08-16 21:27:24,-31.0
EPA00000838,2026-08-31 17:46:41,02/09/2026,EMP11886,,H,Closed,2026-08-31 17:46:41,2026-02-09 00:00:00,-4889.7780555555555
EPA00003359,09/08/2026 02:03,12-Aug-2026 02:03:18,EMP10169,LPT-10169,P3,O,2026-09-08 02:03:00,2026-08-12 02:03:18,-647.995
EPA00005603,08-06-2026 03:42:06 PM,2026/08/06,EMP12817,LPT-12817,MEDIUM,OPEN,2026-08-06 15:42:06,2026-08-06 00:00:00,-15.701666666666666
EPA00000791,2026-08-02 20:30:11,02/08/2026,EMP12864,lpt-12864,P4,Not Malicious,2026-08-02 20:30:11,2026-02-08 00:00:00,-4220.503055555556
EPA00003394,2026-08-25T01:46:03,2026/08/25,emp_10245,,Severe,Investigating,2026-08-25 01:46:03,2026-08-25 00:00:00,-1.7675
EPA00006274,07-Sep-2026 23:01:44,08/09/2026,12354,LPT-12354,P4,New,2026-09-07 23:01:44,2026-08-09 00:00:00,-719.0288888888889
EPA00002891,24/08/2026 13:03,2026-08-24 07:03:27,emp11916,VDR-11916,L,NEW,2026-08-24 13:03:00,2026-08-24 07:03:27,-5.9925
EPA00000532,2026-08-09T23:45:21,2026-08-09 05:45:21,10581,LPT-10581.corp.local,Minor,FALSE_POSITIVE,2026-08-09 23:45:21,2026-08-09 05:45:21,-18.0
EPA00003796,09-02-2026 05:17:52 AM,03/09/2026 00:17,EMP12174,VDR_12174,High,In Progress,2026-09-02 05:17:52,2026-03-09 00:17:00,-4253.014444444444
EPA00007183,09-02-2026 03:51:51 AM,04/09/2026 14:51,EMP10394,WS-10394,Severe,Active,2026-09-02 03:51:51,2026-04-09 14:51:00,-3493.014166666667
EPA00004560,2026/08/04,07/08/2026 07:14,EMP-11091,VDR-11091,Minor,Active,2026-08-04 00:00:00,2026-07-08 07:14:00,-640.7666666666667
EPA00003247,13-Aug-2026 14:19:34,13/08/2026 14:19,EMP12853,WS-12853,LOW,Resolved,2026-08-13 14:19:34,2026-08-13 14:19:00,-0.009444444444444445
EPA00002411,2026-08-03T06:31:08,03/08/2026 15:31,EMP 11170,LPT-11170.corp.local,HIGH,N,2026-08-03 06:31:08,2026-03-08 15:31:00,-3543.0022222222224
EPA00007653,08-26-2026 07:34:31 AM,2026-08-26 04:34:31,emp10026,LPT-10026,MEDIUM,FALSE_POSITIVE,2026-08-26 07:34:31,2026-08-26 04:34:31,-3.0
EPA00003850,10/08/2026,2026-08-11T00:13:06,EMP11837,lpt-11837,L,Active,2026-10-08 00:00:00,2026-08-11 00:13:06,-1391.7816666666668
EPA00005463,09-08-2026 07:45:30 AM,07/09/2026 11:45,EMP12803,VDR-12803,Low,False Positive,2026-09-08 07:45:30,2026-07-09 11:45:00,-1460.0083333333334
EPA00005600,2026-08-01T08:13:35,04/08/2026 23:13,EMP10669,LPT-10669,Medium,Unassigned,2026-08-01 08:13:35,2026-04-08 23:13:00,-2745.009722222222
EPA00001201,2026-08-28 04:57:18,01/09/2026 09:57,EMP 10826,WS-10826,HIGH,Active,2026-08-28 04:57:18,2026-01-09 09:57:00,-5539.005
EPA00003516,20-Aug-2026 13:11:16,2026/08/20,emp11155,VDR-11155,Major,False Positive,2026-08-20 13:11:16,2026-08-20 00:00:00,-13.187777777777777
EPA00006785,12/08/2026 06:23,2026/08/14,EMP11107,LPT-11107,MEDIUM,FP,2026-12-08 06:23:00,2026-08-14 00:00:00,-2790.383333333333
EPA00005690,2026-08-06 18:13:10,06/08/2026 22:13,EMP11378,VDR-11378,M,New,2026-08-06 18:13:10,2026-06-08 22:13:00,-1412.0027777777777
EPA00007369,08-30-2026 11:17:30 AM,04/09/2026 02:17,EMP11132,ws-11132,MEDIUM,Open,2026-08-30 11:17:30,2026-04-09 02:17:00,-3441.008333333333
EPA00005529,06-Aug-2026 09:00:57,07/08/2026 08:00,EMP11184,LPT-11184,Major,WIP,2026-08-06 09:00:57,2026-07-08 08:00:00,-697.0158333333334
EPA00002881,11/08/2026 14:24,2026-08-14T04:24:46,EMP11371,LPT-11371,LOW,Resolved,2026-11-08 14:24:00,2026-08-14 04:24:46,-2073.987222222222
EPA00007874,2026-08-31 11:22:56,01/09/2026 10:22,emp_12073,VDR-12073,Moderate,In Progress,2026-08-31 11:22:56,2026-01-09 10:22:00,-5617.015555555556
EPA00002251,2026/08/27,01/09/2026 12:26,EMP11351,VDR-11351,MEDIUM,Resolved,2026-08-27 00:00:00,2026-01-09 12:26:00,-5507.566666666667
EPA00006520,2026-08-20 03:06:22,20/08/2026,EMP11178,LPT-11178,P3,NEW,2026-08-20 03:06:22,2026-08-20 00:00:00,-3.1061111111111113
EPA00007192,2026-08-29 02:18:04,02/09/2026,EMP12298,LPT-12298,LOW,Open,2026-08-29 02:18:04,2026-02-09 00:00:00,-4826.301111111111
EPA00000860,29-Aug-2026 10:14:33,01/09/2026 14:14,EMP10490,LPT-10490,MEDIUM,Closed,2026-08-29 10:14:33,2026-01-09 14:14:00,-5564.009166666667
EPA00004326,2026/09/04,05/09/2026 08:22,EMP12787,LPT-12787,Moderate,Investigating,2026-09-04 00:00:00,2026-05-09 08:22:00,-2823.633333333333
EPA00004464,09-04-2026 04:52:51 PM,04/09/2026 18:52,EMP10993,LPT-10993,H,N,2026-09-04 16:52:51,2026-04-09 18:52:00,-3550.014166666667
EPA00001272,30/08/2026 20:51,04/09/2026,EMP10977,VDR-10977,MEDIUM,FP,2026-08-30 20:51:00,2026-04-09 00:00:00,-3452.85
EPA00004740,2026-08-03 19:19:46,2026-08-02 06:19:46,emp12426,WS-12426,High,O,2026-08-03 19:19:46,2026-08-02 06:19:46,-37.0
EPA00005592,2026-09-03T20:09:06,04/09/2026 12:09,EMP12082,WS-12082,L,NEW,2026-09-03 20:09:06,2026-04-09 12:09:00,-3536.0016666666666
EPA00006582,2026/09/04,06/09/2026,12388,VDR-12388,Medium,In Progress,2026-09-04 00:00:00,2026-06-09 00:00:00,-2088.0
EPA00006723,10/08/2026,2026/08/11,EMP11806,WS-11806,LOW,Resolved,2026-10-08 00:00:00,2026-08-11 00:00:00,-1392.0
EPA00003766,2026-08-04 04:53:57,02/08/2026 08:53,EMP12257,LPT-12257,MEDIUM,Resolved,2026-08-04 04:53:57,2026-02-08 08:53:00,-4244.015833333333
EPA00000050,03-Aug-2026 04:48:36,01/08/2026 22:48,EMP10209,VDR_10209,M,Unassigned,2026-08-03 04:48:36,2026-01-08 22:48:00,-4950.01
EPA00003278,30/08/2026 07:54,03/09/2026 18:54,emp_10993,LPT-10993,Critical,RESOLVED,2026-08-30 07:54:00,2026-03-09 18:54:00,-4165.0
EPA00006493,10/08/2026 02:51,12-Aug-2026 14:51:32,EMP12046,LPT-12046,Critical,N,2026-10-08 02:51:00,2026-08-12 14:51:32,-1355.9911111111112
EPA00000313,04-Aug-2026 16:03:12,06/08/2026,EMP10384,LPT_10384,CRIT,In Progress,2026-08-04 16:03:12,2026-06-08 00:00:00,-1384.0533333333333
EPA00003665,09-03-2026 03:48:54 AM,2026-09-02 03:48:54,12361,WS-12361,H,In Progress,2026-09-03 03:48:54,2026-09-02 03:48:54,-24.0
EPA00004603,10/08/2026 17:05,08-12-2026 03:05:40 AM,EMP 10741,,Major,IN_PROGRESS,2026-10-08 17:05:00,2026-08-12 03:05:40,-1381.9888888888888
EPA00000213,2026/09/06,07/09/2026,EMP11245,,LOW,Investigating,2026-09-06 00:00:00,2026-07-09 00:00:00,-1416.0
EPA00005002,2026-08-03T05:50:45,05/08/2026,EMP 11687,WS-11687,Medium,WIP,2026-08-03 05:50:45,2026-05-08 00:00:00,-2093.8458333333333
EPA00002799,17-Aug-2026 00:46:11,15/08/2026 17:46,EMP12246,WS-12246,CRIT,R,2026-08-17 00:46:11,2026-08-15 17:46:00,-31.003055555555555
EPA00007886,21-Aug-2026 22:33:48,2026/08/21,EMP10056,VDR-10056,Moderate,OPEN,2026-08-21 22:33:48,2026-08-21 00:00:00,-22.563333333333333
EPA00002519,11/08/2026,2026/08/13,EMP11872,,Major,O,2026-11-08 00:00:00,2026-08-13 00:00:00,-2088.0
EPA00005499,2026-08-31 12:42:11,02/09/2026,EMP10430,WS-10430.corp.local,L,RESOLVED,2026-08-31 12:42:11,2026-02-09 00:00:00,-4884.703055555556
EPA00006102,08-30-2026 04:50:49 PM,03/09/2026 08:50,EMP 11540,WS-11540.corp.local,Moderate,OPEN,2026-08-30 16:50:49,2026-03-09 08:50:00,-4184.0136111111115
EPA00007320,06-Sep-2026 01:33:53,07/09/2026 07:33,EMP12802,WS-12802,P3,Active,2026-09-06 01:33:53,2026-07-09 07:33:00,-1410.0147222222222
EPA00005401,2026-08-15 14:39:27,15/08/2026,EMP10208,vdr-10208,L,RESOLVED,2026-08-15 14:39:27,2026-08-15 00:00:00,-14.6575
EPA00004943,2026/08/02,07/08/2026 07:22,12892,VDR-12892,M,N,2026-08-02 00:00:00,2026-07-08 07:22:00,-592.6333333333333
EPA00000357,09-06-2026 07:25:03 PM,05/09/2026 06:25,12067,WS-12067,H,New,2026-09-06 19:25:03,2026-05-09 06:25:00,-2893.0008333333335
EPA00007008,10/08/2026 16:11,2026/08/14,EMP11652,VDR-11652,Moderate,N,2026-10-08 16:11:00,2026-08-14 00:00:00,-1336.1833333333334
EPA00004546,20/08/2026,2026/08/19,EMP10044,vdr-10044,High,NEW,2026-08-20 00:00:00,2026-08-19 00:00:00,-24.0
EPA00007072,10-Aug-2026 01:19:14,2026/08/10,EMP 12272,VDR-12272,Low,Investigating,2026-08-10 01:19:14,2026-08-10 00:00:00,-1.3205555555555555
EPA00003576,09-06-2026 07:02:56 PM,07/09/2026 04:02,EMP11217,VDR-11217,L,O,2026-09-06 19:02:56,2026-07-09 04:02:00,-1431.0155555555555
EPA00003765,2026/09/05,05/09/2026 07:42,EMP 10679,LPT-10679,P4,Investigating,2026-09-05 00:00:00,2026-05-09 07:42:00,-2848.3
EPA00007418,31/08/2026,2026-08-30T08:15:07,EMP11138,lpt-11138,Minor,New,2026-08-31 00:00:00,2026-08-30 08:15:07,-15.748055555555556
EPA00001197,01-Sep-2026 05:35:06,01/09/2026 14:35,EMP10593,LPT-10593,M,Unassigned,2026-09-01 05:35:06,2026-01-09 14:35:00,-5631.001666666667
EPA00001879,25-Aug-2026 07:33:45,24/08/2026 22:33,emp10833,VDR_10833,Major,WIP,2026-08-25 07:33:45,2026-08-24 22:33:00,-9.0125
EPA00002669,31/08/2026 20:21,03/09/2026 03:21,12268,LPT-12268,CRIT,Active,2026-08-31 20:21:00,2026-03-09 03:21:00,-4217.0
EPA00001949,2026-08-01 23:56:28,02/08/2026,EMP12066,LPT-12066,M,Investigating,2026-08-01 23:56:28,2026-02-08 00:00:00,-4199.941111111111
EPA00004499,2026-08-31 20:37:13,05/09/2026,emp_12314,LPT-12314,Moderate,N,2026-08-31 20:37:13,2026-05-09 00:00:00,-2756.6202777777776
EPA00005543,08-09-2026 07:12:28 PM,2026/08/09,emp12245,LPT-12245,M,FP,2026-08-09 19:12:28,2026-08-09 00:00:00,-19.20777777777778
EPA00003879,09-08-2026 01:21:37 PM,09-08-2026 04:21:37 AM,EMP12043,LPT-12043,MEDIUM,New,2026-09-08 13:21:37,2026-09-08 04:21:37,-9.0
EPA00002781,21/08/2026 22:02,20/08/2026 13:02,EMP-12218,VDR-12218,Moderate,CLOSED,2026-08-21 22:02:00,2026-08-20 13:02:00,-33.0
EPA00007700,03-Aug-2026 20:37:12,05/08/2026 05:37,EMP12490,VDR-12490,Low,NEW,2026-08-03 20:37:12,2026-05-08 05:37:00,-2103.0033333333336
EPA00002093,2026-08-31 23:56:56,01/09/2026 12:56,EMP10158,,HIGH,Investigating,2026-08-31 23:56:56,2026-01-09 12:56:00,-5627.015555555556
EPA00004717,2026-09-05 07:03:04,05/09/2026 16:03,emp11927,VDR-11927,Moderate,CLOSED,2026-09-05 07:03:04,2026-05-09 16:03:00,-2847.001111111111
EPA00007769,02-Aug-2026 05:40:22,02/08/2026,EMP 12735,LPT-12735,MEDIUM,New,2026-08-02 05:40:22,2026-02-08 00:00:00,-4205.672777777778
EPA00001310,2026/09/02,01-Sep-2026 12:37:36,EMP-11029,lpt-11029,LOW,Investigating,2026-09-02 00:00:00,2026-09-01 12:37:36,-11.373333333333333
EPA00004118,30/08/2026 18:40,02/09/2026 20:40,EMP11076,ws-11076,P3,N,2026-08-30 18:40:00,2026-02-09 20:40:00,-4846.0
EPA00000116,2026-08-29 09:07:33,02/09/2026 04:07,EMP10843,VDR-10843,MEDIUM,OPEN,2026-08-29 09:07:33,2026-02-09 04:07:00,-4829.009166666667
EPA00003489,2026-08-30 09:52:53,03/09/2026 03:52,EMP 10301,WS-10301,Medium,CLOSED,2026-08-30 09:52:53,2026-03-09 03:52:00,-4182.014722222222
EPA00001910,2026-09-01 23:00:30,06/09/2026 11:00,EMP11904,LPT-11904.corp.local,P4,OPEN,2026-09-01 23:00:30,2026-06-09 11:00:00,-2028.0083333333334
EPA00000359,08-06-2026 10:22:06 PM,07/08/2026,10784,WS-10784,M,New,2026-08-06 22:22:06,2026-07-08 00:00:00,-718.3683333333333
EPA00003635,2026-08-13T12:49:32,2026/08/13,emp_10678,LPT-10678.corp.local,Moderate,O,2026-08-13 12:49:32,2026-08-13 00:00:00,-12.825555555555555
EPA00006275,15/08/2026 20:52,2026-08-15 02:52:53,EMP11447,WS-11447,P4,N,2026-08-15 20:52:00,2026-08-15 02:52:53,-17.985277777777778
EPA00004817,09-07-2026 04:01:05 AM,2026/09/07,EMP11843,VDR_11843,Moderate,NEW,2026-09-07 04:01:05,2026-09-07 00:00:00,-4.018055555555556
EPA00007247,2026/08/02,06/08/2026,EMP12607,LPT_12607,LOW,R,2026-08-02 00:00:00,2026-06-08 00:00:00,-1320.0
EPA00001867,09/08/2026 14:55,2026-08-12 11:55:50,EMP 11646,lpt-11646,Severe,New,2026-09-08 14:55:00,2026-08-12 11:55:50,-650.9861111111111
EPA00006340,2026-08-16 09:09:20,16/08/2026,EMP12526,VDR-12526,P3,RESOLVED,2026-08-16 09:09:20,2026-08-16 00:00:00,-9.155555555555555
EPA00006560,2026-08-16 10:42:46,14-Aug-2026 13:42:46,EMP12670,LPT-12670,MEDIUM,O,2026-08-16 10:42:46,2026-08-14 13:42:46,-45.0
EPA00007224,2026-09-07T04:27:09,2026/09/05,EMP10455,VDR-10455,Medium,NEW,2026-09-07 04:27:09,2026-09-05 00:00:00,-52.4525
EPA00005921,29-Aug-2026 23:56:57,2026-08-28T07:56:57,emp11364,WS-11364,Low,R,2026-08-29 23:56:57,2026-08-28 07:56:57,-40.0
EPA00001186,13-Aug-2026 01:47:59,12-Aug-2026 07:47:59,EMP10068,VDR-10068,Moderate,Closed,2026-08-13 01:47:59,2026-08-12 07:47:59,-18.0
EPA00004601,2026-09-01 13:21:35,04/09/2026,EMP 12923,WS-12923,LOW,WIP,2026-09-01 13:21:35,2026-04-09 00:00:00,-3493.3597222222224
EPA00001493,21/08/2026 03:13,2026/08/19,emp_11463,ws-11463,LOW,Resolved,2026-08-21 03:13:00,2026-08-19 00:00:00,-51.21666666666667
EPA00006936,08-02-2026 07:22:11 AM,06/08/2026 17:22,EMP10051,vdr-10051,Major,Open,2026-08-02 07:22:11,2026-06-08 17:22:00,-1310.0030555555556
EPA00004997,08-30-2026 08:20:19 PM,02/09/2026 10:20,EMP10718,VDR-10718,Medium,RESOLVED,2026-08-30 20:20:19,2026-02-09 10:20:00,-4858.005277777777
EPA00001062,2026/08/03,07/08/2026 09:19,EMP10743,VDR_10743,HIGH,Closed,2026-08-03 00:00:00,2026-07-08 09:19:00,-614.6833333333333
EPA00005429,09/09/2026 18:48,2026-09-09 06:48:00,EMP12660,ws-12660,Medium,Closed,2026-09-09 18:48:00,2026-09-09 06:48:00,-12.0
EPA00005736,23/08/2026 13:17,2026/08/23,EMP10095,ws-10095,MEDIUM,Active,2026-08-23 13:17:00,2026-08-23 00:00:00,-13.283333333333333
EPA00000156,2026-09-05T11:00:03,08/09/2026 00:00,emp_12781,vdr-12781,Major,Closed,2026-09-05 11:00:03,2026-08-09 00:00:00,-659.0008333333334
EPA00007796,09/08/2026 10:21,08-13-2026 05:21:52 PM,EMP-12639,LPT-12639,Major,N,2026-09-08 10:21:00,2026-08-13 17:21:52,-616.9855555555556
EPA00000265,08/08/2026,2026-08-07 21:18:35,10854,LPT-10854,Moderate,Unassigned,2026-08-08 00:00:00,2026-08-07 21:18:35,-2.6902777777777778
EPA00003865,2026-09-05T10:52:52,2026/09/04,EMP10019,VDR-10019.corp.local,Moderate,New,2026-09-05 10:52:52,2026-09-04 00:00:00,-34.88111111111111
EPA00006870,2026-08-09 06:55:58,2026-08-08 05:55:58,EMP12729,LPT-12729,P4,IN_PROGRESS,2026-08-09 06:55:58,2026-08-08 05:55:58,-25.0
EPA00002401,10/08/2026,2026-08-12 14:57:11,EMP11226,LPT-11226,H,Closed,2026-10-08 00:00:00,2026-08-12 14:57:11,-1353.0469444444445
EPA00003605,2026-08-31 06:34:57,31/08/2026,EMP12354,LPT-12354,P1,Not Malicious,2026-08-31 06:34:57,2026-08-31 00:00:00,-6.5825
EPA00003959,2026/08/31,04/09/2026 01:26,EMP10136,WS-10136,Minor,Open,2026-08-31 00:00:00,2026-04-09 01:26:00,-3454.5666666666666
EPA00005883,2026-08-31T10:44:53,02/09/2026 10:44,EMP10090,WS-10090,Low,New,2026-08-31 10:44:53,2026-02-09 10:44:00,-4872.014722222222
EPA00007939,2026-09-04 04:05:09,05/09/2026 07:05,EMP11194,WS-11194,Low,R,2026-09-04 04:05:09,2026-05-09 07:05:00,-2829.0025
