user_id,username,temporal_sequence_count,strongest_sequence_strength,temporal_evidence_count,temporal_confidence,temporal_signal_present
EMP10387,abhimanyu.atwal89,0,0.0,0,0.0,False
EMP11960,finn.mall2,0,0.0,0,0.0,False
EMP11850,Unknown,0,0.0,0,0.0,False
EMP10810,anika.acharya16,0,0.0,0,0.0,False
EMP10755,bhavini.acharya76,0,0.0,0,0.0,False
EMP11174,max.ganguly91,0,0.0,0,0.0,False
EMP11587,isaac.bora28,0,0.0,0,0.0,False
EMP12713,hritik_shukla36,0,0.0,0,0.0,False
EMP11235,hritik.dar64,0,0.0,0,0.0,False
EMP11891,Unknown,0,0.0,0,0.0,False
EMP10070,mekhala.bajwa65,0,0.0,0,0.0,False
EMP12760,vrishti.mall91,0,0.0,0,0.0,False
EMP12342,lohit.doctor85,0,0.0,0,0.0,False
EMP12263,vamakshi.raval28,0,0.0,0,0.0,False
EMP10839,wazir_sheth9,0,0.0,0,0.0,False
EMP10056,anvi.parmar57,0,0.0,0,0.0,False
EMP12468,manan.mittal77,0,0.0,0,0.0,False
EMP11817,brinda.iyer33,4,75.0,8,0.73,True
EMP11395,tejas.sami53,0,0.0,0,0.0,False
EMP11556,bishakha_mangat17,0,0.0,0,0.0,False
EMP12086,vincent.dube76,1,100.0,2,0.88,True
EMP11904,yashawini.comar81,0,0.0,0,0.0,False
EMP12501,damyanti.misra13,0,0.0,0,0.0,False
EMP12161,omya.sahota27,0,0.0,0,0.0,False
EMP10309,hardik.dani22,0,0.0,0,0.0,False
EMP11961,benjamin_srinivasan15,0,0.0,0,0.0,False
EMP11253,bachittar.sathe85,0,0.0,0,0.0,False
EMP11228,tanmayi.dhar12,0,0.0,0,0.0,False
EMP12769,banjeet.savant73,0,0.0,0,0.0,False
EMP11537,nachiket.subramaniam52,0,0.0,0,0.0,False
EMP11741,warda.rajagopal65,0,0.0,0,0.0,False
EMP11351,raksha.de11,0,0.0,0,0.0,False
EMP11376,matthew.dalal24,0,0.0,0,0.0,False
EMP12162,megha.garg48,0,0.0,0,0.0,False
EMP12813,damyanti.palan49,0,0.0,0,0.0,False
EMP11861,wazir.khatri54,0,0.0,0,0.0,False
EMP12716,lakshmi.sen22,0,0.0,0,0.0,False
EMP12709,manan.jhaveri26,0,0.0,0,0.0,False
EMP11659,vritti.sundaram41,0,0.0,0,0.0,False
EMP10436,omkaar_pau69,0,0.0,0,0.0,False
EMP12078,omya.comar71,0,0.0,0,0.0,False
EMP11222,vasatika.saraf30,0,0.0,0,0.0,False
EMP11491,zarna.mandal21,0,0.0,0,0.0,False
EMP11912,vinaya.ravi27,0,0.0,0,0.0,False
EMP10313,nathaniel.seshadri86,0,0.0,0,0.0,False
EMP10233,onveer.borah62,0,0.0,0,0.0,False
EMP11436,christopher.sarna67,0,0.0,0,0.0,False
EMP10685,anamika.sundaram14,1,100.0,2,0.88,True
EMP12918,nitara.gulati69,0,0.0,0,0.0,False
EMP10111,jai.memon6,0,0.0,0,0.0,False
EMP11213,divya.gupta70,0,0.0,0,0.0,False
EMP11413,tejas.vora50,0,0.0,0,0.0,False
EMP11127,kritika.gole37,0,0.0,0,0.0,False
EMP12916,kashvi.toor41,1,100.0,2,0.88,True
EMP11971,aachal.cheema98,0,0.0,0,0.0,False
EMP10472,aryan.gour66,6,75.0,12,0.73,True
EMP12835,reva.pal71,0,0.0,0,0.0,False
EMP12251,isaac.rajagopal76,0,0.0,0,0.0,False
EMP10903,unni.guha76,0,0.0,0,0.0,False
EMP10897,tanvi.singh95,0,0.0,0,0.0,False
EMP12448,aarna.magar22,0,0.0,0,0.0,False
EMP11939,ekbal.walia16,0,0.0,0,0.0,False
EMP12293,nidhi.pillai54,0,0.0,0,0.0,False
EMP12896,pahal.shere50,0,0.0,0,0.0,False
EMP12684,omaja.venkatesh99,0,0.0,0,0.0,False
EMP10361,onkar.butala89,1,75.0,2,0.73,True
EMP10135,jagdish.comar6,0,0.0,0,0.0,False
EMP11309,sachi.venkatesh74,0,0.0,0,0.0,False
EMP12995,harrison.mangal35,0,0.0,0,0.0,False
EMP12328,eesha.nigam82,0,0.0,0,0.0,False
EMP10366,zinal.saha75,0,0.0,0,0.0,False
EMP11017,kalpit.mannan92,0,0.0,0,0.0,False
EMP10029,victor.guha7,0,0.0,0,0.0,False
EMP12578,krisha.bansal35,0,0.0,0,0.0,False
EMP10022,zarna.chawla28,0,0.0,0,0.0,False
EMP11924,chandani.palan99,0,0.0,0,0.0,False
EMP11100,vasatika.buch89,0,0.0,0,0.0,False
EMP10420,yauvani_narasimhan28,0,0.0,0,0.0,False
EMP12390,hemani.mohanty26,0,0.0,0,0.0,False
EMP10460,jatin.mangal83,0,0.0,0,0.0,False
EMP10043,deepa.wagle29,0,0.0,0,0.0,False
EMP10087,janani.dyal31,0,0.0,0,0.0,False
EMP10859,gautami.kibe60,0,0.0,0,0.0,False
EMP10572,baljiwan.yadav12,0,0.0,0,0.0,False
EMP10944,quincy.goda70,0,0.0,0,0.0,False
EMP10282,theodore_bajaj68,0,0.0,0,0.0,False
EMP12658,nathaniel.mody8,0,0.0,0,0.0,False
EMP12466,ojasvi.natt3,0,0.0,0,0.0,False
EMP12932,dalbir.ahuja10,0,0.0,0,0.0,False
EMP12476,laksh.kakar31,0,0.0,0,0.0,False
EMP10533,ayaan.kalita91,0,0.0,0,0.0,False
EMP10776,ijaya.goda34,0,0.0,0,0.0,False
EMP12527,joshua.dash97,0,0.0,0,0.0,False
EMP12430,mekhala.loyal73,0,0.0,0,0.0,False
EMP12464,Unknown,1,75.0,2,0.73,True
EMP12179,bhavika_naidu97,0,0.0,0,0.0,False
EMP10809,Unknown,0,0.0,0,0.0,False
EMP10964,bahadurjit.ramanathan73,0,0.0,0,0.0,False
EMP10978,girish.tata8,0,0.0,0,0.0,False
EMP10691,Unknown,0,0.0,0,0.0,False
EMP10932,ayush.zacharia48,0,0.0,0,0.0,False
EMP11241,bhavani.shetty89,4,100.0,8,0.88,True
EMP12259,yashasvi.mammen73,0,0.0,0,0.0,False
EMP11672,ishwar.ganesan93,0,0.0,0,0.0,False
EMP11426,qasim.gade91,1,75.0,2,0.73,True
EMP10221,wakeeta.sur18,0,0.0,0,0.0,False
EMP10543,bhavna.ramesh73,0,0.0,0,0.0,False
EMP11286,quincy.saran73,0,0.0,0,0.0,False
EMP12209,gaurang.pathak52,0,0.0,0,0.0,False
EMP10789,jasmit.bose49,0,0.0,0,0.0,False
EMP10794,zashil.mistry18,0,0.0,0,0.0,False
EMP11720,faqid.dixit37,0,0.0,0,0.0,False
EMP12005,xavier.date15,0,0.0,0,0.0,False
EMP11563,jeet.raju59,0,0.0,0,0.0,False
EMP10612,omya.ram43,0,0.0,0,0.0,False
EMP11456,dev.kata13,0,0.0,0,0.0,False
EMP11718,ishaan.ratta20,0,0.0,0,0.0,False
EMP10272,chandani.sane64,0,0.0,0,0.0,False
EMP10521,damyanti.nayak82,0,0.0,0,0.0,False
EMP11003,yashasvi.nayar20,0,0.0,0,0.0,False
EMP11373,vanya.barman11,0,0.0,0,0.0,False
EMP12522,kabir.thakur63,0,0.0,0,0.0,False
EMP11938,omya.choudhury49,0,0.0,0,0.0,False
EMP10350,ansh.majumdar95,0,0.0,0,0.0,False
EMP10949,Unknown,0,0.0,0,0.0,False
EMP12126,ekiya.kota86,0,0.0,0,0.0,False
EMP12387,advik.sura55,0,0.0,0,0.0,False
EMP12862,mahika.borra10,0,0.0,0,0.0,False
EMP12672,meera.kulkarni21,0,0.0,0,0.0,False
EMP11179,ishani.tak59,0,0.0,0,0.0,False
EMP11036,sanaya.chaudhuri76,0,0.0,0,0.0,False
EMP12580,lohit.muni84,1,100.0,3,0.92,True
EMP10168,kamala.chakrabarti17,1,75.0,2,0.73,True
EMP12582,yashvi.jayaraman60,0,0.0,0,0.0,False
EMP12266,leena.sama5,0,0.0,0,0.0,False
EMP11954,krishna.mukherjee27,0,0.0,0,0.0,False
EMP12073,yashvi.biswas33,0,0.0,0,0.0,False
EMP12377,omkaar.peri46,0,0.0,0,0.0,False
EMP10765,fiyaz.narayanan27,0,0.0,0,0.0,False
EMP12190,amrita.bhagat78,0,0.0,0,0.0,False
EMP12166,advika.barman44,0,0.0,0,0.0,False
EMP12302,jeremiah.barman92,0,0.0,0,0.0,False
EMP10219,ira.barad51,0,0.0,0,0.0,False
EMP10367,abeer.nori99,0,0.0,0,0.0,False
EMP12545,odika.gara44,0,0.0,0,0.0,False
EMP10879,indali.ramakrishnan84,0,0.0,0,0.0,False
EMP12347,bahadurjit.zachariah8,0,0.0,0,0.0,False
EMP11323,frederick.shetty55,0,0.0,0,0.0,False
EMP11392,qadim.zacharia93,0,0.0,0,0.0,False
EMP10351,rudra.chakraborty67,0,0.0,0,0.0,False
EMP11053,rajata.sandhu83,0,0.0,0,0.0,False
EMP11211,gagan.sunder65,1,100.0,2,0.88,True
EMP11967,geetika.ratti44,0,0.0,0,0.0,False
EMP12771,garima.sinha95,0,0.0,0,0.0,False
EMP12442,Unknown,0,0.0,0,0.0,False
EMP10498,janaki.pathak70,0,0.0,0,0.0,False
EMP11735,dayamai.dora92,0,0.0,0,0.0,False
EMP10210,yahvi.modi57,0,0.0,0,0.0,False
EMP12487,keya.khanna72,0,0.0,0,0.0,False
EMP12838,samesh.parmer83,0,0.0,0,0.0,False
EMP10227,oscar.dubey95,0,0.0,0,0.0,False
EMP10365,qushi.patla41,0,0.0,0,0.0,False
EMP10965,nisha.walla79,0,0.0,0,0.0,False
EMP10276,manthan.bansal82,0,0.0,0,0.0,False
EMP12299,arunima.dube33,0,0.0,0,0.0,False
EMP11877,osha.mani16,0,0.0,0,0.0,False
EMP12670,maanas.tata14,0,0.0,0,0.0,False
EMP11103,naksh.khalsa84,0,0.0,0,0.0,False
EMP10407,abha_agrawal9,0,0.0,0,0.0,False
EMP12044,daksh.swamy14,0,0.0,0,0.0,False
EMP11124,hamsini.d’alia20,0,0.0,0,0.0,False
EMP12406,aahana.bandi23,0,0.0,0,0.0,False
EMP10785,jackson.balasubramanian40,0,0.0,0,0.0,False
EMP12564,rishi.krishna56,0,0.0,0,0.0,False
EMP12627,brijesh.chaudry21,0,0.0,0,0.0,False
EMP12380,ryan.arya70,0,0.0,0,0.0,False
EMP10007,janya.bhatia21,0,0.0,0,0.0,False
EMP11244,qasim.bahl54,0,0.0,0,0.0,False
EMP11289,alka.mody73,0,0.0,0,0.0,False
EMP10864,nidra.bora32,0,0.0,0,0.0,False
EMP10415,hredhaan.dave8,0,0.0,0,0.0,False
EMP11742,zansi.sha95,0,0.0,0,0.0,False
EMP11713,gabriel_pal27,0,0.0,0,0.0,False
EMP11691,warjas.bedi21,0,0.0,0,0.0,False
EMP10199,nathan.sampath88,0,0.0,0,0.0,False
EMP10283,eshana.sahni88,0,0.0,0,0.0,False
EMP10231,gopal.prabhakar93,0,0.0,0,0.0,False
EMP10718,anamika.radhakrishnan8,0,0.0,0,0.0,False
EMP12947,yash.sur34,0,0.0,0,0.0,False
EMP10096,Unknown,0,0.0,0,0.0,False
EMP12826,david.sha41,2,100.0,4,0.88,True
EMP12648,theodore.ratti88,0,0.0,0,0.0,False
EMP11474,ishwar.sha2,0,0.0,0,0.0,False
EMP10881,umang.datta23,1,100.0,2,0.88,True
EMP11419,daksha.sabharwal88,0,0.0,0,0.0,False
EMP12542,karan.bala49,0,0.0,0,0.0,False
EMP12949,chandresh.samra52,0,0.0,0,0.0,False
EMP12666,harish.sampath8,0,0.0,0,0.0,False
EMP12254,harini.ram37,1,75.0,2,0.73,True
EMP11462,tejas.dugar38,0,0.0,0,0.0,False
EMP10104,leena.kalla70,0,0.0,0,0.0,False
EMP12298,siya.bhandari78,0,0.0,0,0.0,False
EMP12872,divya.chakrabarti94,0,0.0,0,0.0,False
EMP11725,advik.wagle63,1,100.0,2,0.88,True
EMP12609,gagan.sankar65,0,0.0,0,0.0,False
EMP11102,nidra.sengupta76,0,0.0,0,0.0,False
EMP12820,chandran.ganesan24,1,75.0,2,0.73,True
EMP10807,vidhi.kuruvilla75,0,0.0,0,0.0,False
EMP10226,watika_muni41,0,0.0,0,0.0,False
EMP10840,azad.hora31,0,0.0,0,0.0,False
EMP12369,chaaya.cherian34,0,0.0,0,0.0,False
EMP11621,wriddhish.chaudhari31,0,0.0,0,0.0,False
EMP12639,chakrika.shankar97,0,0.0,0,0.0,False
EMP12528,Unknown,0,0.0,0,0.0,False
EMP11093,chaaya.gokhale74,0,0.0,0,0.0,False
EMP12897,sarthak.kohli12,0,0.0,0,0.0,False
EMP12783,nitesh.naik20,0,0.0,0,0.0,False
EMP11763,rachita.baria48,3,75.0,6,0.73,True
EMP12510,mohammed.modi93,0,0.0,0,0.0,False
EMP10979,alka.sastry70,0,0.0,0,0.0,False
EMP11953,mitali.bains90,0,0.0,0,0.0,False
EMP10464,kalpit.mane85,0,0.0,0,0.0,False
EMP11940,jairaj.jayaraman47,0,0.0,0,0.0,False
EMP12595,tara.thakur66,0,0.0,0,0.0,False
EMP10927,ekta.batra25,0,0.0,0,0.0,False
EMP11359,gaurika.patla96,6,75.0,12,0.73,True
EMP11216,kamya_pandya54,0,0.0,0,0.0,False
EMP11032,hiral.kibe29,0,0.0,0,0.0,False
EMP12567,sara.borah1,5,100.0,10,0.88,True
EMP11936,darsh.mishra10,0,0.0,0,0.0,False
EMP10212,advaith.agate35,0,0.0,0,0.0,False
EMP10012,netra.vasa52,0,0.0,0,0.0,False
EMP12990,vyanjana.prabhu25,0,0.0,0,0.0,False
EMP10422,yuvraj.bahl40,0,0.0,0,0.0,False
EMP12436,om.bawa8,0,0.0,0,0.0,False
EMP12366,oscar.lad97,0,0.0,0,0.0,False
EMP11749,hamsini.lala64,0,0.0,0,0.0,False
EMP11391,gunbir.dubey35,0,0.0,0,0.0,False
EMP12721,advika.pai76,0,0.0,0,0.0,False
EMP11745,yuvraj.mani31,0,0.0,0,0.0,False
EMP10741,libni.bhatnagar11,0,0.0,0,0.0,False
EMP11626,charita_hari90,0,0.0,0,0.0,False
EMP12358,peter.bumb56,0,0.0,0,0.0,False
EMP10509,ishanvi.dugar70,0,0.0,0,0.0,False
EMP10644,janani.rajagopalan6,0,0.0,0,0.0,False
EMP10597,gaurangi.chaudry25,0,0.0,0,0.0,False
EMP11005,xalak.gill58,3,75.0,6,0.73,True
EMP12015,warhi.sarraf16,0,0.0,0,0.0,False
EMP11237,meera.srinivasan63,0,0.0,0,0.0,False
EMP12725,gunbir.viswanathan52,0,0.0,0,0.0,False
EMP10518,liam.ahluwalia43,0,0.0,0,0.0,False
EMP12240,ucchal.choudhary33,0,0.0,0,0.0,False
EMP10573,alexander.bumb98,0,0.0,0,0.0,False
EMP11073,rachit.shanker56,6,100.0,14,0.81,True
EMP12808,zinal_karnik88,0,0.0,0,0.0,False
EMP12063,urvi.kala69,0,0.0,0,0.0,False
EMP11316,dalaja.sankar21,0,0.0,0,0.0,False
EMP11220,pranit.chadha56,0,0.0,0,0.0,False
EMP11613,kevin.ahuja64,0,0.0,0,0.0,False
EMP10123,raksha.verma87,0,0.0,0,0.0,False
EMP11251,amrita.balakrishnan89,0,0.0,0,0.0,False
EMP10220,Unknown,0,0.0,0,0.0,False
EMP12994,zansi.dhar14,0,0.0,0,0.0,False
EMP10358,anirudh.kapoor37,0,0.0,0,0.0,False
EMP12218,lakshmi.nigam78,0,0.0,0,0.0,False
EMP12123,chavvi.naidu26,0,0.0,0,0.0,False
EMP12295,damini.prabhakar11,0,0.0,0,0.0,False
EMP10259,hemal.palla8,0,0.0,0,0.0,False
EMP12855,yahvi.sinha85,0,0.0,0,0.0,False
EMP12830,jairaj.ben13,0,0.0,0,0.0,False
EMP12465,thomas.majumdar70,0,0.0,0,0.0,False
EMP12906,aishani.dayal71,0,0.0,0,0.0,False
EMP11675,jatin.narasimhan80,0,0.0,0,0.0,False
EMP12480,harita.dutta68,0,0.0,0,0.0,False
EMP11845,rajeshri.shetty52,0,0.0,0,0.0,False
EMP11536,lila.rege10,0,0.0,0,0.0,False
EMP12857,edhitha.loyal90,0,0.0,0,0.0,False
EMP12397,manan.jayaraman61,0,0.0,0,0.0,False
EMP10456,daksh.kari74,0,0.0,0,0.0,False
EMP10462,damyanti.barad71,0,0.0,0,0.0,False
EMP12292,keya.johal9,0,0.0,0,0.0,False
EMP11788,yadavi.kaur93,0,0.0,0,0.0,False
EMP11767,harita.kakar82,0,0.0,0,0.0,False
EMP10381,tanveer.sankar50,0,0.0,0,0.0,False
EMP11444,nitesh.dugar65,0,0.0,0,0.0,False
EMP11187,aarav_chakraborty53,0,0.0,0,0.0,False
EMP12607,alka.ranganathan93,1,75.0,2,0.73,True
EMP12357,vasana.singhal7,0,0.0,0,0.0,False
EMP11842,harita.parekh10,0,0.0,0,0.0,False
EMP11554,charles.shah45,0,0.0,0,0.0,False
EMP10059,warjas.sachar28,0,0.0,0,0.0,False
EMP11608,ati.chana43,0,0.0,0,0.0,False
EMP12638,rachana.tank4,0,0.0,0,0.0,False
EMP11364,vrinda.ratta87,0,0.0,0,0.0,False
EMP11505,caleb.khurana94,1,75.0,2,0.73,True
EMP12876,faqid.gaba42,0,0.0,0,0.0,False
EMP12359,rachana.sibal12,0,0.0,0,0.0,False
EMP12928,waida.raju48,0,0.0,0,0.0,False
EMP11480,Unknown,0,0.0,0,0.0,False
EMP10542,jhalak.toor65,0,0.0,0,0.0,False
EMP11133,brijesh.hegde76,0,0.0,0,0.0,False
EMP11764,charles.subramaniam30,0,0.0,0,0.0,False
EMP12610,vasudha.raj58,0,0.0,0,0.0,False
EMP11880,yashvi.din95,0,0.0,0,0.0,False
EMP10845,abeer.kashyap41,0,0.0,0,0.0,False
EMP12494,dayita.bhatia69,0,0.0,0,0.0,False
EMP12655,agastya.sarraf35,0,0.0,0,0.0,False
EMP11475,aarush_din90,0,0.0,0,0.0,False
EMP11839,owen.rau90,0,0.0,0,0.0,False
EMP12980,girik_pingle83,0,0.0,0,0.0,False
EMP11801,ekiya.jaggi5,4,75.0,8,0.73,True
EMP11766,indali.pandey62,0,0.0,0,0.0,False
EMP12493,ojasvi.vohra89,0,0.0,0,0.0,False
EMP11786,garima.arora7,1,75.0,2,0.73,True
EMP11018,edhitha.saini50,0,0.0,0,0.0,False
EMP10435,triveni.palla12,0,0.0,0,0.0,False
EMP11114,anamika.iyengar53,0,0.0,0,0.0,False
EMP10237,naksh.anand12,0,0.0,0,0.0,False
EMP11075,gopal.uppal74,0,0.0,0,0.0,False
EMP10109,warda.raju69,0,0.0,0,0.0,False
EMP12119,niharika.bal84,0,0.0,0,0.0,False
EMP10163,ojasvi.bansal8,0,0.0,0,0.0,False
EMP10288,jyoti_guha56,0,0.0,0,0.0,False
EMP10252,darsh.bal9,0,0.0,0,0.0,False
EMP12588,Unknown,0,0.0,0,0.0,False
EMP12350,chatura.chowdhury52,0,0.0,0,0.0,False
EMP10767,pallavi.kunda48,0,0.0,0,0.0,False
EMP10787,lipika.kumer68,0,0.0,0,0.0,False
EMP11378,chasmum.sachdeva79,1,75.0,2,0.73,True
EMP11027,abha.manda57,0,0.0,0,0.0,False
EMP11037,abdul.baral80,0,0.0,0,0.0,False
EMP10869,krishna.chaudry17,0,0.0,0,0.0,False
EMP12957,liam.saran13,0,0.0,0,0.0,False
EMP12405,netra.madan80,0,0.0,0,0.0,False
EMP11980,eta.saran85,0,0.0,0,0.0,False
EMP12159,mitesh_chaudhry88,0,0.0,0,0.0,False
EMP12801,ishwar.bose49,0,0.0,0,0.0,False
EMP12908,yahvi.mangal15,0,0.0,0,0.0,False
EMP12053,joshua.setty16,0,0.0,0,0.0,False
EMP12472,qadim.lalla39,0,0.0,0,0.0,False
EMP10461,nidra.mahal64,0,0.0,0,0.0,False
EMP10911,unnati.krishnan27,1,75.0,2,0.73,True
EMP12772,gauri.sabharwal56,0,0.0,0,0.0,False
EMP10157,raghav.dutt31,0,0.0,0,0.0,False
EMP10930,Unknown,0,0.0,0,0.0,False
EMP12138,anita.varughese46,0,0.0,0,0.0,False
EMP12164,ekansh.mangal49,0,0.0,0,0.0,False
EMP10677,aashi.nadig72,0,0.0,0,0.0,False
EMP12827,oscar.chhabra40,0,0.0,0,0.0,False
EMP11255,yochana.choudhary64,0,0.0,0,0.0,False
EMP10238,sanya_narang5,0,0.0,0,0.0,False
EMP11052,lajita.dhingra55,0,0.0,0,0.0,False
EMP11532,anmol.dugar63,0,0.0,0,0.0,False
EMP10243,fariq_atwal39,1,100.0,2,0.88,True
EMP10100,turvi.nigam12,0,0.0,0,0.0,False
EMP10315,girindra.pathak40,0,0.0,0,0.0,False
EMP12409,omya.mukherjee26,0,0.0,0,0.0,False
EMP12513,chakradev.chakraborty45,0,0.0,0,0.0,False
EMP11041,sara.raj57,0,0.0,0,0.0,False
EMP11064,yadavi_seshadri1,0,0.0,0,0.0,False
EMP10261,pavani.atwal76,0,0.0,0,0.0,False
EMP11655,gautam.sama21,0,0.0,0,0.0,False
EMP12966,veer.lal49,0,0.0,0,0.0,False
EMP10195,tanay.karnik5,1,75.0,2,0.73,True
EMP11941,yatan.chander61,0,0.0,0,0.0,False
EMP11078,dayita.apte69,0,0.0,0,0.0,False
EMP11847,vinaya.lal10,0,0.0,0,0.0,False
EMP10179,ridhi.kadakia61,0,0.0,0,0.0,False
EMP11412,praneel.panchal28,0,0.0,0,0.0,False
EMP10842,mason.garg83,0,0.0,0,0.0,False
EMP12389,ryan.borah18,0,0.0,0,0.0,False
EMP11510,yashoda.kapur75,0,0.0,0,0.0,False
EMP11995,dhriti.sami98,0,0.0,0,0.0,False
EMP10340,prisha.venkataraman28,0,0.0,0,0.0,False
EMP11134,ganga.yogi55,0,0.0,0,0.0,False
EMP12364,ria.yadav87,1,75.0,2,0.73,True
EMP10748,faqid.kuruvilla95,0,0.0,0,0.0,False
EMP12936,orinder.karpe99,0,0.0,0,0.0,False
EMP10662,watika.sant81,0,0.0,0,0.0,False
EMP10480,kamya.taneja57,0,0.0,0,0.0,False
EMP10803,aarna.menon15,0,0.0,0,0.0,False
EMP12204,upasna_batra71,0,0.0,0,0.0,False
EMP10998,lopa.sarin4,0,0.0,0,0.0,False
EMP11431,diya.dutt12,0,0.0,0,0.0,False
EMP12509,zarna.pall69,0,0.0,0,0.0,False
EMP10549,inaya.garg98,0,0.0,0,0.0,False
EMP11210,warda.bora45,0,0.0,0,0.0,False
EMP10783,bahadurjit.ramaswamy51,0,0.0,0,0.0,False
EMP12791,rehaan.kothari61,0,0.0,0,0.0,False
EMP12007,rajata.sem34,0,0.0,0,0.0,False
EMP10742,bhanumati.tella99,0,0.0,0,0.0,False
EMP12488,jhalak.ben53,0,0.0,0,0.0,False
EMP12733,nilima.basak27,0,0.0,0,0.0,False
EMP12910,noah.ray4,0,0.0,0,0.0,False
EMP11642,samesh_tandon65,0,0.0,0,0.0,False
EMP12033,jason.lanka36,0,0.0,0,0.0,False
EMP11239,benjamin.bhatia78,0,0.0,0,0.0,False
EMP12208,sarthak_zacharia39,0,0.0,0,0.0,False
EMP12967,zilmil.sankaran33,0,0.0,0,0.0,False
EMP10247,aadhya.shan11,0,0.0,0,0.0,False
EMP10871,Unknown,0,0.0,0,0.0,False
EMP10952,januja.yadav88,0,0.0,0,0.0,False
EMP12262,damyanti_lal3,0,0.0,0,0.0,False
EMP12803,Unknown,0,0.0,0,0.0,False
EMP10626,sara.bhattacharyya47,0,0.0,0,0.0,False
EMP10347,jacob.chadha82,0,0.0,0,0.0,False
EMP10278,david.lad68,1,75.0,2,0.73,True
EMP12689,Unknown,0,0.0,0,0.0,False
EMP10655,eshana.bala7,0,0.0,0,0.0,False
EMP11298,harrison.varughese13,5,75.0,10,0.73,True
EMP10962,aarav.sankaran82,0,0.0,0,0.0,False
EMP12706,inaya.rastogi36,0,0.0,0,0.0,False
EMP12667,ansh.bose59,0,0.0,0,0.0,False
EMP11091,nathaniel.wadhwa89,0,0.0,0,0.0,False
EMP11820,lipika.ramaswamy9,0,0.0,0,0.0,False
EMP10632,dayita.malhotra55,0,0.0,0,0.0,False
EMP11178,mason.goyal5,0,0.0,0,0.0,False
EMP10445,charvi.mann64,0,0.0,0,0.0,False
EMP10617,gaurav.rajagopal62,0,0.0,0,0.0,False
EMP11915,jasmit.panchal36,0,0.0,0,0.0,False
EMP12922,brijesh.karpe81,0,0.0,0,0.0,False
EMP12792,hemal.anne22,0,0.0,0,0.0,False
EMP11207,dhriti.choudhary42,0,0.0,0,0.0,False
EMP12014,yadavi.karan30,0,0.0,0,0.0,False
EMP10844,saksham.vohra67,0,0.0,0,0.0,False
EMP12631,shivani.madan32,0,0.0,0,0.0,False
EMP10547,tristan.mukherjee88,0,0.0,0,0.0,False
EMP11889,atharv.shukla79,0,0.0,0,0.0,False
EMP10942,Unknown,0,0.0,0,0.0,False
EMP11011,adya.divan78,0,0.0,0,0.0,False
EMP10263,tanish.issac29,0,0.0,0,0.0,False
EMP11393,rishi.iyengar51,1,75.0,2,0.73,True
EMP11933,balendra.madan83,0,0.0,0,0.0,False
EMP10353,lajita.rao81,0,0.0,0,0.0,False
EMP12923,Unknown,0,0.0,0,0.0,False
EMP10208,liam.agate34,0,0.0,0,0.0,False
EMP10613,pavani.bansal82,0,0.0,0,0.0,False
EMP11710,advaith.barman92,0,0.0,0,0.0,False
EMP11780,radha.gour60,0,0.0,0,0.0,False
EMP11844,anamika.ben86,0,0.0,0,0.0,False
EMP11572,peter.chowdhury40,0,0.0,0,0.0,False
EMP12702,samuel.dubey7,1,100.0,2,0.88,True
EMP12113,akshay.dugal56,5,75.0,10,0.73,True
EMP12307,saksham.rege93,0,0.0,0,0.0,False
EMP10057,nimrat.nair32,0,0.0,0,0.0,False
EMP12312,ranbir.kumar36,0,0.0,0,0.0,False
EMP10811,diya.ratta6,0,0.0,0,0.0,False
EMP12260,patrick.salvi50,0,0.0,0,0.0,False
EMP10561,raghav.nanda23,1,75.0,2,0.73,True
EMP12112,Unknown,0,0.0,0,0.0,False
EMP10229,bhavna.dass88,0,0.0,0,0.0,False
EMP12586,sai.mitra8,0,0.0,0,0.0,False
EMP11833,janya.wagle29,0,0.0,0,0.0,False
EMP11080,pavani.rout64,0,0.0,0,0.0,False
EMP10538,indali.dora66,1,75.0,2,0.73,True
EMP11320,qasim.munshi11,0,0.0,0,0.0,False
EMP11674,sudiksha.shenoy74,0,0.0,0,0.0,False
EMP11110,meera.banik95,0,0.0,0,0.0,False
EMP11128,pratyush.deshpande35,0,0.0,0,0.0,False
EMP10707,raksha.mahal36,0,0.0,0,0.0,False
EMP10424,eesha.basu78,0,0.0,0,0.0,False
EMP10069,brijesh.arora88,0,0.0,0,0.0,False
EMP12817,suhani.dhar2,0,0.0,0,0.0,False
EMP12059,qushi.sandhu96,0,0.0,0,0.0,False
EMP10647,vedant.kumer4,0,0.0,0,0.0,False
EMP12975,warjas.barman48,0,0.0,0,0.0,False
EMP12051,warda.dey18,0,0.0,0,0.0,False
EMP12382,girik.shere27,0,0.0,0,0.0,False
EMP11743,Unknown,0,0.0,0,0.0,False
EMP12683,meghana.grewal81,0,0.0,0,0.0,False
EMP11453,aadi.sharma83,0,0.0,0,0.0,False
EMP12519,chaaya.mody33,0,0.0,0,0.0,False
EMP10620,udyati.basu22,0,0.0,0,0.0,False
EMP12682,yuvraj.talwar62,0,0.0,0,0.0,False
EMP11407,zashil.menon96,0,0.0,0,0.0,False
EMP11977,rudra.gokhale89,0,0.0,0,0.0,False
EMP11105,neel.soman20,0,0.0,0,0.0,False
EMP11618,Unknown,0,0.0,0,0.0,False
EMP11580,hemangini.goda47,0,0.0,0,0.0,False
EMP12321,bhavani.khare8,0,0.0,0,0.0,False
EMP12746,neha.pal10,0,0.0,0,0.0,False
EMP12320,warinder.pai74,0,0.0,0,0.0,False
