hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad
WS-11393,3.0,1.0,0.0,3.0,2.0,101284190.0,54724377.28,3.0,3.0,0.0,True,0.3333333333333333,6.0,EXACT,12,9,7,5,2026-01-08 11:03:00,2026-09-02 11:51:32,3,237.03,0.75,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12299,8.0,2.0,3.0,7.0,4.0,187469363.46,190278593.8,8.0,1.0,0.0,True,0.25,9.0,EXACT,14,6,5,3,2026-08-03 13:23:51,2026-12-08 00:10:00,8,126.45,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10843,2.0,0.0,0.0,0.0,1.0,33589210.22,12309338.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10201,2.0,1.0,0.0,2.0,1.0,42096592.0,27232435.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11847,10.0,2.0,0.0,7.0,5.0,261786311.6,280595295.48,9.0,3.0,1.0,True,0.2,13.0,EXACT,18,8,7,6,2026-08-04 18:46:24,2026-09-01 00:00:00,10,27.22,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10702,10.0,1.0,2.0,3.0,5.0,253310270.84,243222934.6,7.0,1.0,0.0,False,0.1,11.0,PROBABLE,18,8,7,6,2026-08-01 13:52:14,2026-09-05 19:17:35,10,35.23,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10424,2.0,1.0,0.0,1.0,1.0,69854033.92,61142466.56,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10431,3.0,1.0,0.0,2.0,2.0,108894376.52,79929086.0,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12338,8.0,1.0,0.0,2.0,5.0,220619164.36,157620112.48,5.0,4.0,1.0,True,0.125,12.0,EXACT,19,10,10,8,2026-08-03 01:05:01,2026-09-08 08:25:00,9,36.31,0.5263,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10855,14.0,3.0,2.0,7.0,9.0,396130232.4,384617605.88,13.0,0.0,0.0,True,0.2142857142857142,14.0,EXACT,21,5,5,5,2026-08-17 04:10:30,2026-09-01 08:24:02,16,15.18,0.2381,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10629,2.0,0.0,0.0,1.0,1.0,37757851.0,52461716.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10727.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11302.corp.local,1.0,0.0,0.0,1.0,0.0,45628706.0,27726701.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12876,1.0,1.0,0.0,0.0,0.0,15592325.12,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10275,1.0,0.0,0.0,0.0,0.0,43421532.16,29507430.4,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12447,1.0,0.0,0.0,0.0,0.0,21203855.36,43620761.6,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10157,1.0,0.0,0.0,0.0,1.0,21197292.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12398,1.0,0.0,0.0,1.0,0.0,42103238.0,25192412.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12167,7.0,2.0,0.0,3.0,3.0,151949995.38,186306571.8,7.0,2.0,0.0,True,0.2857142857142857,9.0,EXACT,12,5,5,4,2026-01-09 00:00:00,2026-08-25 14:09:00,7,228.59,0.4167,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10587,2.0,0.0,0.0,1.0,0.0,49639286.44,49052385.28,0.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10951,11.0,4.0,0.0,4.0,4.0,213125005.72,257029926.4,10.0,0.0,0.0,True,0.3636363636363636,11.0,EXACT,21,10,8,6,2026-08-02 00:00:00,2026-09-09 00:37:58,11,38.03,0.4762,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12661.corp.local,2.0,0.0,0.0,1.0,1.0,56306306.76,46374519.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10168,2.0,0.0,0.0,1.0,0.0,53387956.96,54335063.6,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12851,2.0,1.0,0.0,1.0,1.0,66405683.8,61088839.68,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12813,9.0,2.0,0.0,4.0,4.0,271573594.7,205720197.0,8.0,0.0,0.0,True,0.2222222222222222,9.0,EXACT,10,1,1,1,2026-08-09 22:47:51,2026-08-09 22:47:51,9,0.0,0.1,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10853,10.0,2.0,0.0,6.0,5.0,211854235.74,237437554.76,9.0,0.0,0.0,False,0.2,10.0,PROBABLE,13,3,3,3,2026-08-19 23:45:26,2026-09-07 09:28:41,10,18.41,0.2308,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11560,1.0,1.0,0.0,0.0,0.0,39374817.28,18150362.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12110,1.0,1.0,0.0,1.0,0.0,30039573.0,43860319.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10605,6.0,2.0,1.0,3.0,3.0,140788234.62,131996466.2,5.0,4.0,0.0,True,0.3333333333333333,10.0,EXACT,18,10,10,7,2026-08-05 02:41:38,2026-09-05 00:00:00,8,30.89,0.5556,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12925,8.0,2.0,1.0,4.0,5.0,244442185.12,200404841.8,7.0,1.0,0.0,True,0.25,9.0,EXACT,14,5,5,5,2026-04-09 00:00:00,2026-09-05 22:07:06,9,149.92,0.3571,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10761,7.0,0.0,2.0,3.0,4.0,190786612.88,169540029.64,6.0,4.0,0.0,False,0.0,11.0,PROBABLE,14,7,7,5,2026-08-05 10:10:47,2026-09-02 10:21:16,7,28.01,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11116,14.0,3.0,1.0,10.0,7.0,390633616.68,366451640.72,12.0,5.0,0.0,True,0.2142857142857142,19.0,EXACT,27,10,9,7,2026-08-01 08:24:37,2026-09-05 13:10:00,17,35.2,0.3704,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12565,2.0,1.0,1.0,2.0,2.0,66194530.22,54338851.04,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10923,1.0,0.0,0.0,1.0,1.0,24819643.22,27435716.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12406,1.0,1.0,0.0,0.0,0.0,6142829.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11496,4.0,0.0,1.0,3.0,1.0,67878923.6,132235791.64,4.0,3.0,0.0,False,0.0,7.0,PROBABLE,9,5,5,3,2026-08-08 02:28:30,2026-09-09 00:00:00,4,31.9,0.5556,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11810,7.0,3.0,0.0,4.0,1.0,197954616.44,146509770.56,6.0,4.0,0.0,True,0.4285714285714285,11.0,EXACT,18,10,10,8,2026-08-01 13:36:56,2026-12-08 14:16:00,8,129.03,0.5556,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10896,1.0,1.0,0.0,1.0,1.0,43291917.0,43043693.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10981,2.0,1.0,0.0,1.0,0.0,57694662.22,31627686.0,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10761.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,12867708.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12634,3.0,0.0,0.0,0.0,1.0,92489139.06,69406972.64,2.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12408,5.0,1.0,0.0,3.0,3.0,114213811.46,133019590.64,1.0,2.0,1.0,True,0.2,7.0,EXACT,9,4,3,4,2026-08-20 00:00:00,2026-09-09 20:59:01,5,20.87,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10737,1.0,1.0,0.0,1.0,0.0,18992002.0,27897662.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10016,3.0,0.0,0.0,2.0,1.0,112135113.22,63158721.400000006,1.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11369,6.0,1.0,0.0,0.0,4.0,110756270.6,176247027.64,6.0,2.0,0.0,True,0.1666666666666666,8.0,EXACT,13,6,6,6,2026-08-03 10:04:59,2026-08-29 21:24:41,7,26.47,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11480,12.0,1.0,1.0,5.0,7.0,348677699.7,282086847.12,11.0,0.0,0.0,True,0.0833333333333333,12.0,EXACT,17,5,5,3,2026-01-09 15:37:00,2026-09-07 11:42:05,12,240.84,0.2941,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12505,1.0,1.0,0.0,0.0,1.0,24835657.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12708,6.0,0.0,0.0,4.0,3.0,100318685.48,167675174.28,4.0,0.0,0.0,False,0.0,6.0,PROBABLE,9,1,1,1,2026-08-16 00:00:00,2026-08-16 00:00:00,8,0.0,0.1111,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12794,9.0,2.0,1.0,3.0,4.0,293858112.3,188804730.28,9.0,3.0,0.0,True,0.2222222222222222,12.0,EXACT,19,10,10,9,2026-08-06 08:59:36,2026-09-09 21:13:00,9,34.51,0.5263,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10039,5.0,1.0,1.0,3.0,2.0,91506248.0,54567652.64,5.0,5.0,0.0,True,0.2,10.0,EXACT,12,6,6,4,2026-08-14 02:49:23,2026-09-03 10:44:50,6,20.33,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10607,2.0,0.0,0.0,1.0,2.0,29685719.04,19283286.0,2.0,1.0,0.0,True,0.0,3.0,EXACT,6,3,3,3,2026-08-20 12:13:32,2026-09-03 00:00:00,3,13.49,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11013,1.0,0.0,0.0,0.0,1.0,22324183.04,5405719.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12776,1.0,0.0,0.0,1.0,1.0,39016301.0,24526192.64,1.0,2.0,0.0,True,0.0,3.0,EXACT,57,52,34,21,2026-01-08 00:00:00,2026-12-08 00:00:00,5,334.0,0.9123,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10214.corp.local,3.0,0.0,0.0,2.0,2.0,77624691.0,60406277.120000005,2.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11650.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12301,8.0,3.0,2.0,3.0,4.0,251530440.66,167226798.76,6.0,4.0,0.0,True,0.375,12.0,EXACT,16,8,7,5,2026-08-03 00:00:00,2026-09-05 01:17:59,8,33.05,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11219.corp.local,2.0,0.0,1.0,0.0,1.0,52205841.0,30534533.12,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11861,1.0,0.0,0.0,1.0,1.0,43702858.0,44675059.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12763,1.0,0.0,0.0,1.0,0.0,46313154.56,20078891.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11778.corp.local,1.0,0.0,0.0,1.0,1.0,47149839.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11811.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_11891,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11606.corp.local,2.0,0.0,1.0,2.0,2.0,62494942.0,36142385.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11727,1.0,1.0,0.0,0.0,1.0,3168924.0,24526192.64,0.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10129,6.0,2.0,0.0,2.0,4.0,145766307.44,98463756.64,4.0,0.0,0.0,True,0.3333333333333333,6.0,EXACT,13,4,4,4,2026-08-03 20:45:46,2026-09-01 00:00:00,9,28.13,0.3077,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12634,7.0,2.0,0.0,2.0,3.0,138154253.66,134498069.2,7.0,0.0,0.0,True,0.2857142857142857,7.0,EXACT,14,7,7,6,2026-08-08 00:00:00,2026-09-08 18:42:00,7,31.78,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10903,2.0,1.0,0.0,0.0,0.0,49639286.44,53258076.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10487.corp.local,1.0,0.0,0.0,1.0,0.0,18373428.0,12268339.2,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11495,1.0,0.0,0.0,0.0,0.0,31547657.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12888,5.0,1.0,0.0,2.0,4.0,174462217.0,155725496.04,5.0,3.0,0.0,True,0.2,8.0,EXACT,16,10,8,7,2026-08-02 21:25:35,2026-09-06 19:18:31,6,34.91,0.625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11580,6.0,1.0,0.0,1.0,2.0,103400669.22,128236832.56,6.0,6.0,1.0,True,0.1666666666666666,12.0,EXACT,16,9,9,7,2026-08-05 06:03:54,2026-09-08 03:22:00,7,33.89,0.5625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11009,1.0,0.0,0.0,0.0,0.0,24819643.22,45401487.36,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_11507,2.0,0.0,0.0,1.0,2.0,43808628.2,24209053.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10559,11.0,5.0,1.0,7.0,5.0,247946211.48,217487329.08,9.0,2.0,0.0,True,0.4545454545454545,13.0,EXACT,18,6,6,6,2026-05-08 14:45:00,2026-10-08 19:29:00,12,153.2,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11574,7.0,3.0,0.0,4.0,4.0,171051084.0,203227396.32,5.0,2.0,0.0,True,0.4285714285714285,9.0,EXACT,16,9,7,8,2026-03-08 00:00:00,2026-09-08 03:20:24,7,184.14,0.5625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12621.corp.local,1.0,0.0,0.0,1.0,0.0,6128297.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10130,4.0,0.0,0.0,1.0,2.0,75869823.22,101907712.0,4.0,0.0,0.0,True,0.0,4.0,EXACT,8,3,3,3,2026-08-23 00:00:00,2026-10-08 19:26:00,5,46.81,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12098,7.0,2.0,0.0,1.0,4.0,188115148.0,161396544.92000002,4.0,3.0,0.0,True,0.2857142857142857,10.0,EXACT,16,9,9,6,2026-08-03 17:10:35,2026-09-09 06:06:11,7,36.54,0.5625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12810,6.0,3.0,0.0,3.0,2.0,146168117.22,129509674.64,5.0,4.0,0.0,True,0.5,10.0,EXACT,18,12,9,7,2026-08-03 06:35:38,2026-08-31 06:21:05,6,27.99,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-12435,1.0,0.0,0.0,0.0,0.0,24819643.22,29256694.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12941,1.0,0.0,0.0,0.0,1.0,24819643.22,49923681.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12491,8.0,2.0,1.0,3.0,3.0,214216326.44,167409619.4,4.0,2.0,0.0,True,0.25,10.0,EXACT,14,6,6,6,2026-06-09 07:03:00,2026-08-29 06:09:31,8,80.96,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10771,1.0,0.0,0.0,1.0,1.0,33659955.2,306406.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11096,1.0,0.0,1.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10511,1.0,0.0,0.0,1.0,0.0,24819643.22,11686569.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12184.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11257,2.0,0.0,0.0,0.0,2.0,31299726.0,49808417.0,1.0,3.0,0.0,True,0.0,5.0,EXACT,10,7,6,6,2026-07-09 00:00:00,2026-09-07 11:47:29,3,60.49,0.7,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12572,8.0,0.0,2.0,2.0,4.0,180999822.88,246693987.56,7.0,3.0,0.0,True,0.0,11.0,EXACT,17,9,8,7,2026-08-04 04:46:35,2026-09-02 14:05:03,8,29.39,0.5294,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12891,1.0,0.0,0.0,0.0,1.0,23043031.04,21711163.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
