edge_id,source_id,target_id,relationship_type,relationship_confidence,source_dataset,source_record_id,evidence_type
EDG-47215,SID743585,IP-172.16.115.206,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00012751,NETWORK_ORIGIN_IP
EDG-47216,EMP11206,SID231593,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00016089,IAM_SESSION_ESTABLISHMENT
EDG-47217,SID231593,IP-14.29.24.146,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00016089,NETWORK_ORIGIN_IP
EDG-47218,EMP10691,SID887402,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00015950,IAM_SESSION_ESTABLISHMENT
EDG-47219,SID887402,IP-192.168.54.160,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00015950,NETWORK_ORIGIN_IP
EDG-47220,EMP12567,SID806061,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00008886,IAM_SESSION_ESTABLISHMENT
EDG-47221,EMP10203,SID193500,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017468,IAM_SESSION_ESTABLISHMENT
EDG-47222,SID193500,IP-192.168.117.87,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017468,NETWORK_ORIGIN_IP
EDG-47223,EMP10194,SID640388,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00016448,IAM_SESSION_ESTABLISHMENT
EDG-47224,SID640388,IP-221.104.29.127,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00016448,NETWORK_ORIGIN_IP
EDG-47225,EMP11623,SID303887,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00011514,IAM_SESSION_ESTABLISHMENT
EDG-47226,SID303887,IP-192.168.193.145,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00011514,NETWORK_ORIGIN_IP
EDG-47227,EMP11239,SID380458,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019242,IAM_SESSION_ESTABLISHMENT
EDG-47228,SID380458,IP-192.168.216.103,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00019242,NETWORK_ORIGIN_IP
EDG-47229,EMP10393,SID813509,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005541,IAM_SESSION_ESTABLISHMENT
EDG-47230,SID813509,IP-151.10.172.133,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00005541,NETWORK_ORIGIN_IP
EDG-47231,EMP10063,SID346682,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007038,IAM_SESSION_ESTABLISHMENT
EDG-47232,SID346682,IP-185.230.76.104,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00007038,NETWORK_ORIGIN_IP
EDG-47233,EMP10663,SID905382,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002539,IAM_SESSION_ESTABLISHMENT
EDG-47234,EMP11769,SID930414,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013815,IAM_SESSION_ESTABLISHMENT
EDG-47235,SID930414,IP-106.99.120.97,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00013815,NETWORK_ORIGIN_IP
EDG-47236,EMP12297,SID738513,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000626,IAM_SESSION_ESTABLISHMENT
EDG-47237,EMP11329,SID985647,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007263,IAM_SESSION_ESTABLISHMENT
EDG-47238,EMP11023,SID304491,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009328,IAM_SESSION_ESTABLISHMENT
EDG-47239,SID304491,IP-172.16.234.211,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009328,NETWORK_ORIGIN_IP
EDG-47240,EMP10405,SID189810,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000825,IAM_SESSION_ESTABLISHMENT
EDG-47241,EMP11375,SID331814,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00011749,IAM_SESSION_ESTABLISHMENT
EDG-47242,EMP12113,SID802414,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014887,IAM_SESSION_ESTABLISHMENT
EDG-47243,EMP11325,SID900828,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00015158,IAM_SESSION_ESTABLISHMENT
EDG-47244,SID900828,IP-172.16.86.49,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00015158,NETWORK_ORIGIN_IP
EDG-47245,EMP12293,SID337553,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000998,IAM_SESSION_ESTABLISHMENT
EDG-47246,EMP12848,SID489734,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00012044,IAM_SESSION_ESTABLISHMENT
EDG-47247,EMP11117,SID689997,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019481,IAM_SESSION_ESTABLISHMENT
EDG-47248,EMP11001,SID872245,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017300,IAM_SESSION_ESTABLISHMENT
EDG-47249,EMP11415,SID379250,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017266,IAM_SESSION_ESTABLISHMENT
EDG-47250,EMP11900,SID439247,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00004314,IAM_SESSION_ESTABLISHMENT
EDG-47251,EMP11073,SID601641,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010635,IAM_SESSION_ESTABLISHMENT
EDG-47252,EMP12731,SID265960,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00015018,IAM_SESSION_ESTABLISHMENT
EDG-47253,EMP10738,SID102563,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017828,IAM_SESSION_ESTABLISHMENT
EDG-47254,SID102563,IP-172.16.61.252,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017828,NETWORK_ORIGIN_IP
EDG-47255,EMP12418,SID328103,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001788,IAM_SESSION_ESTABLISHMENT
EDG-47256,SID328103,IP-192.168.209.42,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00001788,NETWORK_ORIGIN_IP
EDG-47257,EMP10373,SID305835,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00012714,IAM_SESSION_ESTABLISHMENT
EDG-47258,EMP12455,SID259414,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001236,IAM_SESSION_ESTABLISHMENT
EDG-47259,EMP10152,SID653764,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017933,IAM_SESSION_ESTABLISHMENT
EDG-47260,EMP10191,SID318407,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017925,IAM_SESSION_ESTABLISHMENT
EDG-47261,SID318407,IP-206.5.253.92,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017925,NETWORK_ORIGIN_IP
EDG-47262,EMP11724,SID664671,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00003056,IAM_SESSION_ESTABLISHMENT
EDG-47263,SID664671,IP-172.16.108.156,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00003056,NETWORK_ORIGIN_IP
EDG-47264,EMP12832,SID-811525,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019250,IAM_SESSION_ESTABLISHMENT
EDG-47265,SID-811525,IP-192.168.195.183,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00019250,NETWORK_ORIGIN_IP
EDG-47266,EMP11353,SID635757,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007202,IAM_SESSION_ESTABLISHMENT
EDG-47267,SID635757,IP-51.60.243.174,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00007202,NETWORK_ORIGIN_IP
EDG-47268,EMP10044,SID191314,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014501,IAM_SESSION_ESTABLISHMENT
EDG-47269,SID191314,IP-172.16.178.9,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00014501,NETWORK_ORIGIN_IP
EDG-47270,EMP10900,SID255733,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00008066,IAM_SESSION_ESTABLISHMENT
EDG-47271,SID255733,IP-192.168.251.237,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00008066,NETWORK_ORIGIN_IP
EDG-47272,EMP10552,SID136720,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002122,IAM_SESSION_ESTABLISHMENT
EDG-47273,SID136720,IP-192.168.185.116,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002122,NETWORK_ORIGIN_IP
EDG-47274,EMP12895,SID704898,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019283,IAM_SESSION_ESTABLISHMENT
EDG-47275,SID704898,IP-172.16.178.187,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00019283,NETWORK_ORIGIN_IP
EDG-47276,EMP12796,SID587168,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002454,IAM_SESSION_ESTABLISHMENT
EDG-47277,SID587168,IP-93.181.145.232,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002454,NETWORK_ORIGIN_IP
EDG-47278,EMP12381,SID403472,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007756,IAM_SESSION_ESTABLISHMENT
EDG-47279,SID403472,IP-172.16.217.202,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00007756,NETWORK_ORIGIN_IP
EDG-47280,EMP10783,SID788388,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019301,IAM_SESSION_ESTABLISHMENT
EDG-47281,SID788388,IP-192.168.91.141,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00019301,NETWORK_ORIGIN_IP
EDG-47282,EMP10340,SID-123319,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009871,IAM_SESSION_ESTABLISHMENT
EDG-47283,SID-123319,IP-102.66.234.158,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009871,NETWORK_ORIGIN_IP
EDG-47284,EMP11378,SID998214,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000771,IAM_SESSION_ESTABLISHMENT
EDG-47285,EMP11109,SID904099,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00008253,IAM_SESSION_ESTABLISHMENT
EDG-47286,EMP10538,SID590786,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00018417,IAM_SESSION_ESTABLISHMENT
EDG-47287,EMP12012,SID510049,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001480,IAM_SESSION_ESTABLISHMENT
EDG-47288,EMP11139,SID143971,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002374,IAM_SESSION_ESTABLISHMENT
EDG-47289,EMP10900,SID607420,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00003329,IAM_SESSION_ESTABLISHMENT
EDG-47290,SID607420,IP-192.168.129.231,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00003329,NETWORK_ORIGIN_IP
EDG-47291,EMP12431,SID301303,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00011217,IAM_SESSION_ESTABLISHMENT
EDG-47292,SID301303,IP-192.168.173.163,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00011217,NETWORK_ORIGIN_IP
EDG-47293,EMP12329,SID133675,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002518,IAM_SESSION_ESTABLISHMENT
EDG-47294,EMP10291,SID870911,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001860,IAM_SESSION_ESTABLISHMENT
EDG-47295,EMP11817,SID221956,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00016076,IAM_SESSION_ESTABLISHMENT
EDG-47296,EMP10251,SID511575,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009918,IAM_SESSION_ESTABLISHMENT
EDG-47297,EMP12093,SID249142,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00012807,IAM_SESSION_ESTABLISHMENT
EDG-47298,SID249142,IP-92.57.138.145,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00012807,NETWORK_ORIGIN_IP
EDG-47299,EMP11411,SID370252,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002147,IAM_SESSION_ESTABLISHMENT
EDG-47300,SID370252,IP-172.16.169.28,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002147,NETWORK_ORIGIN_IP
EDG-47301,EMP12227,SID240946,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00015067,IAM_SESSION_ESTABLISHMENT
EDG-47302,SID240946,IP-192.168.173.68,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00015067,NETWORK_ORIGIN_IP
EDG-47303,EMP11139,SID789958,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00004295,IAM_SESSION_ESTABLISHMENT
EDG-47304,EMP11447,SID-831000,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00008622,IAM_SESSION_ESTABLISHMENT
EDG-47305,SID-831000,IP-139.103.127.58,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00008622,NETWORK_ORIGIN_IP
EDG-47306,EMP11298,SID284785,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001392,IAM_SESSION_ESTABLISHMENT
EDG-47307,SID284785,IP-172.16.89.80,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00001392,NETWORK_ORIGIN_IP
EDG-47308,EMP12603,SID254106,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002343,IAM_SESSION_ESTABLISHMENT
EDG-47309,SID254106,IP-136.155.123.183,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002343,NETWORK_ORIGIN_IP
EDG-47310,EMP12360,SID580769,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009697,IAM_SESSION_ESTABLISHMENT
EDG-47311,SID580769,IP-181.89.85.154,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009697,NETWORK_ORIGIN_IP
EDG-47312,EMP11471,SID883506,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017234,IAM_SESSION_ESTABLISHMENT
EDG-47313,EMP10696,SID494055,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009178,IAM_SESSION_ESTABLISHMENT
EDG-47314,SID494055,IP-72.80.211.49,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009178,NETWORK_ORIGIN_IP
EDG-47315,EMP10203,SID183229,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001672,IAM_SESSION_ESTABLISHMENT
EDG-47316,EMP10199,SID681046,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009449,IAM_SESSION_ESTABLISHMENT
EDG-47317,SID681046,IP-172.16.187.168,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009449,NETWORK_ORIGIN_IP
EDG-47318,EMP10183,SID770089,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019208,IAM_SESSION_ESTABLISHMENT
EDG-47319,EMP12701,SID851604,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013931,IAM_SESSION_ESTABLISHMENT
EDG-47320,SID851604,IP-172.16.32.167,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00013931,NETWORK_ORIGIN_IP
EDG-47321,EMP12113,SID523951,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013735,IAM_SESSION_ESTABLISHMENT
EDG-47322,EMP12770,SID110979,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00004592,IAM_SESSION_ESTABLISHMENT
EDG-47323,EMP12194,SID737605,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001948,IAM_SESSION_ESTABLISHMENT
EDG-47324,SID737605,IP-192.168.40.143,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00001948,NETWORK_ORIGIN_IP
EDG-47325,EMP11081,SID757600,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013030,IAM_SESSION_ESTABLISHMENT
EDG-47326,SID757600,IP-19.5.147.150,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00013030,NETWORK_ORIGIN_IP
EDG-47327,EMP12621,SID672989,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017978,IAM_SESSION_ESTABLISHMENT
EDG-47328,EMP10037,SID518811,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013202,IAM_SESSION_ESTABLISHMENT
EDG-47329,SID518811,IP-68.138.243.10,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00013202,NETWORK_ORIGIN_IP
EDG-47330,EMP10620,SID973366,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002889,IAM_SESSION_ESTABLISHMENT
EDG-47331,EMP11763,SID734094,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019133,IAM_SESSION_ESTABLISHMENT
EDG-47332,EMP12684,SID693677,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010638,IAM_SESSION_ESTABLISHMENT
EDG-47333,EMP10682,SID818061,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009363,IAM_SESSION_ESTABLISHMENT
EDG-47334,EMP11600,SID625055,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00016862,IAM_SESSION_ESTABLISHMENT
EDG-47335,EMP12901,SID100206,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014044,IAM_SESSION_ESTABLISHMENT
EDG-47336,EMP11001,SID201737,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002127,IAM_SESSION_ESTABLISHMENT
EDG-47337,SID201737,IP-192.168.118.81,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002127,NETWORK_ORIGIN_IP
EDG-47338,EMP11693,SID274259,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010739,IAM_SESSION_ESTABLISHMENT
EDG-47339,EMP12083,SID987692,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002215,IAM_SESSION_ESTABLISHMENT
EDG-47340,SID987692,IP-172.157.134.242,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002215,NETWORK_ORIGIN_IP
EDG-47341,EMP10955,SID442578,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00003356,IAM_SESSION_ESTABLISHMENT
EDG-47342,EMP10152,SID299838,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010430,IAM_SESSION_ESTABLISHMENT
EDG-47343,EMP10432,SID941877,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001587,IAM_SESSION_ESTABLISHMENT
EDG-47344,SID941877,IP-192.168.21.179,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00001587,NETWORK_ORIGIN_IP
EDG-47345,EMP10089,SID931849,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00013359,IAM_SESSION_ESTABLISHMENT
EDG-47346,EMP12254,SID316867,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000611,IAM_SESSION_ESTABLISHMENT
EDG-47347,EMP11958,SID528362,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001955,IAM_SESSION_ESTABLISHMENT
EDG-47348,SID528362,IP-172.16.132.179,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00001955,NETWORK_ORIGIN_IP
EDG-47349,EMP10386,SID492430,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007397,IAM_SESSION_ESTABLISHMENT
EDG-47350,EMP11360,SID701603,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00018647,IAM_SESSION_ESTABLISHMENT
EDG-47351,SID701603,IP-106.227.48.162,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00018647,NETWORK_ORIGIN_IP
EDG-47352,EMP12456,SID179985,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002377,IAM_SESSION_ESTABLISHMENT
EDG-47353,EMP12477,SID982471,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014026,IAM_SESSION_ESTABLISHMENT
EDG-47354,SID982471,IP-172.16.169.140,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00014026,NETWORK_ORIGIN_IP
EDG-47355,EMP11817,SID584583,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017387,IAM_SESSION_ESTABLISHMENT
EDG-47356,SID584583,IP-172.16.2.23,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017387,NETWORK_ORIGIN_IP
EDG-47357,EMP11476,SID476701,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014882,IAM_SESSION_ESTABLISHMENT
EDG-47358,EMP12686,SID201050,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007901,IAM_SESSION_ESTABLISHMENT
EDG-47359,EMP11975,SID409903,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009679,IAM_SESSION_ESTABLISHMENT
EDG-47360,SID409903,IP-172.16.41.54,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009679,NETWORK_ORIGIN_IP
EDG-47361,EMP10570,SID389452,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005568,IAM_SESSION_ESTABLISHMENT
EDG-47362,EMP11593,SID794310,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00012483,IAM_SESSION_ESTABLISHMENT
EDG-47363,SID794310,IP-19.147.189.216,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00012483,NETWORK_ORIGIN_IP
EDG-47364,EMP10893,SID976734,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005854,IAM_SESSION_ESTABLISHMENT
EDG-47365,EMP10816,SID963302,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000063,IAM_SESSION_ESTABLISHMENT
EDG-47366,EMP10517,SID-261154,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00006303,IAM_SESSION_ESTABLISHMENT
EDG-47367,SID-261154,IP-172.16.247.246,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00006303,NETWORK_ORIGIN_IP
EDG-47368,EMP10292,SID863479,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00004818,IAM_SESSION_ESTABLISHMENT
EDG-47369,SID863479,IP-166.246.187.183,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00004818,NETWORK_ORIGIN_IP
EDG-47370,EMP12707,SID577366,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019588,IAM_SESSION_ESTABLISHMENT
EDG-47371,SID577366,IP-172.16.23.209,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00019588,NETWORK_ORIGIN_IP
EDG-47372,EMP11957,SID439616,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001951,IAM_SESSION_ESTABLISHMENT
EDG-47373,EMP10808,SID605788,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005437,IAM_SESSION_ESTABLISHMENT
EDG-47374,EMP11277,SID614272,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00009987,IAM_SESSION_ESTABLISHMENT
EDG-47375,SID614272,IP-172.16.144.206,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00009987,NETWORK_ORIGIN_IP
EDG-47376,EMP12578,SID319429,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014948,IAM_SESSION_ESTABLISHMENT
EDG-47377,EMP10410,SID575852,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00003218,IAM_SESSION_ESTABLISHMENT
EDG-47378,SID575852,IP-172.16.189.131,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00003218,NETWORK_ORIGIN_IP
EDG-47379,EMP12787,SID634211,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010248,IAM_SESSION_ESTABLISHMENT
EDG-47380,EMP12667,SID976777,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00016127,IAM_SESSION_ESTABLISHMENT
EDG-47381,SID976777,IP-178.199.82.106,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00016127,NETWORK_ORIGIN_IP
EDG-47382,EMP10467,SID530740,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00006956,IAM_SESSION_ESTABLISHMENT
EDG-47383,EMP12888,SID253207,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00006406,IAM_SESSION_ESTABLISHMENT
EDG-47384,SID253207,IP-192.168.17.197,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00006406,NETWORK_ORIGIN_IP
EDG-47385,EMP12795,SID367022,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017443,IAM_SESSION_ESTABLISHMENT
EDG-47386,EMP12254,SID-911397,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010101,IAM_SESSION_ESTABLISHMENT
EDG-47387,EMP11713,SID692413,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010976,IAM_SESSION_ESTABLISHMENT
EDG-47388,EMP10746,SID222784,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014671,IAM_SESSION_ESTABLISHMENT
EDG-47389,EMP11710,SID846407,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00011228,IAM_SESSION_ESTABLISHMENT
EDG-47390,SID846407,IP-192.168.156.142,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00011228,NETWORK_ORIGIN_IP
EDG-47391,EMP12726,SID876445,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002760,IAM_SESSION_ESTABLISHMENT
EDG-47392,SID876445,IP-192.168.160.106,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00002760,NETWORK_ORIGIN_IP
EDG-47393,EMP10298,SID695673,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000523,IAM_SESSION_ESTABLISHMENT
EDG-47394,EMP10458,SID799792,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007899,IAM_SESSION_ESTABLISHMENT
EDG-47395,EMP12630,SID222823,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00018572,IAM_SESSION_ESTABLISHMENT
EDG-47396,EMP11190,SID282161,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017918,IAM_SESSION_ESTABLISHMENT
EDG-47397,SID282161,IP-172.16.84.71,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017918,NETWORK_ORIGIN_IP
EDG-47398,EMP12867,SID938189,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005658,IAM_SESSION_ESTABLISHMENT
EDG-47399,SID938189,IP-167.44.149.77,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00005658,NETWORK_ORIGIN_IP
EDG-47400,EMP10282,SID883704,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00010475,IAM_SESSION_ESTABLISHMENT
EDG-47401,SID883704,IP-192.168.164.155,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00010475,NETWORK_ORIGIN_IP
EDG-47402,EMP11611,SID125145,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00002772,IAM_SESSION_ESTABLISHMENT
EDG-47403,EMP12853,SID604470,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00001145,IAM_SESSION_ESTABLISHMENT
EDG-47404,EMP12819,SID397402,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005936,IAM_SESSION_ESTABLISHMENT
EDG-47405,EMP11722,SID-781164,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017006,IAM_SESSION_ESTABLISHMENT
EDG-47406,EMP11584,SID-801773,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00014609,IAM_SESSION_ESTABLISHMENT
EDG-47407,EMP12183,SID816009,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00019246,IAM_SESSION_ESTABLISHMENT
EDG-47408,EMP12416,SID623898,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00017538,IAM_SESSION_ESTABLISHMENT
EDG-47409,SID623898,IP-172.16.106.64,CONNECTED_FROM_IP,EXACT,canonical_events,IAM00017538,NETWORK_ORIGIN_IP
EDG-47410,EMP12398,SID413663,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00007856,IAM_SESSION_ESTABLISHMENT
EDG-47411,EMP11411,SID-337979,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00005213,IAM_SESSION_ESTABLISHMENT
EDG-47412,EMP10413,SID173945,AUTHENTICATED_VIA,EXACT,canonical_events,IAM00000879,IAM_SESSION_ESTABLISHMENT
