entity_id,entity_type,traceone_risk_score,auth_contribution,network_contribution,endpoint_contribution,operational_contribution,multi_signal_boost
EMP12703,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP10042,USER,16.86,0.0,0.0,12.65,4.22,0.0
EMP12173,USER,16.86,0.0,8.43,0.0,8.43,0.0
EMP10204,USER,9.84,8.43,0.0,1.41,0.0,0.0
EMP11473,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12100,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP10068,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP11875,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP12451,USER,12.65,4.22,0.0,8.43,0.0,0.0
EMP12231,USER,12.65,4.22,0.0,8.43,0.0,0.0
EMP10137,USER,12.65,4.22,0.0,8.43,0.0,0.0
EMP10796,USER,12.65,0.0,0.0,0.0,12.65,0.0
EMP12180,USER,16.86,0.0,4.22,0.0,12.65,0.0
EMP12128,USER,16.86,4.22,4.22,0.0,8.43,0.0
EMP10758,USER,3.16,3.16,0.0,0.0,0.0,0.0
EMP10541,USER,26.35,22.13,0.0,4.22,0.0,0.0
EMP11019,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12360,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP10165,USER,21.08,0.0,0.0,8.43,12.65,0.0
EMP10248,USER,5.62,4.22,0.0,1.41,0.0,0.0
EMP11331,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP12017,USER,21.08,8.43,0.0,8.43,4.22,0.0
EMP10446,USER,8.43,4.22,4.22,0.0,0.0,0.0
EMP11358,USER,88.09,25.29,25.29,0.0,37.5,29.36
EMP12145,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11329,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12996,USER,16.86,0.0,8.43,4.22,4.22,0.0
EMP12150,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10434,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP12122,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP10577,USER,21.08,8.43,0.0,12.65,0.0,0.0
EMP12463,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP11848,USER,1.25,1.25,0.0,0.0,0.0,0.0
EMP10762,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10388,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP10235,USER,8.55,4.33,0.0,4.22,0.0,0.0
EMP12685,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11984,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10267,USER,18.77,6.12,0.0,12.65,0.0,0.0
EMP10770,USER,33.73,0.0,16.86,4.22,12.65,0.0
EMP12165,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10437,USER,12.65,0.0,0.0,4.22,8.43,0.0
EMP10673,USER,5.9,1.69,4.22,0.0,0.0,0.0
EMP10249,USER,16.86,4.22,0.0,12.65,0.0,0.0
EMP12201,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP11574,USER,8.43,4.22,4.22,0.0,0.0,0.0
EMP12142,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP12081,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12698,USER,8.43,4.22,0.0,4.22,0.0,0.0
EMP12647,USER,12.65,0.0,8.43,0.0,4.22,0.0
EMP12822,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP10448,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11469,USER,17.71,13.49,0.0,4.22,0.0,0.0
EMP10716,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP12470,USER,13.7,13.7,0.0,0.0,0.0,0.0
EMP12985,USER,12.65,0.0,0.0,4.22,8.43,0.0
EMP12048,USER,8.43,0.0,8.43,0.0,0.0,0.0
EMP11901,USER,21.08,0.0,12.65,0.0,8.43,0.0
EMP11168,USER,21.08,21.08,0.0,0.0,0.0,0.0
EMP10082,USER,16.86,8.43,0.0,4.22,4.22,0.0
EMP12497,USER,25.29,4.22,8.43,4.22,8.43,0.0
EMP11460,USER,8.43,0.0,4.22,0.0,4.22,0.0
EMP11893,USER,12.65,8.43,4.22,0.0,0.0,0.0
EMP11668,USER,12.65,4.22,0.0,4.22,4.22,0.0
EMP12000,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP10475,USER,12.65,4.22,0.0,0.0,8.43,0.0
EMP10517,USER,68.5,15.81,26.35,5.27,21.08,13.7
EMP10404,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP10384,USER,11.24,11.24,0.0,0.0,0.0,0.0
EMP12507,USER,25.29,4.22,12.65,4.22,4.22,0.0
EMP12152,USER,11.58,3.15,4.22,0.0,4.22,0.0
EMP11633,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP12944,USER,16.86,0.0,4.22,0.0,12.65,0.0
EMP10688,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11240,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10062,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10852,USER,6.32,2.11,0.0,0.0,4.22,0.0
EMP12834,USER,25.29,0.0,16.86,0.0,8.43,0.0
EMP12552,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11262,USER,25.29,8.43,8.43,8.43,0.0,0.0
EMP10223,USER,9.48,5.27,0.0,4.22,0.0,0.0
EMP12193,USER,30.91,12.65,4.22,9.84,4.22,0.0
EMP10373,USER,3.02,3.02,0.0,0.0,0.0,0.0
EMP11824,USER,16.86,0.0,8.43,8.43,0.0,0.0
EMP12614,USER,7.03,5.62,0.0,1.41,0.0,0.0
EMP12955,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP12676,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP12766,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP10009,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11944,USER,47.43,21.08,26.35,0.0,0.0,9.49
EMP11838,USER,6.12,6.12,0.0,0.0,0.0,0.0
EMP10708,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10255,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP11617,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP10389,USER,10.96,6.74,0.0,4.22,0.0,0.0
EMP11581,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP10924,USER,25.29,4.22,4.22,8.43,8.43,0.0
EMP12036,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12475,USER,8.43,0.0,0.0,0.0,8.43,0.0
EMP11224,USER,33.73,8.43,0.0,21.08,4.22,0.0
EMP11946,USER,1.41,1.41,0.0,0.0,0.0,0.0
EMP10739,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10040,USER,42.16,12.65,12.65,12.65,4.22,0.0
EMP10868,USER,21.08,4.22,0.0,8.43,8.43,0.0
EMP10539,USER,25.29,8.43,0.0,0.0,16.86,0.0
EMP12587,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP11371,USER,8.43,0.0,0.0,4.22,4.22,0.0
EMP11145,USER,8.43,4.22,0.0,4.22,0.0,0.0
EMP11031,USER,8.43,0.0,4.22,0.0,4.22,0.0
EMP10372,USER,25.29,8.43,12.65,0.0,4.22,0.0
EMP10667,USER,46.37,16.86,12.65,12.65,4.22,0.0
EMP10357,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10967,USER,25.29,16.86,0.0,8.43,0.0,0.0
EMP11353,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP11035,USER,12.65,0.0,4.22,0.0,8.43,0.0
EMP10470,USER,9.48,5.27,0.0,4.22,0.0,0.0
EMP11396,USER,16.86,4.22,8.43,0.0,4.22,0.0
EMP12705,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP11549,USER,8.43,0.0,4.22,4.22,0.0,0.0
EMP11256,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP12094,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11555,USER,16.86,0.0,0.0,0.0,16.86,0.0
EMP12668,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11250,USER,14.21,9.99,0.0,4.22,0.0,0.0
EMP11699,USER,16.86,4.22,4.22,4.22,4.22,0.0
EMP11252,USER,33.73,0.0,8.43,12.65,12.65,0.0
EMP12865,USER,100.0,37.5,31.62,12.65,31.62,37.79
EMP10079,USER,29.51,8.43,12.65,0.0,8.43,0.0
EMP11172,USER,16.86,0.0,0.0,12.65,4.22,0.0
EMP10814,USER,0.95,0.95,0.0,0.0,0.0,0.0
EMP11852,USER,29.22,25.0,0.0,4.22,0.0,0.0
EMP12220,USER,16.86,12.65,0.0,0.0,4.22,0.0
EMP12710,USER,9.27,9.27,0.0,0.0,0.0,0.0
EMP12105,USER,16.86,8.43,4.22,4.22,0.0,0.0
EMP10133,USER,8.43,4.22,0.0,4.22,0.0,0.0
EMP11140,USER,21.08,4.22,8.43,4.22,4.22,0.0
EMP10933,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10928,USER,42.16,16.86,12.65,0.0,12.65,0.0
EMP10823,USER,21.08,0.0,12.65,4.22,4.22,0.0
EMP11531,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP11214,USER,0.95,0.95,0.0,0.0,0.0,0.0
EMP10504,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP12395,USER,11.77,7.55,0.0,4.22,0.0,0.0
EMP11996,USER,16.86,8.43,0.0,0.0,8.43,0.0
EMP12434,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11958,USER,22.98,6.12,12.65,0.0,4.22,0.0
EMP11384,USER,7.49,7.49,0.0,0.0,0.0,0.0
EMP10894,USER,29.51,8.43,4.22,0.0,16.86,0.0
EMP10828,USER,10.34,6.12,0.0,4.22,0.0,0.0
EMP11683,USER,25.0,0.0,0.0,25.0,0.0,0.0
EMP12653,USER,21.08,16.86,0.0,0.0,4.22,0.0
EMP12637,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12589,USER,14.05,1.41,0.0,12.65,0.0,0.0
EMP10652,USER,8.43,0.0,8.43,0.0,0.0,0.0
EMP10172,USER,14.23,14.23,0.0,0.0,0.0,0.0
EMP10038,USER,8.43,0.0,4.22,0.0,4.22,0.0
EMP12946,USER,21.08,0.0,4.22,0.0,16.86,0.0
EMP10713,USER,8.43,8.43,0.0,0.0,0.0,0.0
EMP10090,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11205,USER,12.65,0.0,0.0,0.0,12.65,0.0
EMP12549,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12664,USER,21.08,8.43,4.22,0.0,8.43,0.0
EMP11827,USER,8.43,0.0,0.0,0.0,8.43,0.0
EMP11155,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11324,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10216,USER,8.43,4.22,0.0,4.22,0.0,0.0
EMP10510,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11680,USER,47.43,21.08,0.0,21.08,5.27,9.49
EMP10499,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12555,USER,8.43,8.43,0.0,0.0,0.0,0.0
EMP11856,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11388,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP11519,USER,12.65,4.22,0.0,4.22,4.22,0.0
EMP12386,USER,11.77,7.55,0.0,4.22,0.0,0.0
EMP12804,USER,25.84,21.62,0.0,4.22,0.0,0.0
EMP12076,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11540,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11217,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11416,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP12217,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12596,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP11676,USER,16.86,12.65,0.0,0.0,4.22,0.0
EMP11197,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11542,USER,29.51,12.65,8.43,0.0,8.43,0.0
EMP10953,USER,21.08,8.43,0.0,12.65,0.0,0.0
EMP10750,USER,21.08,0.0,4.22,16.86,0.0,0.0
EMP10234,USER,21.08,4.22,4.22,12.65,0.0,0.0
EMP10732,USER,16.02,7.59,0.0,8.43,0.0,0.0
EMP11156,USER,25.29,4.22,4.22,0.0,16.86,0.0
EMP12652,USER,12.65,4.22,0.0,0.0,8.43,0.0
EMP12445,USER,10.34,6.12,0.0,4.22,0.0,0.0
EMP11209,USER,16.44,16.44,0.0,0.0,0.0,0.0
EMP11065,USER,12.65,8.43,0.0,0.0,4.22,0.0
EMP12156,USER,16.86,16.86,0.0,0.0,0.0,0.0
EMP11062,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP11167,USER,26.35,22.13,0.0,4.22,0.0,0.0
EMP11492,USER,22.13,22.13,0.0,0.0,0.0,0.0
EMP12550,USER,25.29,0.0,4.22,0.0,21.08,0.0
EMP10884,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10143,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10850,USER,29.51,8.43,0.0,16.86,4.22,0.0
EMP10717,USER,11.29,11.29,0.0,0.0,0.0,0.0
EMP12927,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12502,USER,33.73,0.0,4.22,16.86,12.65,0.0
EMP10264,USER,8.43,0.0,4.22,4.22,0.0,0.0
EMP10075,USER,16.86,4.22,4.22,4.22,4.22,0.0
EMP12492,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP10395,USER,12.65,8.43,4.22,0.0,0.0,0.0
EMP12624,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12224,USER,8.43,0.0,8.43,0.0,0.0,0.0
EMP12884,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP10396,USER,12.65,0.0,4.22,0.0,8.43,0.0
EMP11365,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12577,USER,12.65,0.0,0.0,8.43,4.22,0.0
EMP11903,USER,10.54,10.54,0.0,0.0,0.0,0.0
EMP10595,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12109,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP11296,USER,12.65,4.22,4.22,0.0,4.22,0.0
EMP11821,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP10872,USER,33.73,16.86,0.0,8.43,8.43,0.0
EMP12997,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP12326,USER,25.29,12.65,4.22,0.0,8.43,0.0
EMP11548,USER,16.86,16.86,0.0,0.0,0.0,0.0
EMP10036,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12924,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12143,USER,3.02,3.02,0.0,0.0,0.0,0.0
EMP12635,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP10977,USER,22.13,5.27,0.0,16.86,0.0,0.0
EMP11571,USER,8.43,0.0,0.0,4.22,4.22,0.0
EMP11122,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12239,USER,12.08,7.87,4.22,0.0,0.0,0.0
EMP12504,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP11892,USER,21.62,21.62,0.0,0.0,0.0,0.0
EMP10675,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10728,USER,5.27,5.27,0.0,0.0,0.0,0.0
EMP10412,USER,29.22,25.0,0.0,4.22,0.0,0.0
EMP11516,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11649,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP10825,USER,20.26,7.61,0.0,12.65,0.0,0.0
EMP10616,USER,1.41,0.0,0.0,1.41,0.0,0.0
EMP10114,USER,12.65,8.43,0.0,4.22,0.0,0.0
EMP10417,USER,8.43,0.0,0.0,0.0,8.43,0.0
EMP11625,USER,8.43,0.0,0.0,0.0,8.43,0.0
EMP10089,USER,16.86,8.43,4.22,0.0,4.22,0.0
EMP12082,USER,12.65,8.43,0.0,4.22,0.0,0.0
EMP10753,USER,16.86,0.0,0.0,8.43,8.43,0.0
EMP12546,USER,100.0,37.5,37.5,6.32,37.5,39.61
EMP11630,USER,21.08,0.0,0.0,8.43,12.65,0.0
EMP10011,USER,12.65,0.0,0.0,8.43,4.22,0.0
EMP12444,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10284,USER,8.43,8.43,0.0,0.0,0.0,0.0
EMP11066,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP11191,USER,8.43,4.22,4.22,0.0,0.0,0.0
EMP11440,USER,12.65,0.0,0.0,8.43,4.22,0.0
EMP12886,USER,12.65,8.43,4.22,0.0,0.0,0.0
EMP12885,USER,1.05,1.05,0.0,0.0,0.0,0.0
EMP12793,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP11568,USER,29.51,4.22,8.43,8.43,8.43,0.0
EMP12427,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12656,USER,16.86,16.86,0.0,0.0,0.0,0.0
EMP11687,USER,25.29,8.43,0.0,12.65,4.22,0.0
EMP10851,USER,33.73,4.22,16.86,0.0,12.65,0.0
EMP12207,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP10895,USER,19.39,6.74,0.0,8.43,4.22,0.0
EMP10496,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP12305,USER,9.84,5.62,4.22,0.0,0.0,0.0
EMP11782,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP10335,USER,25.29,8.43,8.43,0.0,8.43,0.0
EMP10515,USER,7.23,3.02,0.0,4.22,0.0,0.0
EMP11348,USER,16.86,4.22,8.43,0.0,4.22,0.0
EMP11015,USER,23.78,11.13,0.0,12.65,0.0,0.0
EMP12893,USER,8.43,0.0,0.0,4.22,4.22,0.0
EMP11781,USER,37.94,4.22,16.86,8.43,8.43,0.0
EMP12569,USER,3.02,3.02,0.0,0.0,0.0,0.0
EMP11785,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12070,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10356,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12937,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP11312,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11635,USER,8.43,8.43,0.0,0.0,0.0,0.0
EMP10550,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12388,USER,16.86,4.22,0.0,12.65,0.0,0.0
EMP12479,USER,5.27,5.27,0.0,0.0,0.0,0.0
EMP12521,USER,11.58,3.15,4.22,4.22,0.0,0.0
EMP12265,USER,10.54,10.54,0.0,0.0,0.0,0.0
EMP11227,USER,16.86,8.43,0.0,0.0,8.43,0.0
EMP12762,USER,100.0,37.5,31.62,31.62,12.65,37.79
EMP10957,USER,8.43,0.0,0.0,0.0,8.43,0.0
EMP11773,USER,29.51,0.0,12.65,0.0,16.86,0.0
EMP12141,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11008,USER,6.32,2.11,0.0,0.0,4.22,0.0
EMP11092,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP12756,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10996,USER,1.41,1.41,0.0,0.0,0.0,0.0
EMP11679,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP10153,USER,12.65,4.22,0.0,4.22,4.22,0.0
EMP12867,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP10580,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP11470,USER,13.7,13.7,0.0,0.0,0.0,0.0
EMP10703,USER,19.56,11.13,0.0,0.0,8.43,0.0
EMP11212,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10896,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10487,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10559,USER,9.48,1.05,8.43,0.0,0.0,0.0
EMP11141,USER,16.86,4.22,0.0,8.43,4.22,0.0
EMP11119,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10512,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10633,USER,12.65,4.22,4.22,0.0,4.22,0.0
EMP11664,USER,21.08,4.22,16.86,0.0,0.0,0.0
EMP11012,USER,52.7,10.54,21.08,0.0,21.08,10.54
EMP11931,USER,11.13,11.13,0.0,0.0,0.0,0.0
EMP11150,USER,2.11,2.11,0.0,0.0,0.0,0.0
EMP12890,USER,18.97,6.32,0.0,12.65,0.0,0.0
EMP10116,USER,21.92,9.27,0.0,12.65,0.0,0.0
EMP10740,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP12846,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11974,USER,12.65,4.22,0.0,8.43,0.0,0.0
EMP11081,USER,4.22,0.0,4.22,0.0,0.0,0.0
EMP11810,USER,42.16,16.86,12.65,4.22,8.43,0.0
EMP10830,USER,37.94,12.65,8.43,0.0,16.86,0.0
EMP10119,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10656,USER,9.99,9.99,0.0,0.0,0.0,0.0
EMP12815,USER,7.59,7.59,0.0,0.0,0.0,0.0
EMP12774,USER,41.86,0.0,8.43,25.0,8.43,0.0
EMP10635,USER,5.9,1.69,0.0,4.22,0.0,0.0
EMP10369,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10268,USER,18.97,14.75,0.0,0.0,4.22,0.0
EMP10046,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10991,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10876,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP10773,USER,14.75,6.32,0.0,8.43,0.0,0.0
EMP11219,USER,21.08,4.22,8.43,0.0,8.43,0.0
EMP11126,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10004,USER,25.29,4.22,4.22,8.43,8.43,0.0
EMP11595,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12311,USER,16.86,0.0,0.0,8.43,8.43,0.0
EMP12958,USER,12.65,4.22,4.22,0.0,4.22,0.0
EMP12491,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11077,USER,1.69,1.69,0.0,0.0,0.0,0.0
EMP10837,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP10681,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11715,USER,21.08,0.0,4.22,0.0,16.86,0.0
EMP12352,USER,10.54,2.11,0.0,8.43,0.0,0.0
EMP12617,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12361,USER,8.43,4.22,4.22,0.0,0.0,0.0
EMP12197,USER,13.6,0.95,0.0,12.65,0.0,0.0
EMP11148,USER,21.08,0.0,8.43,12.65,0.0,0.0
EMP10574,USER,19.67,11.24,0.0,8.43,0.0,0.0
EMP10050,USER,12.65,0.0,4.22,8.43,0.0,0.0
EMP10853,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11982,USER,25.29,0.0,8.43,8.43,8.43,0.0
EMP11823,USER,24.89,16.45,4.22,0.0,4.22,0.0
EMP10833,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11115,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11166,USER,16.86,4.22,0.0,8.43,4.22,0.0
EMP12518,USER,16.86,8.43,0.0,0.0,8.43,0.0
EMP11906,USER,16.86,4.22,4.22,0.0,8.43,0.0
EMP10971,USER,13.7,9.49,0.0,0.0,4.22,0.0
EMP12701,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10399,USER,33.73,0.0,12.65,0.0,21.08,0.0
EMP12559,USER,29.51,12.65,4.22,0.0,12.65,0.0
EMP12368,USER,25.29,4.22,4.22,8.43,8.43,0.0
EMP10019,USER,5.9,1.69,0.0,4.22,0.0,0.0
EMP10684,USER,25.29,4.22,12.65,4.22,4.22,0.0
EMP10035,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP12914,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10524,USER,16.86,4.22,8.43,0.0,4.22,0.0
EMP12455,USER,21.08,0.0,12.65,0.0,8.43,0.0
EMP10920,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11841,USER,6.21,1.99,0.0,4.22,0.0,0.0
EMP11890,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10537,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP11705,USER,12.65,8.43,0.0,4.22,0.0,0.0
EMP10245,USER,21.08,4.22,4.22,4.22,8.43,0.0
EMP10784,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP11409,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP12537,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP10154,USER,14.75,14.75,0.0,0.0,0.0,0.0
EMP11686,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10625,USER,16.86,0.0,12.65,4.22,0.0,0.0
EMP12962,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11346,USER,16.86,0.0,0.0,16.86,0.0,0.0
EMP10569,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11758,USER,25.29,12.65,8.43,4.22,0.0,0.0
EMP11816,USER,8.43,4.22,4.22,0.0,0.0,0.0
EMP12065,USER,21.08,8.43,0.0,4.22,8.43,0.0
EMP10127,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12006,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP10980,USER,8.43,4.22,0.0,4.22,0.0,0.0
EMP10190,USER,21.08,0.0,0.0,12.65,8.43,0.0
EMP11139,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10992,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP10699,USER,29.51,8.43,4.22,0.0,16.86,0.0
EMP10606,USER,12.65,0.0,4.22,8.43,0.0,0.0
EMP10180,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10301,USER,29.51,0.0,4.22,16.86,8.43,0.0
EMP12544,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12860,USER,4.22,0.0,0.0,0.0,4.22,0.0
EMP11060,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12964,USER,12.65,12.65,0.0,0.0,0.0,0.0
EMP12565,USER,8.43,0.0,0.0,8.43,0.0,0.0
EMP11069,USER,29.51,8.43,0.0,16.86,4.22,0.0
EMP12524,USER,12.65,8.43,4.22,0.0,0.0,0.0
EMP12205,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11243,USER,4.22,4.22,0.0,0.0,0.0,0.0
EMP10016,USER,42.16,16.86,8.43,4.22,12.65,0.0
EMP10546,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP10658,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP12787,USER,9.84,8.43,0.0,1.41,0.0,0.0
EMP12818,USER,5.9,1.69,0.0,0.0,4.22,0.0
EMP11504,USER,4.22,0.0,0.0,4.22,0.0,0.0
EMP10959,USER,29.51,8.43,8.43,0.0,12.65,0.0
EMP12331,USER,30.91,0.0,12.65,1.41,16.86,0.0
EMP10797,USER,8.43,0.0,4.22,4.22,0.0,0.0
EMP10225,USER,7.1,7.1,0.0,0.0,0.0,0.0
EMP12074,USER,0.0,0.0,0.0,0.0,0.0,0.0
EMP11799,USER,14.75,10.54,0.0,4.22,0.0,0.0
EMP12485,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP12277,USER,12.65,0.0,0.0,12.65,0.0,0.0
EMP12085,USER,25.29,8.43,12.65,4.22,0.0,0.0
EMP11693,USER,8.43,4.22,0.0,0.0,4.22,0.0
EMP11045,USER,0.0,0.0,0.0,0.0,0.0,0.0
