hostname,total_firewall_logs,firewall_denies,threat_flags,endpoint_alerts,is_managed
vdr-10340,1.0,0.0,0.0,0.0,False
ws-10263,2.0,1.0,0.0,0.0,False
WS-10826.corp.local,1.0,1.0,0.0,0.0,False
VDR-11628.corp.local,2.0,0.0,0.0,0.0,False
ws-12104,2.0,0.0,1.0,0.0,False
ws-12850,1.0,0.0,0.0,0.0,False
LPT-11744,10.0,0.0,1.0,3.0,True
WS-12793,6.0,1.0,0.0,2.0,True
lpt-12014,1.0,0.0,0.0,0.0,False
WS_11563,1.0,0.0,0.0,0.0,False
VDR_11608,1.0,0.0,0.0,0.0,False
VDR-12598.corp.local,1.0,0.0,0.0,0.0,False
LPT-11491,7.0,0.0,0.0,3.0,True
VDR_10907,1.0,0.0,1.0,0.0,False
WS-10643,9.0,1.0,1.0,3.0,True
WS-12422.corp.local,1.0,0.0,0.0,0.0,False
WS-12846.corp.local,1.0,0.0,0.0,0.0,False
WS-10150,5.0,0.0,0.0,3.0,True
ws-10151,3.0,0.0,0.0,0.0,False
LPT_12010,2.0,0.0,0.0,0.0,False
LPT-11244.corp.local,1.0,0.0,0.0,0.0,False
VDR-11001,4.0,1.0,0.0,1.0,True
WS-12996,8.0,2.0,2.0,3.0,True
lpt-11470,2.0,0.0,0.0,0.0,False
WS-11672.corp.local,2.0,2.0,0.0,0.0,False
ws-11198,1.0,0.0,0.0,0.0,False
VDR_10162,1.0,1.0,0.0,0.0,False
LPT-11678,6.0,0.0,0.0,5.0,True
ws-11835,2.0,1.0,0.0,0.0,False
WS_11301,2.0,0.0,0.0,0.0,False
LPT-10653,7.0,2.0,1.0,2.0,True
LPT-10186.,0.0,0.0,0.0,0.0,True
VDR_11318,1.0,0.0,0.0,0.0,False
WS-10220,6.0,2.0,1.0,0.0,True
vdr-10778,2.0,0.0,1.0,0.0,False
VDR-10992,10.0,1.0,1.0,4.0,True
VDR-11858,4.0,1.0,0.0,3.0,True
vdr-10825,3.0,1.0,0.0,0.0,False
lpt-12703,3.0,1.0,0.0,0.0,False
VDR-10718,9.0,0.0,0.0,3.0,True
VDR-12655,5.0,0.0,0.0,1.0,True
VDR-11042,5.0,2.0,0.0,4.0,False
WS-10219.corp.local,1.0,0.0,0.0,0.0,False
WS-12878.corp.local,1.0,0.0,0.0,0.0,False
WS-11352,5.0,0.0,1.0,4.0,True
LPT-10575,9.0,3.0,0.0,4.0,False
VDR-11394,15.0,5.0,0.0,1.0,True
LPT-11322,6.0,1.0,0.0,5.0,True
VDR-11375,6.0,1.0,0.0,5.0,False
lpt-12730,2.0,1.0,0.0,0.0,False
VDR-12129.corp.local,1.0,0.0,0.0,0.0,False
vdr-10031,1.0,0.0,0.0,0.0,False
WS_12515,1.0,0.0,0.0,0.0,False
LPT-11920,12.0,2.0,0.0,2.0,True
LPT_11710,2.0,0.0,0.0,0.0,False
LPT-11546,11.0,4.0,2.0,2.0,True
LPT-11341,15.0,0.0,1.0,1.0,True
LPT-11072,4.0,0.0,1.0,2.0,True
LPT_10797,1.0,0.0,0.0,0.0,False
LPT-11668,10.0,4.0,2.0,3.0,False
WS_10470,1.0,0.0,0.0,0.0,False
VDR_12241,1.0,1.0,1.0,0.0,False
ws-12680,1.0,0.0,0.0,0.0,False
lpt-12004,2.0,1.0,0.0,0.0,False
lpt-10750,1.0,1.0,0.0,0.0,False
LPT-12629,6.0,2.0,0.0,0.0,True
lpt-12364,3.0,1.0,1.0,0.0,False
VDR_11575,1.0,1.0,0.0,0.0,False
WS-12701.corp.local,1.0,1.0,0.0,0.0,False
LPT_11346,3.0,0.0,1.0,0.0,False
VDR-12181,8.0,2.0,0.0,2.0,True
LPT-10403,8.0,0.0,0.0,6.0,True
vdr-10539,1.0,0.0,1.0,0.0,False
WS-11296,5.0,0.0,0.0,2.0,False
LPT-12011,5.0,2.0,1.0,1.0,True
LPT-10939,11.0,2.0,0.0,2.0,True
VDR-12071,8.0,1.0,1.0,4.0,True
VDR-12928,8.0,4.0,1.0,1.0,True
LPT-10771.,0.0,0.0,0.0,0.0,True
VDR-12131,7.0,1.0,1.0,2.0,True
VDR_12983,1.0,0.0,0.0,0.0,False
VDR-11639,7.0,0.0,0.0,3.0,True
VDR_11622,1.0,0.0,0.0,0.0,False
VDR-11996,9.0,2.0,0.0,2.0,False
WS_10870,1.0,0.0,0.0,0.0,False
WS_11313,3.0,0.0,2.0,0.0,False
VDR-10710,13.0,5.0,1.0,6.0,True
VDR_11746,1.0,0.0,0.0,0.0,False
LPT-12260.corp.local,3.0,1.0,0.0,0.0,False
lpt-10479,3.0,1.0,0.0,0.0,False
LPT_12690,1.0,0.0,0.0,0.0,False
LPT-11212.corp.local,1.0,0.0,0.0,0.0,False
lpt-11197,1.0,0.0,0.0,0.0,False
VDR-10161.corp.local,1.0,1.0,0.0,0.0,False
WS-12791,10.0,1.0,3.0,1.0,True
LPT-10733,8.0,0.0,1.0,2.0,True
LPT-12860,4.0,1.0,1.0,1.0,True
LPT-12542,4.0,2.0,0.0,3.0,True
lpt-11164,4.0,0.0,2.0,0.0,False
LPT-12331,8.0,2.0,0.0,3.0,True
ws-10720,1.0,1.0,0.0,0.0,False
vdr-11996,1.0,0.0,0.0,0.0,False
WS_10994,1.0,0.0,0.0,0.0,False
lpt-11134,1.0,0.0,0.0,0.0,False
VDR-10861.corp.local,1.0,0.0,0.0,0.0,False
VDR-11128,2.0,0.0,0.0,3.0,True
lpt-11271,1.0,0.0,0.0,0.0,False
WS-10284.,0.0,0.0,0.0,0.0,True
lpt-11184,1.0,0.0,0.0,0.0,False
vdr-11843,2.0,0.0,1.0,0.0,False
WS-12561.corp.local,1.0,1.0,0.0,0.0,False
VDR-11302,1.0,0.0,0.0,4.0,True
vdr-12557,4.0,1.0,1.0,0.0,False
LPT-10199,5.0,3.0,1.0,1.0,True
VDR-10497,11.0,3.0,1.0,1.0,True
WS-10809.corp.local,2.0,1.0,0.0,0.0,False
WS_12992,1.0,1.0,0.0,0.0,False
WS-12862,8.0,2.0,0.0,5.0,True
VDR-10756.corp.local,2.0,0.0,1.0,0.0,False
lpt-11790,1.0,0.0,0.0,0.0,False
VDR-12369.corp.local,1.0,0.0,0.0,0.0,False
ws-11064,3.0,0.0,0.0,0.0,False
VDR-10588.corp.local,1.0,0.0,0.0,0.0,False
LPT-10130,4.0,0.0,0.0,0.0,True
vdr-11537,1.0,0.0,0.0,0.0,False
LPT_11780,1.0,0.0,0.0,0.0,False
vdr-11508,2.0,0.0,0.0,0.0,False
lpt-12100,2.0,0.0,0.0,0.0,False
VDR-10983,6.0,2.0,0.0,1.0,True
LPT-11928.corp.local,2.0,1.0,0.0,0.0,False
WS-10711,7.0,1.0,0.0,2.0,True
LPT-10081,4.0,1.0,0.0,2.0,True
WS-10918,8.0,4.0,0.0,4.0,True
VDR-11712.corp.local,3.0,1.0,1.0,0.0,False
WS-12115,6.0,0.0,0.0,0.0,True
WS-10336.corp.local,1.0,0.0,0.0,0.0,False
ws-12097,3.0,0.0,1.0,0.0,False
ws-10958,2.0,0.0,0.0,0.0,False
vdr-10179,1.0,0.0,0.0,0.0,False
VDR-11645.corp.local,2.0,0.0,0.0,0.0,False
WS-10773,6.0,1.0,1.0,4.0,True
VDR_10743,1.0,0.0,0.0,0.0,False
lpt-12699,2.0,0.0,1.0,0.0,False
ws-10760,1.0,0.0,0.0,0.0,False
ws-12895,2.0,0.0,1.0,0.0,False
LPT-11023.corp.local,1.0,0.0,0.0,0.0,False
VDR-10132,4.0,0.0,0.0,1.0,True
WS-12957,5.0,2.0,1.0,1.0,True
LPT-12838,5.0,2.0,0.0,2.0,True
WS-11682.corp.local,1.0,0.0,0.0,0.0,False
vdr-12665,1.0,0.0,1.0,0.0,False
WS-10517,5.0,2.0,0.0,3.0,True
WS-12799.corp.local,2.0,0.0,0.0,0.0,False
WS-12220.corp.local,1.0,0.0,0.0,0.0,False
VDR_11189,2.0,0.0,0.0,0.0,False
VDR_11206,2.0,0.0,0.0,0.0,False
vdr-12989,1.0,0.0,0.0,0.0,False
LPT-11040,10.0,0.0,0.0,2.0,False
VDR-10910.corp.local,1.0,0.0,0.0,0.0,False
WS-10225,12.0,2.0,1.0,2.0,True
VDR-12861,6.0,3.0,2.0,3.0,True
LPT-12293,7.0,1.0,0.0,3.0,False
vdr-11297,1.0,0.0,0.0,0.0,False
WS-12264,9.0,1.0,2.0,1.0,True
LPT-10084,6.0,1.0,0.0,1.0,True
WS-12619,1.0,0.0,0.0,1.0,True
LPT-12904.corp.local,2.0,0.0,1.0,0.0,False
LPT_10944,1.0,0.0,0.0,0.0,False
VDR-10838.corp.local,2.0,1.0,0.0,0.0,False
LPT-11701,6.0,1.0,2.0,1.0,True
VDR-12480.corp.local,1.0,0.0,0.0,0.0,False
ws-10878,2.0,0.0,0.0,0.0,False
VDR-10674,9.0,1.0,1.0,4.0,True
WS-11186,9.0,2.0,2.0,5.0,False
WS-11171,6.0,1.0,0.0,4.0,True
WS-11395.corp.local,2.0,0.0,1.0,0.0,False
LPT-12968.corp.local,1.0,0.0,0.0,0.0,False
ws-10048,2.0,0.0,0.0,0.0,False
VDR-10914.corp.local,1.0,0.0,0.0,0.0,False
LPT-12459,10.0,4.0,0.0,2.0,True
WS-11342.corp.local,1.0,1.0,0.0,0.0,False
VDR-11268,6.0,2.0,0.0,1.0,True
vdr-10481,2.0,1.0,1.0,0.0,False
ws-10911,1.0,0.0,1.0,0.0,False
lpt-11970,3.0,0.0,0.0,0.0,False
vdr-12500,1.0,1.0,0.0,0.0,False
LPT-12658,4.0,1.0,1.0,3.0,True
LPT-12507,6.0,2.0,0.0,2.0,True
vdr-11096,1.0,0.0,1.0,0.0,False
ws-10687,1.0,0.0,0.0,0.0,False
LPT-10880,8.0,4.0,0.0,1.0,True
LPT_12481,1.0,0.0,0.0,0.0,False
ws-12701,1.0,1.0,0.0,0.0,False
VDR_12464,1.0,0.0,0.0,0.0,False
VDR-12997,4.0,1.0,0.0,0.0,True
WS-11089.corp.local,2.0,1.0,0.0,0.0,False
VDR_10835,1.0,1.0,0.0,0.0,False
LPT-12815,3.0,0.0,0.0,0.0,False
LPT-12183,7.0,0.0,0.0,1.0,True
LPT-11693,7.0,2.0,0.0,3.0,False
WS_12773,1.0,1.0,0.0,0.0,False
LPT-10103,9.0,5.0,1.0,0.0,True
WS-11269,9.0,3.0,0.0,3.0,True
ws-11243,1.0,0.0,0.0,0.0,False
LPT-10646,10.0,0.0,0.0,1.0,True
LPT-12265,3.0,0.0,0.0,1.0,True
VDR_11495,2.0,1.0,0.0,0.0,False
vdr-12023,3.0,0.0,0.0,0.0,False
vdr-12215,2.0,1.0,0.0,0.0,False
WS-12072,8.0,0.0,1.0,2.0,True
WS-10506.corp.local,1.0,0.0,0.0,0.0,False
lpt-12654,1.0,1.0,0.0,0.0,False
WS-11562,6.0,1.0,1.0,5.0,True
WS-12845.,0.0,0.0,0.0,0.0,True
vdr-11846,1.0,0.0,1.0,0.0,False
VDR_11439,1.0,1.0,0.0,0.0,False
lpt-11764,3.0,0.0,1.0,0.0,False
VDR_10244,1.0,1.0,0.0,0.0,False
WS-11876,4.0,0.0,0.0,4.0,True
LPT-11683.corp.local,1.0,0.0,0.0,0.0,False
VDR-11224.,0.0,0.0,0.0,0.0,True
WS-12809,10.0,3.0,0.0,1.0,True
WS_11612,2.0,1.0,1.0,0.0,False
VDR-10316,6.0,2.0,1.0,4.0,True
VDR_12562,1.0,1.0,0.0,0.0,False
WS-11670.corp.local,2.0,0.0,0.0,0.0,False
lpt-12947,1.0,0.0,0.0,0.0,False
VDR_12151,2.0,1.0,0.0,0.0,False
WS-11776.corp.local,1.0,0.0,0.0,0.0,False
LPT-10560.corp.local,1.0,1.0,0.0,0.0,False
VDR_12017,1.0,0.0,0.0,0.0,False
WS-11734,6.0,2.0,0.0,0.0,False
VDR_11236,2.0,0.0,0.0,0.0,False
WS_10429,1.0,0.0,0.0,0.0,False
VDR-10255,7.0,0.0,0.0,2.0,True
LPT-11561.corp.local,2.0,0.0,0.0,0.0,False
WS-12449,4.0,1.0,1.0,2.0,False
ws-12594,1.0,0.0,0.0,0.0,False
WS-11924.corp.local,1.0,0.0,0.0,0.0,False
LPT-10927,8.0,2.0,1.0,2.0,True
ws-10959,3.0,0.0,0.0,0.0,False
WS-10070,3.0,1.0,1.0,1.0,True
lpt-11476,3.0,1.0,1.0,0.0,False
WS-10544,8.0,4.0,1.0,2.0,True
VDR_11316,1.0,0.0,0.0,0.0,False
ws-11859,1.0,0.0,0.0,0.0,False
VDR-11302.corp.local,1.0,0.0,0.0,0.0,False
WS-12822,14.0,3.0,2.0,2.0,True
VDR-11142,9.0,3.0,0.0,2.0,True
WS-12669,10.0,4.0,0.0,3.0,True
lpt-11792,1.0,0.0,1.0,0.0,False
WS_11836,2.0,2.0,1.0,0.0,False
ws-11723,1.0,0.0,0.0,0.0,False
VDR_11412,1.0,0.0,1.0,0.0,False
LPT_11322,1.0,0.0,0.0,0.0,False
VDR-11066,11.0,3.0,0.0,1.0,True
LPT-12824,4.0,2.0,0.0,1.0,True
VDR-10231,9.0,4.0,0.0,3.0,True
WS_10370,1.0,0.0,1.0,0.0,False
VDR_10300,4.0,0.0,1.0,0.0,False
WS_11682,3.0,0.0,0.0,0.0,False
LPT_11070,1.0,1.0,0.0,0.0,False
LPT-10311.corp.local,1.0,1.0,0.0,0.0,False
WS-12495,5.0,1.0,1.0,1.0,True
WS-10540,6.0,1.0,0.0,3.0,True
VDR-11946.,0.0,0.0,0.0,0.0,True
vdr-12841,3.0,1.0,0.0,0.0,False
WS-10849.corp.local,1.0,0.0,0.0,0.0,False
lpt-12027,2.0,1.0,0.0,0.0,False
LPT-11333.corp.local,2.0,0.0,0.0,0.0,False
lpt-12921,1.0,0.0,0.0,0.0,False
VDR-12335.corp.local,2.0,1.0,0.0,0.0,False
WS-10341.corp.local,1.0,1.0,0.0,0.0,False
LPT-12280.corp.local,1.0,0.0,0.0,0.0,False
LPT-12471,6.0,1.0,0.0,1.0,True
WS-10697.corp.local,1.0,0.0,0.0,0.0,False
vdr-10465,1.0,0.0,0.0,0.0,False
ws-11514,2.0,0.0,0.0,0.0,False
LPT-10741,8.0,2.0,1.0,4.0,True
ws-12491,1.0,0.0,0.0,0.0,False
VDR_11549,1.0,0.0,0.0,0.0,False
WS_10070,1.0,0.0,0.0,0.0,False
WS-11502,4.0,1.0,1.0,2.0,True
VDR-10478,9.0,2.0,1.0,4.0,True
VDR_10690,1.0,0.0,0.0,0.0,False
vdr-11436,1.0,0.0,0.0,0.0,False
LPT_10176,1.0,1.0,0.0,0.0,False
LPT_12474,1.0,0.0,0.0,0.0,False
ws-12125,1.0,0.0,1.0,0.0,False
VDR-11267,5.0,0.0,1.0,7.0,True
WS-10721.corp.local,2.0,1.0,0.0,0.0,False
LPT-11409,10.0,2.0,1.0,3.0,True
WS_10213,2.0,1.0,0.0,0.0,False
VDR-11892.corp.local,1.0,0.0,0.0,0.0,False
LPT-11572.corp.local,1.0,0.0,0.0,0.0,False
VDR-12627,9.0,0.0,1.0,2.0,False
LPT_10779,1.0,0.0,0.0,0.0,False
VDR-12978,6.0,2.0,1.0,1.0,True
lpt-10557,2.0,1.0,0.0,0.0,False
VDR-10703,9.0,3.0,1.0,2.0,True
WS-12873,9.0,0.0,0.0,2.0,True
LPT-11584,9.0,3.0,1.0,2.0,True
LPT_12888,1.0,0.0,0.0,0.0,False
lpt-11920,1.0,1.0,0.0,0.0,False
lpt-12252,2.0,0.0,0.0,0.0,False
LPT-12843,10.0,1.0,1.0,2.0,True
LPT_11452,1.0,0.0,0.0,0.0,False
WS-12592.corp.local,1.0,0.0,0.0,0.0,False
VDR-11586,9.0,1.0,0.0,4.0,True
WS-12433.,0.0,0.0,0.0,0.0,True
VDR-10906.corp.local,2.0,1.0,0.0,0.0,False
LPT-10377,12.0,3.0,0.0,0.0,True
WS-11533.corp.local,2.0,1.0,1.0,0.0,False
WS-12262,7.0,0.0,1.0,1.0,True
WS-12677,12.0,2.0,1.0,8.0,True
WS-10091.corp.local,1.0,0.0,0.0,0.0,False
LPT_10383,1.0,0.0,0.0,0.0,False
LPT-11065,6.0,0.0,2.0,3.0,True
LPT_10547,2.0,0.0,0.0,0.0,False
WS-11670,6.0,1.0,0.0,2.0,False
WS_10486,1.0,0.0,0.0,0.0,False
WS-12545,9.0,1.0,0.0,1.0,True
LPT_12444,1.0,1.0,0.0,0.0,False
lpt-10651,1.0,0.0,0.0,0.0,False
vdr-12150,2.0,0.0,1.0,0.0,False
VDR-12071.corp.local,1.0,0.0,0.0,0.0,False
VDR_12618,1.0,0.0,0.0,0.0,False
ws-12266,2.0,0.0,0.0,0.0,False
ws-10486,2.0,0.0,1.0,0.0,False
LPT-11470,5.0,2.0,0.0,2.0,False
LPT-10702,10.0,1.0,2.0,1.0,False
VDR_12989,2.0,0.0,0.0,0.0,False
LPT-12780,4.0,1.0,0.0,4.0,True
VDR-10716,11.0,3.0,1.0,7.0,True
vdr-11669,3.0,0.0,0.0,0.0,False
LPT-11353,8.0,1.0,1.0,6.0,True
LPT-11156,8.0,2.0,1.0,1.0,True
VDR_10099,1.0,0.0,0.0,0.0,False
LPT-12644.corp.local,1.0,1.0,0.0,0.0,False
WS-10568,6.0,0.0,0.0,2.0,True
VDR_10692,1.0,0.0,0.0,0.0,False
vdr-10503,2.0,0.0,0.0,0.0,False
vdr-12058,2.0,0.0,1.0,0.0,False
WS-12753,7.0,0.0,2.0,0.0,False
LPT-10650,8.0,1.0,0.0,2.0,True
VDR-10270,0.0,0.0,0.0,5.0,True
WS_10845,1.0,0.0,0.0,0.0,False
LPT-10634,10.0,2.0,0.0,2.0,True
vdr-10248,1.0,1.0,1.0,0.0,False
LPT-11792,9.0,5.0,0.0,0.0,True
LPT_10366,1.0,1.0,0.0,0.0,False
WS-11987.corp.local,1.0,0.0,0.0,0.0,False
LPT-11763,5.0,3.0,0.0,1.0,True
vdr-11206,3.0,2.0,1.0,0.0,False
VDR-10528.,0.0,0.0,0.0,0.0,True
LPT-11659,6.0,2.0,0.0,2.0,True
WS_10412,1.0,0.0,0.0,0.0,False
VDR-10813,3.0,0.0,0.0,0.0,True
vdr-10362,1.0,0.0,0.0,0.0,False
vdr-11589,2.0,0.0,1.0,0.0,False
ws-10711,3.0,1.0,0.0,0.0,False
ws-11893,1.0,1.0,0.0,0.0,False
lpt-11918,2.0,0.0,0.0,0.0,False
LPT-12085,5.0,0.0,1.0,4.0,True
VDR-10533.corp.local,3.0,1.0,0.0,0.0,False
VDR-10168.corp.local,2.0,1.0,0.0,0.0,False
VDR-11940,5.0,1.0,1.0,2.0,True
WS_11458,1.0,0.0,0.0,0.0,False
WS-10486.corp.local,2.0,1.0,0.0,0.0,False
WS-12340,5.0,0.0,0.0,2.0,True
LPT_10859,1.0,0.0,0.0,0.0,False
LPT-12962,9.0,0.0,2.0,0.0,True
ws-10865,1.0,0.0,0.0,0.0,False
ws-10470,2.0,0.0,0.0,0.0,False
LPT_12149,2.0,1.0,0.0,0.0,False
VDR-11591.,0.0,0.0,0.0,0.0,True
VDR-12705.corp.local,1.0,0.0,0.0,0.0,False
WS-11699.corp.local,2.0,1.0,0.0,0.0,False
WS-10988,6.0,2.0,0.0,1.0,True
WS_10566,1.0,0.0,0.0,0.0,False
LPT_12943,1.0,0.0,0.0,0.0,False
vdr-12758,2.0,1.0,0.0,0.0,False
WS-12733.corp.local,1.0,0.0,0.0,0.0,False
LPT-10080.corp.local,1.0,0.0,0.0,0.0,False
LPT_10537,1.0,0.0,1.0,0.0,False
LPT-11281.corp.local,1.0,0.0,0.0,0.0,False
lpt-10575,2.0,1.0,0.0,0.0,False
VDR-12775.corp.local,2.0,1.0,0.0,0.0,False
VDR-12384,7.0,1.0,1.0,3.0,True
LPT-11158,6.0,0.0,0.0,3.0,True
LPT-11114,6.0,1.0,1.0,3.0,True
lpt-12132,5.0,0.0,1.0,0.0,False
LPT-10428,4.0,0.0,0.0,1.0,True
vdr-12054,1.0,0.0,0.0,0.0,False
WS-12833.corp.local,1.0,0.0,0.0,0.0,False
VDR-12638.corp.local,1.0,1.0,0.0,0.0,False
LPT_12111,1.0,0.0,0.0,0.0,False
VDR-11272,6.0,1.0,0.0,4.0,True
VDR_10481,1.0,1.0,0.0,0.0,False
VDR_11118,1.0,0.0,0.0,0.0,False
VDR-12308.corp.local,2.0,1.0,0.0,0.0,False
WS_11108,1.0,0.0,0.0,0.0,False
ws-10150,2.0,0.0,0.0,0.0,False
WS-11623.corp.local,1.0,0.0,0.0,0.0,False
VDR-11618.corp.local,1.0,1.0,0.0,0.0,False
WS_12456,1.0,0.0,0.0,0.0,False
VDR-11872.,0.0,0.0,0.0,0.0,True
ws-10747,1.0,0.0,0.0,0.0,False
WS-10994,6.0,2.0,0.0,4.0,True
VDR-11916.corp.local,1.0,0.0,0.0,0.0,False
VDR_10723,1.0,0.0,1.0,0.0,False
LPT-10965,8.0,1.0,1.0,2.0,True
WS-10866,8.0,0.0,0.0,3.0,True
LPT-11704,6.0,0.0,1.0,3.0,False
lpt-10302,1.0,0.0,0.0,0.0,False
LPT_11212,1.0,0.0,0.0,0.0,False
WS-12544,9.0,2.0,1.0,2.0,False
vdr-12706,1.0,0.0,0.0,0.0,False
WS-10281.corp.local,1.0,1.0,1.0,0.0,False
VDR-11344.corp.local,1.0,0.0,0.0,0.0,False
LPT-10822.corp.local,1.0,0.0,0.0,0.0,False
LPT-11133,7.0,1.0,1.0,0.0,False
LPT-10290.,0.0,0.0,0.0,0.0,True
WS_10849,1.0,1.0,0.0,0.0,False
LPT-12690,4.0,1.0,1.0,1.0,True
WS-10113.,0.0,0.0,0.0,0.0,True
VDR-12579.corp.local,1.0,0.0,0.0,0.0,False
VDR-11712,6.0,1.0,1.0,4.0,True
vdr-12865,1.0,0.0,0.0,0.0,False
WS_11513,1.0,1.0,0.0,0.0,False
LPT-11763.corp.local,1.0,0.0,0.0,0.0,False
vdr-11718,1.0,1.0,0.0,0.0,False
VDR_11822,1.0,1.0,0.0,0.0,False
lpt-12366,1.0,1.0,0.0,0.0,False
VDR-10886,9.0,0.0,0.0,2.0,True
VDR-12500,6.0,1.0,0.0,1.0,True
VDR-12248,7.0,0.0,1.0,5.0,True
WS-12794.corp.local,1.0,0.0,0.0,0.0,False
VDR-11232,10.0,3.0,2.0,0.0,True
LPT_11065,1.0,0.0,0.0,0.0,False
LPT_10935,1.0,0.0,0.0,0.0,False
LPT-10460,4.0,0.0,0.0,3.0,True
VDR-10346,6.0,0.0,0.0,3.0,True
WS-12398.corp.local,1.0,0.0,0.0,0.0,False
VDR-11930,4.0,0.0,0.0,3.0,True
VDR-11047.corp.local,1.0,1.0,0.0,0.0,False
LPT-11655,10.0,3.0,1.0,3.0,True
ws-11367,1.0,0.0,0.0,0.0,False
VDR-12656,4.0,1.0,0.0,2.0,True
WS-10014,7.0,0.0,0.0,4.0,True
VDR-12785,2.0,0.0,1.0,3.0,True
vdr-10339,2.0,0.0,0.0,0.0,False
LPT-10985,13.0,1.0,1.0,3.0,True
ws-12319,1.0,0.0,0.0,0.0,False
LPT_12754,1.0,0.0,0.0,0.0,False
VDR-12750,4.0,2.0,0.0,2.0,True
VDR-10559.corp.local,3.0,1.0,0.0,0.0,False
WS-11127,2.0,1.0,0.0,1.0,True
VDR-12156,7.0,4.0,1.0,2.0,True
VDR-10940,5.0,0.0,1.0,2.0,True
WS-12443,8.0,1.0,1.0,3.0,True
LPT-11311.,0.0,0.0,0.0,0.0,True
lpt-12955,1.0,0.0,0.0,0.0,False
VDR-11082,7.0,2.0,0.0,3.0,True
ws-12549,2.0,1.0,0.0,0.0,False
LPT_11830,1.0,0.0,0.0,0.0,False
LPT-10475,2.0,1.0,0.0,2.0,False
VDR-10147.,0.0,0.0,0.0,0.0,True
WS-10760.corp.local,1.0,0.0,0.0,0.0,False
VDR-11451,11.0,2.0,0.0,0.0,True
VDR-10108,10.0,4.0,3.0,2.0,True
VDR-11227,7.0,0.0,0.0,1.0,True
WS-12996.corp.local,2.0,1.0,0.0,0.0,False
WS-12232,6.0,1.0,0.0,2.0,True
lpt-10972,1.0,0.0,0.0,0.0,False
LPT-11597,8.0,4.0,0.0,1.0,True
WS-10430,4.0,0.0,0.0,3.0,True
WS_11434,1.0,1.0,0.0,0.0,False
vdr-12178,2.0,0.0,0.0,0.0,False
VDR-12804,6.0,1.0,1.0,3.0,True
WS_11957,1.0,0.0,0.0,0.0,False
lpt-12961,1.0,1.0,0.0,0.0,False
WS-12460,1.0,0.0,0.0,1.0,True
VDR-11636,11.0,0.0,1.0,5.0,True
WS_10694,1.0,1.0,0.0,0.0,False
WS-11968,9.0,3.0,1.0,2.0,True
LPT_10855,1.0,0.0,0.0,0.0,False
WS-12623,8.0,1.0,0.0,2.0,True
LPT-12538.corp.local,1.0,0.0,0.0,0.0,False
WS-10584,7.0,1.0,1.0,2.0,True
WS-10747,6.0,3.0,2.0,3.0,True
vdr-10942,3.0,1.0,0.0,0.0,False
LPT-10682,4.0,1.0,0.0,1.0,True
LPT-12258.corp.local,2.0,0.0,0.0,0.0,False
LPT-10742,8.0,0.0,0.0,1.0,False
LPT-11125.corp.local,1.0,0.0,0.0,0.0,False
VDR-11047,6.0,0.0,0.0,2.0,False
ws-12915,1.0,0.0,0.0,0.0,False
VDR-10196.,0.0,0.0,0.0,0.0,True
WS-11111,6.0,2.0,0.0,3.0,True
VDR-10638.corp.local,2.0,0.0,0.0,0.0,False
VDR-12087,10.0,2.0,0.0,0.0,True
WS-12041,5.0,1.0,0.0,3.0,True
WS-11009,9.0,3.0,2.0,2.0,False
WS-11395,11.0,2.0,2.0,1.0,True
lpt-10223,1.0,0.0,0.0,0.0,False
ws-11516,3.0,0.0,0.0,0.0,False
LPT-12199.corp.local,2.0,1.0,0.0,0.0,False
VDR-11518,6.0,0.0,1.0,3.0,True
VDR-12038,10.0,1.0,0.0,0.0,True
ws-10352,2.0,1.0,0.0,0.0,False
LPT-12080.corp.local,1.0,0.0,0.0,0.0,False
WS-10746,3.0,0.0,0.0,4.0,True
WS_12553,1.0,1.0,0.0,0.0,False
LPT_11857,2.0,2.0,0.0,0.0,False
ws-10849,1.0,0.0,0.0,0.0,False
VDR-10587,8.0,5.0,1.0,2.0,True
WS-12533,7.0,1.0,0.0,2.0,True
WS-12050.corp.local,1.0,0.0,0.0,0.0,False
WS-12523,4.0,2.0,0.0,3.0,True
lpt-11574,1.0,0.0,0.0,0.0,False
VDR-11102,3.0,0.0,0.0,1.0,True
ws-10180,1.0,1.0,1.0,0.0,False
WS_11186,1.0,0.0,0.0,0.0,False
VDR-12905,3.0,2.0,0.0,2.0,True
LPT-12927,8.0,4.0,0.0,1.0,True
WS-10500,6.0,2.0,0.0,4.0,True
lpt-11917,2.0,1.0,0.0,0.0,False
lpt-12924,1.0,0.0,0.0,0.0,False
lpt-11333,1.0,0.0,0.0,0.0,False
lpt-12607,1.0,0.0,0.0,0.0,False
VDR-10662.corp.local,1.0,0.0,1.0,0.0,False
WS-12397,8.0,2.0,2.0,1.0,True
VDR-12890.corp.local,1.0,0.0,0.0,0.0,False
VDR-12948.,0.0,0.0,0.0,0.0,True
LPT-11440,3.0,0.0,0.0,4.0,True
vdr-12154,1.0,0.0,0.0,0.0,False
lpt-11288,1.0,0.0,0.0,0.0,False
vdr-11389,1.0,0.0,0.0,0.0,False
lpt-10176,3.0,0.0,1.0,0.0,False
ws-10827,2.0,1.0,0.0,0.0,False
WS-10697,8.0,2.0,0.0,5.0,True
VDR_10038,2.0,1.0,0.0,0.0,False
LPT-12321,5.0,1.0,0.0,1.0,True
ws-11393,2.0,1.0,0.0,0.0,False
