event_id,source_dataset,source_record_id,event_category,event_type,severity,action,user_id,hostname,session_id,data_quality_status,is_off_hours,is_chronology_anomaly,feature_confidence
IAM00011277,IAM,IAM00011277,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10746,WS-10746,Unknown,UNKNOWN,True,False,PROBABLE
IAM00012308,IAM,IAM00012308,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP11375,VDR-11375,Unknown,UNKNOWN,False,False,PROBABLE
IAM00012961,IAM,IAM00012961,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11770,LPT-11770,SID271939,VALID,True,False,EXACT
IAM00003959,IAM,IAM00003959,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP12286,VDR-12286,SID796811,REPAIRED,True,False,PROBABLE
IAM00005576,IAM,IAM00005576,AUTHENTICATION,other,Medium,OTHER,EMP10014,WS-10014,Unknown,VALID,False,False,EXACT
IAM00010568,IAM,IAM00010568,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11419,VDR-11419,SID199006,VALID,True,False,EXACT
IAM00004665,IAM,IAM00004665,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12774,WS-12774,SID204220,UNKNOWN,True,False,PROBABLE
IAM00002542,IAM,IAM00002542,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP10760,Unknown,SID-860166,REPAIRED,True,False,PROBABLE
IAM00013057,IAM,IAM00013057,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11600,VDR-11600,SID537442,UNKNOWN,True,False,PROBABLE
IAM00015662,IAM,IAM00015662,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP10291,VDR-10291,SID969041,IMPUTED,True,False,PROBABLE
IAM00007190,IAM,IAM00007190,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12046,Unknown,Unknown,UNKNOWN,False,False,PROBABLE
IAM00009361,IAM,IAM00009361,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP12115,WS-12115,SID542683,UNKNOWN,False,False,PROBABLE
IAM00013392,IAM,IAM00013392,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10999,WS-10999,SID192826,UNKNOWN,False,False,PROBABLE
IAM00014204,IAM,IAM00014204,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP12134,LPT-12134,SID101558,REPAIRED,True,False,PROBABLE
IAM00011401,IAM,IAM00011401,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12626,LPT-12626,Unknown,REPAIRED,True,False,PROBABLE
IAM00017212,IAM,IAM00017212,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12785,VDR-12785,SID994100,REPAIRED,False,False,PROBABLE
IAM00010612,IAM,IAM00010612,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10602,WS-10602,Unknown,UNKNOWN,False,False,PROBABLE
IAM00009831,IAM,IAM00009831,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11697,VDR-11697,SID617952,UNKNOWN,True,False,PROBABLE
IAM00018997,IAM,IAM00018997,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP12676,VDR-12676,Unknown,UNKNOWN,True,False,PROBABLE
IAM00017257,IAM,IAM00017257,AUTHENTICATION,other,Low,OTHER,EMP11651,WS-11651,Unknown,VALID,False,False,EXACT
IAM00000233,IAM,IAM00000233,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10771,LPT-10771,SID321053,VALID,True,False,EXACT
IAM00002546,IAM,IAM00002546,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11190,LPT-11190,Unknown,REPAIRED,False,False,PROBABLE
IAM00000624,IAM,IAM00000624,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12193,VDR-12193,Unknown,UNKNOWN,True,False,PROBABLE
IAM00002082,IAM,IAM00002082,AUTHENTICATION,other,Medium,OTHER,EMP12956,VDR-12956,Unknown,UNKNOWN,False,False,PROBABLE
IAM00016231,IAM,IAM00016231,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12941,WS-12941,SID436373,REPAIRED,True,False,PROBABLE
IAM00011997,IAM,IAM00011997,AUTHENTICATION,other,High,OTHER,EMP10014,Unknown,Unknown,UNKNOWN,True,False,PROBABLE
IAM00004345,IAM,IAM00004345,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12524,LPT-12524,SID250132,VALID,True,False,EXACT
IAM00017875,IAM,IAM00017875,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10863,LPT-10863,SID368980,UNKNOWN,False,False,PROBABLE
IAM00002729,IAM,IAM00002729,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12384,VDR-12384,SID977038,UNKNOWN,False,False,PROBABLE
IAM00004767,IAM,IAM00004767,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11462,WS-11462,SID173762,UNKNOWN,False,False,PROBABLE
IAM00006319,IAM,IAM00006319,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP12617,LPT-12617,Unknown,VALID,False,False,EXACT
IAM00013983,IAM,IAM00013983,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12974,LPT-12974,SID461026,VALID,False,False,EXACT
IAM00013978,IAM,IAM00013978,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP11400,VDR-11400,Unknown,UNKNOWN,True,False,PROBABLE
IAM00000914,IAM,IAM00000914,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10879,VDR-10879,Unknown,UNKNOWN,False,False,PROBABLE
IAM00006622,IAM,IAM00006622,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11177,VDR-11177,Unknown,VALID,True,False,EXACT
IAM00014669,IAM,IAM00014669,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12083,Unknown,SID506011,UNKNOWN,False,False,PROBABLE
IAM00014051,IAM,IAM00014051,AUTHENTICATION,other,Low,OTHER,EMP10727,WS-10727,Unknown,UNKNOWN,True,False,PROBABLE
IAM00011762,IAM,IAM00011762,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12944,WS-12944,SID542978,UNKNOWN,True,False,PROBABLE
IAM00016679,IAM,IAM00016679,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP11180,LPT-11180,SID863713,REPAIRED,True,False,PROBABLE
IAM00018209,IAM,IAM00018209,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11621,WS-11621,SID391602,UNKNOWN,False,False,PROBABLE
IAM00015338,IAM,IAM00015338,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12956,VDR-12956,SID609514,UNKNOWN,False,False,PROBABLE
IAM00013257,IAM,IAM00013257,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10319,WS-10319,SID363495,IMPUTED,True,False,PROBABLE
IAM00019258,IAM,IAM00019258,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10594,WS-10594,SID138234,VALID,False,False,EXACT
IAM00002710,IAM,IAM00002710,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12456,WS-12456,SID968187,REPAIRED,True,False,PROBABLE
IAM00019349,IAM,IAM00019349,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10767,VDR-10767,SID986200,UNKNOWN,False,False,PROBABLE
IAM00014179,IAM,IAM00014179,AUTHENTICATION,other,Medium,OTHER,EMP12358,VDR-12358,Unknown,VALID,False,False,EXACT
IAM00005773,IAM,IAM00005773,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12654,LPT-12654,Unknown,UNKNOWN,True,False,PROBABLE
IAM00003541,IAM,IAM00003541,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10812,WS-10812,SID908009,REPAIRED,False,False,PROBABLE
IAM00004828,IAM,IAM00004828,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12749,VDR-12749,SID405170,IMPUTED,True,False,PROBABLE
IAM00012786,IAM,IAM00012786,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP10289,LPT-10289,SID245976,UNKNOWN,True,False,PROBABLE
IAM00013578,IAM,IAM00013578,AUTHENTICATION,other,Medium,OTHER,EMP11466,VDR-11466,Unknown,VALID,True,False,EXACT
IAM00001729,IAM,IAM00001729,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10023,WS-10023,SID461474,REPAIRED,False,False,PROBABLE
IAM00007352,IAM,IAM00007352,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12003,WS-12003,SID863052,REPAIRED,False,False,PROBABLE
IAM00001202,IAM,IAM00001202,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12734,VDR-12734,SID127291,UNKNOWN,True,False,PROBABLE
IAM00003004,IAM,IAM00003004,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP12269,VDR-12269,Unknown,VALID,True,False,EXACT
IAM00019183,IAM,IAM00019183,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12788,WS-12788,SID277373,UNKNOWN,False,False,PROBABLE
IAM00001784,IAM,IAM00001784,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11191,LPT-11191,SID786329,REPAIRED,True,False,PROBABLE
IAM00009512,IAM,IAM00009512,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP12209,VDR-12209,SID176185,UNKNOWN,True,False,PROBABLE
IAM00017867,IAM,IAM00017867,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10203,Unknown,SID481158,UNKNOWN,False,False,PROBABLE
IAM00012576,IAM,IAM00012576,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP11838,VDR-11838,Unknown,VALID,True,False,EXACT
IAM00010476,IAM,IAM00010476,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11665,VDR-11665,Unknown,UNKNOWN,False,False,PROBABLE
IAM00002032,IAM,IAM00002032,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11779,VDR-11779,SID972652,UNKNOWN,True,False,PROBABLE
IAM00010981,IAM,IAM00010981,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP11005,LPT-11005,SID779220,UNKNOWN,False,False,PROBABLE
IAM00016747,IAM,IAM00016747,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP12862,WS-12862,SID186102,UNKNOWN,False,False,PROBABLE
IAM00019082,IAM,IAM00019082,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP11196,WS-11196,SID138630,UNKNOWN,False,False,PROBABLE
IAM00013087,IAM,IAM00013087,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10393,WS-10393,Unknown,UNKNOWN,False,False,PROBABLE
IAM00015525,IAM,IAM00015525,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10954,LPT-10954,SID457357,UNKNOWN,True,False,PROBABLE
IAM00005546,IAM,IAM00005546,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11604,LPT-11604,Unknown,REPAIRED,True,False,PROBABLE
IAM00013077,IAM,IAM00013077,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP10194,LPT-10194,Unknown,UNKNOWN,True,False,PROBABLE
IAM00000287,IAM,IAM00000287,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP10652,WS-10652,SID628075,UNKNOWN,False,False,PROBABLE
IAM00012486,IAM,IAM00012486,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12646,VDR-12646,Unknown,REPAIRED,True,False,PROBABLE
IAM00018856,IAM,IAM00018856,AUTHENTICATION,other,Medium,OTHER,EMP11220,LPT-11220,Unknown,VALID,True,False,EXACT
IAM00000388,IAM,IAM00000388,AUTHENTICATION,other,High,OTHER,EMP12550,Unknown,Unknown,UNKNOWN,True,False,PROBABLE
IAM00007944,IAM,IAM00007944,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP10744,VDR-10744,Unknown,UNKNOWN,False,False,PROBABLE
IAM00003813,IAM,IAM00003813,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12477,WS-12477,SID438272,UNKNOWN,True,False,PROBABLE
IAM00016369,IAM,IAM00016369,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP12844,VDR-12844,Unknown,REPAIRED,True,False,PROBABLE
IAM00017824,IAM,IAM00017824,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10585,Unknown,Unknown,REPAIRED,False,False,PROBABLE
IAM00017847,IAM,IAM00017847,AUTHENTICATION,other,Low,OTHER,EMP12235,VDR-12235,Unknown,VALID,True,False,EXACT
IAM00013899,IAM,IAM00013899,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11486,WS-11486,SID718214,VALID,True,False,EXACT
IAM00008559,IAM,IAM00008559,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11799,WS-11799,SID911998,UNKNOWN,False,False,PROBABLE
IAM00015147,IAM,IAM00015147,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP11890,LPT-11890,SID141299,UNKNOWN,False,False,PROBABLE
IAM00006668,IAM,IAM00006668,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP12235,VDR-12235,Unknown,UNKNOWN,False,False,PROBABLE
IAM00018833,IAM,IAM00018833,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10993,Unknown,SID427971,REPAIRED,True,False,PROBABLE
IAM00011182,IAM,IAM00011182,AUTHENTICATION,other,Medium,OTHER,EMP10990,Unknown,Unknown,REPAIRED,True,False,PROBABLE
IAM00010927,IAM,IAM00010927,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11524,VDR-11524,Unknown,UNKNOWN,False,False,PROBABLE
IAM00014194,IAM,IAM00014194,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11232,Unknown,SID511665,REPAIRED,True,False,PROBABLE
IAM00007011,IAM,IAM00007011,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP10188,LPT-10188,Unknown,VALID,True,False,EXACT
IAM00018717,IAM,IAM00018717,AUTHENTICATION,other,Low,OTHER,EMP12248,VDR-12248,Unknown,VALID,False,False,EXACT
IAM00001643,IAM,IAM00001643,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP11359,LPT-11359,SID486676,REPAIRED,True,False,PROBABLE
IAM00012083,IAM,IAM00012083,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP10914,VDR-10914,SID843619,UNKNOWN,False,False,PROBABLE
IAM00009135,IAM,IAM00009135,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10021,LPT-10021,Unknown,VALID,True,False,EXACT
IAM00011258,IAM,IAM00011258,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP10740,VDR-10740,SID556965,UNKNOWN,False,False,PROBABLE
IAM00008627,IAM,IAM00008627,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP12897,VDR-12897,Unknown,REPAIRED,False,False,PROBABLE
IAM00018603,IAM,IAM00018603,AUTHENTICATION,other,High,OTHER,EMP10102,WS-10102,Unknown,REPAIRED,True,False,PROBABLE
IAM00010766,IAM,IAM00010766,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11337,LPT-11337,SID424205,UNKNOWN,False,False,PROBABLE
IAM00005296,IAM,IAM00005296,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP10922,VDR-10922,Unknown,UNKNOWN,False,False,PROBABLE
IAM00017961,IAM,IAM00017961,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11620,WS-11620,SID700227,UNKNOWN,False,False,PROBABLE
IAM00011061,IAM,IAM00011061,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP10152,Unknown,SID736069,UNKNOWN,True,False,PROBABLE
IAM00013441,IAM,IAM00013441,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11735,LPT-11735,SID602393,UNKNOWN,False,False,PROBABLE
IAM00008963,IAM,IAM00008963,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10322,VDR-10322,SID188001,UNKNOWN,True,False,PROBABLE
IAM00000442,IAM,IAM00000442,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10365,WS-10365,SID981229,UNKNOWN,True,False,PROBABLE
IAM00011703,IAM,IAM00011703,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP11600,VDR-11600,Unknown,REPAIRED,True,False,PROBABLE
IAM00012064,IAM,IAM00012064,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12174,VDR-12174,SID318970,REPAIRED,False,False,PROBABLE
IAM00007461,IAM,IAM00007461,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP10390,Unknown,SID984984,REPAIRED,True,False,PROBABLE
IAM00010179,IAM,IAM00010179,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11036,VDR-11036,SID548951,UNKNOWN,False,False,PROBABLE
IAM00018116,IAM,IAM00018116,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12531,WS-12531,Unknown,UNKNOWN,True,False,PROBABLE
IAM00006389,IAM,IAM00006389,AUTHENTICATION,other,Info,OTHER,EMP11968,WS-11968,Unknown,UNKNOWN,False,False,PROBABLE
IAM00008331,IAM,IAM00008331,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10123,VDR-10123,SID662527,UNKNOWN,True,False,PROBABLE
IAM00000627,IAM,IAM00000627,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12436,VDR-12436,SID747573,REPAIRED,False,False,PROBABLE
IAM00010831,IAM,IAM00010831,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10335,VDR-10335,SID276142,VALID,True,False,EXACT
IAM00018433,IAM,IAM00018433,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10052,LPT-10052,SID178804,REPAIRED,True,False,PROBABLE
IAM00006133,IAM,IAM00006133,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12392,WS-12392,SID881984,VALID,False,False,EXACT
IAM00016153,IAM,IAM00016153,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11454,WS-11454,SID739855,UNKNOWN,True,False,PROBABLE
IAM00010062,IAM,IAM00010062,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP11001,VDR-11001,SID261276,VALID,True,False,EXACT
IAM00007987,IAM,IAM00007987,AUTHENTICATION,other,Low,OTHER,EMP10432,WS-10432,Unknown,REPAIRED,False,False,PROBABLE
IAM00015409,IAM,IAM00015409,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP10539,VDR-10539,Unknown,UNKNOWN,True,False,PROBABLE
IAM00008637,IAM,IAM00008637,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10713,VDR-10713,SID373952,UNKNOWN,False,False,PROBABLE
IAM00012021,IAM,IAM00012021,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12647,VDR-12647,Unknown,REPAIRED,True,False,PROBABLE
IAM00004327,IAM,IAM00004327,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11833,LPT-11833,SID404401,UNKNOWN,True,False,PROBABLE
IAM00019455,IAM,IAM00019455,AUTHENTICATION,other,High,OTHER,EMP11908,LPT-11908,Unknown,UNKNOWN,False,False,PROBABLE
IAM00002188,IAM,IAM00002188,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10617,WS-10617,SID478350,UNKNOWN,True,False,PROBABLE
IAM00008112,IAM,IAM00008112,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP12425,LPT-12425,Unknown,UNKNOWN,False,False,PROBABLE
IAM00018504,IAM,IAM00018504,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12123,VDR-12123,SID269302,UNKNOWN,False,False,PROBABLE
IAM00007652,IAM,IAM00007652,AUTHENTICATION,other,Medium,OTHER,EMP10180,WS-10180,Unknown,UNKNOWN,False,False,PROBABLE
IAM00009451,IAM,IAM00009451,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11360,Unknown,SID235972,REPAIRED,True,False,PROBABLE
IAM00007785,IAM,IAM00007785,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10951,LPT-10951,SID495803,UNKNOWN,False,False,PROBABLE
IAM00018405,IAM,IAM00018405,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP12254,VDR-12254,SID327058,UNKNOWN,False,False,PROBABLE
IAM00006957,IAM,IAM00006957,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11763,LPT-11763,SID193927,UNKNOWN,True,False,PROBABLE
IAM00010119,IAM,IAM00010119,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP11019,VDR-11019,SID611432,REPAIRED,False,False,PROBABLE
IAM00003072,IAM,IAM00003072,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11790,LPT-11790,SID486763,REPAIRED,True,False,PROBABLE
IAM00010272,IAM,IAM00010272,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10485,VDR-10485,Unknown,UNKNOWN,True,False,PROBABLE
IAM00012546,IAM,IAM00012546,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP10014,WS-10014,Unknown,REPAIRED,True,False,PROBABLE
IAM00005646,IAM,IAM00005646,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP11233,WS-11233,SID270846,VALID,True,False,EXACT
IAM00001458,IAM,IAM00001458,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12559,WS-12559,Unknown,REPAIRED,True,False,PROBABLE
IAM00000649,IAM,IAM00000649,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11958,Unknown,Unknown,REPAIRED,False,False,PROBABLE
IAM00012731,IAM,IAM00012731,AUTHENTICATION,other,Medium,OTHER,EMP11798,VDR-11798,Unknown,VALID,False,False,EXACT
IAM00004506,IAM,IAM00004506,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10141,LPT-10141,SID922341,REPAIRED,True,False,PROBABLE
IAM00013872,IAM,IAM00013872,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12881,WS-12881,Unknown,REPAIRED,False,False,PROBABLE
IAM00005190,IAM,IAM00005190,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP10727,WS-10727,Unknown,UNKNOWN,False,False,PROBABLE
IAM00018365,IAM,IAM00018365,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12678,VDR-12678,SID203935,UNKNOWN,False,False,PROBABLE
IAM00009848,IAM,IAM00009848,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11658,LPT-11658,SID294210,REPAIRED,True,False,PROBABLE
IAM00006352,IAM,IAM00006352,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12546,WS-12546,SID853878,UNKNOWN,False,False,PROBABLE
IAM00012171,IAM,IAM00012171,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP11227,VDR-11227,SID335593,UNKNOWN,True,False,PROBABLE
IAM00006197,IAM,IAM00006197,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP10244,VDR-10244,Unknown,REPAIRED,True,False,PROBABLE
IAM00002753,IAM,IAM00002753,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP11629,VDR-11629,SID469326,UNKNOWN,False,False,PROBABLE
IAM00011100,IAM,IAM00011100,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP12657,LPT-12657,Unknown,UNKNOWN,True,False,PROBABLE
IAM00011627,IAM,IAM00011627,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12865,VDR-12865,SID590766,REPAIRED,True,False,PROBABLE
IAM00015487,IAM,IAM00015487,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12133,LPT-12133,SID585511,REPAIRED,True,False,PROBABLE
IAM00014924,IAM,IAM00014924,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10475,LPT-10475,SID385897,UNKNOWN,True,False,PROBABLE
IAM00008353,IAM,IAM00008353,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10746,WS-10746,SID371816,REPAIRED,False,False,PROBABLE
IAM00010318,IAM,IAM00010318,AUTHENTICATION,login_failed,Low,LOGIN_FAILED,EMP11604,LPT-11604,Unknown,UNKNOWN,True,False,PROBABLE
IAM00016218,IAM,IAM00016218,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP11757,VDR-11757,Unknown,UNKNOWN,False,False,PROBABLE
IAM00000724,IAM,IAM00000724,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP12692,Unknown,Unknown,REPAIRED,True,False,PROBABLE
IAM00000687,IAM,IAM00000687,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10214,WS-10214,SID736960,UNKNOWN,True,False,PROBABLE
IAM00009111,IAM,IAM00009111,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP12546,WS-12546,Unknown,UNKNOWN,True,False,PROBABLE
IAM00012349,IAM,IAM00012349,AUTHENTICATION,other,Medium,OTHER,EMP12481,LPT-12481,Unknown,UNKNOWN,False,False,PROBABLE
IAM00006805,IAM,IAM00006805,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP12207,LPT-12207,Unknown,REPAIRED,False,False,PROBABLE
IAM00012348,IAM,IAM00012348,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11881,LPT-11881,SID660837,REPAIRED,True,False,PROBABLE
IAM00000328,IAM,IAM00000328,AUTHENTICATION,login_success,Low,LOGIN_SUCCESS,EMP10408,WS-10408,Unknown,REPAIRED,True,False,PROBABLE
IAM00019341,IAM,IAM00019341,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10278,Unknown,SID990890,REPAIRED,False,False,PROBABLE
IAM00010618,IAM,IAM00010618,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP11853,VDR-11853,SID401268,UNKNOWN,True,False,PROBABLE
IAM00009743,IAM,IAM00009743,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP12576,WS-12576,Unknown,REPAIRED,False,False,PROBABLE
IAM00003548,IAM,IAM00003548,AUTHENTICATION,login_failed,Medium,LOGIN_FAILED,EMP10063,WS-10063,Unknown,VALID,True,False,EXACT
IAM00016703,IAM,IAM00016703,AUTHENTICATION,login_failed,High,LOGIN_FAILED,EMP10372,LPT-10372,Unknown,REPAIRED,True,False,PROBABLE
IAM00004280,IAM,IAM00004280,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP12107,LPT-12107,SID734436,UNKNOWN,False,False,PROBABLE
IAM00016188,IAM,IAM00016188,AUTHENTICATION,login_success,Medium,LOGIN_SUCCESS,EMP10684,VDR-10684,SID125361,UNKNOWN,False,False,PROBABLE
IAM00019806,IAM,IAM00019806,AUTHENTICATION,login_failed,Info,LOGIN_FAILED,EMP12603,LPT-12603,Unknown,REPAIRED,True,False,PROBABLE
IAM00012827,IAM,IAM00012827,AUTHENTICATION,login_success,High,LOGIN_SUCCESS,EMP10457,VDR-10457,SID269863,REPAIRED,False,False,PROBABLE
IAM00009742,IAM,IAM00009742,AUTHENTICATION,login_success,Info,LOGIN_SUCCESS,EMP10242,WS-10242,SID417916,UNKNOWN,False,False,PROBABLE
