hostname,temporal_sequence_count,strongest_sequence_strength,temporal_evidence_count,temporal_confidence,temporal_signal_present
LPT_12111,0,0.0,0,0.0,False
VDR-11272,1,100.0,2,0.88,True
VDR_10481,0,0.0,0,0.0,False
VDR_11118,0,0.0,0,0.0,False
VDR-12308.corp.local,0,0.0,0,0.0,False
WS_11108,0,0.0,0,0.0,False
ws-10150,0,0.0,0,0.0,False
WS-11623.corp.local,0,0.0,0,0.0,False
VDR-11618.corp.local,0,0.0,0,0.0,False
WS_12456,0,0.0,0,0.0,False
VDR-11872.,0,0.0,0,0.0,False
ws-10747,0,0.0,0,0.0,False
WS-10994,0,0.0,0,0.0,False
VDR-11916.corp.local,0,0.0,0,0.0,False
VDR_10723,0,0.0,0,0.0,False
LPT-10965,0,0.0,0,0.0,False
WS-10866,0,0.0,0,0.0,False
LPT-11704,0,0.0,0,0.0,False
lpt-10302,0,0.0,0,0.0,False
LPT_11212,0,0.0,0,0.0,False
WS-12544,0,0.0,0,0.0,False
vdr-12706,0,0.0,0,0.0,False
WS-10281.corp.local,0,0.0,0,0.0,False
VDR-11344.corp.local,0,0.0,0,0.0,False
LPT-10822.corp.local,0,0.0,0,0.0,False
LPT-11133,0,0.0,0,0.0,False
LPT-10290.,0,0.0,0,0.0,False
WS_10849,0,0.0,0,0.0,False
LPT-12690,1,100.0,2,0.88,True
WS-10113.,0,0.0,0,0.0,False
VDR-12579.corp.local,0,0.0,0,0.0,False
VDR-11712,1,75.0,2,0.73,True
vdr-12865,0,0.0,0,0.0,False
WS_11513,0,0.0,0,0.0,False
LPT-11763.corp.local,0,0.0,0,0.0,False
vdr-11718,0,0.0,0,0.0,False
VDR_11822,0,0.0,0,0.0,False
lpt-12366,0,0.0,0,0.0,False
VDR-10886,0,0.0,0,0.0,False
VDR-12500,0,0.0,0,0.0,False
VDR-12248,1,100.0,2,0.88,True
WS-12794.corp.local,0,0.0,0,0.0,False
VDR-11232,0,0.0,0,0.0,False
LPT_11065,0,0.0,0,0.0,False
LPT_10935,0,0.0,0,0.0,False
LPT-10460,0,0.0,0,0.0,False
VDR-10346,0,0.0,0,0.0,False
WS-12398.corp.local,0,0.0,0,0.0,False
VDR-11930,0,0.0,0,0.0,False
VDR-11047.corp.local,0,0.0,0,0.0,False
LPT-11655,0,0.0,0,0.0,False
ws-11367,0,0.0,0,0.0,False
VDR-12656,0,0.0,0,0.0,False
WS-10014,4,100.0,8,0.88,True
VDR-12785,0,0.0,0,0.0,False
vdr-10339,0,0.0,0,0.0,False
LPT-10985,2,75.0,4,0.73,True
ws-12319,0,0.0,0,0.0,False
LPT_12754,0,0.0,0,0.0,False
VDR-12750,1,100.0,2,0.88,True
VDR-10559.corp.local,0,0.0,0,0.0,False
WS-11127,0,0.0,0,0.0,False
VDR-12156,0,0.0,0,0.0,False
VDR-10940,0,0.0,0,0.0,False
WS-12443,0,0.0,0,0.0,False
LPT-11311.,0,0.0,0,0.0,False
lpt-12955,0,0.0,0,0.0,False
VDR-11082,0,0.0,0,0.0,False
ws-12549,0,0.0,0,0.0,False
LPT_11830,0,0.0,0,0.0,False
LPT-10475,0,0.0,0,0.0,False
VDR-10147.,0,0.0,0,0.0,False
WS-10760.corp.local,0,0.0,0,0.0,False
VDR-11451,1,75.0,2,0.73,True
VDR-10108,0,0.0,0,0.0,False
VDR-11227,0,0.0,0,0.0,False
WS-12996.corp.local,0,0.0,0,0.0,False
WS-12232,1,100.0,2,0.88,True
lpt-10972,0,0.0,0,0.0,False
LPT-11597,0,0.0,0,0.0,False
WS-10430,0,0.0,0,0.0,False
WS_11434,0,0.0,0,0.0,False
vdr-12178,0,0.0,0,0.0,False
VDR-12804,0,0.0,0,0.0,False
WS_11957,0,0.0,0,0.0,False
lpt-12961,0,0.0,0,0.0,False
WS-12460,0,0.0,0,0.0,False
VDR-11636,0,0.0,0,0.0,False
WS_10694,0,0.0,0,0.0,False
WS-11968,0,0.0,0,0.0,False
LPT_10855,0,0.0,0,0.0,False
WS-12623,0,0.0,0,0.0,False
LPT-12538.corp.local,0,0.0,0,0.0,False
WS-10584,0,0.0,0,0.0,False
WS-10747,0,0.0,0,0.0,False
vdr-10942,0,0.0,0,0.0,False
LPT-10682,0,0.0,0,0.0,False
LPT-12258.corp.local,0,0.0,0,0.0,False
LPT-10742,0,0.0,0,0.0,False
LPT-11125.corp.local,0,0.0,0,0.0,False
VDR-11047,0,0.0,0,0.0,False
ws-12915,0,0.0,0,0.0,False
VDR-10196.,0,0.0,0,0.0,False
WS-11111,0,0.0,0,0.0,False
VDR-10638.corp.local,0,0.0,0,0.0,False
VDR-12087,1,100.0,2,0.88,True
WS-12041,1,100.0,2,0.88,True
WS-11009,0,0.0,0,0.0,False
WS-11395,0,0.0,0,0.0,False
lpt-10223,0,0.0,0,0.0,False
ws-11516,0,0.0,0,0.0,False
LPT-12199.corp.local,0,0.0,0,0.0,False
VDR-11518,0,0.0,0,0.0,False
VDR-12038,0,0.0,0,0.0,False
ws-10352,0,0.0,0,0.0,False
LPT-12080.corp.local,0,0.0,0,0.0,False
WS-10746,6,100.0,12,0.88,True
WS_12553,0,0.0,0,0.0,False
LPT_11857,0,0.0,0,0.0,False
ws-10849,0,0.0,0,0.0,False
VDR-10587,0,0.0,0,0.0,False
WS-12533,0,0.0,0,0.0,False
WS-12050.corp.local,0,0.0,0,0.0,False
WS-12523,0,0.0,0,0.0,False
lpt-11574,0,0.0,0,0.0,False
VDR-11102,0,0.0,0,0.0,False
ws-10180,0,0.0,0,0.0,False
WS_11186,0,0.0,0,0.0,False
VDR-12905,0,0.0,0,0.0,False
LPT-12927,0,0.0,0,0.0,False
WS-10500,1,100.0,2,0.88,True
lpt-11917,0,0.0,0,0.0,False
lpt-12924,0,0.0,0,0.0,False
lpt-11333,0,0.0,0,0.0,False
lpt-12607,0,0.0,0,0.0,False
VDR-10662.corp.local,0,0.0,0,0.0,False
WS-12397,0,0.0,0,0.0,False
VDR-12890.corp.local,0,0.0,0,0.0,False
VDR-12948.,0,0.0,0,0.0,False
LPT-11440,1,100.0,2,0.88,True
vdr-12154,0,0.0,0,0.0,False
lpt-11288,0,0.0,0,0.0,False
vdr-11389,0,0.0,0,0.0,False
lpt-10176,0,0.0,0,0.0,False
ws-10827,0,0.0,0,0.0,False
WS-10697,0,0.0,0,0.0,False
VDR_10038,0,0.0,0,0.0,False
LPT-12321,0,0.0,0,0.0,False
ws-11393,0,0.0,0,0.0,False
VDR-11090.corp.local,0,0.0,0,0.0,False
VDR-12604,0,0.0,0,0.0,False
lpt-12249,0,0.0,0,0.0,False
VDR-12479,0,0.0,0,0.0,False
WS_11760,0,0.0,0,0.0,False
vdr-12618,0,0.0,0,0.0,False
VDR-12948,0,0.0,0,0.0,False
ws-10513,0,0.0,0,0.0,False
VDR_12527,0,0.0,0,0.0,False
ws-10665,0,0.0,0,0.0,False
WS-11708.corp.local,0,0.0,0,0.0,False
VDR-10022,0,0.0,0,0.0,False
ws-10009,0,0.0,0,0.0,False
VDR-10031.corp.local,0,0.0,0,0.0,False
lpt-12532,0,0.0,0,0.0,False
VDR_12811,0,0.0,0,0.0,False
WS_10578,0,0.0,0,0.0,False
ws-12442,0,0.0,0,0.0,False
VDR_10457,0,0.0,0,0.0,False
LPT-10258.corp.local,0,0.0,0,0.0,False
LPT-12652.corp.local,0,0.0,0,0.0,False
WS-10450,1,100.0,2,0.88,True
ws-12359,0,0.0,0,0.0,False
vdr-12972,0,0.0,0,0.0,False
VDR-12173.corp.local,0,0.0,0,0.0,False
VDR-11645,0,0.0,0,0.0,False
lpt-12524,0,0.0,0,0.0,False
WS-10932,0,0.0,0,0.0,False
LPT-11349.,0,0.0,0,0.0,False
LPT-10968,0,0.0,0,0.0,False
LPT-12766.corp.local,0,0.0,0,0.0,False
VDR-12499.corp.local,0,0.0,0,0.0,False
lpt-12026,0,0.0,0,0.0,False
LPT-11107.corp.local,0,0.0,0,0.0,False
VDR_11227,0,0.0,0,0.0,False
ws-10305,0,0.0,0,0.0,False
LPT-11649.corp.local,0,0.0,0,0.0,False
WS_12125,0,0.0,0,0.0,False
LPT-10122.corp.local,0,0.0,0,0.0,False
VDR-12328,0,0.0,0,0.0,False
LPT-12045.corp.local,0,0.0,0,0.0,False
LPT_11903,0,0.0,0,0.0,False
ws-11562,0,0.0,0,0.0,False
VDR-10010,0,0.0,0,0.0,False
VDR-12352.corp.local,0,0.0,0,0.0,False
ws-11844,0,0.0,0,0.0,False
lpt-12970,0,0.0,0,0.0,False
VDR-12079,0,0.0,0,0.0,False
VDR-11709.corp.local,0,0.0,0,0.0,False
VDR-11479,0,0.0,0,0.0,False
VDR-11318,0,0.0,0,0.0,False
ws-12039,0,0.0,0,0.0,False
VDR_10060,0,0.0,0,0.0,False
WS-11159.corp.local,0,0.0,0,0.0,False
LPT-12314.corp.local,0,0.0,0,0.0,False
VDR-12684.corp.local,0,0.0,0,0.0,False
ws-10683,0,0.0,0,0.0,False
lpt-12657,0,0.0,0,0.0,False
LPT-11276.corp.local,0,0.0,0,0.0,False
ws-11043,0,0.0,0,0.0,False
VDR-11093,0,0.0,0,0.0,False
LPT-11161,0,0.0,0,0.0,False
VDR-10295,0,0.0,0,0.0,False
LPT-10182.corp.local,0,0.0,0,0.0,False
ws-10256,0,0.0,0,0.0,False
ws-12051,0,0.0,0,0.0,False
LPT-11140,0,0.0,0,0.0,False
VDR-12218,0,0.0,0,0.0,False
WS-10974.corp.local,0,0.0,0,0.0,False
VDR_10535,0,0.0,0,0.0,False
vdr-12863,0,0.0,0,0.0,False
LPT_12658,0,0.0,0,0.0,False
ws-11997,0,0.0,0,0.0,False
LPT-10541,0,0.0,0,0.0,False
WS-10368,0,0.0,0,0.0,False
LPT-12329,0,0.0,0,0.0,False
VDR-10353.corp.local,0,0.0,0,0.0,False
VDR-10762,0,0.0,0,0.0,False
LPT-10654,1,100.0,2,0.88,True
LPT_12854,0,0.0,0,0.0,False
ws-10675,0,0.0,0,0.0,False
LPT-12990,0,0.0,0,0.0,False
LPT-10987,1,75.0,2,0.73,True
ws-11985,0,0.0,0,0.0,False
LPT-10853,0,0.0,0,0.0,False
vdr-10833,0,0.0,0,0.0,False
LPT-12800,0,0.0,0,0.0,False
WS-12855.corp.local,0,0.0,0,0.0,False
VDR-10736.corp.local,0,0.0,0,0.0,False
lpt-11055,0,0.0,0,0.0,False
WS-11852,0,0.0,0,0.0,False
WS-12413.,0,0.0,0,0.0,False
LPT-11834,0,0.0,0,0.0,False
WS-12822.corp.local,0,0.0,0,0.0,False
WS-10365,0,0.0,0,0.0,False
LPT-12268.corp.local,0,0.0,0,0.0,False
vdr-11588,0,0.0,0,0.0,False
LPT-12202.corp.local,0,0.0,0,0.0,False
LPT-10257,0,0.0,0,0.0,False
LPT_12502,0,0.0,0,0.0,False
WS_12064,0,0.0,0,0.0,False
lpt-10127,0,0.0,0,0.0,False
VDR-11874.,0,0.0,0,0.0,False
VDR-10300,1,100.0,2,0.88,True
LPT-11325,0,0.0,0,0.0,False
VDR-12696,0,0.0,0,0.0,False
LPT_11784,0,0.0,0,0.0,False
WS_12879,0,0.0,0,0.0,False
VDR_10010,0,0.0,0,0.0,False
vdr-10166,0,0.0,0,0.0,False
WS-10569,0,0.0,0,0.0,False
WS-10606.corp.local,0,0.0,0,0.0,False
vdr-12776,0,0.0,0,0.0,False
VDR-11653,0,0.0,0,0.0,False
lpt-10259,0,0.0,0,0.0,False
lpt-10931,0,0.0,0,0.0,False
LPT-10075,0,0.0,0,0.0,False
LPT-11900,0,0.0,0,0.0,False
ws-10806,0,0.0,0,0.0,False
vdr-10577,0,0.0,0,0.0,False
LPT_11919,0,0.0,0,0.0,False
VDR-10093.corp.local,0,0.0,0,0.0,False
LPT-10804.corp.local,0,0.0,0,0.0,False
VDR-12150,0,0.0,0,0.0,False
VDR_10715,0,0.0,0,0.0,False
lpt-11425,0,0.0,0,0.0,False
LPT-11035,0,0.0,0,0.0,False
LPT-10395.corp.local,0,0.0,0,0.0,False
WS-12418,10,75.0,20,0.73,True
VDR-11872,0,0.0,0,0.0,False
vdr-12157,0,0.0,0,0.0,False
LPT-12407,1,100.0,2,0.88,True
lpt-12280,0,0.0,0,0.0,False
ws-11079,0,0.0,0,0.0,False
vdr-10282,0,0.0,0,0.0,False
LPT-12211.,0,0.0,0,0.0,False
VDR_11056,0,0.0,0,0.0,False
lpt-10360,0,0.0,0,0.0,False
LPT-10058,0,0.0,0,0.0,False
LPT-10002.corp.local,0,0.0,0,0.0,False
WS-10566,0,0.0,0,0.0,False
ws-11252,0,0.0,0,0.0,False
VDR_11797,0,0.0,0,0.0,False
LPT-11928,0,0.0,0,0.0,False
vdr-10642,0,0.0,0,0.0,False
VDR-11494.corp.local,0,0.0,0,0.0,False
lpt-10650,0,0.0,0,0.0,False
vdr-11199,0,0.0,0,0.0,False
ws-12908,0,0.0,0,0.0,False
LPT-12203.corp.local,0,0.0,0,0.0,False
vdr-10744,0,0.0,0,0.0,False
lpt-12182,0,0.0,0,0.0,False
VDR-10902,0,0.0,0,0.0,False
WS-11690,0,0.0,0,0.0,False
vdr-10718,0,0.0,0,0.0,False
VDR-11811,0,0.0,0,0.0,False
VDR-12269,0,0.0,0,0.0,False
lpt-10169,0,0.0,0,0.0,False
VDR_12568,0,0.0,0,0.0,False
lpt-10173,0,0.0,0,0.0,False
VDR-10222.corp.local,0,0.0,0,0.0,False
WS-12631.corp.local,0,0.0,0,0.0,False
LPT-11522,0,0.0,0,0.0,False
WS-12496,0,0.0,0,0.0,False
ws-11515,0,0.0,0,0.0,False
VDR-11510,0,0.0,0,0.0,False
VDR_11338,0,0.0,0,0.0,False
WS_12394,0,0.0,0,0.0,False
LPT_11300,0,0.0,0,0.0,False
WS-12117,0,0.0,0,0.0,False
vdr-11466,0,0.0,0,0.0,False
LPT-12300,0,0.0,0,0.0,False
ws-12559,0,0.0,0,0.0,False
LPT-10177,0,0.0,0,0.0,False
LPT-10289.,0,0.0,0,0.0,False
VDR-12121,0,0.0,0,0.0,False
vdr-11910,0,0.0,0,0.0,False
LPT-10779.corp.local,0,0.0,0,0.0,False
VDR-11445.corp.local,0,0.0,0,0.0,False
LPT-12149,0,0.0,0,0.0,False
lpt-10262,0,0.0,0,0.0,False
WS-12910,0,0.0,0,0.0,False
vdr-12613,0,0.0,0,0.0,False
VDR-12215,0,0.0,0,0.0,False
VDR-12906.corp.local,0,0.0,0,0.0,False
WS-11406.corp.local,0,0.0,0,0.0,False
lpt-12146,0,0.0,0,0.0,False
WS-11207,0,0.0,0,0.0,False
VDR-11643,1,100.0,2,0.88,True
LPT-10490.corp.local,0,0.0,0,0.0,False
ws-12733,0,0.0,0,0.0,False
WS_10895,0,0.0,0,0.0,False
VDR-12073,0,0.0,0,0.0,False
LPT_10204,0,0.0,0,0.0,False
vdr-10830,0,0.0,0,0.0,False
LPT-11163,0,0.0,0,0.0,False
VDR_12705,0,0.0,0,0.0,False
WS-12908.corp.local,0,0.0,0,0.0,False
LPT-10098,0,0.0,0,0.0,False
vdr-10992,0,0.0,0,0.0,False
VDR_12994,0,0.0,0,0.0,False
VDR_11214,0,0.0,0,0.0,False
LPT-11276,0,0.0,0,0.0,False
vdr-10597,0,0.0,0,0.0,False
VDR-11963.corp.local,0,0.0,0,0.0,False
lpt-10619,0,0.0,0,0.0,False
LPT_11661,0,0.0,0,0.0,False
LPT-12299,0,0.0,0,0.0,False
VDR_10208,0,0.0,0,0.0,False
WS_10549,0,0.0,0,0.0,False
VDR-11549,1,75.0,2,0.73,True
WS-10873.corp.local,0,0.0,0,0.0,False
LPT-10414.corp.local,0,0.0,0,0.0,False
vdr-10218,0,0.0,0,0.0,False
ws-11719,0,0.0,0,0.0,False
vdr-10592,0,0.0,0,0.0,False
VDR-11255.,0,0.0,0,0.0,False
LPT-11425.corp.local,0,0.0,0,0.0,False
LPT-11558,0,0.0,0,0.0,False
vdr-10093,0,0.0,0,0.0,False
LPT-10377.corp.local,0,0.0,0,0.0,False
VDR-12804.corp.local,0,0.0,0,0.0,False
ws-10184,0,0.0,0,0.0,False
ws-12082,0,0.0,0,0.0,False
WS_11743,0,0.0,0,0.0,False
WS-11393,1,75.0,2,0.73,True
LPT_12783,0,0.0,0,0.0,False
vdr-10079,0,0.0,0,0.0,False
vdr-10357,0,0.0,0,0.0,False
ws-12337,0,0.0,0,0.0,False
VDR-11253,0,0.0,0,0.0,False
LPT-12903,0,0.0,0,0.0,False
VDR_11232,0,0.0,0,0.0,False
LPT_11030,0,0.0,0,0.0,False
ws-10512,0,0.0,0,0.0,False
WS-10190,1,100.0,2,0.88,True
LPT-11058.corp.local,0,0.0,0,0.0,False
VDR_11812,0,0.0,0,0.0,False
VDR-11327,1,75.0,2,0.73,True
VDR-10096,0,0.0,0,0.0,False
WS_11749,0,0.0,0,0.0,False
VDR-10903,0,0.0,0,0.0,False
vdr-10877,0,0.0,0,0.0,False
VDR-11402.corp.local,0,0.0,0,0.0,False
LPT_12086,0,0.0,0,0.0,False
LPT-12494,0,0.0,0,0.0,False
lpt-12098,0,0.0,0,0.0,False
VDR-10234,0,0.0,0,0.0,False
WS-12509,0,0.0,0,0.0,False
VDR-10712,0,0.0,0,0.0,False
LPT-12196,0,0.0,0,0.0,False
VDR_11445,0,0.0,0,0.0,False
VDR_11312,0,0.0,0,0.0,False
WS_12637,0,0.0,0,0.0,False
WS-11871,0,0.0,0,0.0,False
LPT_12349,0,0.0,0,0.0,False
LPT-10479.corp.local,0,0.0,0,0.0,False
VDR_12552,0,0.0,0,0.0,False
LPT-12263,0,0.0,0,0.0,False
WS-12501,0,0.0,0,0.0,False
WS-11044.corp.local,0,0.0,0,0.0,False
LPT-11539,0,0.0,0,0.0,False
VDR-12863.corp.local,0,0.0,0,0.0,False
lpt-10901,0,0.0,0,0.0,False
LPT-10663,0,0.0,0,0.0,False
VDR_12678,0,0.0,0,0.0,False
WS-12682.,0,0.0,0,0.0,False
WS-12478.corp.local,0,0.0,0,0.0,False
LPT_11834,0,0.0,0,0.0,False
VDR_10902,0,0.0,0,0.0,False
LPT-10537,0,0.0,0,0.0,False
lpt-12138,0,0.0,0,0.0,False
WS-11301.corp.local,0,0.0,0,0.0,False
VDR_11455,0,0.0,0,0.0,False
WS-11301,0,0.0,0,0.0,False
LPT_10133,0,0.0,0,0.0,False
ws-12529,0,0.0,0,0.0,False
VDR-10042,0,0.0,0,0.0,False
LPT-11446,0,0.0,0,0.0,False
VDR-11014,0,0.0,0,0.0,False
ws-10579,0,0.0,0,0.0,False
VDR-10633,0,0.0,0,0.0,False
VDR-10164,0,0.0,0,0.0,False
LPT_11568,0,0.0,0,0.0,False
LPT-12611.corp.local,0,0.0,0,0.0,False
vdr-10698,0,0.0,0,0.0,False
vdr-12403,0,0.0,0,0.0,False
LPT-10360.corp.local,0,0.0,0,0.0,False
WS-11952,0,0.0,0,0.0,False
LPT-12421,0,0.0,0,0.0,False
vdr-10906,0,0.0,0,0.0,False
VDR-10504,0,0.0,0,0.0,False
VDR-11665,2,75.0,4,0.73,True
WS_12953,0,0.0,0,0.0,False
lpt-11478,0,0.0,0,0.0,False
WS-10155,0,0.0,0,0.0,False
VDR-11042.corp.local,0,0.0,0,0.0,False
lpt-12299,0,0.0,0,0.0,False
WS-10994.corp.local,0,0.0,0,0.0,False
VDR-12400.corp.local,0,0.0,0,0.0,False
VDR-10057.corp.local,0,0.0,0,0.0,False
VDR-12123,0,0.0,0,0.0,False
LPT_10593,0,0.0,0,0.0,False
VDR_12141,0,0.0,0,0.0,False
VDR-11038,0,0.0,0,0.0,False
vdr-12400,0,0.0,0,0.0,False
VDR-11003.corp.local,0,0.0,0,0.0,False
LPT_12651,0,0.0,0,0.0,False
LPT-10881,1,100.0,2,0.88,True
WS-10365.corp.local,0,0.0,0,0.0,False
ws-10313,0,0.0,0,0.0,False
vdr-10715,0,0.0,0,0.0,False
LPT-10067.corp.local,0,0.0,0,0.0,False
ws-10932,0,0.0,0,0.0,False
ws-12632,0,0.0,0,0.0,False
VDR_11087,0,0.0,0,0.0,False
vdr-12113,0,0.0,0,0.0,False
WS-10352,1,100.0,2,0.88,True
VDR-11231.corp.local,0,0.0,0,0.0,False
lpt-11432,0,0.0,0,0.0,False
LPT-12551.corp.local,0,0.0,0,0.0,False
WS-11248,0,0.0,0,0.0,False
WS-10064,0,0.0,0,0.0,False
VDR_10672,0,0.0,0,0.0,False
vdr-11979,0,0.0,0,0.0,False
VDR-11592,1,75.0,2,0.73,True
VDR-11592.,0,0.0,0,0.0,False
LPT-11886,0,0.0,0,0.0,False
VDR-10715,0,0.0,0,0.0,False
LPT-12766,0,0.0,0,0.0,False
WS-10686.corp.local,0,0.0,0,0.0,False
LPT_12066,0,0.0,0,0.0,False
LPT-11818,0,0.0,0,0.0,False
VDR-12075,0,0.0,0,0.0,False
WS-10149,0,0.0,0,0.0,False
ws-12952,0,0.0,0,0.0,False
VDR_10361,0,0.0,0,0.0,False
WS-10591.corp.local,0,0.0,0,0.0,False
WS-10121.corp.local,0,0.0,0,0.0,False
LPT-11679,0,0.0,0,0.0,False
VDR-10914,1,100.0,2,0.88,True
WS-11894,0,0.0,0,0.0,False
LPT-11326.,0,0.0,0,0.0,False
WS-11860,0,0.0,0,0.0,False
LPT-12427.corp.local,0,0.0,0,0.0,False
lpt-10459,0,0.0,0,0.0,False
VDR_10983,0,0.0,0,0.0,False
WS-12855,0,0.0,0,0.0,False
WS-12872,1,100.0,2,0.88,True
WS-10456,0,0.0,0,0.0,False
VDR-11225,0,0.0,0,0.0,False
LPT_12203,0,0.0,0,0.0,False
lpt-10669,0,0.0,0,0.0,False
ws-10526,0,0.0,0,0.0,False
WS-10467,1,100.0,2,0.88,True
LPT-10956,0,0.0,0,0.0,False
LPT-11105,0,0.0,0,0.0,False
lpt-10229,0,0.0,0,0.0,False
WS-11975.corp.local,0,0.0,0,0.0,False
LPT_11376,0,0.0,0,0.0,False
VDR-11314.corp.local,0,0.0,0,0.0,False
VDR_10166,0,0.0,0,0.0,False
WS_12124,0,0.0,0,0.0,False
VDR-11610,0,0.0,0,0.0,False
vdr-11083,0,0.0,0,0.0,False
LPT-12259,1,100.0,2,0.88,True
ws-11098,0,0.0,0,0.0,False
lpt-11640,0,0.0,0,0.0,False
vdr-12770,0,0.0,0,0.0,False
WS-11777,1,100.0,2,0.88,True
WS-11132,0,0.0,0,0.0,False
WS_10181,0,0.0,0,0.0,False
vdr-11117,0,0.0,0,0.0,False
VDR-11150.corp.local,0,0.0,0,0.0,False
vdr-11421,0,0.0,0,0.0,False
lpt-10373,0,0.0,0,0.0,False
lpt-10398,0,0.0,0,0.0,False
LPT-12086,1,100.0,2,0.88,True
LPT-11304,0,0.0,0,0.0,False
lpt-10986,0,0.0,0,0.0,False
LPT-11728,0,0.0,0,0.0,False
vdr-11921,0,0.0,0,0.0,False
VDR_12602,0,0.0,0,0.0,False
WS-11923.corp.local,0,0.0,0,0.0,False
vdr-10867,0,0.0,0,0.0,False
WS-11885.corp.local,0,0.0,0,0.0,False
WS-10355.corp.local,0,0.0,0,0.0,False
lpt-12202,0,0.0,0,0.0,False
ws-12469,0,0.0,0,0.0,False
LPT-12304,0,0.0,0,0.0,False
LPT-11485.corp.local,0,0.0,0,0.0,False
WS_11601,0,0.0,0,0.0,False
ws-12234,0,0.0,0,0.0,False
WS-10307,1,100.0,2,0.88,True
WS-12468,1,75.0,2,0.73,True
WS_11630,0,0.0,0,0.0,False
LPT-10616.corp.local,0,0.0,0,0.0,False
WS_11252,0,0.0,0,0.0,False
VDR-11130,1,100.0,2,0.88,True
LPT-11526,0,0.0,0,0.0,False
LPT_11085,0,0.0,0,0.0,False
lpt-11568,0,0.0,0,0.0,False
vdr-10296,0,0.0,0,0.0,False
lpt-10275,0,0.0,0,0.0,False
VDR-12405,0,0.0,0,0.0,False
WS-10121,0,0.0,0,0.0,False
WS-11053.corp.local,0,0.0,0,0.0,False
VDR_10147,0,0.0,0,0.0,False
LPT-12651,0,0.0,0,0.0,False
LPT-10609,0,0.0,0,0.0,False
LPT-10516.corp.local,0,0.0,0,0.0,False
VDR_11697,0,0.0,0,0.0,False
WS-11948.corp.local,0,0.0,0,0.0,False
WS-11221,0,0.0,0,0.0,False
VDR-12906,0,0.0,0,0.0,False
LPT-11826.corp.local,0,0.0,0,0.0,False
VDR_10599,0,0.0,0,0.0,False
lpt-12766,0,0.0,0,0.0,False
ws-11354,0,0.0,0,0.0,False
WS-11241,4,100.0,8,0.88,True
WS_11248,0,0.0,0,0.0,False
VDR-11848,0,0.0,0,0.0,False
lpt-10951,0,0.0,0,0.0,False
WS-10151,0,0.0,0,0.0,False
WS-11820,0,0.0,0,0.0,False
ws-10241,0,0.0,0,0.0,False
WS_10635,0,0.0,0,0.0,False
VDR-11999.corp.local,0,0.0,0,0.0,False
VDR-11935,0,0.0,0,0.0,False
ws-12077,0,0.0,0,0.0,False
WS_10828,0,0.0,0,0.0,False
WS-11791,0,0.0,0,0.0,False
LPT-12761,1,100.0,2,0.88,True
vdr-12163,0,0.0,0,0.0,False
VDR-10791.corp.local,0,0.0,0,0.0,False
VDR-12463.corp.local,0,0.0,0,0.0,False
WS_10394,0,0.0,0,0.0,False
LPT-12044.corp.local,0,0.0,0,0.0,False
VDR-12152.,0,0.0,0,0.0,False
LPT_12377,0,0.0,0,0.0,False
LPT-10410.corp.local,0,0.0,0,0.0,False
lpt-10657,0,0.0,0,0.0,False
LPT_12539,0,0.0,0,0.0,False
VDR-12122.corp.local,0,0.0,0,0.0,False
WS-11295,0,0.0,0,0.0,False
ws-12631,0,0.0,0,0.0,False
LPT_12132,0,0.0,0,0.0,False
WS-12633,1,100.0,2,0.88,True
VDR-11449.corp.local,0,0.0,0,0.0,False
WS-11847,0,0.0,0,0.0,False
WS-10916,0,0.0,0,0.0,False
vdr-12487,0,0.0,0,0.0,False
VDR-11778,0,0.0,0,0.0,False
WS-11168,1,75.0,2,0.73,True
LPT-10216,0,0.0,0,0.0,False
LPT-10046,0,0.0,0,0.0,False
VDR-10492,1,100.0,2,0.88,True
vdr-10735,0,0.0,0,0.0,False
lpt-10670,0,0.0,0,0.0,False
VDR-10856,1,100.0,2,0.88,True
LPT-11280,0,0.0,0,0.0,False
LPT-12355.corp.local,0,0.0,0,0.0,False
VDR-10680,2,100.0,4,0.88,True
WS-11987,1,100.0,2,0.88,True
LPT-10037,0,0.0,0,0.0,False
WS-10564.,0,0.0,0,0.0,False
lpt-12541,0,0.0,0,0.0,False
WS_11803,0,0.0,0,0.0,False
VDR-11589,0,0.0,0,0.0,False
VDR-11703,0,0.0,0,0.0,False
vdr-11419,0,0.0,0,0.0,False
LPT_10927,0,0.0,0,0.0,False
VDR-11588.corp.local,0,0.0,0,0.0,False
WS-12319,2,75.0,4,0.73,True
WS_11820,0,0.0,0,0.0,False
lpt-12683,0,0.0,0,0.0,False
LPT-10972,0,0.0,0,0.0,False
ws-10973,0,0.0,0,0.0,False
WS_12514,0,0.0,0,0.0,False
VDR_12777,0,0.0,0,0.0,False
LPT-10630,0,0.0,0,0.0,False
LPT-12616,0,0.0,0,0.0,False
LPT-10547,0,0.0,0,0.0,False
WS-10232,0,0.0,0,0.0,False
WS_10526,0,0.0,0,0.0,False
WS-10476.corp.local,0,0.0,0,0.0,False
WS-10397,0,0.0,0,0.0,False
vdr-12160,0,0.0,0,0.0,False
WS-12601.corp.local,0,0.0,0,0.0,False
LPT-11554,0,0.0,0,0.0,False
WS-12290,0,0.0,0,0.0,False
VDR-11214,0,0.0,0,0.0,False
lpt-10372,0,0.0,0,0.0,False
LPT-11453.corp.local,0,0.0,0,0.0,False
ws-11418,0,0.0,0,0.0,False
WS-10136,0,0.0,0,0.0,False
