entity_id,entity_type,hypothesis,traceone_risk_score,confidence_score,supporting_signals,counter_evidence,limitations
VDR-10510,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,50.43,0.6046,"Net:16.66, Ep:8.33, Vol:25.43",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
ws-11598,HOST,NO_ACTIONABLE_HYPOTHESIS,17.21,0.12,"Net:5.62, Ep:0.0, Vol:11.59",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT-12658.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_11920,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12658,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,53.06,0.51,"Net:11.24, Ep:25.0, Vol:16.82",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 8, Managed: True"
ws-12003,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-11765,HOST,NO_ACTIONABLE_HYPOTHESIS,20.11,0.8019,"Net:5.62, Ep:8.33, Vol:6.16",UNMANAGED_HOST_CONTEXT,"Observed events: 13, Managed: False"
VDR_12019,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12034,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,93.75,0.5756,"Net:41.66, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 18, Managed: True"
WS-11654,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.75,"Net:33.72, Ep:37.5, Vol:37.69",NONE_OBSERVED,"Observed events: 16, Managed: True"
LPT-10679,HOST,NO_ACTIONABLE_HYPOTHESIS,43.77,0.765,"Net:8.33, Ep:25.0, Vol:10.44",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 10, Managed: True"
WS-12290.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10085.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12700,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-11701,HOST,NO_ACTIONABLE_HYPOTHESIS,9.22,0.09,"Net:8.33, Ep:0.0, Vol:0.89",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
lpt-11226,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10321,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12236.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10697.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12955,HOST,NO_ACTIONABLE_HYPOTHESIS,52.24,0.7822,"Net:0.0, Ep:33.33, Vol:18.91",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
WS_12117,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12046,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,50.4,0.7917,"Net:8.33, Ep:33.33, Vol:8.74",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 12, Managed: True"
LPT-10580.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12292,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5533,"Net:37.5, Ep:37.5, Vol:43.61",LOW_TIMESTAMP_QUALITY,"Observed events: 12, Managed: True"
WS-11612,HOST,NO_ACTIONABLE_HYPOTHESIS,51.75,0.7712,"Net:5.62, Ep:33.33, Vol:12.8",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
WS-11342,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,97.63,0.545,"Net:35.13, Ep:20.83, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 16, Managed: True"
WS-11715,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.725,"Net:41.66, Ep:20.83, Vol:41.19",NONE_OBSERVED,"Observed events: 24, Managed: True"
WS-11939.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,11.58,0.09,"Net:5.62, Ep:0.0, Vol:5.96",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-12967,HOST,NO_ACTIONABLE_HYPOTHESIS,4.55,0.805,"Net:0.0, Ep:0.0, Vol:4.55",NONE_OBSERVED,"Observed events: 10, Managed: True"
WS_11477,HOST,NO_ACTIONABLE_HYPOTHESIS,16.66,0.09,"Net:16.66, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10653,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,86.04,0.6046,"Net:28.1, Ep:20.83, Vol:37.11",LOW_TIMESTAMP_QUALITY,"Observed events: 13, Managed: True"
lpt-10420,HOST,NO_ACTIONABLE_HYPOTHESIS,11.27,0.15,"Net:8.33, Ep:0.0, Vol:2.94",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
lpt-10015,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12412,HOST,NO_ACTIONABLE_HYPOTHESIS,32.06,0.58,"Net:11.24, Ep:8.33, Vol:12.49",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 10, Managed: True"
LPT-10345,HOST,NO_ACTIONABLE_HYPOTHESIS,49.7,0.52,"Net:16.66, Ep:16.66, Vol:16.37",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 12, Managed: True"
LPT-10120,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,83.86,0.6082,"Net:14.05, Ep:31.25, Vol:38.56",LOW_TIMESTAMP_QUALITY,"Observed events: 17, Managed: True"
WS-12062,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,89.88,0.5628,"Net:31.25, Ep:20.83, Vol:37.8",LOW_TIMESTAMP_QUALITY,"Observed events: 14, Managed: True"
lpt-12842,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-11900,HOST,NO_ACTIONABLE_HYPOTHESIS,3.6,0.09,"Net:0.0, Ep:0.0, Vol:3.6",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10619,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5343,"Net:49.99, Ep:37.5, Vol:42.74",LOW_TIMESTAMP_QUALITY,"Observed events: 14, Managed: True"
WS-12711.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11176,HOST,NO_ACTIONABLE_HYPOTHESIS,36.21,0.6636,"Net:8.33, Ep:16.66, Vol:11.22",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 7, Managed: True"
lpt-10277,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12247.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_12251,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10822,HOST,NO_ACTIONABLE_HYPOTHESIS,0.96,0.09,"Net:0.0, Ep:0.0, Vol:0.96",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-11652,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5914,"Net:49.99, Ep:49.99, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 14, Managed: True"
VDR-11838,HOST,NO_ACTIONABLE_HYPOTHESIS,41.74,0.5233,"Net:16.66, Ep:16.66, Vol:8.41",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 9, Managed: True"
VDR-10396.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-11457,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12621,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12028,HOST,NO_ACTIONABLE_HYPOTHESIS,0.26,0.09,"Net:0.0, Ep:0.0, Vol:0.26",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10619.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12016,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,83.34,0.595,"Net:31.25, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 16, Managed: True"
VDR-10949,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,50.37,0.8107,"Net:11.24, Ep:33.33, Vol:5.8",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
WS-12413,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,56.16,0.8107,"Net:25.0, Ep:16.66, Vol:14.5",UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: False"
LPT-12569.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-12856,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-10233,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,78.99,0.52,"Net:28.1, Ep:20.83, Vol:30.05",LOW_TIMESTAMP_QUALITY,"Observed events: 12, Managed: True"
LPT-12921,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5674,"Net:49.99, Ep:49.99, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 19, Managed: True"
WS-11315.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT-11065.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-10300.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12576,HOST,NO_ACTIONABLE_HYPOTHESIS,47.8,0.7383,"Net:16.86, Ep:0.0, Vol:30.93",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 15, Managed: True"
VDR-12342.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,25.78,0.12,"Net:16.66, Ep:0.0, Vol:9.12",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR-11385.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,14.52,0.12,"Net:8.33, Ep:0.0, Vol:6.19",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT-12044.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,21.45,0.15,"Net:8.33, Ep:0.0, Vol:13.12",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
VDR_11188,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12691,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,65.54,0.5654,"Net:0.0, Ep:31.25, Vol:34.29",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 11, Managed: False"
LPT_12759,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12414,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11341.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,4.12,0.09,"Net:0.0, Ep:0.0, Vol:4.12",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
vdr-10792,HOST,NO_ACTIONABLE_HYPOTHESIS,0.19,0.09,"Net:0.0, Ep:0.0, Vol:0.19",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS-11699,HOST,NO_ACTIONABLE_HYPOTHESIS,36.52,0.8019,"Net:5.62, Ep:25.0, Vol:5.91",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
ws-10953,HOST,NO_ACTIONABLE_HYPOTHESIS,14.98,0.15,"Net:8.33, Ep:0.0, Vol:6.64",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
WS-11897,HOST,NO_ACTIONABLE_HYPOTHESIS,39.49,0.5678,"Net:8.33, Ep:16.66, Vol:14.49",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 9, Managed: True"
lpt-12628,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10265.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,16.54,0.12,"Net:8.33, Ep:0.0, Vol:8.21",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT-11692,HOST,NO_ACTIONABLE_HYPOTHESIS,42.43,0.7404,"Net:16.66, Ep:8.33, Vol:17.43",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
WS-10307.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,20.25,0.15,"Net:8.33, Ep:0.0, Vol:11.92",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
LPT-12494,HOST,NO_ACTIONABLE_HYPOTHESIS,22.99,0.2972,"Net:8.33, Ep:0.0, Vol:14.66",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 7, Managed: True"
VDR-10642,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,61.44,0.7603,"Net:33.33, Ep:16.66, Vol:11.45",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 17, Managed: True"
LPT-11311.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
VDR-10960,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,93.17,0.6046,"Net:20.83, Ep:41.66, Vol:30.67",LOW_TIMESTAMP_QUALITY,"Observed events: 13, Managed: True"
WS-12682,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.58,"Net:42.15, Ep:37.5, Vol:50.01",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 15, Managed: False"
ws-12287,HOST,NO_ACTIONABLE_HYPOTHESIS,2.2,0.09,"Net:0.0, Ep:0.0, Vol:2.2",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
vdr-10077,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10182.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-12584.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-11032,HOST,NO_ACTIONABLE_HYPOTHESIS,5.62,0.09,"Net:5.62, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10274,HOST,NO_ACTIONABLE_HYPOTHESIS,43.59,0.7383,"Net:16.86, Ep:8.33, Vol:18.4",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 15, Managed: True"
vdr-12758,HOST,NO_ACTIONABLE_HYPOTHESIS,10.31,0.09,"Net:8.33, Ep:0.0, Vol:1.98",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10475.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT-10593,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,93.75,0.725,"Net:20.83, Ep:31.25, Vol:41.68",NONE_OBSERVED,"Observed events: 18, Managed: True"
WS-10379,HOST,NO_ACTIONABLE_HYPOTHESIS,36.79,0.5678,"Net:16.66, Ep:8.33, Vol:11.79",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 9, Managed: True"
WS-10036,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5089,"Net:37.5, Ep:37.5, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 18, Managed: True"
VDR-12059.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT-10409.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT_10026,HOST,NO_ACTIONABLE_HYPOTHESIS,14.67,0.12,"Net:5.62, Ep:0.0, Vol:9.05",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR_11316,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_11096,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_11992,HOST,NO_ACTIONABLE_HYPOTHESIS,16.66,0.09,"Net:16.66, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-12869,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5654,"Net:21.08, Ep:41.66, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 22, Managed: True"
