user_id,username,department,global_behavior_score,dept_peer_behavior_score,peer_deviation_delta,global_vs_peer_behavior,peer_outlier_flag
EMP12442,Unknown,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10498,janaki.pathak70,Marketing,0.6745,0.8434,0.2811,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11735,dayamai.dora92,IT,0.3372,-0.3373,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10210,yahvi.modi57,Legal,0.4047,0.2699,0.0675,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12487,keya.khanna72,Legal,0.8431,2.0227,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12838,samesh.parmer83,Human Resources,0.4515,0.2045,0.0762,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10227,oscar.dubey95,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10365,qushi.patla41,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10965,nisha.walla79,Marketing,0.0,-1.1804,-0.3934,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10276,manthan.bansal82,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12299,arunima.dube33,Sales,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11877,osha.mani16,Supply Chain,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12670,maanas.tata14,Procurement,1.6862,2.6984,1.349,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11103,naksh.khalsa84,Finance,1.0118,1.5735,0.5902,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10407,abha_agrawal9,Human Resources,0.2067,-0.4525,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12044,daksh.swamy14,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11124,hamsini.d’alia20,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12406,aahana.bandi23,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10785,jackson.balasubramanian40,R&D,1.5176,2.0237,1.0117,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12564,rishi.krishna56,Brand,0.0,-1.018,-0.4733,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12627,brijesh.chaudry21,Marketing,2.1921,5.3968,1.7987,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12380,ryan.arya70,Customer Support,0.1686,-0.4047,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10007,janya.bhatia21,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11244,qasim.bahl54,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11289,alka.mody73,Brand,1.1804,1.5208,0.7071,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10864,nidra.bora32,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10415,hredhaan.dave8,Customer Support,0.0,-0.8094,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11742,zansi.sha95,Sales,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11713,gabriel_pal27,R&D,0.7166,0.4215,0.2107,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11691,warjas.bedi21,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10199,nathan.sampath88,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10283,eshana.sahni88,Brand,0.0,-1.018,-0.4733,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10231,gopal.prabhakar93,Marketing,0.5059,0.3375,0.1125,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10718,anamika.radhakrishnan8,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12947,yash.sur34,Human Resources,0.5059,0.3505,0.1306,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10096,Unknown,Marketing,1.1804,2.3613,0.787,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12826,david.sha41,Legal,0.6745,1.3486,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12648,theodore.ratti88,Customer Support,0.4559,0.2849,0.1187,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11474,ishwar.sha2,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10881,umang.datta23,Sales,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11419,daksha.sabharwal88,Human Resources,0.458,0.222,0.0827,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12542,karan.bala49,Sales,1.6862,2.6984,1.349,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP12949,chandresh.samra52,R&D,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12666,harish.sampath8,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12254,harini.ram37,Procurement,9.7801,18.8883,9.4429,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP11462,tejas.dugar38,Operations,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10104,leena.kalla70,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12298,siya.bhandari78,Compliance,0.4684,0.2624,0.1312,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12872,divya.chakrabarti94,R&D,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11725,advik.wagle63,R&D,0.6745,0.3372,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12609,gagan.sankar65,Compliance,1.6862,2.6984,1.349,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11102,nidra.sengupta76,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12820,chandran.ganesan24,Legal,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10807,vidhi.kuruvilla75,IT Support,0.6745,1.2785,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10226,watika_muni41,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10840,azad.hora31,Human Resources,0.5548,0.4818,0.1795,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12369,chaaya.cherian34,IT,0.6745,0.3371,0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11621,wriddhish.chaudhari31,R&D,0.8431,0.6745,0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12639,chakrika.shankar97,R&D,1.8549,2.6984,1.349,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP12528,Unknown,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11093,chaaya.gokhale74,Procurement,0.0674,-0.5397,-0.2698,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12897,sarthak.kohli12,Operations,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12783,nitesh.naik20,Marketing,0.2248,-0.5059,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11763,rachita.baria48,Customer Support,12.698,29.6699,12.3608,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12510,mohammed.modi93,Compliance,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10979,alka.sastry70,Finance,0.6745,0.6742,0.2529,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11953,mitali.bains90,IT,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10464,kalpit.mane85,Operations,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11940,jairaj.jayaraman47,Brand,0.0,-1.018,-0.4733,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12595,tara.thakur66,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10927,ekta.batra25,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11359,gaurika.patla96,Human Resources,12.7566,33.2315,12.3813,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP11216,kamya_pandya54,Sales,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11032,hiral.kibe29,Human Resources,0.8649,1.3141,0.4896,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12567,sara.borah1,IT,14.1056,27.195,13.5997,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP11936,darsh.mishra10,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10212,advaith.agate35,R&D,1.096,1.1804,0.5901,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10012,netra.vasa52,Operations,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12990,vyanjana.prabhu25,Procurement,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10422,yuvraj.bahl40,Brand,0.0,-1.018,-0.4733,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12436,om.bawa8,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12366,oscar.lad97,Brand,1.0118,1.1582,0.5385,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11749,hamsini.lala64,Operations,0.9274,1.1806,0.5902,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11391,gunbir.dubey35,Human Resources,0.1686,-0.5548,-0.2067,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12721,advika.pai76,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11745,yuvraj.mani31,Legal,0.6745,1.3486,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10741,libni.bhatnagar11,IT,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11626,charita_hari90,IT Support,2.1921,7.0307,1.8549,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12358,peter.bumb56,R&D,1.0118,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10509,ishanvi.dugar70,R&D,0.5902,0.1686,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10644,janani.rajagopalan6,Call Center,10.6232,20.5748,10.286,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP10597,gaurangi.chaudry25,Human Resources,0.8431,1.2556,0.4678,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11005,xalak.gill58,Call Center,11.635,22.5986,11.2978,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12015,warhi.sarraf16,R&D,0.5902,0.1686,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11237,meera.srinivasan63,Legal,0.4216,0.3374,0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12725,gunbir.viswanathan52,Support,0.4722,0.225,0.1013,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10518,liam.ahluwalia43,Human Resources,0.1686,-0.5548,-0.2067,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12240,ucchal.choudhary33,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10573,alexander.bumb98,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11073,rachit.shanker56,IT Support,12.698,46.8516,12.3608,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP12808,zinal_karnik88,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12063,urvi.kala69,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11316,dalaja.sankar21,Brand,0.5059,0.0701,0.0326,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11220,pranit.chadha56,Sales,0.5733,0.4723,0.2361,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11613,kevin.ahuja64,Human Resources,0.6201,0.657,0.2448,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10123,raksha.verma87,Marketing,1.5176,3.3731,1.1242,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11251,amrita.balakrishnan89,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10220,Unknown,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12994,zansi.dhar14,Finance,0.371,-0.1349,-0.0506,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10358,anirudh.kapoor37,Marketing,0.4496,0.1686,0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12218,lakshmi.nigam78,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12123,chavvi.naidu26,R&D,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12295,damini.prabhakar11,Procurement,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10259,hemal.palla8,Finance,0.2529,-0.4497,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12855,yahvi.sinha85,Operations,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12830,jairaj.ben13,Operations,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12465,thomas.majumdar70,Marketing,1.0118,1.8554,0.6184,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12906,aishani.dayal71,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11675,jatin.narasimhan80,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12480,harita.dutta68,IT Support,0.302,-0.1334,-0.0352,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11845,rajeshri.shetty52,Legal,0.1686,-0.6741,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11536,lila.rege10,Finance,0.3372,-0.225,-0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12857,edhitha.loyal90,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12397,manan.jayaraman61,R&D,0.1686,-0.6747,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10456,daksh.kari74,Supply Chain,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10462,damyanti.barad71,IT,1.1804,1.3488,0.6745,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12292,keya.johal9,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11788,yadavi.kaur93,Marketing,0.5902,0.5905,0.1968,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11767,harita.kakar82,Support,0.0,-0.8243,-0.371,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10381,tanveer.sankar50,Operations,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11444,nitesh.dugar65,Human Resources,0.3372,-0.1023,-0.0381,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11187,aarav_chakraborty53,Call Center,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12607,alka.ranganathan93,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12357,vasana.singhal7,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11842,harita.parekh10,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11554,charles.shah45,Sales,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10059,warjas.sachar28,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11608,ati.chana43,Sales,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12638,rachana.tank4,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11364,vrinda.ratta87,R&D,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11505,caleb.khurana94,Human Resources,0.8431,1.2556,0.4678,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12876,faqid.gaba42,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12359,rachana.sibal12,Legal,0.1686,-0.6741,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12928,waida.raju48,Human Resources,1.1804,2.1609,0.8051,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11480,Unknown,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10542,jhalak.toor65,Marketing,0.3934,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11133,brijesh.hegde76,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11764,charles.subramaniam30,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12610,vasudha.raj58,Customer Support,1.5176,2.8333,1.1804,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11880,yashvi.din95,Marketing,1.0118,1.8554,0.6184,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10845,abeer.kashyap41,Operations,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12494,dayita.bhatia69,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12655,agastya.sarraf35,Customer Support,0.3997,0.15,0.0625,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11475,aarush_din90,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11839,owen.rau90,Finance,0.0,-1.124,-0.4216,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12980,girik_pingle83,Innovation,0.3372,-0.3374,-0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11801,ekiya.jaggi5,Legal,13.0352,50.7687,12.698,ANOMALOUS_GLOBALLY_ANOMALOUS_PEER,True
EMP11766,indali.pandey62,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12493,ojasvi.vohra89,IT,0.4722,-0.0674,-0.0337,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11786,garima.arora7,IT,0.8431,0.6743,0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11018,edhitha.saini50,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10435,triveni.palla12,Finance,1.5176,2.9219,1.096,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP11114,anamika.iyengar53,Operations,1.0118,1.3494,0.6746,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10237,naksh.anand12,Procurement,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11075,gopal.uppal74,Procurement,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10109,warda.raju69,Legal,0.5059,0.6745,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12119,niharika.bal84,Marketing,0.2529,-0.4216,-0.1405,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10163,ojasvi.bansal8,R&D,0.0422,-0.9275,-0.4637,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10288,jyoti_guha56,Finance,0.5396,0.3146,0.118,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10252,darsh.bal9,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12588,Unknown,Sales,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12350,chatura.chowdhury52,IT,0.5059,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10767,pallavi.kunda48,Operations,0.548,0.4217,0.2108,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10787,lipika.kumer68,Operations,0.2108,-0.2528,-0.1264,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11378,chasmum.sachdeva79,Compliance,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11027,abha.manda57,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11037,abdul.baral80,Human Resources,0.1208,-0.6831,-0.2545,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10869,krishna.chaudry17,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12957,liam.saran13,IT,0.5396,0.0674,0.0337,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12405,netra.madan80,Marketing,0.1686,-0.6745,-0.2248,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11980,eta.saran85,Marketing,0.0,-1.1804,-0.3934,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12159,mitesh_chaudhry88,R&D,0.0,-1.0119,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12801,ishwar.bose49,Marketing,0.8768,1.4504,0.4834,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12908,yahvi.mangal15,Supply Chain,1.096,1.5178,0.7588,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12053,joshua.setty16,Human Resources,0.0,-1.0073,-0.3753,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12472,qadim.lalla39,Customer Support,0.1686,-0.4047,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10461,nidra.mahal64,R&D,0.5902,0.1686,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10911,unnati.krishnan27,Operations,0.0843,-0.5059,-0.2529,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12772,gauri.sabharwal56,IT,0.3035,-0.4047,-0.2024,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10157,raghav.dutt31,Human Resources,0.4134,0.1023,0.0381,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10930,Unknown,Legal,1.5176,4.7194,1.1804,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP12138,anita.varughese46,Sales,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12164,ekansh.mangal49,Marketing,1.2646,2.614,0.8712,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP10677,aashi.nadig72,Call Center,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12827,oscar.chhabra40,Customer Support,0.1686,-0.4047,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11255,yochana.choudhary64,IT,0.1686,-0.6745,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10238,sanya_narang5,Legal,0.9274,2.3597,0.5902,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11052,lajita.dhingra55,Sales,0.3372,0.0,0.0,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11532,anmol.dugar63,IT,0.1686,-0.6745,-0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10243,fariq_atwal39,Procurement,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10100,turvi.nigam12,Sales,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10315,girindra.pathak40,Human Resources,0.3372,-0.1023,-0.0381,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12409,omya.mukherjee26,Sales,1.0118,1.3494,0.6746,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12513,chakradev.chakraborty45,Call Center,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11041,sara.raj57,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11064,yadavi_seshadri1,Compliance,0.1686,-0.3372,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10261,pavani.atwal76,Finance,0.8431,1.1237,0.4215,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11655,gautam.sama21,Legal,0.0,-1.3482,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12966,veer.lal49,Finance,0.5059,0.2247,0.0843,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10195,tanay.karnik5,Supply Chain,0.8431,1.0119,0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11941,yatan.chander61,IT,0.8431,0.6743,0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11078,dayita.apte69,Sales,0.5059,0.3374,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11847,vinaya.lal10,Marketing,0.3372,-0.1686,-0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10179,ridhi.kadakia61,Finance,0.3372,-0.225,-0.0844,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11412,praneel.panchal28,Marketing,0.3372,-0.1686,-0.0562,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10842,mason.garg83,IT Support,1.1804,3.196,0.8432,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP12389,ryan.borah18,Operations,1.349,2.0239,1.0118,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11510,yashoda.kapur75,R&D,0.0422,-0.9275,-0.4637,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11995,dhriti.sami98,Compliance,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10340,prisha.venkataraman28,Finance,0.1686,-0.6745,-0.253,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP11134,ganga.yogi55,IT,0.0,-1.0116,-0.5059,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12364,ria.yadav87,Sales,0.0,-0.6745,-0.3372,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10748,faqid.kuruvilla95,IT,1.5176,2.0231,1.0117,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP12936,orinder.karpe99,IT Support,0.5059,0.6394,0.1687,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10662,watika.sant81,Human Resources,1.6862,3.5185,1.3109,NORMAL_GLOBALLY_ANOMALOUS_PEER,True
EMP10480,kamya.taneja57,Sales,0.6745,0.6747,0.3373,NORMAL_GLOBALLY_NORMAL_PEER,False
EMP10803,aarna.menon15,Human Resources,0.2067,-0.4525,-0.1686,NORMAL_GLOBALLY_NORMAL_PEER,False
