sequence_id,entity_id,entity_type,sequence_type,start_time,end_time,duration_seconds,event_count,event_ids,source_datasets,temporal_window_minutes,sequence_confidence,sequence_strength,counter_evidence
SEQ-USR-1721,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-01 20:03:42+00:00,2026-08-01 21:02:23+00:00,3521,21,FW000005549; FW000019695; FW000008806; FW000000923; FW000022547; FW000014347; FW000029466; FW000025525; FW000022190; FW000002255; FW000025738; FW000011522; FW000021932; FW000013297; FW000023198; FW000008561; FW000023069; FW000025881; FW000010266; FW000014751; FW000001013,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1722,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-01 21:05:21+00:00,2026-08-01 22:02:48+00:00,3447,14,FW000008120; FW000028336; FW000008468; FW000024057; FW000006925; FW000000547; FW000004022; FW000007424; FW000012600; FW000007289; FW000006510; FW000020273; FW000024960; FW000017208,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1723,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-01 22:19:36+00:00,2026-08-01 23:18:21+00:00,3525,16,FW000004565; FW000019095; FW000010923; FW000029620; FW000017503; FW000014249; FW000017452; FW000028063; FW000025067; FW000017839; FW000003919; FW000029198; FW000013673; FW000020449; FW000021699; FW000008867,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1724,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-01 23:24:51+00:00,2026-08-02 00:20:20+00:00,3329,64,FW000021083; FW000020380; FW000026164; FW000026913; FW000012448; FW000012129; FW000009679; FW000022423; FW000020061; FW000011269; FW000000441; FW000000822; FW000001159; FW000001332; FW000001410; FW000003794; FW000004001; FW000004692; FW000005150; FW000006365; FW000006830; FW000007184; FW000008526; FW000010792; FW000011249; FW000011642; FW000013343; FW000013606; FW000013624; FW000015127; FW000017580; FW000018070; FW000018102; FW000018507; FW000018965; FW000019497; FW000020349; FW000020571; FW000020984; FW000021697; FW000022365; FW000023014; FW000023713; FW000023743; FW000024325; FW000024722; FW000024749; FW000024852; FW000025016; FW000025281; FW000025733; FW000026293; FW000026419; FW000026622; FW000026853; FW000027252; FW000028862; FW000029347; FW000029399; FW000004274; FW000008730; FW000007513; FW000027332; FW000005340,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1725,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 00:29:33+00:00,2026-08-02 01:27:59+00:00,3506,11,FW000014675; FW000023184; FW000005859; FW000022417; FW000027454; FW000020942; FW000000283; FW000000693; FW000005011; FW000021909; FW000022137,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1726,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 01:29:51+00:00,2026-08-02 02:26:50+00:00,3419,14,FW000003343; FW000015849; FW000007786; FW000029277; FW000006315; FW000028244; FW000026446; FW000016771; FW000003468; FW000010600; FW000013843; FW000025909; FW000000592; FW000004857,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1727,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 02:37:58+00:00,2026-08-02 03:37:19+00:00,3561,17,FW000015592; FW000012765; FW000019008; FW000027838; FW000007518; FW000009166; FW000001859; FW000009237; FW000016549; FW000001198; FW000007364; FW000005620; FW000026657; FW000018846; FW000009246; FW000009701; FW000000378,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1728,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 03:42:59+00:00,2026-08-02 04:41:29+00:00,3510,19,FW000003226; FW000004926; FW000006889; FW000026844; FW000028427; FW000016657; FW000011693; FW000005904; FW000022587; FW000019575; FW000025696; FW000025127; FW000007286; FW000007132; FW000022531; FW000022693; FW000027479; FW000010006; FW000006370,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1729,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 04:45:18+00:00,2026-08-02 05:42:32+00:00,3434,16,FW000026987; FW000025915; FW000013506; FW000000850; FW000024268; FW000012245; FW000013812; FW000028966; FW000020326; FW000004958; FW000006966; FW000028852; FW000010345; FW000017606; FW000028332; FW000018171,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1730,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 05:46:23+00:00,2026-08-02 06:44:50+00:00,3507,16,FW000010943; FW000023904; FW000007758; FW000018977; FW000016052; FW000014569; FW000028595; FW000015609; FW000028754; FW000021458; FW000028724; FW000016792; FW000015724; FW000011851; FW000028022; FW000007378,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1731,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 06:47:27+00:00,2026-08-02 07:43:55+00:00,3388,13,FW000000600; FW000003089; FW000026260; FW000012669; FW000005487; FW000014552; FW000017941; FW000013382; FW000005227; FW000019519; FW000012654; FW000002990; FW000020581,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1732,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 07:51:53+00:00,2026-08-02 08:49:59+00:00,3486,16,FW000021819; FW000001656; FW000006465; FW000027892; FW000029335; FW000004837; FW000017083; FW000010740; FW000028432; FW000014830; FW000027269; FW000020214; FW000021085; FW000008043; FW000021129; FW000028869,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1733,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 08:52:10+00:00,2026-08-02 09:50:16+00:00,3486,13,FW000009806; FW000009142; FW000029997; FW000016471; FW000014598; FW000021020; FW000018823; FW000017324; FW000029203; FW000004032; FW000014106; FW000011738; FW000009398,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1734,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 09:54:34+00:00,2026-08-02 10:44:07+00:00,2973,17,FW000016023; FW000021380; FW000029946; FW000002854; FW000002796; FW000027712; FW000012586; FW000029444; FW000017253; FW000028641; FW000018802; FW000025673; FW000009784; FW000014092; FW000012498; FW000006099; FW000012543,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1735,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 10:58:45+00:00,2026-08-02 11:54:43+00:00,3358,12,FW000002650; FW000027770; FW000017790; FW000021147; FW000024131; FW000005130; FW000022712; FW000024638; FW000024617; FW000029983; FW000002902; FW000026030,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1736,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 11:59:00+00:00,2026-08-02 12:56:41+00:00,3461,12,FW000011137; FW000027853; FW000028968; FW000018173; FW000007516; FW000029175; FW000001704; FW000013769; FW000007881; FW000003298; FW000009821; FW000027563,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1737,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 13:02:23+00:00,2026-08-02 13:58:42+00:00,3379,9,FW000000680; FW000009915; FW000005272; FW000014918; FW000027630; FW000014914; FW000005282; FW000026056; FW000027331,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1738,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 14:02:41+00:00,2026-08-02 14:44:18+00:00,2497,10,FW000009050; FW000027864; FW000013996; FW000019906; FW000011347; FW000019455; FW000027564; FW000003963; FW000000218; FW000017291,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1739,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 15:02:57+00:00,2026-08-02 16:01:23+00:00,3506,23,FW000007091; FW000002938; FW000007453; FW000019492; FW000007486; FW000023864; FW000011144; FW000014959; FW000014826; FW000015889; FW000029250; FW000001114; FW000017186; FW000008500; FW000027532; FW000010667; FW000029069; FW000010542; FW000015424; FW000018336; FW000018740; FW000013811; FW000003244,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1740,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 16:06:00+00:00,2026-08-02 17:01:50+00:00,3350,21,FW000013302; FW000016965; FW000001603; FW000003415; FW000018907; FW000020488; FW000000376; FW000021150; FW000000750; FW000018425; FW000018333; FW000017276; FW000017050; FW000023272; FW000008102; FW000027340; FW000012495; FW000026759; FW000017905; FW000014649; FW000019825,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1741,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 17:09:45+00:00,2026-08-02 18:00:42+00:00,3057,13,FW000013244; FW000028004; FW000026744; FW000024395; FW000010789; FW000015214; FW000028638; FW000007921; FW000011261; FW000026564; FW000020423; FW000013903; FW000026843,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1742,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 18:13:01+00:00,2026-08-02 19:11:28+00:00,3507,19,FW000018897; FW000019505; FW000015429; FW000008513; FW000007294; FW000025662; FW000014704; FW000023901; FW000003327; FW000019154; FW000028371; FW000023225; FW000015297; FW000011165; FW000011623; FW000001681; FW000027909; FW000025623; FW000002945,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1743,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 19:20:30+00:00,2026-08-02 20:19:21+00:00,3531,13,FW000010623; FW000013494; FW000006215; FW000020712; FW000018268; FW000016314; FW000029218; FW000019078; FW000009472; FW000022369; FW000024225; FW000019780; FW000028179,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1744,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 20:20:52+00:00,2026-08-02 21:16:46+00:00,3354,18,FW000028711; FW000027071; FW000015094; FW000010896; FW000022728; FW000005599; FW000012705; FW000018697; FW000011609; FW000021054; FW000010767; FW000023695; FW000004708; FW000017697; FW000004632; FW000026702; FW000010593; FW000000551,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1745,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 21:21:00+00:00,2026-08-02 22:20:26+00:00,3566,11,FW000007938; FW000024950; FW000011787; FW000005144; FW000025143; FW000010744; FW000013987; FW000027066; FW000014699; FW000016653; FW000026514,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1746,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 22:22:01+00:00,2026-08-02 23:20:17+00:00,3496,13,FW000029319; FW000010258; FW000021012; FW000029728; FW000028309; FW000014884; FW000029740; FW000021802; FW000001176; FW000003950; FW000018942; FW000002803; FW000020850,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1747,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-02 23:29:46+00:00,2026-08-03 00:27:41+00:00,3475,75,FW000015772; FW000019014; FW000022815; FW000019361; FW000024592; FW000028960; FW000003774; FW000027336; FW000010790; FW000020480; FW000000321; FW000000918; FW000001032; FW000001445; FW000001854; FW000001865; FW000002350; FW000002417; FW000003846; FW000004036; FW000004941; FW000005767; FW000005830; FW000006481; FW000006644; FW000007185; FW000007395; FW000008428; FW000009767; FW000010399; FW000010558; FW000011029; FW000011055; FW000011388; FW000012098; FW000012387; FW000012445; FW000012892; FW000013287; FW000013833; FW000015973; FW000016105; FW000016818; FW000016949; FW000017106; FW000017349; FW000017521; FW000017572; FW000018481; FW000018956; FW000021314; FW000022042; FW000022143; FW000022881; FW000023141; FW000023627; FW000023764; FW000024533; FW000026174; FW000026692; FW000027979; FW000028248; FW000028569; FW000029800; FW000029927; FW000014501; FW000013351; FW000022535; FW000016375; FW000004330; FW000017424; FW000027736; FW000009645; FW000027760; FW000020675,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1748,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 00:33:34+00:00,2026-08-03 01:24:53+00:00,3079,15,FW000024099; FW000006042; FW000025175; FW000016952; FW000002939; FW000005475; FW000010346; FW000017054; FW000016351; FW000013955; FW000029429; FW000006371; FW000026600; FW000010017; FW000024757,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1749,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 01:35:38+00:00,2026-08-03 02:35:35+00:00,3597,12,FW000016395; FW000026705; FW000008384; FW000002143; FW000003510; FW000010261; FW000023451; FW000004666; FW000015736; FW000020950; FW000010210; FW000023960,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1750,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 02:40:04+00:00,2026-08-03 03:29:34+00:00,2970,12,FW000026743; FW000022019; FW000014421; FW000008227; FW000005003; FW000015289; FW000006408; FW000020865; FW000026119; FW000011968; FW000002195; FW000027517,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1751,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 03:40:53+00:00,2026-08-03 04:40:20+00:00,3567,23,FW000008458; FW000008021; FW000018626; FW000022989; FW000011409; FW000004525; FW000019561; FW000009340; FW000015815; FW000022647; FW000012814; FW000024122; FW000001336; FW000024686; FW000015942; FW000007169; FW000009252; FW000018874; FW000021198; FW000022767; FW000007745; FW000012782; FW000000641,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1752,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 04:42:24+00:00,2026-08-03 05:37:00+00:00,3276,19,FW000021455; FW000007521; FW000024995; FW000013835; FW000029598; FW000009312; FW000021783; FW000004578; FW000009810; FW000025607; FW000015991; FW000020336; FW000026520; FW000013711; FW000001607; FW000025725; FW000001374; FW000000291; FW000026997,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1753,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 05:46:46+00:00,2026-08-03 06:46:31+00:00,3585,18,FW000019333; FW000020556; FW000013665; FW000001586; FW000008535; FW000001318; FW000029094; FW000014410; FW000015786; FW000010833; FW000028954; FW000018211; FW000006146; FW000024668; FW000026646; FW000009470; FW000002332; FW000013779,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1754,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 06:53:41+00:00,2026-08-03 07:51:20+00:00,3459,16,FW000019055; FW000023098; FW000023836; FW000015715; FW000010652; FW000000672; FW000005322; FW000003626; FW000020918; FW000029106; FW000029007; FW000029630; FW000029295; FW000022408; FW000003032; FW000015634,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1755,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 07:54:20+00:00,2026-08-03 08:48:01+00:00,3221,20,FW000022703; FW000029961; FW000023413; FW000014207; FW000015447; FW000009693; FW000001376; FW000011140; FW000003533; FW000026062; FW000014635; FW000009052; FW000000796; FW000000328; FW000008974; FW000004716; FW000001429; FW000019692; FW000024332; FW000001501,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1756,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 09:04:11+00:00,2026-08-03 10:02:46+00:00,3515,19,FW000029931; FW000013109; FW000002562; FW000011565; FW000024463; FW000000647; FW000004979; FW000029900; FW000011311; FW000020002; FW000013746; FW000025135; FW000003865; FW000016665; FW000018309; FW000010028; FW000005724; FW000022633; FW000008846,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1757,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 10:04:27+00:00,2026-08-03 11:02:39+00:00,3492,23,FW000005633; FW000025445; FW000023920; FW000021300; FW000022819; FW000019608; FW000008122; FW000012546; FW000012368; FW000006120; FW000026556; FW000009799; FW000012935; FW000026001; FW000023228; FW000016237; FW000001253; FW000004879; FW000025285; FW000006220; FW000010260; FW000011338; FW000007498,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1758,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 11:11:46+00:00,2026-08-03 12:10:37+00:00,3531,15,FW000014867; FW000026193; FW000002219; FW000027733; FW000006859; FW000004118; FW000013381; FW000022146; FW000013979; FW000012082; FW000029787; FW000026750; FW000005080; FW000000437; FW000023992,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1759,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 12:14:46+00:00,2026-08-03 13:13:07+00:00,3501,18,FW000005439; FW000028553; FW000026431; FW000008841; FW000029719; FW000024289; FW000011466; FW000011864; FW000002432; FW000026574; FW000001263; FW000022865; FW000001055; FW000022072; FW000025283; FW000006881; FW000021789; FW000017314,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1760,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 13:15:15+00:00,2026-08-03 13:59:34+00:00,2659,17,FW000003287; FW000001754; FW000025173; FW000004991; FW000015847; FW000020498; FW000028707; FW000029821; FW000017840; FW000017723; FW000004901; FW000001241; FW000017740; FW000000329; FW000005493; FW000015448; FW000007004,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1761,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 14:16:21+00:00,2026-08-03 15:05:43+00:00,2962,15,FW000029767; FW000004591; FW000017642; FW000015758; FW000005060; FW000013513; FW000016763; FW000005617; FW000016025; FW000000562; FW000023709; FW000024145; FW000019842; FW000023299; FW000016967,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1762,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 15:16:32+00:00,2026-08-03 16:15:27+00:00,3535,11,FW000008943; FW000024366; FW000022037; FW000016079; FW000013128; FW000003863; FW000018084; FW000025150; FW000024143; FW000012460; FW000027208,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1763,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 16:16:40+00:00,2026-08-03 17:08:23+00:00,3103,11,FW000026630; FW000022784; FW000004493; FW000012470; FW000025523; FW000021713; FW000016413; FW000013372; FW000016809; FW000005262; FW000022929,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1764,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 17:18:43+00:00,2026-08-03 18:14:55+00:00,3372,17,FW000014202; FW000006755; FW000010438; FW000023469; FW000028918; FW000027468; FW000019895; FW000029848; FW000014123; FW000013364; FW000006848; FW000001021; FW000010955; FW000029183; FW000026266; FW000015754; FW000023984,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1765,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 18:19:36+00:00,2026-08-03 19:17:22+00:00,3466,13,FW000008833; FW000002596; FW000024577; FW000011845; FW000020945; FW000009462; FW000026612; FW000027342; FW000029040; FW000001478; FW000021105; FW000006762; FW000028426,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1766,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 19:20:41+00:00,2026-08-03 20:19:22+00:00,3521,18,FW000006823; FW000014668; FW000026345; FW000012410; FW000024670; FW000011896; FW000017831; FW000010288; FW000026489; FW000005727; FW000011108; FW000016927; FW000014936; FW000010464; FW000019995; FW000018760; FW000009181; FW000011648,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1767,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 20:22:55+00:00,2026-08-03 21:20:50+00:00,3475,12,FW000006772; FW000026203; FW000013210; FW000004129; FW000009515; FW000016489; FW000019062; FW000006746; FW000026789; FW000022826; FW000007126; FW000006137,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1768,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 21:23:37+00:00,2026-08-03 22:21:29+00:00,3472,17,FW000008826; FW000002203; FW000007543; FW000005889; FW000014605; FW000027458; FW000028712; FW000027677; FW000011254; FW000017045; FW000028303; FW000000555; FW000010033; FW000002192; FW000007147; FW000019084; FW000023632,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1769,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 22:24:31+00:00,2026-08-03 23:19:09+00:00,3278,13,FW000025790; FW000024621; FW000007031; FW000011324; FW000000549; FW000003525; FW000002875; FW000008074; FW000005372; FW000028786; FW000028759; FW000028096; FW000003143,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1770,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-03 23:24:44+00:00,2026-08-04 00:23:39+00:00,3535,55,FW000028487; FW000015774; FW000000252; FW000004792; FW000014210; FW000023283; FW000018548; FW000016775; FW000001304; FW000026370; FW000000065; FW000000277; FW000001736; FW000002558; FW000002801; FW000003009; FW000003564; FW000003739; FW000004306; FW000004331; FW000004542; FW000005146; FW000005530; FW000007355; FW000008660; FW000009412; FW000009878; FW000010672; FW000012492; FW000013235; FW000014263; FW000014424; FW000014757; FW000014785; FW000014972; FW000015026; FW000016438; FW000017085; FW000017487; FW000017599; FW000018184; FW000019252; FW000019345; FW000019496; FW000020023; FW000023542; FW000024017; FW000024238; FW000024431; FW000028670; FW000028884; FW000000988; FW000008546; FW000002306; FW000012401,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1771,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 00:29:06+00:00,2026-08-04 01:20:55+00:00,3109,13,FW000018649; FW000025444; FW000021687; FW000002671; FW000025776; FW000011848; FW000012724; FW000018026; FW000007854; FW000025325; FW000029613; FW000025975; FW000000142,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1772,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 01:29:19+00:00,2026-08-04 02:27:36+00:00,3497,17,FW000025437; FW000000472; FW000000235; FW000015058; FW000004530; FW000027003; FW000004107; FW000016526; FW000021286; FW000020746; FW000017187; FW000018123; FW000007028; FW000006188; FW000012261; FW000004794; FW000016773,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1773,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 02:29:43+00:00,2026-08-04 03:28:52+00:00,3549,14,FW000028888; FW000002218; FW000012279; FW000002764; FW000014068; FW000009349; FW000011216; FW000012188; FW000011805; FW000018275; FW000008115; FW000026490; FW000006350; FW000014306,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1774,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 03:38:09+00:00,2026-08-04 04:18:59+00:00,2450,11,FW000023226; FW000011016; FW000026649; FW000001479; FW000008809; FW000009633; FW000006818; FW000029422; FW000022806; FW000004714; FW000000049,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1775,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 04:43:49+00:00,2026-08-04 05:42:30+00:00,3521,21,FW000005310; FW000025431; FW000006226; FW000024863; FW000020432; FW000011049; FW000023254; FW000021807; FW000020952; FW000006858; FW000008329; FW000011984; FW000010048; FW000011722; FW000009028; FW000018766; FW000020088; FW000018291; FW000001284; FW000028732; FW000011126,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1776,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 05:49:33+00:00,2026-08-04 06:44:29+00:00,3296,16,FW000007331; FW000020768; FW000026576; FW000016353; FW000025669; FW000006963; FW000023673; FW000019776; FW000019481; FW000027271; FW000010343; FW000023078; FW000003186; FW000021869; FW000006318; FW000022822,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1777,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 06:53:43+00:00,2026-08-04 07:52:59+00:00,3556,14,FW000023380; FW000015112; FW000007769; FW000021703; FW000029982; FW000017646; FW000012559; FW000023316; FW000009299; FW000002909; FW000023263; FW000029867; FW000011808; FW000026572,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1778,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 08:07:06+00:00,2026-08-04 08:52:52+00:00,2746,19,FW000011846; FW000013215; FW000010562; FW000029489; FW000003056; FW000026925; FW000017775; FW000007640; FW000001322; FW000022116; FW000026545; FW000019156; FW000029005; FW000023153; FW000013108; FW000017473; FW000018584; FW000020730; FW000006811,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1779,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 09:22:55+00:00,2026-08-04 10:21:10+00:00,3495,18,FW000010500; FW000005754; FW000019155; FW000018010; FW000001230; FW000023011; FW000017892; FW000028377; FW000006514; FW000010620; FW000028189; FW000005864; FW000021494; FW000015993; FW000007630; FW000020406; FW000017163; FW000024540,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1780,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 10:34:39+00:00,2026-08-04 11:31:09+00:00,3390,14,FW000011940; FW000012733; FW000025654; FW000002593; FW000018053; FW000028112; FW000024389; FW000009510; FW000009793; FW000028137; FW000024102; FW000010608; FW000015321; FW000019538,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1781,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 11:44:06+00:00,2026-08-04 12:29:01+00:00,2695,12,FW000016308; FW000027730; FW000009550; FW000020906; FW000005359; FW000018943; FW000004476; FW000018986; FW000006216; FW000021218; FW000013575; FW000001670,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1782,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 12:45:22+00:00,2026-08-04 13:41:52+00:00,3390,18,FW000027606; FW000023193; FW000029552; FW000019729; FW000015651; FW000024685; FW000009088; FW000025302; FW000021979; FW000008589; FW000009266; FW000007158; FW000000034; FW000026631; FW000019581; FW000025001; FW000017827; FW000018449,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
SEQ-USR-1783,Unknown,USER,GENERAL_ACTIVITY_SEQUENCE,2026-08-04 13:46:00+00:00,2026-08-04 14:43:46+00:00,3466,17,FW000007810; FW000004995; FW000025659; FW000005301; FW000023584; FW000019188; FW000009932; FW000000300; FW000010504; FW000025663; FW000009255; FW000014532; FW000000546; FW000028764; FW000022969; FW000005426; FW000009194,Firewall,60,0.85,100.0,SINGLE_SOURCE_ONLY
