session_id,iam_event_count,has_failed_login,firewall_log_count,has_firewall_deny,has_threat_flag,present_in_iam,present_in_firewall,match_status,session_event_count,feature_confidence
SID120471,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120479,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120493,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120497,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID120535,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120546,0.0,False,2.0,False,True,False,True,UNMATCHED,2.0,UNMATCHED
SID120566,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120569,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120583,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120606,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120612,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID120652,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120707,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120726,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120727,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120744,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID120752,0.0,False,1.0,True,True,False,True,UNMATCHED,1.0,UNMATCHED
SID120863,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120896,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120919,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID120959,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121072,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121094,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121109,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121148,0.0,False,2.0,False,False,False,True,UNMATCHED,2.0,UNMATCHED
SID121206,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121258,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121304,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121320,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121373,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121384,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121412,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121427,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121436,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121477,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121490,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121550,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121643,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121656,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121665,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121670,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121691,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121710,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121741,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121771,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121819,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121820,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121843,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121856,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121871,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121875,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121877,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121892,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121898,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121931,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID121932,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID121949,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID121956,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122044,2.0,False,0.0,False,False,True,False,UNMATCHED,2.0,UNMATCHED
SID122054,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122074,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122091,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122097,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122160,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122163,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122193,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122218,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122246,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122412,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122442,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122456,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122496,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122498,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122513,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122548,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID122566,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122595,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122635,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122656,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122696,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122701,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122724,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122750,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID122850,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID122986,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123029,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123062,0.0,False,2.0,True,False,False,True,UNMATCHED,2.0,UNMATCHED
SID123075,0.0,False,1.0,True,True,False,True,UNMATCHED,1.0,UNMATCHED
SID123106,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123141,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123152,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123183,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123188,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123194,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123261,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123364,0.0,False,2.0,False,False,False,True,UNMATCHED,2.0,UNMATCHED
SID123390,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123436,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123446,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123505,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123599,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123664,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123711,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123718,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123766,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123835,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123848,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123875,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123886,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123911,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123931,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID123938,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID123986,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124055,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124059,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124065,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124079,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124151,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124193,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124222,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124236,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124239,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124291,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124304,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124331,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124361,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124363,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124402,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124411,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124416,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124468,1.0,False,1.0,False,False,True,True,EXACT,2.0,EXACT
SID124481,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124484,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124555,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124604,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124627,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124639,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124653,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124684,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID124708,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124715,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124756,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124776,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124827,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124850,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124861,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID124966,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125094,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125096,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125110,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125145,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125156,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125198,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125203,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125211,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125232,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125332,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125341,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125361,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125380,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125405,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125446,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125470,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125482,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125556,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125615,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125634,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125683,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125803,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125840,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125849,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125871,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125872,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID125874,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID125892,0.0,False,1.0,True,True,False,True,UNMATCHED,1.0,UNMATCHED
SID126015,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126043,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126048,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126100,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126132,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126180,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126214,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126243,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126273,0.0,False,1.0,True,True,False,True,UNMATCHED,1.0,UNMATCHED
SID126306,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID126348,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126358,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126364,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126393,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126414,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126495,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126526,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126546,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126568,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126652,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126658,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126665,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126681,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126728,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126769,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126834,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126860,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126872,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126884,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126889,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID126986,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID126991,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID127009,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127028,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127039,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127044,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127224,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127229,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127230,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127291,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127328,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127391,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127419,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127421,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127441,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127487,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127491,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127510,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127535,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127547,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127571,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127599,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127686,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127702,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127801,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127803,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127824,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127836,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127854,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127907,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID127948,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID127996,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128012,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128028,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128031,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128032,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128048,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128112,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128142,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128223,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128239,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128264,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128274,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128283,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID128414,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128417,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128488,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128514,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128515,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128539,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID128558,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128598,1.0,False,1.0,False,False,True,True,EXACT,2.0,EXACT
SID128624,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID128640,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128650,1.0,False,1.0,True,False,True,True,EXACT,2.0,EXACT
SID128679,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128690,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128759,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128808,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID128853,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128877,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128906,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID128936,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129000,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129059,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129074,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129093,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129097,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129145,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129153,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129189,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129195,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129217,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129259,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129260,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129275,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129279,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129304,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129307,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID129318,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129331,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129333,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129359,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129368,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129408,1.0,False,1.0,False,False,True,True,EXACT,2.0,EXACT
SID129418,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129501,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID129513,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID129519,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129600,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129601,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129622,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129628,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129676,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129698,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129719,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129730,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129760,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129835,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID129854,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID129906,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129940,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID129972,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130018,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130050,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130126,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130168,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID130193,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130198,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130209,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130210,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130237,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID130256,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID130258,1.0,True,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID130310,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130312,0.0,False,1.0,False,True,False,True,UNMATCHED,1.0,UNMATCHED
SID130328,0.0,False,1.0,True,False,False,True,UNMATCHED,1.0,UNMATCHED
SID130344,1.0,False,0.0,False,False,True,False,UNMATCHED,1.0,UNMATCHED
SID130356,0.0,False,1.0,False,False,False,True,UNMATCHED,1.0,UNMATCHED
