hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence
WS-10681,6.0,0.0,1.0,2.0,2.0,156061907.0,144783015.4,4.0,2.0,0.0,True,0.0,8.0,EXACT
vdr-11889,4.0,0.0,0.0,2.0,1.0,102969766.18,84533603.72,4.0,0.0,0.0,False,0.0,4.0,PROBABLE
VDR-10005,6.0,1.0,1.0,3.0,3.0,144623195.1,124964825.92,4.0,2.0,0.0,True,0.16666666666666666,8.0,EXACT
VDR-10975,4.0,0.0,0.0,1.0,2.0,112960927.66,66421470.0,3.0,2.0,0.0,True,0.0,6.0,EXACT
ws-10569,1.0,1.0,0.0,0.0,1.0,7732838.4,19472056.32,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-12863,6.0,2.0,0.0,5.0,3.0,139828634.22,94263786.28,4.0,2.0,0.0,True,0.3333333333333333,8.0,EXACT
WS-10189,5.0,0.0,0.0,4.0,2.0,145551239.44,112622482.4,4.0,1.0,0.0,True,0.0,6.0,EXACT
VDR-10086,6.0,1.0,0.0,1.0,1.0,158522571.64,172342401.6,6.0,4.0,0.0,True,0.16666666666666666,10.0,EXACT
ws-10187,2.0,0.0,0.0,1.0,1.0,67443796.0,45123913.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS_10050,1.0,0.0,0.0,1.0,0.0,14978329.0,24044822.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_12437,1.0,0.0,0.0,0.0,1.0,39127230.0,46009819.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_12161,1.0,0.0,0.0,1.0,1.0,1929379.84,2663383.04,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-12100,2.0,0.0,0.0,1.0,1.0,50282227.0,44797876.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-12808,1.0,0.0,0.0,1.0,0.0,12724540.0,23519983.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-10130.corp.local,2.0,0.0,0.0,2.0,1.0,25141685.92,43279702.64,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT_12714,2.0,0.0,0.0,0.0,0.0,68220203.86,54022864.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-11974.corp.local,1.0,0.0,0.0,1.0,1.0,36572098.0,22205217.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_10893,2.0,1.0,0.0,1.0,1.0,63203910.0,42328757.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
lpt-10405,1.0,0.0,0.0,1.0,1.0,24819643.22,1279428.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11865.corp.local,4.0,1.0,1.0,2.0,0.0,114968315.44,90328718.28,3.0,0.0,0.0,False,0.25,4.0,PROBABLE
ws-11657,1.0,0.0,0.0,0.0,1.0,24819643.22,29977788.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11255.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
ws-12394,2.0,0.0,0.0,0.0,0.0,85051348.0,27488835.0,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
ws-11089,3.0,0.0,0.0,2.0,1.0,79432874.44,112203488.0,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
LPT-11489,10.0,1.0,1.0,7.0,5.0,222278214.95999998,258745918.0,8.0,4.0,1.0,True,0.1,14.0,EXACT
LPT-12492,2.0,0.0,0.0,0.0,1.0,66839495.22,28055731.4,2.0,2.0,0.0,True,0.0,4.0,EXACT
WS-10063,6.0,2.0,1.0,3.0,1.0,139044405.64,104978091.12,5.0,3.0,0.0,False,0.3333333333333333,9.0,PROBABLE
lpt-10581,1.0,0.0,0.0,0.0,0.0,32076554.24,24051090.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10562,4.0,3.0,1.0,3.0,2.0,97229140.44,73722233.0,4.0,6.0,0.0,False,0.75,10.0,PROBABLE
WS-10809,9.0,3.0,0.0,5.0,5.0,243682123.0,249547869.56,9.0,4.0,0.0,True,0.3333333333333333,13.0,EXACT
LPT-12014,4.0,2.0,0.0,3.0,1.0,93013353.06,100225811.28,3.0,3.0,0.0,True,0.5,7.0,EXACT
ws-11331,2.0,0.0,0.0,1.0,0.0,28328932.18,39143342.08,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-11780.corp.local,1.0,0.0,0.0,0.0,1.0,9343296.0,1803550.72,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10577,4.0,3.0,0.0,3.0,2.0,98184154.44,116938710.0,3.0,5.0,1.0,True,0.75,9.0,EXACT
VDR-10713,4.0,1.0,0.0,2.0,1.0,113956671.03999999,99375922.28,3.0,1.0,0.0,True,0.25,5.0,EXACT
VDR-11449.corp.local,1.0,0.0,0.0,0.0,0.0,1328911.0,48375559.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11218.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,42078197.76,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-10566,7.0,0.0,1.0,3.0,3.0,197846588.9,191764580.28,6.0,0.0,0.0,True,0.0,7.0,EXACT
WS-11713,7.0,2.0,0.0,2.0,6.0,154961407.12,188122965.92000002,7.0,4.0,2.0,True,0.2857142857142857,11.0,EXACT
ws-11444,3.0,1.0,1.0,0.0,1.0,59759785.22,83484239.16,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
vdr-10109,1.0,0.0,0.0,0.0,1.0,10380902.4,1730150.4,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-10430,1.0,0.0,0.0,0.0,0.0,33186674.0,10352977.92,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11886,7.0,1.0,1.0,3.0,4.0,155580445.74,163131725.96,4.0,1.0,0.0,True,0.14285714285714285,8.0,EXACT
LPT-10075.corp.local,1.0,0.0,0.0,0.0,0.0,2168798.0,18724087.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-11134,1.0,0.0,0.0,0.0,0.0,24819643.22,9489612.8,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-12749.corp.local,2.0,0.0,0.0,0.0,0.0,34056944.04,69992081.0,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-10306,12.0,3.0,1.0,7.0,6.0,278316750.42,281357941.28,9.0,2.0,0.0,True,0.25,14.0,EXACT
WS_10878,1.0,1.0,0.0,0.0,0.0,47895087.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-12958,6.0,1.0,0.0,4.0,1.0,162817946.44,136517369.0,4.0,2.0,0.0,True,0.16666666666666666,8.0,EXACT
lpt-11655,1.0,0.0,0.0,1.0,0.0,24819643.22,19672331.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_11630,1.0,0.0,0.0,1.0,0.0,19000197.12,33800114.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11648.corp.local,3.0,1.0,0.0,2.0,2.0,95136872.64,58374503.0,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
WS-10412.corp.local,1.0,1.0,0.0,1.0,1.0,24819643.22,35525058.56,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS-10442,10.0,2.0,2.0,8.0,6.0,260173321.16,228146151.8,9.0,1.0,1.0,True,0.2,11.0,EXACT
VDR-10910.corp.local,1.0,0.0,0.0,1.0,0.0,29611786.24,35467201.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-12436.corp.local,1.0,1.0,0.0,1.0,1.0,30733762.56,2073659.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
LPT-10733,8.0,0.0,1.0,3.0,4.0,169156008.52,141155498.68,6.0,2.0,0.0,True,0.0,10.0,EXACT
LPT-12641,11.0,1.0,2.0,5.0,5.0,217247584.2,313632182.48,8.0,2.0,0.0,True,0.09090909090909091,13.0,EXACT
ws-11987,2.0,0.0,0.0,1.0,1.0,24937667.22,39821124.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
lpt-10186,1.0,0.0,1.0,0.0,0.0,33869004.8,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10662.corp.local,1.0,0.0,1.0,0.0,1.0,46045006.0,9636413.44,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-12062,1.0,1.0,0.0,0.0,0.0,25047720.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_11106,1.0,1.0,0.0,1.0,1.0,45059162.0,25008537.6,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS-12601.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10765,4.0,1.0,0.0,1.0,2.0,100673633.66,84258941.88,4.0,3.0,0.0,True,0.25,7.0,EXACT
WS-12977,5.0,0.0,0.0,2.0,1.0,120389666.66,121887659.08,4.0,4.0,0.0,True,0.0,9.0,EXACT
VDR-12875,8.0,2.0,0.0,5.0,6.0,159674249.16,212398416.56,5.0,2.0,0.0,False,0.25,10.0,PROBABLE
VDR_11081,1.0,0.0,0.0,1.0,0.0,20279459.84,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11798,4.0,2.0,0.0,2.0,1.0,90952415.22,124840827.64,4.0,4.0,2.0,True,0.5,8.0,EXACT
LPT-12315.corp.local,1.0,1.0,0.0,0.0,1.0,5656739.84,3014815.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE
LPT-11626.corp.local,1.0,0.0,0.0,0.0,0.0,30039311.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12297,6.0,1.0,0.0,4.0,1.0,197428071.45999998,164731938.0,4.0,2.0,0.0,True,0.16666666666666666,8.0,EXACT
VDR-10255.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,7555186.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12767.corp.local,1.0,0.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT_11304,1.0,0.0,0.0,0.0,1.0,13149143.04,28873960.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10898,1.0,0.0,0.0,0.0,1.0,24819643.22,39594117.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11897.corp.local,2.0,0.0,0.0,1.0,2.0,73531786.22,47169228.32,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
vdr-11236,1.0,0.0,0.0,1.0,0.0,42858304.0,6127482.88,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11839.corp.local,1.0,0.0,1.0,0.0,0.0,24819643.22,7141414.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-10102,2.0,2.0,1.0,1.0,2.0,78173830.4,59308652.0,2.0,0.0,0.0,False,1.0,2.0,PROBABLE
lpt-12772,1.0,0.0,0.0,1.0,1.0,35263335.0,12866192.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11281.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,37126724.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-10675,1.0,0.0,0.0,0.0,1.0,22869442.56,1591101.44,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10116,6.0,1.0,1.0,3.0,5.0,137735070.22,141903236.24,4.0,5.0,0.0,True,0.16666666666666666,11.0,EXACT
LPT_11346,3.0,0.0,1.0,0.0,2.0,70325720.22,103927429.12,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
VDR-11591,6.0,1.0,1.0,2.0,3.0,190231625.96,145795511.24,5.0,0.0,0.0,False,0.16666666666666666,6.0,PROBABLE
LPT-12416,7.0,2.0,0.0,2.0,2.0,188790232.66,230157778.64,6.0,3.0,0.0,False,0.2857142857142857,10.0,PROBABLE
vdr-10193,1.0,1.0,0.0,1.0,0.0,42768287.0,40561624.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_11517,1.0,0.0,0.0,0.0,0.0,24819643.22,1916518.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11168.corp.local,1.0,1.0,0.0,1.0,0.0,20049326.08,48781581.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_12830,1.0,0.0,0.0,0.0,1.0,10944223.0,44231879.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11124.corp.local,4.0,0.0,0.0,1.0,3.0,61439208.22,85118862.28,4.0,0.0,0.0,False,0.0,4.0,PROBABLE
VDR_10611,1.0,0.0,0.0,0.0,0.0,44873461.76,9434674.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11498,8.0,1.0,1.0,3.0,5.0,222382238.42,247439162.84,7.0,4.0,0.0,True,0.125,12.0,EXACT
ws-10032,1.0,1.0,0.0,0.0,1.0,45463084.0,43080906.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS-12397,8.0,2.0,2.0,4.0,5.0,229377321.7,244043551.2,7.0,1.0,0.0,True,0.25,9.0,EXACT
VDR-10153,8.0,4.0,1.0,6.0,2.0,194784632.56,245671780.28,8.0,4.0,0.0,False,0.5,12.0,PROBABLE
WS-11535.corp.local,1.0,0.0,0.0,0.0,1.0,29894617.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-10757.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
VDR_11665,2.0,0.0,0.0,0.0,1.0,89732340.0,47474051.0,1.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-11625,2.0,0.0,0.0,1.0,1.0,23970447.36,70385404.64,2.0,0.0,0.0,True,0.0,2.0,EXACT
LPT_12649,1.0,0.0,0.0,1.0,0.0,27934064.64,37476683.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12878,7.0,3.0,0.0,5.0,2.0,118436381.53999999,168461707.76,5.0,4.0,1.0,True,0.42857142857142855,11.0,EXACT
WS-11670,6.0,1.0,0.0,2.0,4.0,143351219.22,125630669.08,6.0,2.0,0.0,False,0.16666666666666666,8.0,PROBABLE
LPT-10957,8.0,2.0,2.0,5.0,4.0,215308764.66,141322513.92000002,7.0,0.0,0.0,True,0.25,8.0,EXACT
ws-11296,1.0,0.0,0.0,0.0,1.0,47702308.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12083.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,22145822.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_12255,2.0,0.0,0.0,2.0,0.0,38457881.22,39824916.480000004,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-12318,5.0,1.0,1.0,3.0,1.0,134391729.22,160987251.0,5.0,3.0,0.0,True,0.2,8.0,EXACT
WS-12067,9.0,2.0,1.0,3.0,2.0,209811364.64,161759417.24,7.0,6.0,0.0,True,0.2222222222222222,15.0,EXACT
vdr-10710,1.0,1.0,0.0,0.0,0.0,24707164.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-11013,7.0,0.0,1.0,2.0,2.0,223873420.51999998,152504855.28,6.0,1.0,0.0,True,0.0,8.0,EXACT
VDR-11445,7.0,3.0,1.0,3.0,4.0,198337145.38,149678004.84,4.0,3.0,0.0,True,0.42857142857142855,10.0,EXACT
VDR-10838,8.0,2.0,0.0,3.0,0.0,158669658.46,220158756.96,8.0,4.0,1.0,True,0.25,12.0,EXACT
WS_12661,1.0,1.0,0.0,0.0,0.0,24819643.22,24469923.84,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
LPT-12089,10.0,2.0,0.0,6.0,6.0,272398329.44,244498427.0,8.0,2.0,1.0,True,0.2,12.0,EXACT
LPT-12778,5.0,1.0,1.0,1.0,3.0,74906811.02,122294057.64,5.0,1.0,0.0,True,0.2,6.0,EXACT
VDR-10466.corp.local,1.0,0.0,0.0,1.0,1.0,543633.0,1027604.48,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-10175.corp.local,1.0,0.0,0.0,0.0,0.0,24819643.22,17110073.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11622,1.0,0.0,0.0,1.0,0.0,26427892.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-10898,10.0,1.0,0.0,4.0,6.0,307442972.38,286154506.76,9.0,4.0,0.0,True,0.1,14.0,EXACT
VDR-12994,4.0,1.0,0.0,2.0,2.0,90288782.22,130360308.03999999,3.0,2.0,0.0,True,0.25,6.0,EXACT
LPT-12622,8.0,2.0,0.0,4.0,3.0,236146329.44,206441659.2,8.0,2.0,0.0,False,0.25,10.0,PROBABLE
vdr-11559,2.0,1.0,0.0,0.0,2.0,55103860.22,68850175.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
LPT_12985,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_11019,1.0,1.0,0.0,0.0,1.0,24819643.22,12402971.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS_11688,1.0,0.0,0.0,0.0,0.0,29951180.0,16968086.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11448.corp.local,2.0,1.0,0.0,0.0,2.0,34664205.4,50228998.480000004,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
lpt-10989,1.0,0.0,0.0,0.0,0.0,24819643.22,39067884.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-12074.corp.local,2.0,0.0,0.0,2.0,1.0,72619404.22,39948481.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12697.corp.local,1.0,0.0,0.0,1.0,0.0,36426024.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10985,1.0,0.0,0.0,0.0,1.0,47976428.0,7361003.52,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-11020,1.0,0.0,0.0,0.0,1.0,31229050.88,4833554.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11706.corp.local,2.0,1.0,0.0,1.0,0.0,89874991.08,60205369.4,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-12875.corp.local,2.0,0.0,0.0,0.0,1.0,69159820.0,65240766.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-10708.corp.local,3.0,1.0,0.0,0.0,1.0,34148666.04,48867334.64,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
lpt-10463,4.0,0.0,0.0,2.0,1.0,108335265.76,27459394.52,2.0,0.0,0.0,False,0.0,4.0,PROBABLE
WS-12682.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
LPT_12507,1.0,0.0,0.0,1.0,0.0,39315312.0,35135336.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT_11452,1.0,0.0,0.0,1.0,0.0,10315218.0,46459391.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-11653.corp.local,2.0,1.0,0.0,1.0,2.0,37209698.28,46850472.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
LPT-12402,8.0,3.0,0.0,4.0,4.0,184645495.44,275975358.32,8.0,2.0,0.0,True,0.375,10.0,EXACT
lpt-12584,2.0,2.0,1.0,2.0,0.0,47382322.0,49052385.28,2.0,0.0,0.0,False,1.0,2.0,PROBABLE
VDR-10906.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
LPT-11577.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
VDR-10466,8.0,2.0,0.0,3.0,6.0,127845710.22,145910822.04,7.0,1.0,0.0,True,0.25,9.0,EXACT
vdr-10179,1.0,0.0,0.0,0.0,1.0,41316360.0,42799033.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12831.corp.local,2.0,1.0,0.0,0.0,1.0,70987978.0,57502857.0,1.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-11493.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
ws-10376,1.0,0.0,0.0,0.0,0.0,15091824.64,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-11979,1.0,0.0,0.0,0.0,1.0,35200696.32,45014609.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11598,1.0,0.0,0.0,0.0,1.0,20915969.0,35898234.88,1.0,4.0,0.0,True,0.0,5.0,EXACT
VDR_10780,1.0,0.0,0.0,1.0,0.0,41780747.0,224204.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-12268.corp.local,2.0,0.0,0.0,1.0,1.0,32834951.64,65832922.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-11161,10.0,1.0,1.0,4.0,4.0,246126647.32,236261836.24,8.0,1.0,0.0,True,0.1,11.0,EXACT
VDR_10907,1.0,0.0,1.0,0.0,0.0,29628931.0,47674024.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-12295,4.0,1.0,0.0,2.0,3.0,72019378.96,92299349.08,3.0,2.0,0.0,True,0.25,6.0,EXACT
LPT-12292.corp.local,1.0,1.0,0.0,1.0,1.0,33947833.0,21815662.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-11591.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT
WS-10878.corp.local,1.0,0.0,0.0,1.0,0.0,45036339.2,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR_12140,1.0,0.0,0.0,0.0,1.0,18776018.0,9655687.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT-11655,10.0,3.0,1.0,6.0,3.0,275263207.96,245400555.76,8.0,3.0,0.0,True,0.3,13.0,EXACT
LPT-12786.corp.local,2.0,0.0,0.0,0.0,1.0,68750605.14,47153750.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12099,6.0,0.0,0.0,3.0,3.0,176723082.52,192341531.64,5.0,4.0,0.0,True,0.0,10.0,EXACT
WS-10442.corp.local,3.0,1.0,0.0,2.0,2.0,75652103.44,69483074.0,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE
VDR-12966,1.0,0.0,0.0,0.0,0.0,24819643.22,3925634.0,1.0,4.0,0.0,True,0.0,5.0,EXACT
VDR-10907,5.0,2.0,1.0,4.0,4.0,156966129.0,129609056.92,4.0,3.0,0.0,False,0.4,8.0,PROBABLE
lpt-11181,3.0,2.0,0.0,2.0,3.0,82718171.12,105317070.0,1.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE
LPT_12008,2.0,0.0,0.0,2.0,1.0,50510401.68,56152023.04,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
WS-12744,2.0,0.0,0.0,2.0,2.0,29762919.0,49817831.0,1.0,4.0,0.0,True,0.0,6.0,EXACT
LPT-11834.corp.local,1.0,0.0,0.0,1.0,1.0,10515084.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
VDR-12129.corp.local,1.0,0.0,0.0,1.0,1.0,32214526.0,1415577.6,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-12986,2.0,1.0,0.0,0.0,1.0,56226927.36,49052385.28,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
VDR-12821,5.0,1.0,1.0,1.0,2.0,180115396.07999998,90887113.36,4.0,5.0,1.0,True,0.2,10.0,EXACT
LPT-12685.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
LPT_12470,3.0,0.0,0.0,3.0,1.0,64180559.0,92284394.0,1.0,0.0,0.0,False,0.0,3.0,PROBABLE
VDR-10756,12.0,4.0,0.0,6.0,6.0,339124256.26,302350516.24,11.0,5.0,1.0,True,0.3333333333333333,17.0,EXACT
WS_10726,1.0,1.0,0.0,0.0,0.0,7941159.0,39620344.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
vdr-10622,2.0,1.0,1.0,1.0,0.0,29040953.22,67242225.28,2.0,0.0,0.0,False,0.5,2.0,PROBABLE
WS_12274,2.0,0.0,0.0,2.0,0.0,57844402.22,76180675.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12389.corp.local,1.0,1.0,0.0,1.0,0.0,11429478.4,40760223.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE
VDR-10790,6.0,2.0,1.0,1.0,3.0,105238997.38,99892012.64,5.0,3.0,0.0,False,0.3333333333333333,9.0,PROBABLE
lpt-12354,2.0,0.0,1.0,0.0,0.0,61311497.22,44686218.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12690,4.0,1.0,1.0,3.0,3.0,102077646.44,151766832.76,3.0,1.0,0.0,True,0.25,5.0,EXACT
WS_10412,1.0,0.0,0.0,1.0,1.0,45055586.0,35551937.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
vdr-12087,1.0,0.0,0.0,1.0,1.0,48811212.8,42462954.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE
lpt-10217,2.0,0.0,0.0,1.0,1.0,34518114.0,60768604.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
VDR-12362,3.0,0.0,0.0,2.0,1.0,107173864.0,78255034.64,3.0,0.0,0.0,True,0.0,3.0,EXACT
lpt-10130,2.0,0.0,0.0,1.0,1.0,52344763.22,46914374.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
lpt-12147,2.0,0.0,0.0,0.0,0.0,72383753.0,7358732.12,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12382,6.0,1.0,0.0,5.0,3.0,85509445.36,155366749.56,6.0,1.0,0.0,True,0.16666666666666666,7.0,EXACT
VDR-10867.corp.local,1.0,0.0,0.0,0.0,0.0,871896.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS_11538,3.0,0.0,1.0,2.0,2.0,97207454.44,65068340.64,3.0,0.0,0.0,False,0.0,3.0,PROBABLE
WS-10933,7.0,2.0,1.0,5.0,3.0,195445722.66,200492256.68,6.0,2.0,0.0,True,0.2857142857142857,9.0,EXACT
ws-12623,2.0,0.0,0.0,2.0,1.0,49639286.44,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE
LPT-12651.corp.local,1.0,0.0,0.0,0.0,0.0,19429027.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11467,7.0,1.0,0.0,1.0,2.0,145828731.14,161612478.92000002,5.0,2.0,1.0,True,0.14285714285714285,9.0,EXACT
WS_11261,1.0,0.0,0.0,0.0,1.0,26535971.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
ws-11384,1.0,1.0,0.0,1.0,1.0,24819643.22,42312857.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE
WS-10181.corp.local,1.0,0.0,0.0,0.0,0.0,24977797.0,8441640.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE
WS-11734,6.0,2.0,0.0,2.0,3.0,121819410.44,195535990.48000002,6.0,0.0,0.0,False,0.3333333333333333,6.0,PROBABLE
