user_id,username,department,status,hostname,authentication_event_count,failed_login_count,successful_login_count,mfa_failure_count,unique_source_ip_count,session_count,unknown_evidence_count,off_hours_activity_count,endpoint_alert_count,critical_endpoint_alert_count,high_endpoint_alert_count,medium_endpoint_alert_count,low_endpoint_alert_count,unique_host_count,authentication_failure_rate,mfa_failure_rate,evidence_count,valid_evidence_count,feature_confidence,department_failed_login_percentile
EMP11244,qasim.bahl54,Human Resources,Active,LPT-11244,5.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,6.0,4.0,EXACT,32.76923076923077
EMP11289,alka.mody73,Brand,Active,WS-11289,8.0,4.0,4.0,0.0,3.0,5.0,6.0,6.0,5.0,0.0,1.0,1.0,3.0,1.0,0.5,0.0,13.0,7.0,EXACT,92.5925925925926
EMP10864,nidra.bora32,Operations,Active,VDR-10864,4.0,1.0,3.0,0.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,5.0,2.0,EXACT,29.510703363914377
EMP10415,hredhaan.dave8,Customer Support,Active,WS-10415,4.0,1.0,3.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,5.0,1.0,EXACT,37.7906976744186
EMP11742,zansi.sha95,Sales,Active,LPT-11742,11.0,3.0,6.0,0.0,3.0,7.0,8.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.2727272727272727,0.0,13.0,5.0,EXACT,81.64983164983165
EMP11713,gabriel_pal27,R&D,Active,WS-11713,5.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,0.6,0.0,9.0,7.0,EXACT,80.29045643153528
EMP11691,warjas.bedi21,Marketing,Active,LPT-11691.,7.0,2.0,3.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2857142857142857,0.0,8.0,3.0,EXACT,62.10762331838565
EMP10199,nathan.sampath88,Operations,Active,LPT-10199,5.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,6.0,4.0,EXACT,29.510703363914377
EMP10283,eshana.sahni88,Brand,Active,VDR-10283,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,EXACT,4.62962962962963
EMP10231,gopal.prabhakar93,Marketing,Active,VDR-10231,5.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,0.4,0.0,8.0,5.0,EXACT,62.10762331838565
EMP10718,anamika.radhakrishnan8,Procurement,Active,VDR-10718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,EXACT,9.574468085106384
EMP12947,yash.sur34,Human Resources,Active,LPT-12947,8.0,2.0,5.0,0.0,5.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.25,0.0,11.0,7.0,EXACT,61.38461538461538
EMP10096,Unknown,Marketing,Active,VDR-10096,7.0,3.0,4.0,0.0,1.0,4.0,6.0,2.0,7.0,0.0,4.0,1.0,2.0,1.0,0.42857142857142855,0.0,14.0,8.0,EXACT,80.04484304932735
EMP12826,david.sha41,Legal,Active,LPT-12826,3.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,7.0,EXACT,7.575757575757576
EMP12648,theodore.ratti88,Customer Support,Active,LPT-12648,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.6666666666666666,0.0,6.0,6.0,EXACT,66.27906976744185
EMP11474,ishwar.sha2,Operations,Active,Unknown,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,EXACT,6.269113149847094
EMP10881,umang.datta23,Sales,Active,LPT-10881,7.0,1.0,6.0,0.0,4.0,6.0,4.0,5.0,4.0,0.0,0.0,1.0,3.0,1.0,0.14285714285714285,0.0,11.0,7.0,EXACT,31.818181818181817
EMP11419,daksha.sabharwal88,Human Resources,Active,VDR-11419,5.0,2.0,2.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,6.0,6.0,EXACT,61.38461538461538
EMP12542,karan.bala49,Sales,Active,LPT-12542,10.0,4.0,5.0,0.0,8.0,3.0,3.0,6.0,3.0,0.0,2.0,0.0,1.0,1.0,0.4,0.0,13.0,10.0,EXACT,93.43434343434343
EMP12949,chandresh.samra52,R&D,Active,VDR-12949,6.0,1.0,4.0,0.0,3.0,5.0,4.0,3.0,5.0,0.0,2.0,3.0,0.0,1.0,0.16666666666666666,0.0,11.0,7.0,EXACT,30.49792531120332
EMP12666,harish.sampath8,Finance,Active,WS-12666,5.0,1.0,4.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.2,0.0,8.0,4.0,EXACT,36.75496688741722
EMP12254,harini.ram37,Procurement,Active,VDR-12254,61.0,14.0,42.0,0.0,29.0,36.0,37.0,23.0,2.0,0.0,0.0,2.0,0.0,1.0,0.22950819672131148,0.0,63.0,26.0,EXACT,96.17021276595744
EMP11462,tejas.dugar38,Operations,Active,WS-11462,8.0,2.0,6.0,0.0,3.0,6.0,5.0,5.0,6.0,1.0,3.0,1.0,1.0,1.0,0.25,0.0,14.0,9.0,EXACT,60.24464831804281
EMP10104,leena.kalla70,Legal,Active,LPT-10104,4.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,6.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,10.0,7.0,EXACT,7.575757575757576
EMP12298,siya.bhandari78,Compliance,Disabled,LPT-12298,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.6666666666666666,0.0,6.0,4.0,EXACT,67.64705882352942
EMP12872,divya.chakrabarti94,R&D,Active,WS-12872,4.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,EXACT,7.468879668049793
EMP11725,advik.wagle63,R&D,Disabled,WS-11725.,8.0,4.0,4.0,0.0,3.0,3.0,6.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.5,0.0,11.0,5.0,EXACT,92.5311203319502
EMP12609,gagan.sankar65,Compliance,Active,LPT-12609.,10.0,3.0,7.0,0.0,7.0,6.0,3.0,6.0,3.0,1.0,0.0,2.0,0.0,1.0,0.3,0.0,13.0,10.0,EXACT,89.2156862745098
EMP11102,nidra.sengupta76,Operations,Active,VDR-11102,3.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,4.0,3.0,EXACT,29.510703363914377
EMP12820,chandran.ganesan24,Legal,Active,VDR-12820,8.0,3.0,4.0,0.0,2.0,6.0,6.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.375,0.0,11.0,5.0,EXACT,79.43722943722943
EMP10807,vidhi.kuruvilla75,IT Support,On Leave,VDR-10807,8.0,2.0,6.0,0.0,4.0,4.0,5.0,1.0,5.0,1.0,0.0,1.0,3.0,1.0,0.25,0.0,13.0,8.0,EXACT,69.82758620689656
EMP10226,watika_muni41,Legal,Active,VDR-10226,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,EXACT,7.575757575757576
EMP10840,azad.hora31,Human Resources,Blocked,LPT-10840,4.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,5.0,2.0,EXACT,82.46153846153847
EMP12369,chaaya.cherian34,IT,Active,VDR-12369,9.0,4.0,5.0,0.0,4.0,6.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.4444444444444444,0.0,11.0,6.0,EXACT,89.35742971887551
EMP11621,wriddhish.chaudhari31,R&D,Active,WS-11621,9.0,3.0,5.0,0.0,5.0,6.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,11.0,7.0,EXACT,80.29045643153528
EMP12639,chakrika.shankar97,R&D,Active,LPT-12639.,13.0,4.0,6.0,0.0,7.0,8.0,7.0,7.0,3.0,1.0,1.0,1.0,0.0,1.0,0.3076923076923077,0.0,16.0,9.0,EXACT,92.5311203319502
EMP12528,Unknown,R&D,On Leave,LPT-12528.,4.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,5.0,3.0,EXACT,30.49792531120332
EMP11093,chaaya.gokhale74,Procurement,Disabled,VDR-11093,5.0,2.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,0.0,EXACT,58.723404255319146
EMP12897,sarthak.kohli12,Operations,Active,VDR-12897,5.0,3.0,2.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.6,0.0,8.0,6.0,EXACT,81.65137614678899
EMP12783,nitesh.naik20,Marketing,Active,LPT-12783.,3.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,6.0,3.0,EXACT,36.32286995515695
EMP11763,rachita.baria48,Customer Support,Active,LPT-11763,70.0,17.0,42.0,0.0,38.0,40.0,38.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0,0.24285714285714285,0.0,71.0,33.0,EXACT,99.4186046511628
EMP12510,mohammed.modi93,Compliance,Active,LPT-12510,4.0,0.0,4.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,EXACT,11.76470588235294
EMP10979,alka.sastry70,Finance,Active,WS-10979,8.0,2.0,6.0,0.0,5.0,7.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,9.0,6.0,EXACT,63.90728476821192
EMP11953,mitali.bains90,IT,Active,WS-11953,5.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,8.0,5.0,EXACT,63.05220883534136
EMP10464,kalpit.mane85,Operations,Active,LPT-10464,7.0,4.0,3.0,0.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.0,9.0,4.0,EXACT,93.27217125382263
EMP11940,jairaj.jayaraman47,Brand,Active,VDR-11940,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,5.0,3.0,EXACT,18.51851851851852
EMP12595,tara.thakur66,Legal,Terminated,WS-12595,4.0,2.0,2.0,0.0,4.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,0.0,8.0,8.0,EXACT,58.44155844155844
EMP10927,ekta.batra25,Operations,Disabled,LPT-10927,4.0,1.0,2.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,7.0,3.0,EXACT,29.510703363914377
EMP11359,gaurika.patla96,Human Resources,Active,LPT-11359,71.0,18.0,42.0,0.0,32.0,42.0,41.0,46.0,3.0,0.0,0.0,1.0,2.0,1.0,0.2535211267605634,0.0,74.0,33.0,EXACT,98.15384615384616
EMP11216,kamya_pandya54,Sales,Active,WS-11216,5.0,1.0,4.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.0,4.0,EXACT,31.818181818181817
EMP11032,hiral.kibe29,Human Resources,Active,VDR-11032,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,EXACT,32.76923076923077
EMP12567,sara.borah1,IT,Active,Unknown,66.0,25.0,32.0,0.0,32.0,32.0,36.0,33.0,3.0,0.0,0.0,1.0,2.0,1.0,0.3787878787878788,0.0,69.0,33.0,EXACT,99.59839357429718
EMP11936,darsh.mishra10,Finance,Active,WS-11936,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,EXACT,10.76158940397351
EMP10212,advaith.agate35,R&D,Active,LPT-10212,6.0,3.0,2.0,0.0,6.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.5,0.0,10.0,10.0,EXACT,80.29045643153528
EMP10012,netra.vasa52,Operations,Active,VDR-10012,7.0,1.0,5.0,0.0,3.0,6.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.0,11.0,7.0,EXACT,29.510703363914377
EMP12990,vyanjana.prabhu25,Procurement,Terminated,LPT-12990,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,8.0,7.0,EXACT,32.340425531914896
EMP10422,yuvraj.bahl40,Brand,Active,WS-10422,4.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.25,0.0,7.0,4.0,EXACT,18.51851851851852
EMP12436,om.bawa8,IT,Active,VDR-12436,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,EXACT,8.23293172690763
EMP12366,oscar.lad97,Brand,Active,LPT-12366.,9.0,2.0,7.0,0.0,6.0,6.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.0,11.0,8.0,EXACT,45.370370370370374
EMP11749,hamsini.lala64,Operations,Terminated,WS-11749,5.0,2.0,3.0,0.0,5.0,3.0,1.0,3.0,6.0,0.0,2.0,3.0,1.0,1.0,0.4,0.0,11.0,10.0,EXACT,60.24464831804281
EMP11391,gunbir.dubey35,Human Resources,Disabled,WS-11391,6.0,1.0,4.0,0.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.16666666666666666,0.0,9.0,5.0,EXACT,32.76923076923077
EMP12721,advika.pai76,Procurement,Disabled,LPT-12721,4.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.25,0.0,6.0,5.0,EXACT,32.340425531914896
EMP11745,yuvraj.mani31,Legal,Active,LPT-11745,9.0,3.0,5.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,10.0,5.0,EXACT,79.43722943722943
EMP10741,libni.bhatnagar11,IT,Active,LPT-10741,4.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,0.25,0.0,9.0,6.0,EXACT,34.33734939759036
EMP11626,charita_hari90,IT Support,Terminated,LPT-11626.,12.0,6.0,5.0,0.0,9.0,5.0,4.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,14.0,10.0,EXACT,93.10344827586206
EMP12358,peter.bumb56,R&D,Active,VDR-12358,9.0,0.0,5.0,0.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,13.0,9.0,EXACT,7.468879668049793
EMP10509,ishanvi.dugar70,R&D,Terminated,WS-10509,6.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,8.0,7.0,EXACT,80.29045643153528
EMP10644,janani.rajagopalan6,Call Center,Active,VDR-10644,51.0,23.0,22.0,0.0,28.0,27.0,28.0,19.0,3.0,0.0,0.0,3.0,0.0,1.0,0.45098039215686275,0.0,54.0,26.0,EXACT,98.07692307692307
EMP10597,gaurangi.chaudry25,Human Resources,Active,VDR-10597,5.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,7.0,1.0,1.0,2.0,3.0,1.0,0.2,0.0,12.0,9.0,EXACT,32.76923076923077
EMP11005,xalak.gill58,Call Center,Terminated,LPT-11005,60.0,22.0,30.0,0.0,27.0,31.0,37.0,26.0,4.0,0.0,1.0,1.0,2.0,1.0,0.36666666666666664,0.0,64.0,27.0,EXACT,96.15384615384616
EMP12015,warhi.sarraf16,R&D,Terminated,LPT-12015,4.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.5,0.0,8.0,7.0,EXACT,58.921161825726145
EMP11237,meera.srinivasan63,Legal,Disabled,VDR-11237,4.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,5.0,4.0,EXACT,79.43722943722943
EMP12725,gunbir.viswanathan52,Support,Terminated,VDR-12725,6.0,3.0,3.0,0.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,8.0,3.0,EXACT,80.46875
EMP10518,liam.ahluwalia43,Human Resources,Active,WS-10518,6.0,1.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,7.0,4.0,EXACT,32.76923076923077
EMP12240,ucchal.choudhary33,Marketing,Active,LPT-12240,4.0,0.0,4.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,EXACT,10.31390134529148
EMP10573,alexander.bumb98,Finance,Active,WS-10573,4.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,EXACT,10.76158940397351
EMP11073,rachit.shanker56,IT Support,Active,WS-11073,65.0,17.0,39.0,0.0,35.0,43.0,33.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26153846153846155,0.0,66.0,33.0,EXACT,96.55172413793103
EMP12808,zinal_karnik88,Finance,Active,WS-12808,6.0,2.0,3.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.3333333333333333,0.0,8.0,3.0,EXACT,63.90728476821192
EMP12063,urvi.kala69,Finance,Active,VDR-12063,6.0,1.0,5.0,0.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,6.0,1.0,EXACT,36.75496688741722
EMP11316,dalaja.sankar21,Brand,Blocked,VDR-11316,6.0,1.0,4.0,0.0,3.0,3.0,3.0,5.0,4.0,0.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.0,10.0,7.0,EXACT,18.51851851851852
EMP11220,pranit.chadha56,Sales,Active,LPT-11220,5.0,2.0,2.0,0.0,2.0,3.0,3.0,4.0,5.0,3.0,0.0,1.0,1.0,1.0,0.4,0.0,10.0,7.0,EXACT,59.764309764309765
EMP11613,kevin.ahuja64,Human Resources,Active,WS-11613,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.6666666666666666,0.0,6.0,3.0,EXACT,61.38461538461538
EMP10123,raksha.verma87,Marketing,Active,VDR-10123.,10.0,5.0,4.0,0.0,4.0,5.0,6.0,7.0,2.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,12.0,6.0,EXACT,96.63677130044843
EMP11251,amrita.balakrishnan89,Procurement,Terminated,VDR-11251.,4.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,5.0,3.0,EXACT,58.723404255319146
EMP10220,Unknown,IT,Active,WS-10220,4.0,1.0,3.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4.0,0.0,EXACT,34.33734939759036
EMP12994,zansi.dhar14,Finance,Active,VDR-12994,5.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.6,0.0,7.0,4.0,EXACT,83.44370860927152
EMP10358,anirudh.kapoor37,Marketing,Active,VDR-10358,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,4.0,2.0,EXACT,62.10762331838565
EMP12218,lakshmi.nigam78,Finance,Disabled,VDR-12218,6.0,1.0,5.0,0.0,3.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,0.16666666666666666,0.0,11.0,7.0,EXACT,36.75496688741722
EMP12123,chavvi.naidu26,R&D,Disabled,VDR-12123,9.0,3.0,6.0,0.0,3.0,6.0,8.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.3333333333333333,0.0,13.0,5.0,EXACT,80.29045643153528
EMP12295,damini.prabhakar11,Procurement,Active,WS-12295,7.0,1.0,3.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,0.14285714285714285,0.0,9.0,5.0,EXACT,32.340425531914896
EMP10259,hemal.palla8,Finance,Active,LPT-10259,4.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,6.0,4.0,EXACT,63.90728476821192
EMP12855,yahvi.sinha85,Operations,Active,WS-12855,7.0,1.0,5.0,0.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.0,10.0,5.0,EXACT,29.510703363914377
EMP12830,jairaj.ben13,Operations,Active,WS-12830,7.0,3.0,4.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.42857142857142855,0.0,9.0,4.0,EXACT,81.65137614678899
EMP12465,thomas.majumdar70,Marketing,Active,VDR-12465,8.0,5.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.625,0.0,10.0,6.0,EXACT,96.63677130044843
EMP12906,aishani.dayal71,Sales,Active,VDR-12906,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,EXACT,9.090909090909092
EMP11675,jatin.narasimhan80,Human Resources,Active,VDR-11675,5.0,1.0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.2,0.0,7.0,5.0,EXACT,32.76923076923077
EMP12480,harita.dutta68,IT Support,Active,Unknown,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,4.0,4.0,EXACT,37.93103448275862
EMP11845,rajeshri.shetty52,Legal,Active,WS-11845,4.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.25,0.0,8.0,5.0,EXACT,30.08658008658009
EMP11536,lila.rege10,Finance,Blocked,WS-11536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,EXACT,10.76158940397351
EMP12857,edhitha.loyal90,Procurement,Active,VDR-12857,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,EXACT,9.574468085106384
EMP12397,manan.jayaraman61,R&D,Active,WS-12397,8.0,3.0,5.0,0.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.375,0.0,9.0,4.0,EXACT,80.29045643153528
EMP10456,daksh.kari74,Supply Chain,Active,WS-10456,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,4.0,2.0,EXACT,30.327868852459016
EMP10462,damyanti.barad71,IT,Active,VDR-10462,8.0,5.0,3.0,0.0,3.0,5.0,6.0,3.0,5.0,0.0,0.0,3.0,2.0,1.0,0.625,0.0,13.0,7.0,EXACT,95.78313253012048
EMP12292,keya.johal9,Procurement,Active,LPT-12292,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,EXACT,9.574468085106384
EMP11788,yadavi.kaur93,Marketing,Active,LPT-11788,4.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,8.0,5.0,EXACT,62.10762331838565
EMP11767,harita.kakar82,Support,Disabled,VDR-11767,3.0,0.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,EXACT,9.375
EMP10381,tanveer.sankar50,Operations,Active,LPT-10381,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,EXACT,29.510703363914377
EMP11444,nitesh.dugar65,Human Resources,Active,WS-11444,4.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,8.0,7.0,EXACT,32.76923076923077
EMP11187,aarav_chakraborty53,Call Center,Active,LPT-11187,7.0,1.0,5.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,7.0,3.0,EXACT,36.53846153846153
EMP12607,alka.ranganathan93,Finance,Active,Unknown,7.0,2.0,4.0,0.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.2857142857142857,0.0,10.0,6.0,EXACT,63.90728476821192
EMP12357,vasana.singhal7,IT,Active,VDR-12357,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,EXACT,8.23293172690763
EMP11842,harita.parekh10,Procurement,Active,LPT-11842,3.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,EXACT,9.574468085106384
EMP11554,charles.shah45,Sales,On Leave,LPT-11554,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.6666666666666666,0.0,6.0,3.0,EXACT,59.764309764309765
EMP10059,warjas.sachar28,Human Resources,Active,WS-10059,4.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.25,0.0,6.0,2.0,EXACT,32.76923076923077
EMP11608,ati.chana43,Sales,Active,VDR-11608,7.0,2.0,5.0,0.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,7.0,3.0,EXACT,59.764309764309765
EMP12638,rachana.tank4,R&D,Active,VDR-12638,5.0,1.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.2,0.0,7.0,5.0,EXACT,30.49792531120332
EMP11364,vrinda.ratta87,R&D,Active,WS-11364,7.0,2.0,4.0,0.0,6.0,6.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.2857142857142857,0.0,9.0,7.0,EXACT,58.921161825726145
EMP11505,caleb.khurana94,Human Resources,Active,WS-11505,11.0,3.0,7.0,0.0,4.0,8.0,7.0,5.0,3.0,0.0,2.0,1.0,0.0,1.0,0.2727272727272727,0.0,14.0,7.0,EXACT,82.46153846153847
