user_id,username,assigned_cluster,cluster_label,drift_distance,drift_score,drift_confidence,drift_category,cluster_changed
EMP11995,dhriti.sami98,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.9741,44.61,0.7708,MODERATE_DRIFT,False
EMP10340,prisha.venkataraman28,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.7835,26.75,0.8486,MODERATE_DRIFT,False
EMP11134,ganga.yogi55,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2022,18.03,0.8927,STABLE,False
EMP12364,ria.yadav87,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.4162,21.24,0.8759,MODERATE_DRIFT,False
EMP10748,faqid.kuruvilla95,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,3.5133,52.7,0.74,HIGH_DRIFT,False
EMP12936,orinder.karpe99,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6808,25.21,0.8561,MODERATE_DRIFT,False
EMP10662,watika.sant81,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.7529,41.29,0.7841,MODERATE_DRIFT,False
EMP10480,kamya.taneja57,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.5695,8.54,0.9461,STABLE,False
EMP10803,aarna.menon15,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2653,33.98,0.8153,MODERATE_DRIFT,False
EMP12204,upasna_batra71,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6671,25.01,0.8571,MODERATE_DRIFT,False
EMP10998,lopa.sarin4,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.3857,35.79,0.8074,MODERATE_DRIFT,False
EMP11431,diya.dutt12,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.1523,32.28,0.8229,MODERATE_DRIFT,False
EMP12509,zarna.pall69,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.8691,13.04,0.92,STABLE,False
EMP10549,inaya.garg98,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,3.1477,47.22,0.7606,MODERATE_DRIFT,False
EMP11210,warda.bora45,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.8735,43.1,0.7768,MODERATE_DRIFT,False
EMP10783,bahadurjit.ramaswamy51,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.3408,35.11,0.8103,MODERATE_DRIFT,False
EMP12791,rehaan.kothari61,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.4522,36.78,0.8031,MODERATE_DRIFT,False
EMP12007,rajata.sem34,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.9809,29.71,0.8347,MODERATE_DRIFT,False
EMP10742,bhanumati.tella99,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.9199,28.8,0.8389,MODERATE_DRIFT,False
EMP12488,jhalak.ben53,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.8438,12.66,0.9222,STABLE,False
EMP12733,nilima.basak27,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.9705,14.56,0.9115,STABLE,False
EMP12910,noah.ray4,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.5623,23.43,0.8649,MODERATE_DRIFT,False
EMP11642,samesh_tandon65,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.457,21.86,0.8728,MODERATE_DRIFT,False
EMP12033,jason.lanka36,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2273,18.41,0.8907,STABLE,False
EMP11239,benjamin.bhatia78,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.0817,16.23,0.9024,STABLE,False
EMP12208,sarthak_zacharia39,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.4787,22.18,0.8712,MODERATE_DRIFT,False
EMP12967,zilmil.sankaran33,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.9931,29.9,0.8338,MODERATE_DRIFT,False
EMP10247,aadhya.shan11,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.3819,20.73,0.8786,MODERATE_DRIFT,False
EMP10871,Unknown,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.7636,26.45,0.8501,MODERATE_DRIFT,False
EMP10952,januja.yadav88,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.7007,40.51,0.7874,MODERATE_DRIFT,False
EMP12262,damyanti_lal3,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.1577,17.37,0.8962,STABLE,False
EMP12803,Unknown,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.5949,8.92,0.9439,STABLE,False
EMP10626,sara.bhattacharyya47,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,3.515,52.73,0.7399,HIGH_DRIFT,False
EMP10347,jacob.chadha82,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.0213,15.32,0.9073,STABLE,False
EMP10278,david.lad68,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,4.6356,69.53,0.6833,HIGH_DRIFT,False
EMP12689,Unknown,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.1835,32.75,0.8208,MODERATE_DRIFT,False
EMP10655,eshana.bala7,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0053,30.08,0.833,MODERATE_DRIFT,False
EMP11298,harrison.varughese13,CLUSTER_3,SECURITY_SENSITIVE_OUTLIERS,3.3572,50.36,0.7487,HIGH_DRIFT,False
EMP10962,aarav.sankaran82,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.1485,17.23,0.897,STABLE,False
EMP12706,inaya.rastogi36,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0992,31.49,0.8265,MODERATE_DRIFT,False
EMP12667,ansh.bose59,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.3632,35.45,0.8089,MODERATE_DRIFT,False
EMP11091,nathaniel.wadhwa89,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.406,36.09,0.8061,MODERATE_DRIFT,False
EMP11820,lipika.ramaswamy9,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.2467,33.7,0.8165,MODERATE_DRIFT,False
EMP10632,dayita.malhotra55,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.1818,17.73,0.8943,STABLE,False
EMP11178,mason.goyal5,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.7886,26.83,0.8483,MODERATE_DRIFT,False
EMP10445,charvi.mann64,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.2856,34.28,0.814,MODERATE_DRIFT,False
EMP10617,gaurav.rajagopal62,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.786,11.79,0.9271,STABLE,False
EMP11915,jasmit.panchal36,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2521,33.78,0.8162,MODERATE_DRIFT,False
EMP12922,brijesh.karpe81,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1324,31.99,0.8242,MODERATE_DRIFT,False
EMP12792,hemal.anne22,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.4874,22.31,0.8705,MODERATE_DRIFT,False
EMP11207,dhriti.choudhary42,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6994,25.49,0.8547,MODERATE_DRIFT,False
EMP12014,yadavi.karan30,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2515,18.77,0.8888,STABLE,False
EMP10844,saksham.vohra67,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6213,24.32,0.8605,MODERATE_DRIFT,False
EMP12631,shivani.madan32,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.31,19.65,0.8842,STABLE,False
EMP10547,tristan.mukherjee88,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2506,18.76,0.8888,STABLE,False
EMP11889,atharv.shukla79,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.3288,19.93,0.8827,STABLE,False
EMP10942,Unknown,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2735,19.1,0.887,STABLE,False
EMP11011,adya.divan78,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.4635,21.95,0.8723,MODERATE_DRIFT,False
EMP10263,tanish.issac29,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0757,31.14,0.8281,MODERATE_DRIFT,False
EMP11393,rishi.iyengar51,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.9363,14.04,0.9144,STABLE,False
EMP11933,balendra.madan83,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.173,32.59,0.8215,MODERATE_DRIFT,False
EMP10353,lajita.rao81,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.4268,21.4,0.8751,MODERATE_DRIFT,False
EMP12923,Unknown,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2265,18.4,0.8907,STABLE,False
EMP10208,liam.agate34,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.3411,20.12,0.8817,MODERATE_DRIFT,False
EMP10613,pavani.bansal82,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2851,34.28,0.814,MODERATE_DRIFT,False
EMP11710,advaith.barman92,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.4267,21.4,0.8751,MODERATE_DRIFT,False
EMP11780,radha.gour60,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.8984,43.48,0.7753,MODERATE_DRIFT,False
EMP11844,anamika.ben86,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1392,32.09,0.8238,MODERATE_DRIFT,False
EMP11572,peter.chowdhury40,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.1156,31.73,0.8254,MODERATE_DRIFT,False
EMP12702,samuel.dubey7,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.5009,37.51,0.7999,MODERATE_DRIFT,False
EMP12113,akshay.dugal56,CLUSTER_3,SECURITY_SENSITIVE_OUTLIERS,2.6375,39.56,0.7913,MODERATE_DRIFT,False
EMP12307,saksham.rege93,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.3904,20.86,0.8779,MODERATE_DRIFT,False
EMP10057,nimrat.nair32,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6417,24.63,0.859,MODERATE_DRIFT,False
EMP12312,ranbir.kumar36,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.4109,21.16,0.8764,MODERATE_DRIFT,False
EMP10811,diya.ratta6,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.1302,31.95,0.8244,MODERATE_DRIFT,False
EMP12260,patrick.salvi50,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.8102,27.15,0.8467,MODERATE_DRIFT,False
EMP10561,raghav.nanda23,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2207,33.31,0.8183,MODERATE_DRIFT,False
EMP12112,Unknown,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.8127,12.19,0.9248,STABLE,False
EMP10229,bhavna.dass88,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0734,31.1,0.8283,MODERATE_DRIFT,False
EMP12586,sai.mitra8,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.7483,26.22,0.8512,MODERATE_DRIFT,False
EMP11833,janya.wagle29,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.7334,26.0,0.8523,MODERATE_DRIFT,False
EMP11080,pavani.rout64,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.599,38.98,0.7937,MODERATE_DRIFT,False
EMP10538,indali.dora66,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0241,30.36,0.8317,MODERATE_DRIFT,False
EMP11320,qasim.munshi11,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.8878,28.32,0.8412,MODERATE_DRIFT,False
EMP11674,sudiksha.shenoy74,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.7835,11.75,0.9273,STABLE,False
EMP11110,meera.banik95,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0317,30.48,0.8311,MODERATE_DRIFT,False
EMP11128,pratyush.deshpande35,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.8841,13.26,0.9188,STABLE,False
EMP10707,raksha.mahal36,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.7288,10.93,0.9321,STABLE,False
EMP10424,eesha.basu78,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.8495,27.74,0.8439,MODERATE_DRIFT,False
EMP10069,brijesh.arora88,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.9464,29.2,0.8371,MODERATE_DRIFT,False
EMP12817,suhani.dhar2,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6255,24.38,0.8602,MODERATE_DRIFT,False
EMP12059,qushi.sandhu96,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.1124,16.69,0.8999,STABLE,False
EMP10647,vedant.kumer4,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6438,24.66,0.8588,MODERATE_DRIFT,False
EMP12975,warjas.barman48,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1057,31.59,0.8261,MODERATE_DRIFT,False
EMP12051,warda.dey18,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.0015,30.02,0.8332,MODERATE_DRIFT,False
EMP12382,girik.shere27,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.3747,20.62,0.8791,MODERATE_DRIFT,False
EMP11743,Unknown,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.6849,40.27,0.7883,MODERATE_DRIFT,False
EMP12683,meghana.grewal81,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,3.5279,52.92,0.7392,HIGH_DRIFT,False
EMP11453,aadi.sharma83,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.2474,33.71,0.8165,MODERATE_DRIFT,False
EMP12519,chaaya.mody33,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.7035,25.55,0.8544,MODERATE_DRIFT,False
EMP10620,udyati.basu22,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6577,24.87,0.8578,MODERATE_DRIFT,False
EMP12682,yuvraj.talwar62,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.6336,9.5,0.9404,STABLE,False
EMP11407,zashil.menon96,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.108,31.62,0.8259,MODERATE_DRIFT,False
EMP11977,rudra.gokhale89,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2972,19.46,0.8852,STABLE,False
EMP11105,neel.soman20,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.4371,36.56,0.804,MODERATE_DRIFT,False
EMP11618,Unknown,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.7986,11.98,0.926,STABLE,False
EMP11580,hemangini.goda47,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.9349,29.02,0.8379,MODERATE_DRIFT,False
EMP12321,bhavani.khare8,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6317,24.48,0.8597,MODERATE_DRIFT,False
EMP12746,neha.pal10,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0621,30.93,0.829,MODERATE_DRIFT,False
EMP12320,warinder.pai74,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.4805,22.21,0.871,MODERATE_DRIFT,False
EMP10279,rayaan.kari11,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2767,34.15,0.8146,MODERATE_DRIFT,False
EMP12250,jyoti.rajagopal11,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.1721,17.58,0.8951,STABLE,False
EMP12242,adya_deep36,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.2737,34.11,0.8148,MODERATE_DRIFT,False
EMP11606,manya.kale19,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.1642,17.46,0.8957,STABLE,False
EMP10166,omkaar.balan50,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.0676,31.01,0.8287,MODERATE_DRIFT,False
EMP11242,reva.cherian68,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.5673,38.51,0.7957,MODERATE_DRIFT,False
EMP11756,zaid.goel6,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1338,32.01,0.8241,MODERATE_DRIFT,False
EMP10553,nirja.kar42,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.8398,27.6,0.8446,MODERATE_DRIFT,False
EMP10834,warda_rege61,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1913,32.87,0.8203,MODERATE_DRIFT,False
EMP10657,Unknown,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.4449,36.67,0.8035,MODERATE_DRIFT,False
EMP10596,wishi.dixit15,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.9096,28.64,0.8397,MODERATE_DRIFT,False
EMP12828,siddharth.cheema52,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2782,19.17,0.8867,STABLE,False
EMP10802,panini.gokhale89,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6015,24.02,0.862,MODERATE_DRIFT,False
EMP12203,yashodhara.de11,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.5423,23.13,0.8664,MODERATE_DRIFT,False
EMP11811,ishani.bhardwaj87,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.7499,26.25,0.8511,MODERATE_DRIFT,False
EMP12802,fariq.sanghvi8,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.8609,27.91,0.8431,MODERATE_DRIFT,False
EMP10440,laksh.kari28,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.5937,23.91,0.8625,MODERATE_DRIFT,False
EMP10508,nandini.kade65,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,3.182,47.73,0.7586,MODERATE_DRIFT,False
EMP10076,yamini.tata89,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.7628,26.44,0.8501,MODERATE_DRIFT,False
EMP12986,ekaja.dugar99,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.5463,23.19,0.8661,MODERATE_DRIFT,False
EMP11948,kamya.ram56,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0076,30.11,0.8328,MODERATE_DRIFT,False
EMP10649,tejas.narula94,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.5959,23.94,0.8624,MODERATE_DRIFT,False
EMP10522,widisha.seshadri22,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.8495,27.74,0.8439,MODERATE_DRIFT,False
EMP11586,gunbir.goda45,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6488,24.73,0.8585,MODERATE_DRIFT,False
EMP11117,yagnesh.bhardwaj90,CLUSTER_3,SECURITY_SENSITIVE_OUTLIERS,3.5497,53.25,0.738,HIGH_DRIFT,False
EMP12383,gaurangi.natarajan89,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2262,18.39,0.8908,STABLE,False
EMP11593,Unknown,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.6126,39.19,0.7929,MODERATE_DRIFT,False
EMP10654,vamakshi.ravel8,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.661,24.91,0.8576,MODERATE_DRIFT,False
EMP11375,ijaya.sachar81,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,3.3104,49.66,0.7513,MODERATE_DRIFT,False
EMP11644,ayushman.dara8,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2508,18.76,0.8888,STABLE,False
EMP12131,chaaya_sodhi94,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.1436,17.15,0.8974,STABLE,False
EMP10976,michael.dhillon14,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.9705,14.56,0.9115,STABLE,False
EMP11760,kashvi.shere48,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6479,24.72,0.8585,MODERATE_DRIFT,False
EMP10630,Unknown,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.953,29.3,0.8366,MODERATE_DRIFT,False
EMP11340,ranbir.tak34,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.2877,34.32,0.8138,MODERATE_DRIFT,False
EMP11609,Unknown,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.6204,39.31,0.7924,MODERATE_DRIFT,False
EMP12728,ekaraj.jaggi47,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.1721,17.58,0.8951,STABLE,False
EMP10482,zayyan.pal49,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.5644,23.47,0.8647,MODERATE_DRIFT,False
EMP10560,jasmit_ramaswamy33,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.398,35.97,0.8066,MODERATE_DRIFT,False
EMP11192,vamakshi.divan13,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0363,30.54,0.8308,MODERATE_DRIFT,False
EMP12642,jalsa.nagy51,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.5966,38.95,0.7939,MODERATE_DRIFT,False
EMP12032,alka.jayaraman50,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.928,13.92,0.9151,STABLE,False
EMP10438,urmi.gulati6,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2153,18.23,0.8916,STABLE,False
EMP12151,manya.mohanty64,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.7164,40.75,0.7864,MODERATE_DRIFT,False
EMP11947,xalak.handa21,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.3148,19.72,0.8838,STABLE,False
EMP12634,samarth.brar15,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.8048,42.07,0.781,MODERATE_DRIFT,False
EMP10856,odika.shanker32,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6484,24.73,0.8585,MODERATE_DRIFT,False
EMP10530,indali.toor53,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.9485,29.23,0.8369,MODERATE_DRIFT,False
EMP11818,triveni.ranganathan7,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.9967,14.95,0.9094,STABLE,False
EMP10049,luke.walia87,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6658,24.99,0.8572,MODERATE_DRIFT,False
EMP10858,aditya.bhakta49,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6,24.0,0.8621,MODERATE_DRIFT,False
EMP10719,chanakya.taneja17,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.895,43.42,0.7755,MODERATE_DRIFT,False
EMP12256,charvi.mannan37,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.7082,25.62,0.8541,MODERATE_DRIFT,False
EMP11366,jagat.mohanty55,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.9178,13.77,0.9159,STABLE,False
EMP12318,jacob.karnik59,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.1942,17.91,0.8933,STABLE,False
EMP12770,azad.ahluwalia77,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.2536,18.8,0.8886,STABLE,False
EMP11559,girish.jayaraman91,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.0115,15.17,0.9081,STABLE,False
EMP12194,waida.dyal18,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,0.9135,13.7,0.9163,STABLE,False
EMP11374,vyanjana.ahuja87,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,4.0345,60.52,0.7125,HIGH_DRIFT,False
EMP12593,rudra.madan20,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.5724,23.59,0.8641,MODERATE_DRIFT,False
EMP11321,arin.rattan45,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.8651,27.98,0.8428,MODERATE_DRIFT,False
EMP11068,yasti.swamy25,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2748,19.12,0.8869,STABLE,False
EMP11711,kai.chatterjee31,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.0495,30.74,0.8299,MODERATE_DRIFT,False
EMP12606,ishani.mitra6,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,3.3557,50.34,0.7487,HIGH_DRIFT,False
EMP12711,Unknown,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.6959,25.44,0.855,MODERATE_DRIFT,False
EMP11577,yashodhara_sen16,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.443,21.64,0.8739,MODERATE_DRIFT,False
EMP10297,simon.dara84,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.7046,25.57,0.8544,MODERATE_DRIFT,False
EMP11269,ekavir.kalita10,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.4815,22.22,0.871,MODERATE_DRIFT,False
EMP12111,chatresh.krish60,CLUSTER_3,SECURITY_SENSITIVE_OUTLIERS,4.4032,66.05,0.6943,HIGH_DRIFT,False
EMP10958,azaan.sampath86,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.1805,17.71,0.8944,STABLE,False
EMP11263,anirudh.warrior56,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.1766,32.65,0.8212,MODERATE_DRIFT,False
EMP11288,urvashi.rege4,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.0243,15.36,0.9071,STABLE,False
EMP10349,vedant.kashyap40,CLUSTER_0,IRREGULAR_AUTHENTICATION_BEHAVIOR,2.2977,34.47,0.8132,MODERATE_DRIFT,False
EMP11326,aarini.rajan41,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,1.6586,24.88,0.8577,MODERATE_DRIFT,False
EMP10643,abeer.lad5,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,1.2009,18.01,0.8928,STABLE,False
EMP11330,vyanjana.chawla67,CLUSTER_2,IRREGULAR_AUTHENTICATION_BEHAVIOR,0.8245,12.37,0.9238,STABLE,False
EMP12972,yadavi.taneja61,CLUSTER_1,NORMAL_BUSINESS_ACTIVITY,2.167,32.5,0.8219,MODERATE_DRIFT,False
