session_id,present_in_iam,present_in_firewall,match_status
SID650131,False,True,UNMATCHED
SID273742,False,True,UNMATCHED
SID831349,False,True,UNMATCHED
SID569293,False,True,UNMATCHED
SID606017,True,False,UNMATCHED
SID523586,False,True,UNMATCHED
SID538927,False,True,UNMATCHED
sid701668,False,True,UNMATCHED
SID545855,False,True,UNMATCHED
SID837270,False,True,UNMATCHED
SID138735,False,True,UNMATCHED
SID-518040,False,True,UNMATCHED
SID-173988,False,True,UNMATCHED
SID824604,False,True,UNMATCHED
SID703787,False,True,UNMATCHED
SID653103,True,False,UNMATCHED
SID798184,False,True,UNMATCHED
SID722000,False,True,UNMATCHED
SID732272,True,False,UNMATCHED
SID208711,False,True,UNMATCHED
SID526991,False,True,UNMATCHED
SID178631,False,True,UNMATCHED
SID263205,True,False,UNMATCHED
SID-557287,False,True,UNMATCHED
SID176108,False,True,UNMATCHED
SID-337123,False,True,UNMATCHED
sid173806,False,True,UNMATCHED
SID992067,False,True,UNMATCHED
SID433508,True,True,EXACT
SID466641,True,False,UNMATCHED
SID568931,False,True,UNMATCHED
SID107503,False,True,UNMATCHED
sid594925,False,True,UNMATCHED
SID122548,False,True,UNMATCHED
SID506609,False,True,UNMATCHED
SID213394,False,True,UNMATCHED
SID562007,True,False,UNMATCHED
SID745998,False,True,UNMATCHED
SID587364,False,True,UNMATCHED
SID410402,True,False,UNMATCHED
SID456085,False,True,UNMATCHED
SID643007,True,False,UNMATCHED
SID590791,False,True,UNMATCHED
SID962095,True,False,UNMATCHED
SID-998383,False,True,UNMATCHED
SID269856,False,True,UNMATCHED
SID256086,True,False,UNMATCHED
SID237494,False,True,UNMATCHED
SID995729,False,True,UNMATCHED
SID654257,False,True,UNMATCHED
SID172378,True,False,UNMATCHED
sid309812,False,True,UNMATCHED
SID794725,False,True,UNMATCHED
SID157566,False,True,UNMATCHED
SID590786,True,False,UNMATCHED
SID800774,True,False,UNMATCHED
SID571809,True,False,UNMATCHED
SID753573,False,True,UNMATCHED
SID115199,True,False,UNMATCHED
SID-301281,False,True,UNMATCHED
SID757825,False,True,UNMATCHED
SID591176,True,False,UNMATCHED
SID666926,False,True,UNMATCHED
SID317931,False,True,UNMATCHED
SID731000,False,True,UNMATCHED
SID920430,False,True,UNMATCHED
SID946844,True,False,UNMATCHED
SID323408,False,True,UNMATCHED
SID768745,False,True,UNMATCHED
SID716720,False,True,UNMATCHED
SID248601,False,True,UNMATCHED
SID594796,False,True,UNMATCHED
SID927070,True,False,UNMATCHED
SID884441,True,False,UNMATCHED
SID351526,True,False,UNMATCHED
SID187609,False,True,UNMATCHED
SID877194,True,False,UNMATCHED
SID559217,False,True,UNMATCHED
SID268249,False,True,UNMATCHED
sid755346,False,True,UNMATCHED
SID906242,True,False,UNMATCHED
SID-534029,False,True,UNMATCHED
SID361533,False,True,UNMATCHED
SID928109,False,True,UNMATCHED
SID599706,False,True,UNMATCHED
SID377836,False,True,UNMATCHED
SID727254,False,True,UNMATCHED
SID681731,False,True,UNMATCHED
SID879204,False,True,UNMATCHED
SID117925,False,True,UNMATCHED
SID551247,True,False,UNMATCHED
SID201142,False,True,UNMATCHED
SID740099,True,True,EXACT
SID249142,True,False,UNMATCHED
SID920720,True,False,UNMATCHED
SID346654,False,True,UNMATCHED
SID752021,True,False,UNMATCHED
sid873731,False,True,UNMATCHED
SID250413,True,False,UNMATCHED
SID125211,True,False,UNMATCHED
SID-699055,False,True,UNMATCHED
SID295031,False,True,UNMATCHED
SID-242880,False,True,UNMATCHED
SID564167,True,False,UNMATCHED
SID121820,True,False,UNMATCHED
SID824482,False,True,UNMATCHED
SID505719,False,True,UNMATCHED
SID834805,False,True,UNMATCHED
SID690038,False,True,UNMATCHED
SID241998,False,True,UNMATCHED
SID437383,True,False,UNMATCHED
SID859370,False,True,UNMATCHED
sid819531,False,True,UNMATCHED
SID983139,False,True,UNMATCHED
sid231975,False,True,UNMATCHED
SID275799,False,True,UNMATCHED
SID168928,False,True,UNMATCHED
SID368244,True,False,UNMATCHED
SID497043,False,True,UNMATCHED
SID573492,False,True,UNMATCHED
SID983024,False,True,UNMATCHED
SID875737,True,False,UNMATCHED
SID965137,False,True,UNMATCHED
SID-418628,True,False,UNMATCHED
SID251031,False,True,UNMATCHED
SID-768814,False,True,UNMATCHED
SID-862609,False,True,UNMATCHED
SID183451,True,False,UNMATCHED
SID995386,False,True,UNMATCHED
SID307355,False,True,UNMATCHED
SID853538,False,True,UNMATCHED
SID519798,True,False,UNMATCHED
SID571509,False,True,UNMATCHED
SID809117,True,False,UNMATCHED
SID141060,False,True,UNMATCHED
SID141353,False,True,UNMATCHED
SID-700314,False,True,UNMATCHED
SID992146,True,False,UNMATCHED
SID-875566,False,True,UNMATCHED
SID542130,True,False,UNMATCHED
SID856216,False,True,UNMATCHED
SID627213,True,False,UNMATCHED
SID630039,False,True,UNMATCHED
SID-573968,True,False,UNMATCHED
SID723365,False,True,UNMATCHED
SID560289,False,True,UNMATCHED
SID743490,False,True,UNMATCHED
SID608259,False,True,UNMATCHED
SID541709,False,True,UNMATCHED
SID988252,True,False,UNMATCHED
SID129601,False,True,UNMATCHED
SID717265,False,True,UNMATCHED
SID431374,False,True,UNMATCHED
SID981113,True,False,UNMATCHED
SID359528,True,False,UNMATCHED
SID689625,False,True,UNMATCHED
SID944937,False,True,UNMATCHED
SID629595,False,True,UNMATCHED
SID-811030,False,True,UNMATCHED
SID697339,False,True,UNMATCHED
SID742579,False,True,UNMATCHED
sid319390,False,True,UNMATCHED
SID180964,False,True,UNMATCHED
SID271716,False,True,UNMATCHED
SID339111,True,False,UNMATCHED
SID553037,True,False,UNMATCHED
SID750893,False,True,UNMATCHED
SID830808,False,True,UNMATCHED
SID989694,False,True,UNMATCHED
SID174330,False,True,UNMATCHED
SID232949,True,False,UNMATCHED
SID330119,False,True,UNMATCHED
SID123886,True,False,UNMATCHED
SID582267,False,True,UNMATCHED
SID-268323,False,True,UNMATCHED
SID883950,True,False,UNMATCHED
SID728768,False,True,UNMATCHED
SID706463,True,False,UNMATCHED
SID483125,False,True,UNMATCHED
SID720912,True,False,UNMATCHED
SID971023,False,True,UNMATCHED
SID745266,True,False,UNMATCHED
SID805354,False,True,UNMATCHED
SID-480941,False,True,UNMATCHED
SID654942,True,False,UNMATCHED
sid476419,False,True,UNMATCHED
SID701514,True,False,UNMATCHED
SID141434,False,True,UNMATCHED
SID594058,True,False,UNMATCHED
SID110310,False,True,UNMATCHED
SID316867,True,False,UNMATCHED
SID202902,True,False,UNMATCHED
SID763534,True,False,UNMATCHED
SID438409,True,False,UNMATCHED
sid638665,False,True,UNMATCHED
SID245713,True,False,UNMATCHED
SID675301,True,False,UNMATCHED
SID922248,False,True,UNMATCHED
SID934509,False,True,UNMATCHED
SID447537,True,False,UNMATCHED
SID566172,True,False,UNMATCHED
SID712423,False,True,UNMATCHED
SID257832,False,True,UNMATCHED
SID968367,True,False,UNMATCHED
SID950424,False,True,UNMATCHED
SID183058,True,False,UNMATCHED
SID728701,True,False,UNMATCHED
SID830904,True,False,UNMATCHED
SID163880,True,False,UNMATCHED
SID891082,False,True,UNMATCHED
SID870142,False,True,UNMATCHED
SID-931610,False,True,UNMATCHED
SID375186,True,False,UNMATCHED
SID192574,False,True,UNMATCHED
SID717721,False,True,UNMATCHED
SID-319994,False,True,UNMATCHED
SID487577,True,False,UNMATCHED
SID724153,False,True,UNMATCHED
SID980845,False,True,UNMATCHED
SID931085,False,True,UNMATCHED
SID268740,False,True,UNMATCHED
SID209049,True,False,UNMATCHED
SID279577,False,True,UNMATCHED
SID801393,True,False,UNMATCHED
SID683096,True,False,UNMATCHED
SID738965,False,True,UNMATCHED
SID300310,False,True,UNMATCHED
SID333284,False,True,UNMATCHED
SID701902,False,True,UNMATCHED
SID318104,False,True,UNMATCHED
SID489553,True,False,UNMATCHED
SID725869,True,False,UNMATCHED
SID865807,True,False,UNMATCHED
sid527818,False,True,UNMATCHED
SID142325,False,True,UNMATCHED
SID590160,True,False,UNMATCHED
SID260228,False,True,UNMATCHED
SID615842,False,True,UNMATCHED
SID466877,True,False,UNMATCHED
SID-148298,True,False,UNMATCHED
SID662687,False,True,UNMATCHED
SID549329,False,True,UNMATCHED
SID476984,False,True,UNMATCHED
SID564342,False,True,UNMATCHED
SID331003,False,True,UNMATCHED
SID258508,False,True,UNMATCHED
SID326297,False,True,UNMATCHED
SID-362931,False,True,UNMATCHED
SID496912,False,True,UNMATCHED
SID-398863,False,True,UNMATCHED
SID550588,False,True,UNMATCHED
SID141213,False,True,UNMATCHED
SID326900,True,False,UNMATCHED
SID614434,False,True,UNMATCHED
SID230719,False,True,UNMATCHED
SID460100,False,True,UNMATCHED
SID544262,True,False,UNMATCHED
SID546314,True,False,UNMATCHED
SID953246,False,True,UNMATCHED
SID668708,False,True,UNMATCHED
SID546046,True,False,UNMATCHED
SID827090,False,True,UNMATCHED
SID721284,True,False,UNMATCHED
SID-421285,False,True,UNMATCHED
SID489145,True,False,UNMATCHED
SID-295077,False,True,UNMATCHED
SID560111,False,True,UNMATCHED
SID546185,False,True,UNMATCHED
SID406386,False,True,UNMATCHED
SID631819,False,True,UNMATCHED
SID898759,True,False,UNMATCHED
SID678996,True,False,UNMATCHED
sid627636,False,True,UNMATCHED
SID862182,False,True,UNMATCHED
SID464204,True,False,UNMATCHED
SID393906,True,False,UNMATCHED
SID705936,False,True,UNMATCHED
SID579986,True,False,UNMATCHED
SID455400,True,False,UNMATCHED
SID-279348,False,True,UNMATCHED
SID469926,True,False,UNMATCHED
SID955493,False,True,UNMATCHED
SID394242,False,True,UNMATCHED
SID190608,True,False,UNMATCHED
SID674180,True,False,UNMATCHED
SID756676,False,True,UNMATCHED
SID565292,True,False,UNMATCHED
SID941017,False,True,UNMATCHED
SID658754,False,True,UNMATCHED
SID953899,False,True,UNMATCHED
SID993456,False,True,UNMATCHED
SID545047,False,True,UNMATCHED
SID605562,False,True,UNMATCHED
SID761862,False,True,UNMATCHED
SID668074,True,False,UNMATCHED
SID257276,False,True,UNMATCHED
SID613090,False,True,UNMATCHED
SID528678,True,False,UNMATCHED
SID529933,True,False,UNMATCHED
SID141498,True,False,UNMATCHED
SID290919,False,True,UNMATCHED
SID956715,False,True,UNMATCHED
SID-640944,False,True,UNMATCHED
SID665929,True,False,UNMATCHED
SID375452,False,True,UNMATCHED
SID637200,False,True,UNMATCHED
SID785409,False,True,UNMATCHED
SID663953,True,False,UNMATCHED
SID193433,False,True,UNMATCHED
SID-865449,False,True,UNMATCHED
SID999274,False,True,UNMATCHED
SID460563,True,False,UNMATCHED
SID291898,False,True,UNMATCHED
SID895599,True,False,UNMATCHED
SID188301,True,False,UNMATCHED
SID674542,True,False,UNMATCHED
SID918978,False,True,UNMATCHED
SID274259,True,False,UNMATCHED
SID955316,False,True,UNMATCHED
SID131506,True,False,UNMATCHED
SID550431,False,True,UNMATCHED
SID157488,False,True,UNMATCHED
SID474195,False,True,UNMATCHED
SID761617,False,True,UNMATCHED
SID546204,False,True,UNMATCHED
SID150799,True,False,UNMATCHED
SID680210,False,True,UNMATCHED
SID100297,False,True,UNMATCHED
SID-751927,False,True,UNMATCHED
SID830068,True,False,UNMATCHED
SID548076,False,True,UNMATCHED
SID452998,True,False,UNMATCHED
SID445335,True,False,UNMATCHED
SID836732,True,False,UNMATCHED
SID110394,False,True,UNMATCHED
SID279047,False,True,UNMATCHED
SID605467,False,True,UNMATCHED
SID498892,False,True,UNMATCHED
SID602000,False,True,UNMATCHED
SID995011,True,False,UNMATCHED
SID104032,True,True,EXACT
SID540333,True,False,UNMATCHED
SID992662,True,False,UNMATCHED
SID529514,False,True,UNMATCHED
SID640124,False,True,UNMATCHED
SID924353,False,True,UNMATCHED
SID186350,True,False,UNMATCHED
SID-240989,False,True,UNMATCHED
SID354081,False,True,UNMATCHED
SID-548424,False,True,UNMATCHED
SID436373,True,False,UNMATCHED
SID560728,True,False,UNMATCHED
SID458661,False,True,UNMATCHED
SID802795,False,True,UNMATCHED
SID786880,False,True,UNMATCHED
SID988253,True,False,UNMATCHED
sid838558,False,True,UNMATCHED
SID253821,False,True,UNMATCHED
SID497447,False,True,UNMATCHED
SID208412,False,True,UNMATCHED
SID616981,True,False,UNMATCHED
SID203555,False,True,UNMATCHED
SID518537,True,False,UNMATCHED
SID957624,True,False,UNMATCHED
SID-328718,False,True,UNMATCHED
SID398615,True,False,UNMATCHED
SID-658682,False,True,UNMATCHED
SID690704,False,True,UNMATCHED
SID595005,False,True,UNMATCHED
SID360183,False,True,UNMATCHED
SID279238,False,True,UNMATCHED
SID433526,False,True,UNMATCHED
sid294236,False,True,UNMATCHED
SID558791,False,True,UNMATCHED
SID233660,False,True,UNMATCHED
SID772903,False,True,UNMATCHED
SID874093,True,False,UNMATCHED
SID954110,False,True,UNMATCHED
SID389220,False,True,UNMATCHED
SID675581,False,True,UNMATCHED
SID746939,False,True,UNMATCHED
SID431508,False,True,UNMATCHED
SID944972,True,False,UNMATCHED
sid362540,False,True,UNMATCHED
sid647640,False,True,UNMATCHED
SID523013,False,True,UNMATCHED
SID223422,True,False,UNMATCHED
SID644961,False,True,UNMATCHED
SID355932,True,False,UNMATCHED
SID214046,False,True,UNMATCHED
SID949428,False,True,UNMATCHED
SID152440,True,False,UNMATCHED
SID958938,False,True,UNMATCHED
SID411148,False,True,UNMATCHED
sid392950,False,True,UNMATCHED
sid850348,False,True,UNMATCHED
sid717352,False,True,UNMATCHED
SID-961701,False,True,UNMATCHED
SID743102,False,True,UNMATCHED
SID795511,False,True,UNMATCHED
SID358725,False,True,UNMATCHED
SID666556,False,True,UNMATCHED
sid635948,False,True,UNMATCHED
SID328712,False,True,UNMATCHED
SID137615,True,True,EXACT
SID882480,False,True,UNMATCHED
SID723303,False,True,UNMATCHED
SID185175,False,True,UNMATCHED
SID529548,False,True,UNMATCHED
SID885184,False,True,UNMATCHED
SID506399,False,True,UNMATCHED
SID884971,False,True,UNMATCHED
SID905380,False,True,UNMATCHED
SID265306,True,False,UNMATCHED
SID214692,False,True,UNMATCHED
SID168447,True,False,UNMATCHED
SID-539336,False,True,UNMATCHED
SID309676,False,True,UNMATCHED
SID660281,True,False,UNMATCHED
SID511251,False,True,UNMATCHED
SID956513,True,False,UNMATCHED
SID943023,False,True,UNMATCHED
SID763393,True,False,UNMATCHED
SID665325,True,False,UNMATCHED
SID253904,True,False,UNMATCHED
SID451282,True,False,UNMATCHED
SID383706,True,False,UNMATCHED
sid608032,False,True,UNMATCHED
SID139836,False,True,UNMATCHED
sid693496,False,True,UNMATCHED
SID434204,False,True,UNMATCHED
SID641914,False,True,UNMATCHED
SID458836,False,True,UNMATCHED
sid176662,False,True,UNMATCHED
sid522923,False,True,UNMATCHED
SID-623459,False,True,UNMATCHED
SID775290,False,True,UNMATCHED
SID107447,False,True,UNMATCHED
SID831514,False,True,UNMATCHED
SID109710,False,True,UNMATCHED
SID786416,True,False,UNMATCHED
SID232174,False,True,UNMATCHED
sid183440,False,True,UNMATCHED
SID806878,False,True,UNMATCHED
SID266391,False,True,UNMATCHED
SID533496,True,True,EXACT
SID522254,True,False,UNMATCHED
SID541947,True,False,UNMATCHED
SID698122,False,True,UNMATCHED
SID513820,False,True,UNMATCHED
SID409518,True,False,UNMATCHED
SID473167,False,True,UNMATCHED
SID-709322,True,False,UNMATCHED
SID659856,True,False,UNMATCHED
SID-836296,False,True,UNMATCHED
SID672145,False,True,UNMATCHED
sid897160,False,True,UNMATCHED
SID238208,False,True,UNMATCHED
SID129074,True,False,UNMATCHED
SID188927,False,True,UNMATCHED
SID867738,False,True,UNMATCHED
SID963133,False,True,UNMATCHED
SID785566,False,True,UNMATCHED
SID292253,True,False,UNMATCHED
sid280916,False,True,UNMATCHED
SID457955,True,False,UNMATCHED
SID636354,False,True,UNMATCHED
SID115193,False,True,UNMATCHED
SID529588,False,True,UNMATCHED
SID854878,False,True,UNMATCHED
SID214746,True,False,UNMATCHED
SID988219,False,True,UNMATCHED
SID339136,False,True,UNMATCHED
SID770085,False,True,UNMATCHED
SID746687,False,True,UNMATCHED
SID246202,True,False,UNMATCHED
SID740351,False,True,UNMATCHED
SID611073,False,True,UNMATCHED
SID338126,False,True,UNMATCHED
SID722174,False,True,UNMATCHED
SID193056,True,False,UNMATCHED
SID162998,False,True,UNMATCHED
SID157242,False,True,UNMATCHED
SID101533,True,False,UNMATCHED
SID848277,True,False,UNMATCHED
SID710320,False,True,UNMATCHED
SID267865,False,True,UNMATCHED
SID349360,False,True,UNMATCHED
SID321215,True,False,UNMATCHED
SID265170,False,True,UNMATCHED
SID153600,False,True,UNMATCHED
SID857256,False,True,UNMATCHED
SID897791,False,True,UNMATCHED
SID-625354,False,True,UNMATCHED
SID357629,False,True,UNMATCHED
SID476769,True,False,UNMATCHED
SID963150,False,True,UNMATCHED
SID192339,False,True,UNMATCHED
SID574070,True,False,UNMATCHED
SID686666,False,True,UNMATCHED
SID877789,False,True,UNMATCHED
SID626594,False,True,UNMATCHED
SID896347,True,False,UNMATCHED
SID657397,True,False,UNMATCHED
SID229626,False,True,UNMATCHED
SID794012,True,False,UNMATCHED
SID823968,False,True,UNMATCHED
SID706927,True,False,UNMATCHED
SID786993,True,False,UNMATCHED
SID246715,False,True,UNMATCHED
SID332073,False,True,UNMATCHED
SID-549669,False,True,UNMATCHED
SID242490,True,False,UNMATCHED
SID944051,True,False,UNMATCHED
SID614419,False,True,UNMATCHED
SID511453,True,False,UNMATCHED
SID519143,True,False,UNMATCHED
SID795347,False,True,UNMATCHED
SID554461,False,True,UNMATCHED
SID-466776,False,True,UNMATCHED
SID148878,False,True,UNMATCHED
SID577363,True,False,UNMATCHED
SID514117,False,True,UNMATCHED
SID199537,False,True,UNMATCHED
SID534457,False,True,UNMATCHED
SID443561,False,True,UNMATCHED
SID234872,True,False,UNMATCHED
SID933165,False,True,UNMATCHED
SID235972,True,False,UNMATCHED
SID665199,False,True,UNMATCHED
SID863144,False,True,UNMATCHED
SID457213,False,True,UNMATCHED
SID942554,False,True,UNMATCHED
SID111419,False,True,UNMATCHED
SID110538,False,True,UNMATCHED
SID643161,False,True,UNMATCHED
SID961640,False,True,UNMATCHED
SID769464,True,False,UNMATCHED
SID736912,True,False,UNMATCHED
SID835316,False,True,UNMATCHED
SID206254,False,True,UNMATCHED
SID428560,True,False,UNMATCHED
SID890990,False,True,UNMATCHED
sid639043,False,True,UNMATCHED
sid598702,False,True,UNMATCHED
SID300483,True,False,UNMATCHED
SID654500,False,True,UNMATCHED
SID173745,False,True,UNMATCHED
SID147384,True,False,UNMATCHED
SID802199,False,True,UNMATCHED
SID428859,False,True,UNMATCHED
SID521476,False,True,UNMATCHED
SID161033,False,True,UNMATCHED
SID600851,True,False,UNMATCHED
SID472441,True,False,UNMATCHED
SID553152,False,True,UNMATCHED
SID336022,False,True,UNMATCHED
SID902190,False,True,UNMATCHED
SID309154,True,False,UNMATCHED
SID510092,True,False,UNMATCHED
SID787369,False,True,UNMATCHED
SID578684,True,False,UNMATCHED
SID635690,False,True,UNMATCHED
SID179642,False,True,UNMATCHED
sid308866,False,True,UNMATCHED
SID369685,True,False,UNMATCHED
SID506966,True,False,UNMATCHED
SID829676,False,True,UNMATCHED
SID355216,False,True,UNMATCHED
SID617458,True,False,UNMATCHED
SID836219,True,False,UNMATCHED
SID852582,True,False,UNMATCHED
SID-706827,False,True,UNMATCHED
sid250572,False,True,UNMATCHED
SID158662,False,True,UNMATCHED
SID638305,False,True,UNMATCHED
SID163800,True,False,UNMATCHED
SID200229,False,True,UNMATCHED
SID998092,False,True,UNMATCHED
SID694914,False,True,UNMATCHED
SID794291,False,True,UNMATCHED
SID236425,False,True,UNMATCHED
SID716393,False,True,UNMATCHED
SID108796,False,True,UNMATCHED
SID-389728,False,True,UNMATCHED
SID619912,False,True,UNMATCHED
SID763622,False,True,UNMATCHED
SID-853545,False,True,UNMATCHED
SID-767916,False,True,UNMATCHED
SID453101,True,False,UNMATCHED
SID500846,False,True,UNMATCHED
SID950482,False,True,UNMATCHED
SID938504,True,False,UNMATCHED
SID408346,False,True,UNMATCHED
SID922190,False,True,UNMATCHED
SID959351,False,True,UNMATCHED
SID378849,True,False,UNMATCHED
SID803809,False,True,UNMATCHED
SID208066,False,True,UNMATCHED
SID597689,False,True,UNMATCHED
SID-572089,False,True,UNMATCHED
SID923670,False,True,UNMATCHED
SID280520,False,True,UNMATCHED
SID451619,False,True,UNMATCHED
SID472580,False,True,UNMATCHED
SID587189,True,False,UNMATCHED
SID380458,True,False,UNMATCHED
SID111262,True,False,UNMATCHED
SID271511,True,False,UNMATCHED
SID339735,False,True,UNMATCHED
SID661769,False,True,UNMATCHED
SID467980,True,False,UNMATCHED
SID-911756,True,False,UNMATCHED
SID278856,False,True,UNMATCHED
SID923987,True,False,UNMATCHED
sid243073,False,True,UNMATCHED
SID715699,True,False,UNMATCHED
SID298662,False,True,UNMATCHED
SID311910,False,True,UNMATCHED
SID-783725,True,False,UNMATCHED
SID710387,True,False,UNMATCHED
SID734297,True,False,UNMATCHED
SID279232,False,True,UNMATCHED
SID703196,False,True,UNMATCHED
SID286959,False,True,UNMATCHED
SID583191,True,False,UNMATCHED
SID466943,False,True,UNMATCHED
SID749778,False,True,UNMATCHED
SID-266841,False,True,UNMATCHED
SID906341,True,False,UNMATCHED
SID952523,False,True,UNMATCHED
SID-750619,False,True,UNMATCHED
SID866409,False,True,UNMATCHED
SID388812,False,True,UNMATCHED
SID-655612,False,True,UNMATCHED
SID262149,False,True,UNMATCHED
SID986009,True,False,UNMATCHED
SID817701,False,True,UNMATCHED
SID116942,False,True,UNMATCHED
SID515456,True,False,UNMATCHED
SID711964,True,False,UNMATCHED
SID653399,False,True,UNMATCHED
SID230023,True,False,UNMATCHED
SID132791,True,False,UNMATCHED
SID911277,False,True,UNMATCHED
SID996022,False,True,UNMATCHED
SID871970,True,False,UNMATCHED
SID-413392,False,True,UNMATCHED
SID750365,True,False,UNMATCHED
SID740925,False,True,UNMATCHED
SID238784,False,True,UNMATCHED
SID505075,False,True,UNMATCHED
SID-172218,False,True,UNMATCHED
SID848170,False,True,UNMATCHED
SID342789,False,True,UNMATCHED
SID219288,False,True,UNMATCHED
SID321043,False,True,UNMATCHED
SID760666,True,False,UNMATCHED
SID218365,False,True,UNMATCHED
SID942556,True,False,UNMATCHED
SID874097,False,True,UNMATCHED
SID880752,True,False,UNMATCHED
SID269399,False,True,UNMATCHED
SID200352,False,True,UNMATCHED
SID592732,False,True,UNMATCHED
sid815657,False,True,UNMATCHED
SID887122,False,True,UNMATCHED
SID248405,True,False,UNMATCHED
SID368618,False,True,UNMATCHED
SID689545,False,True,UNMATCHED
SID214747,False,True,UNMATCHED
SID333254,False,True,UNMATCHED
SID405933,False,True,UNMATCHED
SID726033,True,False,UNMATCHED
SID760262,False,True,UNMATCHED
sid370945,False,True,UNMATCHED
SID520141,False,True,UNMATCHED
SID857998,True,False,UNMATCHED
SID654067,False,True,UNMATCHED
SID334224,True,False,UNMATCHED
SID772797,False,True,UNMATCHED
SID230653,False,True,UNMATCHED
sid108110,False,True,UNMATCHED
SID558421,True,False,UNMATCHED
SID398658,False,True,UNMATCHED
SID380576,False,True,UNMATCHED
SID476143,False,True,UNMATCHED
SID595304,True,False,UNMATCHED
SID702982,True,False,UNMATCHED
SID932594,False,True,UNMATCHED
SID756974,False,True,UNMATCHED
SID488858,False,True,UNMATCHED
SID886964,False,True,UNMATCHED
SID-778961,False,True,UNMATCHED
SID448330,False,True,UNMATCHED
SID574742,False,True,UNMATCHED
SID-689851,False,True,UNMATCHED
SID952370,False,True,UNMATCHED
SID813746,True,True,EXACT
SID379193,False,True,UNMATCHED
SID655687,True,False,UNMATCHED
SID987811,False,True,UNMATCHED
SID749260,False,True,UNMATCHED
SID588895,True,False,UNMATCHED
SID190983,False,True,UNMATCHED
SID-849859,False,True,UNMATCHED
SID490927,False,True,UNMATCHED
SID690258,False,True,UNMATCHED
SID210999,False,True,UNMATCHED
SID910746,False,True,UNMATCHED
SID625034,True,False,UNMATCHED
SID351369,False,True,UNMATCHED
SID697293,False,True,UNMATCHED
SID213399,True,False,UNMATCHED
SID811393,False,True,UNMATCHED
SID512076,False,True,UNMATCHED
SID963947,True,False,UNMATCHED
SID225096,False,True,UNMATCHED
SID170016,True,False,UNMATCHED
SID344556,True,False,UNMATCHED
SID-198023,False,True,UNMATCHED
SID372834,False,True,UNMATCHED
SID322262,False,True,UNMATCHED
SID568395,False,True,UNMATCHED
SID-442214,False,True,UNMATCHED
SID246000,False,True,UNMATCHED
SID-593586,False,True,UNMATCHED
SID-885392,False,True,UNMATCHED
SID-804520,True,False,UNMATCHED
SID327058,True,False,UNMATCHED
SID261645,True,False,UNMATCHED
SID897575,True,False,UNMATCHED
SID442021,False,True,UNMATCHED
SID417175,False,True,UNMATCHED
SID130834,False,True,UNMATCHED
SID559649,True,False,UNMATCHED
SID581431,False,True,UNMATCHED
SID350105,False,True,UNMATCHED
SID-972287,False,True,UNMATCHED
SID231228,False,True,UNMATCHED
SID725072,True,False,UNMATCHED
SID345756,True,False,UNMATCHED
SID834280,True,False,UNMATCHED
SID570885,True,False,UNMATCHED
SID370625,False,True,UNMATCHED
SID440536,False,True,UNMATCHED
SID136734,False,True,UNMATCHED
SID490629,False,True,UNMATCHED
SID989162,True,False,UNMATCHED
SID152098,False,True,UNMATCHED
SID897621,False,True,UNMATCHED
SID243795,True,False,UNMATCHED
sid262041,False,True,UNMATCHED
SID-287703,False,True,UNMATCHED
SID127224,True,False,UNMATCHED
SID675005,False,True,UNMATCHED
SID612211,True,False,UNMATCHED
SID158553,False,True,UNMATCHED
SID459268,False,True,UNMATCHED
SID-963813,False,True,UNMATCHED
SID231237,False,True,UNMATCHED
SID192593,False,True,UNMATCHED
SID148321,True,False,UNMATCHED
SID787830,True,False,UNMATCHED
SID-818333,False,True,UNMATCHED
SID944222,False,True,UNMATCHED
SID934897,False,True,UNMATCHED
SID250501,False,True,UNMATCHED
SID901244,False,True,UNMATCHED
SID365240,True,False,UNMATCHED
sid635789,False,True,UNMATCHED
SID962238,True,False,UNMATCHED
SID366010,True,False,UNMATCHED
SID833778,True,False,UNMATCHED
sid409553,False,True,UNMATCHED
SID284160,False,True,UNMATCHED
SID897793,False,True,UNMATCHED
SID266847,False,True,UNMATCHED
SID961002,True,False,UNMATCHED
SID935944,True,False,UNMATCHED
sid228645,False,True,UNMATCHED
SID558823,False,True,UNMATCHED
SID832756,False,True,UNMATCHED
SID274482,False,True,UNMATCHED
SID550296,True,False,UNMATCHED
SID531013,False,True,UNMATCHED
SID795289,True,False,UNMATCHED
SID904233,False,True,UNMATCHED
SID730702,False,True,UNMATCHED
SID-845515,True,False,UNMATCHED
SID729391,False,True,UNMATCHED
SID737954,True,False,UNMATCHED
SID687100,False,True,UNMATCHED
SID560648,False,True,UNMATCHED
SID644909,False,True,UNMATCHED
SID926766,True,False,UNMATCHED
SID733944,False,True,UNMATCHED
SID931715,False,True,UNMATCHED
SID225622,False,True,UNMATCHED
SID176349,False,True,UNMATCHED
SID943885,False,True,UNMATCHED
SID504338,False,True,UNMATCHED
SID995142,False,True,UNMATCHED
SID801070,False,True,UNMATCHED
SID169139,True,False,UNMATCHED
SID417537,False,True,UNMATCHED
sid994236,False,True,UNMATCHED
SID895745,False,True,UNMATCHED
SID179257,True,False,UNMATCHED
SID507411,False,True,UNMATCHED
SID939950,True,False,UNMATCHED
SID209478,True,False,UNMATCHED
SID383758,False,True,UNMATCHED
SID881300,True,False,UNMATCHED
SID636277,True,False,UNMATCHED
SID185188,False,True,UNMATCHED
SID692642,True,False,UNMATCHED
SID387569,False,True,UNMATCHED
SID622968,False,True,UNMATCHED
