user_id,username,department,status,hostname,authentication_event_count,failed_login_count,successful_login_count,mfa_failure_count,unique_source_ip_count,session_count,unknown_evidence_count,off_hours_activity_count,endpoint_alert_count,critical_endpoint_alert_count,high_endpoint_alert_count,medium_endpoint_alert_count,low_endpoint_alert_count,unique_host_count,authentication_failure_rate,mfa_failure_rate,evidence_count,valid_evidence_count,feature_confidence,department_failed_login_percentile,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,peer_group_size,peer_failed_login_median,peer_failed_login_mad,peer_auth_failure_rate_median,peer_auth_failure_rate_mad,peer_off_hours_median,peer_off_hours_mad,peer_endpoint_alert_median,peer_endpoint_alert_mad,failed_login_abs_dev,failed_login_rel_dev,failed_login_zscore,auth_failure_rate_abs_dev,auth_failure_rate_rel_dev,auth_failure_rate_zscore,off_hours_abs_dev,off_hours_rel_dev,off_hours_zscore,endpoint_alert_abs_dev,endpoint_alert_rel_dev,endpoint_alert_zscore,unique_source_ip_zscore,unique_host_zscore,authentication_deviation,network_deviation,endpoint_deviation,off_hours_deviation,behavior_deviation_score,authentication_deviation_status,network_deviation_status,endpoint_deviation_status,off_hours_deviation_status,overall_deviation_status,multi_signal_deviation_count
EMP12379,joshua.dyal71,Brand,Active,Unknown,6.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.0,3.0,EXACT,75.0,6,5,4,5,2026-01-08 10:41:00,2026-09-04 05:06:51,1,238.77,0.8333,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,54,2.0,1.0,0.3333333333333333,0.08928571428571425,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.16666666666666669,0.125,1.259,0.0,0.0,0.0,0.0,0.0,-2.0235,0.0,-1.0,1.259,0.0,0.0,0.0,0.3147,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11547,ryan.rau52,Human Resources,Active,WS-11547,69.0,20.0,42.0,0.0,37.0,42.0,39.0,39.0,2.0,0.0,1.0,1.0,0.0,1.0,0.2898550724637681,0.0,71.0,32.0,EXACT,98.6153846153846,71,61,29,21,2026-06-09 13:19:00,2026-11-08 08:52:00,10,151.81,0.8592,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,325,2.0,1.0,0.3026315789473684,0.13596491228070182,3.0,1.0,2.0,1.0,18.0,6.0,12.1408,0.0,0.0,-0.0634,36.0,9.0,20.0,0.0,0.0,0.0,20.0,0.0,12.1408,20.0,0.0,20.0,13.0352,OUTLIER,OUTLIER,NORMAL,OUTLIER,OUTLIER,3
EMP11744,avi.basak59,Finance,Disabled,LPT-11744,8.0,3.0,5.0,0.0,4.0,6.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.375,0.0,11.0,7.0,EXACT,83.44370860927152,11,9,8,9,2026-08-01 06:11:36,2026-09-05 03:57:50,2,34.91,0.8182,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,2.0,1.0,1.349,0.0892857142857143,0.0694,0.4216,1.0,0.25,0.6745,1.0,0.3333,0.6745,0.6745,0.0,1.349,0.6745,0.6745,0.6745,0.8431,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10239,jatin.chada37,R&D,Disabled,WS-10239,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,3.0,2.0,EXACT,30.49792531120332,3,3,3,3,2026-03-09 05:51:00,2026-09-02 02:21:54,0,176.85,1.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.2,0.1538,1.0117,0.0,0.0,-0.6745,0.0,0.0,-0.6745,-1.349,0.0,1.0117,0.0,0.0,0.0,0.2529,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10817,geetika.ganesh63,Call Center,Active,WS-10817,5.0,1.0,4.0,0.0,4.0,4.0,1.0,4.0,5.0,0.0,1.0,1.0,3.0,1.0,0.2,0.0,10.0,9.0,EXACT,36.53846153846153,10,10,10,8,2026-08-02 01:22:37,2026-09-09 20:32:28,0,38.8,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,52,1.0,1.0,0.25,0.1484126984126984,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2272,1.0,0.25,0.6745,2.0,0.5,1.349,0.6745,0.0,0.0,0.6745,1.349,0.6745,0.6745,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12661,deepa.jha15,R&D,Active,WS-12661,5.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.0,3.0,EXACT,30.49792531120332,5,5,5,4,2026-08-08 15:02:12,2026-09-09 23:47:00,0,32.36,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-0.5059,0.0,0.0,-0.6745,0.0,0.0,-1.349,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11177,lekha.jhaveri61,Legal,Active,VDR-11177,5.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.4,0.0,8.0,7.0,EXACT,58.44155844155844,8,7,5,6,2026-08-03 05:33:14,2026-09-08 23:11:14,1,36.73,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.06666666666666671,0.05,0.2698,0.0,0.0,0.0,0.0,0.0,0.0,0.6745,0.0,0.2698,0.6745,0.0,0.0,0.2361,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12963,balendra_rao10,Brand,Active,VDR-12963,6.0,1.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,0.1666666666666666,0.0,9.0,6.0,EXACT,18.51851851851852,9,8,8,6,2026-02-08 00:00:00,2026-09-04 03:06:00,1,208.13,0.8889,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,54,2.0,1.0,0.3333333333333333,0.08928571428571425,3.0,1.0,3.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-1.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11730,wridesh.rajan59,Procurement,Active,WS-11730,5.0,3.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,4.0,2.0,1.0,0.6,0.0,11.0,8.0,EXACT,79.14893617021276,11,11,10,8,2026-08-03 09:22:43,2026-09-09 08:52:41,0,36.98,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.0792,0.0,0.0,0.0,4.0,1.3333,2.698,-0.6745,0.0,1.0792,0.0,2.698,0.0,0.9443,NORMAL,NORMAL,ELEVATED,NORMAL,NORMAL,1
EMP12533,qarin.hayer3,Finance,Active,WS-12533,7.0,2.0,5.0,0.0,5.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.2857142857142857,0.0,9.0,6.0,EXACT,63.90728476821192,9,8,6,8,2026-02-09 00:00:00,2026-08-27 12:19:38,1,199.51,0.8889,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,1.0,0.5,0.6745,0.0,0.0,0.0,2.0,0.5,1.349,0.0,0.0,0.0,1.349,0.0,0.6745,1.349,0.0,1.349,0.8431,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12225,pavani.memon61,Finance,Active,VDR-12225,5.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,2.0,4.0,1.0,1.0,0.4,0.0,12.0,9.0,EXACT,63.90728476821192,12,10,7,8,2026-08-03 10:51:10,2026-09-06 21:02:00,2,34.42,0.8333,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,1.0,0.5,0.6745,0.11428571428571432,0.0889,0.5396,0.0,0.0,-1.349,5.0,1.6667,3.3725,-0.6745,0.0,0.6745,0.0,3.3725,0.0,1.0118,NORMAL,NORMAL,ELEVATED,NORMAL,NORMAL,1
EMP12523,lohit.bhasin66,Human Resources,Active,WS-12523,8.0,6.0,2.0,0.0,6.0,5.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,0.75,0.0,11.0,9.0,EXACT,96.6153846153846,11,11,9,8,2026-08-02 11:38:50,2026-09-09 23:38:05,0,38.5,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,325,2.0,1.0,0.3026315789473684,0.13596491228070182,3.0,1.0,2.0,1.0,4.0,1.3333,2.698,0.4473684210526316,0.3434,2.2193,2.0,0.5,1.349,1.0,0.3333,0.6745,2.0235,0.0,2.698,2.0235,0.6745,1.349,1.6862,ELEVATED,UNUSUAL,NORMAL,NORMAL,UNUSUAL,1
EMP11483,mekhala.choudhary37,R&D,Active,LPT-11483.,6.0,2.0,3.0,0.0,4.0,0.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.0,11.0,9.0,EXACT,58.92116182572615,11,10,9,7,2026-08-06 22:47:40,2026-09-08 15:00:04,1,32.68,0.9091,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.033333333333333326,0.0256,0.1686,0.0,0.0,-0.6745,3.0,1.0,2.0235,0.6745,0.0,0.1686,0.6745,2.0235,0.0,0.7166,NORMAL,NORMAL,UNUSUAL,NORMAL,NORMAL,0
EMP10912,mohammed.devan20,Operations,Disabled,LPT-10912,71.0,25.0,35.0,0.0,35.0,32.0,39.0,38.0,7.0,1.0,0.0,3.0,3.0,1.0,0.352112676056338,0.0,78.0,39.0,EXACT,99.69418960244649,78,72,39,22,2026-02-09 20:58:00,2026-11-08 21:33:00,6,272.02,0.9231,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,23.0,7.6667,15.5133,0.01877934272300469,0.0141,0.095,35.0,8.75,20.0,4.0,1.0,2.698,20.0,0.0,15.5133,20.0,2.698,20.0,14.5528,OUTLIER,OUTLIER,ELEVATED,OUTLIER,OUTLIER,4
EMP12096,bhavini.mutti77,Operations,Active,VDR-12096,11.0,4.0,6.0,0.0,8.0,5.0,4.0,6.0,5.0,1.0,2.0,0.0,2.0,1.0,0.3636363636363636,0.0,16.0,12.0,EXACT,93.27217125382263,16,13,11,9,2026-08-04 00:00:00,2026-09-08 10:06:19,3,35.42,0.8125,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,2.0,0.6667,1.349,0.030303030303030276,0.0227,0.1533,3.0,0.75,2.0235,2.0,0.5,1.349,3.3725,0.0,1.349,3.3725,1.349,2.0235,2.0235,NORMAL,ELEVATED,NORMAL,UNUSUAL,UNUSUAL,1
EMP11965,damyanti.madan68,Innovation,Active,LPT-11965,6.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.0,8.0,5.0,EXACT,61.206896551724135,8,8,8,7,2026-03-09 01:49:00,2026-09-09 00:44:10,0,183.95,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,58,1.5,0.5,0.26785714285714285,0.12857142857142861,3.0,1.0,2.0,1.0,0.5,0.2,0.6745,0.06547619047619047,0.0516,0.3435,0.0,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,0.6745,0.0,0.0,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10926,ishaan.narang92,Procurement,Active,WS-10926,5.0,3.0,2.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.6,0.0,7.0,3.0,EXACT,79.14893617021276,7,6,5,5,2026-08-02 01:30:51,2026-09-03 18:10:33,1,32.69,0.8571,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.0792,0.0,0.0,0.0,0.0,0.0,0.0,-1.349,0.0,1.0792,0.0,0.0,0.0,0.2698,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12212,matthew.bath56,Customer Support,Active,VDR-12212,7.0,2.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,8.0,4.0,EXACT,66.27906976744185,8,7,7,5,2026-08-04 00:15:54,2026-09-09 00:00:00,1,35.99,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,172,1.0,1.0,0.2857142857142857,0.1607142857142857,3.0,1.0,2.5,1.5,1.0,0.5,0.6745,0.0,0.0,0.0,1.0,0.25,0.6745,0.0,0.0,-0.6745,0.0,0.0,0.6745,0.0,0.0,0.6745,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11421,bina.kar2,Sales,Active,VDR-11421.,4.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,0.25,0.0,8.0,6.0,EXACT,31.818181818181817,8,7,7,6,2026-01-08 19:14:00,2026-09-09 16:16:36,1,243.88,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-0.3372,0.0,0.0,-0.6745,1.0,0.25,0.6745,-0.6745,0.0,0.0,0.0,0.6745,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12579,balveer.nair93,IT,Active,VDR-12579,63.0,24.0,34.0,0.0,31.0,33.0,35.0,39.0,5.0,1.0,1.0,3.0,0.0,1.0,0.3809523809523809,0.0,68.0,33.0,EXACT,99.19678714859438,68,60,32,22,2026-01-09 05:39:00,2026-12-08 21:15:00,8,333.65,0.8824,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,249,1.0,1.0,0.2857142857142857,0.1190476190476191,3.0,1.0,2.0,1.0,23.0,11.5,15.5133,0.09523809523809518,0.0741,0.5396,36.0,9.0,20.0,3.0,1.0,2.0235,18.8857,0.0,15.5133,18.8857,2.0235,20.0,14.1056,OUTLIER,OUTLIER,UNUSUAL,OUTLIER,OUTLIER,3
EMP10594,gabriel.mistry80,Operations,Active,WS-10594,6.0,2.0,4.0,0.0,5.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,8.0,7.0,EXACT,60.24464831804281,8,8,8,7,2026-01-09 13:47:00,2026-08-25 08:51:55,0,227.8,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6745,0.0,0.0,-0.6745,1.349,0.0,0.0,1.349,0.0,0.0,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10601,urmi.borra25,Customer Support,Active,VDR-10601,4.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,6.0,2.0,EXACT,66.27906976744185,6,5,3,5,2026-08-12 15:16:54,2026-08-25 02:51:37,1,12.48,0.8333,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,172,1.0,1.0,0.2857142857142857,0.1607142857142857,3.0,1.0,2.5,1.5,1.0,0.5,0.6745,0.2142857142857143,0.1667,0.8993,0.0,0.0,-0.6745,0.0,0.0,-0.2248,-1.349,0.0,0.8993,0.0,0.0,0.0,0.2248,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10637,hitesh.shroff73,Procurement,Active,Unknown,6.0,3.0,2.0,0.0,4.0,3.0,2.0,3.0,7.0,1.0,0.0,2.0,4.0,1.0,0.5,0.0,13.0,11.0,EXACT,79.14893617021276,13,13,11,12,2026-08-09 23:41:50,2026-09-08 10:36:56,0,29.45,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.16666666666666669,0.125,0.6745,0.0,0.0,0.0,5.0,1.6667,3.3725,0.6745,0.0,0.6745,0.6745,3.3725,0.0,1.1804,NORMAL,NORMAL,ELEVATED,NORMAL,NORMAL,1
EMP12899,nidhi.dayal3,Legal,Active,LPT-12899,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,EXACT,7.575757575757576,4,4,4,3,2026-08-06 13:04:59,2026-08-27 15:40:40,0,21.11,1.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,-1.349,0.0,0.0,-1.349,0.0,0.0,-1.349,0.0,0.0,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11795,agastya.kala68,Operations,Active,WS-11795,9.0,4.0,4.0,0.0,4.0,7.0,5.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.4444444444444444,0.0,11.0,6.0,EXACT,93.27217125382263,11,11,9,8,2026-08-01 00:00:00,2026-09-03 16:00:43,0,33.67,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,2.0,0.6667,1.349,0.1111111111111111,0.0833,0.5621,3.0,0.75,2.0235,0.0,0.0,-0.6745,0.6745,0.0,1.349,0.6745,0.0,2.0235,1.0118,NORMAL,NORMAL,NORMAL,UNUSUAL,NORMAL,0
EMP11010,kiaan.issac82,Marketing,Active,LPT-11010,4.0,1.0,3.0,0.0,0.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,6.0,2.0,EXACT,36.32286995515695,6,6,6,5,2026-08-08 19:27:45,2026-09-08 10:19:54,0,30.62,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,223,1.0,1.0,0.2857142857142857,0.1428571428571428,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1686,0.0,0.0,0.0,0.0,0.0,0.0,-2.0235,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10680,chanchal.srivastava91,Procurement,Active,VDR-10680,7.0,3.0,2.0,0.0,2.0,3.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.4285714285714285,0.0,10.0,5.0,EXACT,79.14893617021276,10,9,9,7,2026-08-02 15:19:29,2026-09-05 08:57:09,1,33.73,0.9,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.09523809523809518,0.0714,0.3854,1.0,0.25,0.6745,1.0,0.3333,0.6745,-0.6745,0.0,0.6745,0.0,0.6745,0.6745,0.5059,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12431,lohit.raja77,Supply Chain,Active,Unknown,5.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,8.0,5.0,EXACT,30.327868852459016,8,7,7,6,2026-08-06 19:09:38,2026-11-08 23:20:00,1,94.17,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,61,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-0.6745,0.0,0.0,0.0,1.0,0.3333,0.6745,0.0,0.0,0.0,0.0,0.6745,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11778,viraj.wadhwa36,Marketing,Active,VDR-11778,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.6666666666666666,0.0,6.0,4.0,EXACT,62.10762331838565,6,5,5,5,2026-08-08 01:02:21,2026-09-06 19:42:00,1,29.78,0.8333,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,223,1.0,1.0,0.2857142857142857,0.1428571428571428,3.0,1.0,2.0,1.0,1.0,0.5,0.6745,0.38095238095238093,0.2963,1.7986,0.0,0.0,-1.349,1.0,0.3333,0.6745,-0.6745,0.0,1.7986,0.0,0.6745,0.0,0.6183,UNUSUAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10414,garima.bedi78,Human Resources,Active,LPT-10414,7.0,3.0,4.0,0.0,2.0,3.0,5.0,5.0,5.0,0.0,1.0,3.0,1.0,1.0,0.4285714285714285,0.0,12.0,7.0,EXACT,82.46153846153847,12,11,11,9,2026-08-04 00:00:00,2026-08-30 22:01:40,1,26.92,0.9167,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,325,2.0,1.0,0.3026315789473684,0.13596491228070182,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.12593984962406007,0.0967,0.6248,2.0,0.5,1.349,3.0,1.0,2.0235,-0.6745,0.0,0.6745,0.0,2.0235,1.349,1.0118,NORMAL,NORMAL,UNUSUAL,NORMAL,NORMAL,0
EMP10874,dominic.shenoy64,Human Resources,Active,WS-10874,4.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.25,0.0,7.0,4.0,EXACT,32.76923076923077,7,7,7,6,2026-06-09 09:34:00,2026-08-27 13:00:00,0,79.14,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,325,2.0,1.0,0.3026315789473684,0.13596491228070182,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-0.2611,0.0,0.0,-1.349,1.0,0.3333,0.6745,-1.349,0.0,0.0,0.0,0.6745,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10527,william.modi62,Legal,Active,Unknown,5.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,1.0,3.0,0.0,2.0,1.0,0.6,0.0,11.0,8.0,EXACT,79.43722943722943,11,9,8,6,2026-08-03 08:18:32,2026-09-09 23:12:34,2,37.62,0.8182,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.0792,0.0,0.0,-0.6745,3.0,0.75,2.0235,-0.6745,0.0,1.0792,0.0,2.0235,0.0,0.7757,NORMAL,NORMAL,UNUSUAL,NORMAL,NORMAL,0
EMP11512,samesh_sangha73,IT,Active,LPT-11512,8.0,2.0,5.0,0.0,5.0,5.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.25,0.0,10.0,6.0,EXACT,63.05220883534136,10,9,8,7,2026-02-08 07:40:00,2026-09-08 00:00:00,1,211.68,0.9,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,249,1.0,1.0,0.2857142857142857,0.1190476190476191,3.0,1.0,2.0,1.0,1.0,0.5,0.6745,0.0,0.0,-0.2023,2.0,0.5,1.349,0.0,0.0,0.0,1.349,0.0,0.6745,1.349,0.0,1.349,0.8431,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12548,nachiket.singh66,Innovation,Active,WS-12548,9.0,3.0,4.0,0.0,2.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,9.0,2.0,EXACT,80.17241379310344,9,9,8,6,2026-08-03 12:03:16,2026-09-02 22:06:46,0,30.42,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,58,1.5,0.5,0.26785714285714285,0.12857142857142861,3.0,1.0,2.0,1.0,1.5,0.6,2.0235,0.06547619047619047,0.0516,0.3435,1.0,0.25,0.6745,0.0,0.0,-1.349,-0.6745,-1.0,2.0235,0.0,0.0,0.6745,0.6745,UNUSUAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10108,aahana.samra10,R&D,Active,VDR-10108,6.0,5.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.8333333333333334,0.0,8.0,4.0,EXACT,97.30290456431536,8,6,6,6,2026-01-09 17:18:00,2026-09-06 20:21:00,2,240.13,0.75,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,3.0,1.0,2.0235,0.5333333333333334,0.4103,2.698,0.0,0.0,-0.6745,0.0,0.0,0.0,-0.6745,0.0,2.698,0.0,0.0,0.0,0.6745,ELEVATED,NORMAL,NORMAL,NORMAL,NORMAL,1
EMP11206,guneet.lalla74,Legal,Active,VDR-11206.,8.0,3.0,3.0,0.0,5.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.375,0.0,10.0,5.0,EXACT,79.43722943722943,10,7,7,6,2026-08-03 08:04:25,2026-09-08 03:06:13,3,35.79,0.7,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.041666666666666685,0.0313,0.1686,1.0,0.25,0.6745,0.0,0.0,-0.6745,1.349,0.0,0.6745,1.349,0.0,0.6745,0.6745,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12414,ishani.bava73,Finance,Active,Unknown,3.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,EXACT,10.76158940397351,5,5,4,4,2026-08-08 00:00:00,2026-08-30 03:25:00,0,22.14,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-1.349,0.0,0.0,0.0,0.0,0.0,0.0,-1.349,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
