event_id,event_timestamp,event_type,event_category,user_id,hostname,device_id,session_id,source_ip,destination_ip,department,severity,action,source_dataset,source_record_id,data_quality_status,resolution_confidence
IAM00006430,2026-08-18 18:54:32,login_failed,AUTHENTICATION,EMP12138,LPT-12138,Unknown,Unknown,192.168.222.233,Unknown,Sales,High,LOGIN_FAILED,IAM,IAM00006430,VALID,EXACT
IAM00003502,2026-08-09 21:29:01,other,AUTHENTICATION,EMP12860,LPT-12860,DEV39154,Unknown,Unknown,Unknown,Brand,High,OTHER,IAM,IAM00003502,UNKNOWN,EXACT
IAM00016711,2026-08-24 20:22:00,login_success,AUTHENTICATION,EMP11001,VDR-11001,DEV81188,SID728706,Unknown,Unknown,Supply Chain,Medium,LOGIN_SUCCESS,IAM,IAM00016711,UNKNOWN,EXACT
IAM00016482,2026-08-24 22:22:25,login_success,AUTHENTICATION,EMP11719,WS-11719,DEV35660,SID792998,Unknown,Unknown,Unknown,Low,LOGIN_SUCCESS,IAM,IAM00016482,UNKNOWN,EXACT
IAM00015267,2026-09-07 11:08:35,login_success,AUTHENTICATION,EMP12695,WS-12695,DEV73210,SID457463,192.168.1.164,Unknown,IT Support,Low,LOGIN_SUCCESS,IAM,IAM00015267,REPAIRED,EXACT
IAM00000734,2026-08-27 22:29:09,login_failed,AUTHENTICATION,EMP11871,WS-11871,DEV66675,SID-933376,172.16.45.237,Unknown,Unknown,Low,LOGIN_FAILED,IAM,IAM00000734,REPAIRED,EXACT
IAM00002969,2026-08-10 07:52:28,other,AUTHENTICATION,EMP11264,VDR-11264,DEV23242,Unknown,185.3.235.77,Unknown,Brand,High,OTHER,IAM,IAM00002969,REPAIRED,EXACT
IAM00017263,2026-09-08 04:06:47,login_success,AUTHENTICATION,EMP10973,WS-10973,DEV59998,SID760102,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00017263,UNKNOWN,EXACT
IAM00018519,2026-08-18 16:57:00,login_success,AUTHENTICATION,EMP11001,VDR-11001,DEV81188,SID698344,172.16.1.227,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00018519,REPAIRED,EXACT
IAM00015291,2026-08-06 11:15:43,login_success,AUTHENTICATION,EMP11649,LPT-11649,DEV58244,Unknown,Unknown,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00015291,UNKNOWN,EXACT
IAM00004286,2026-08-27 17:59:04,login_success,AUTHENTICATION,EMP12546,WS-12546,DEV38336,Unknown,75.143.138.27,Unknown,IT,Info,LOGIN_SUCCESS,IAM,IAM00004286,REPAIRED,EXACT
IAM00013973,Unknown,login_success,AUTHENTICATION,EMP12725,VDR-12725,Unknown,SID804478,158.123.210.232,Unknown,Support,Info,LOGIN_SUCCESS,IAM,IAM00013973,UNKNOWN,EXACT
IAM00016287,2026-07-09 00:29:00,login_failed,AUTHENTICATION,EMP10764,WS-10764,DEV32972,SID445334,Unknown,Unknown,Unknown,Info,LOGIN_FAILED,IAM,IAM00016287,UNKNOWN,EXACT
IAM00007402,2026-08-01 00:00:00,login_success,AUTHENTICATION,EMP12828,WS-12828,DEV18242,SID935485,Unknown,Unknown,Unknown,Low,LOGIN_SUCCESS,IAM,IAM00007402,UNKNOWN,EXACT
IAM00019656,2026-05-09 13:41:00,login_success,AUTHENTICATION,EMP10105,WS-10105,DEV59968,SID334507,Unknown,Unknown,IT,Info,LOGIN_SUCCESS,IAM,IAM00019656,UNKNOWN,EXACT
IAM00003804,2026-08-11 01:25:59,other,AUTHENTICATION,EMP12453,VDR-12453,DEV47254,Unknown,Unknown,Unknown,Operations,Info,OTHER,IAM,IAM00003804,UNKNOWN,EXACT
IAM00018508,2026-07-08 00:00:00,login_success,AUTHENTICATION,EMP11049,WS-11049,Unknown,Unknown,Unknown,Unknown,Operations,Info,LOGIN_SUCCESS,IAM,IAM00018508,UNKNOWN,EXACT
IAM00017430,2026-08-28 22:58:31,other,AUTHENTICATION,EMP10643,WS-10643,DEV15559,Unknown,Unknown,Unknown,Call Center,Low,OTHER,IAM,IAM00017430,UNKNOWN,EXACT
IAM00008688,2026-09-07 19:32:54,login_success,AUTHENTICATION,EMP11226,LPT-11226,Unknown,SID678790,184.22.150.9,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00008688,IMPUTED,EXACT
IAM00015895,2026-08-24 13:09:47,other,AUTHENTICATION,EMP12055,LPT-12055,DEV10730,Unknown,Unknown,Unknown,Operations,Info,OTHER,IAM,IAM00015895,UNKNOWN,EXACT
IAM00010997,2026-08-14 05:59:00,login_failed,AUTHENTICATION,EMP12596,WS-12596,Unknown,Unknown,10.93.95.0,Unknown,Human Resources,Low,LOGIN_FAILED,IAM,IAM00010997,VALID,EXACT
IAM00003221,Unknown,other,AUTHENTICATION,EMP11901,VDR-11901,Unknown,Unknown,Unknown,Unknown,R&D,Medium,OTHER,IAM,IAM00003221,UNKNOWN,EXACT
IAM00013059,2026-08-05 12:45:12,login_failed,AUTHENTICATION,EMP11012,VDR-11012,DEV11447,Unknown,172.16.125.64,Unknown,Unknown,Medium,LOGIN_FAILED,IAM,IAM00013059,VALID,EXACT
IAM00013014,2026-08-23 02:54:53,login_failed,AUTHENTICATION,EMP12678,VDR-12678,Unknown,Unknown,Unknown,Unknown,Unknown,Low,LOGIN_FAILED,IAM,IAM00013014,UNKNOWN,EXACT
IAM00004871,2026-09-01 00:00:00,login_failed,AUTHENTICATION,EMP11190,Unknown,DEV54436,Unknown,Unknown,Unknown,Call Center,High,LOGIN_FAILED,IAM,IAM00004871,UNKNOWN,EXACT
IAM00002460,Unknown,other,AUTHENTICATION,EMP10251,VDR-10251,DEV18357,Unknown,Unknown,Unknown,Unknown,Info,OTHER,IAM,IAM00002460,UNKNOWN,EXACT
IAM00016506,2026-08-30 20:59:23,login_success,AUTHENTICATION,EMP10855,LPT-10855,DEV92352,SID521415,192.168.1.15,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00016506,REPAIRED,EXACT
IAM00008720,2026-08-05 19:48:59,login_failed,AUTHENTICATION,EMP12841,VDR-12841,DEV30899,SID645906,192.168.89.15,Unknown,R&D,Low,LOGIN_FAILED,IAM,IAM00008720,REPAIRED,EXACT
IAM00012273,2026-08-03 15:16:13,login_success,AUTHENTICATION,EMP12062,WS-12062,DEV30991,SID549088,172.16.239.199,Unknown,Sales,Low,LOGIN_SUCCESS,IAM,IAM00012273,REPAIRED,EXACT
IAM00007855,2026-08-06 22:59:56,login_failed,AUTHENTICATION,EMP11801,LPT-11801,DEV21792,SID282618,96.225.13.165,Unknown,Unknown,Medium,LOGIN_FAILED,IAM,IAM00007855,VALID,EXACT
IAM00002330,2026-08-28 03:31:38,other,AUTHENTICATION,EMP12878,WS-12878,DEV71597,Unknown,77.88.12.197,Unknown,Support,Medium,OTHER,IAM,IAM00002330,REPAIRED,EXACT
IAM00003912,2026-08-25 23:21:04,login_success,AUTHENTICATION,EMP12113,VDR-12113,Unknown,SID394095,Unknown,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00003912,UNKNOWN,EXACT
IAM00009564,Unknown,login_success,AUTHENTICATION,EMP12425,LPT-12425,DEV51114,SID516807,100.110.15.149,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00009564,UNKNOWN,EXACT
IAM00002251,2026-09-09 00:00:00,login_success,AUTHENTICATION,EMP12663,Unknown,DEV52604,SID485058,Unknown,Unknown,Procurement,Info,LOGIN_SUCCESS,IAM,IAM00002251,UNKNOWN,EXACT
IAM00014935,2026-01-09 00:00:00,login_failed,AUTHENTICATION,EMP10115,WS-10115,DEV23979,SID366152,Unknown,Unknown,Sales,High,LOGIN_FAILED,IAM,IAM00014935,UNKNOWN,EXACT
IAM00006934,2026-08-08 03:08:24,login_success,AUTHENTICATION,EMP10026,LPT-10026,DEV31798,Unknown,34.11.139.230,Unknown,IT,Medium,LOGIN_SUCCESS,IAM,IAM00006934,REPAIRED,EXACT
IAM00006499,2026-08-02 00:28:58,login_success,AUTHENTICATION,EMP11194,WS-11194,DEV95235,SID654334,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00006499,UNKNOWN,EXACT
IAM00003689,2026-08-09 09:39:06,login_success,AUTHENTICATION,EMP11001,VDR-11001,DEV81188,SID611221,38.46.255.93,Unknown,Unknown,Low,LOGIN_SUCCESS,IAM,IAM00003689,VALID,EXACT
IAM00009220,2026-08-16 16:47:25,login_success,AUTHENTICATION,EMP10900,VDR-10900,DEV17956,Unknown,153.56.139.122,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00009220,REPAIRED,EXACT
IAM00003766,2026-02-08 06:42:00,login_failed,AUTHENTICATION,EMP10472,WS-10472,Unknown,SID885704,172.16.114.81,Unknown,Marketing,Low,LOGIN_FAILED,IAM,IAM00003766,VALID,EXACT
IAM00012310,Unknown,login_success,AUTHENTICATION,EMP11865,WS-11865,DEV50565,SID796240,172.16.206.63,Unknown,Finance,Medium,LOGIN_SUCCESS,IAM,IAM00012310,UNKNOWN,EXACT
IAM00011054,2026-09-05 04:20:45,login_success,AUTHENTICATION,EMP10298,LPT-10298,DEV52714,SID697268,Unknown,Unknown,Marketing,Medium,LOGIN_SUCCESS,IAM,IAM00011054,UNKNOWN,EXACT
IAM00012323,2026-08-26 15:30:00,login_failed,AUTHENTICATION,EMP12035,WS-12035,DEV61299,Unknown,Unknown,Unknown,Unknown,Low,LOGIN_FAILED,IAM,IAM00012323,UNKNOWN,EXACT
IAM00014413,2026-08-31 23:10:49,login_failed,AUTHENTICATION,EMP10140,VDR-10140,DEV72163,Unknown,Unknown,Unknown,Unknown,High,LOGIN_FAILED,IAM,IAM00014413,UNKNOWN,EXACT
IAM00002353,2026-08-25 00:00:00,login_success,AUTHENTICATION,EMP10814,WS-10814,DEV62510,Unknown,192.168.193.56,Unknown,Human Resources,Info,LOGIN_SUCCESS,IAM,IAM00002353,REPAIRED,EXACT
IAM00018057,2026-09-06 09:34:40,login_success,AUTHENTICATION,EMP12793,WS-12793,DEV76700,Unknown,Unknown,Unknown,Supply Chain,High,LOGIN_SUCCESS,IAM,IAM00018057,UNKNOWN,EXACT
IAM00012618,2026-08-20 17:54:49,login_failed,AUTHENTICATION,EMP10422,WS-10422,DEV70161,SID652403,Unknown,Unknown,Brand,High,LOGIN_FAILED,IAM,IAM00012618,UNKNOWN,EXACT
IAM00015543,2026-01-08 01:31:00,login_failed,AUTHENTICATION,EMP10274,LPT-10274,DEV97584,Unknown,172.16.24.221,Unknown,Customer Support,Medium,LOGIN_FAILED,IAM,IAM00015543,REPAIRED,EXACT
IAM00000483,Unknown,login_success,AUTHENTICATION,EMP10465,VDR-10465,Unknown,SID-836835,192.168.144.108,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00000483,UNKNOWN,EXACT
IAM00006241,2026-08-19 01:48:02,login_success,AUTHENTICATION,EMP10344,WS-10344,Unknown,SID775634,172.16.22.187,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00006241,REPAIRED,EXACT
IAM00013412,2026-08-05 00:00:00,login_success,AUTHENTICATION,EMP10989,LPT-10989,DEV27143,SID641998,172.16.98.245,Unknown,Compliance,Medium,LOGIN_SUCCESS,IAM,IAM00013412,VALID,EXACT
IAM00015750,2026-08-14 23:25:11,login_failed,AUTHENTICATION,EMP10987,LPT-10987,Unknown,SID267702,172.16.177.231,Unknown,Finance,Low,LOGIN_FAILED,IAM,IAM00015750,REPAIRED,EXACT
IAM00000916,2026-09-03 13:19:23,login_success,AUTHENTICATION,EMP10052,LPT-10052,DEV29313,SID593482,Unknown,Unknown,Unknown,Low,LOGIN_SUCCESS,IAM,IAM00000916,UNKNOWN,EXACT
IAM00002234,2026-08-06 13:32:46,login_success,AUTHENTICATION,EMP10252,WS-10252,DEV33590,Unknown,192.168.180.29,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00002234,REPAIRED,EXACT
IAM00014865,2026-08-26 17:33:00,login_failed,AUTHENTICATION,EMP10298,LPT-10298,Unknown,Unknown,172.16.226.135,Unknown,Marketing,High,LOGIN_FAILED,IAM,IAM00014865,REPAIRED,EXACT
IAM00003494,2026-08-29 00:00:00,login_success,AUTHENTICATION,EMP11986,WS-11986,DEV97837,SID490931,172.16.68.121,Unknown,Customer Support,High,LOGIN_SUCCESS,IAM,IAM00003494,VALID,EXACT
IAM00001685,2026-08-18 07:16:17,other,AUTHENTICATION,EMP10280,WS-10280,DEV59436,Unknown,Unknown,Unknown,IT,Medium,OTHER,IAM,IAM00001685,UNKNOWN,EXACT
IAM00007982,2026-09-08 21:50:52,login_failed,AUTHENTICATION,EMP12030,VDR-12030,DEV10085,Unknown,Unknown,Unknown,Call Center,Low,LOGIN_FAILED,IAM,IAM00007982,UNKNOWN,EXACT
IAM00001121,2026-08-14 14:25:08,login_failed,AUTHENTICATION,EMP11226,LPT-11226,DEV46040,SID-540120,Unknown,Unknown,Legal,High,LOGIN_FAILED,IAM,IAM00001121,UNKNOWN,EXACT
IAM00002573,2026-08-15 04:59:00,login_failed,AUTHENTICATION,EMP11992,LPT-11992,DEV41536,Unknown,10.249.237.0,Unknown,Marketing,High,LOGIN_FAILED,IAM,IAM00002573,REPAIRED,EXACT
IAM00003050,2026-09-02 04:18:50,login_success,AUTHENTICATION,EMP10781,WS-10781,DEV17213,SID410562,84.176.82.22,Unknown,R&D,Low,LOGIN_SUCCESS,IAM,IAM00003050,REPAIRED,EXACT
IAM00018029,2026-08-23 04:43:39,login_success,AUTHENTICATION,EMP10085,WS-10085,Unknown,SID229988,192.168.223.230,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00018029,IMPUTED,EXACT
IAM00006682,2026-08-30 00:00:00,login_success,AUTHENTICATION,EMP11503,WS-11503,DEV94984,SID352362,Unknown,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00006682,UNKNOWN,EXACT
IAM00014420,2026-08-10 01:41:01,login_success,AUTHENTICATION,EMP10753,LPT-10753,DEV24563,SID665268,86.53.63.158,Unknown,Supply Chain,Medium,LOGIN_SUCCESS,IAM,IAM00014420,REPAIRED,EXACT
IAM00013877,Unknown,login_failed,AUTHENTICATION,EMP10291,VDR-10291,DEV82710,Unknown,172.16.49.78,Unknown,Finance,High,LOGIN_FAILED,IAM,IAM00013877,UNKNOWN,EXACT
IAM00000572,2026-08-07 09:32:32,login_success,AUTHENTICATION,EMP12509,WS-12509,DEV27616,SID161183,Unknown,Unknown,Finance,Info,LOGIN_SUCCESS,IAM,IAM00000572,UNKNOWN,EXACT
IAM00005884,2026-08-14 23:28:04,login_failed,AUTHENTICATION,EMP12398,WS-12398,DEV93862,SID-801829,192.168.222.40,Unknown,Brand,High,LOGIN_FAILED,IAM,IAM00005884,IMPUTED,EXACT
IAM00003303,2026-07-08 15:11:00,login_failed,AUTHENTICATION,EMP12886,VDR-12886,DEV92304,SID726138,Unknown,Unknown,Marketing,Medium,LOGIN_FAILED,IAM,IAM00003303,UNKNOWN,EXACT
IAM00005067,2026-09-06 22:43:35,login_success,AUTHENTICATION,EMP10112,LPT-10112,DEV89887,SID737954,Unknown,Unknown,Finance,Low,LOGIN_SUCCESS,IAM,IAM00005067,UNKNOWN,EXACT
IAM00017157,2026-02-09 07:59:00,login_success,AUTHENTICATION,EMP12290,WS-12290,DEV59560,SID644921,172.16.236.72,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00017157,VALID,EXACT
IAM00011094,2026-07-09 12:57:00,login_failed,AUTHENTICATION,EMP10979,WS-10979,Unknown,Unknown,192.168.159.6,Unknown,Finance,Low,LOGIN_FAILED,IAM,IAM00011094,REPAIRED,EXACT
IAM00005398,2026-08-26 05:17:40,login_success,AUTHENTICATION,EMP10971,WS-10971,DEV85882,SID642197,172.16.143.169,Unknown,R&D,High,LOGIN_SUCCESS,IAM,IAM00005398,VALID,EXACT
IAM00004071,2026-08-05 06:58:31,login_failed,AUTHENTICATION,EMP10017,VDR-10017,DEV20322,Unknown,Unknown,Unknown,Sales,High,LOGIN_FAILED,IAM,IAM00004071,UNKNOWN,EXACT
IAM00018986,Unknown,login_failed,AUTHENTICATION,EMP12126,VDR-12126,DEV84509,SID496378,Unknown,Unknown,Supply Chain,High,LOGIN_FAILED,IAM,IAM00018986,UNKNOWN,EXACT
IAM00001274,2026-08-28 00:00:00,login_success,AUTHENTICATION,EMP11396,VDR-11396,Unknown,SID758611,51.37.119.39,Unknown,Legal,Low,LOGIN_SUCCESS,IAM,IAM00001274,REPAIRED,EXACT
IAM00008392,2026-09-09 18:35:44,login_failed,AUTHENTICATION,EMP12776,Unknown,DEV19269,SID758103,172.16.90.128,Unknown,IT Support,Info,LOGIN_FAILED,IAM,IAM00008392,REPAIRED,EXACT
IAM00016464,Unknown,login_failed,AUTHENTICATION,EMP12932,VDR-12932,DEV82327,Unknown,Unknown,Unknown,Unknown,Info,LOGIN_FAILED,IAM,IAM00016464,UNKNOWN,EXACT
IAM00009598,2026-08-02 17:20:21,login_failed,AUTHENTICATION,EMP10844,WS-10844,DEV21829,Unknown,180.21.149.79,Unknown,Procurement,Medium,LOGIN_FAILED,IAM,IAM00009598,VALID,EXACT
IAM00001139,Unknown,login_success,AUTHENTICATION,EMP12958,VDR-12958,DEV81816,SID345691,192.168.53.199,Unknown,R&D,Low,LOGIN_SUCCESS,IAM,IAM00001139,UNKNOWN,EXACT
IAM00006168,2026-08-28 00:53:06,login_success,AUTHENTICATION,EMP11801,Unknown,DEV21792,SID197389,192.168.66.102,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00006168,REPAIRED,EXACT
IAM00018630,2026-08-23 04:25:55,login_success,AUTHENTICATION,EMP11205,VDR-11205,DEV31061,SID115920,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00018630,UNKNOWN,EXACT
IAM00008666,2026-08-22 14:10:57,login_success,AUTHENTICATION,EMP12867,LPT-12867,DEV43478,SID766376,Unknown,Unknown,Legal,Low,LOGIN_SUCCESS,IAM,IAM00008666,UNKNOWN,EXACT
IAM00018130,2026-08-06 02:08:07,login_success,AUTHENTICATION,EMP11012,VDR-11012,DEV11447,Unknown,212.6.44.234,Unknown,R&D,High,LOGIN_SUCCESS,IAM,IAM00018130,REPAIRED,EXACT
IAM00005495,2026-08-29 06:52:18,login_failed,AUTHENTICATION,EMP10717,LPT-10717,DEV47132,Unknown,155.170.102.187,Unknown,Human Resources,Low,LOGIN_FAILED,IAM,IAM00005495,VALID,EXACT
IAM00009138,Unknown,login_failed,AUTHENTICATION,EMP10782,LPT-10782,DEV80570,Unknown,125.172.222.182,Unknown,Marketing,High,LOGIN_FAILED,IAM,IAM00009138,UNKNOWN,EXACT
IAM00005597,2026-08-02 11:38:41,login_success,AUTHENTICATION,EMP10480,VDR-10480,DEV81645,SID345595,Unknown,Unknown,Sales,Low,LOGIN_SUCCESS,IAM,IAM00005597,UNKNOWN,EXACT
IAM00016259,2026-09-08 00:00:00,other,AUTHENTICATION,EMP10980,LPT-10980,Unknown,Unknown,172.16.50.123,Unknown,Unknown,Medium,OTHER,IAM,IAM00016259,VALID,EXACT
IAM00007056,2026-08-16 12:59:43,login_failed,AUTHENTICATION,EMP12567,Unknown,DEV78025,Unknown,172.16.108.54,Unknown,IT,High,LOGIN_FAILED,IAM,IAM00007056,REPAIRED,EXACT
IAM00012529,2026-08-12 22:03:56,login_success,AUTHENTICATION,EMP12776,VDR-12776,DEV19269,SID641768,Unknown,Unknown,IT,Low,LOGIN_SUCCESS,IAM,IAM00012529,UNKNOWN,EXACT
IAM00018839,2026-04-08 00:53:00,login_success,AUTHENTICATION,EMP12815,LPT-12815,DEV61934,SID844630,101.29.164.142,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00018839,VALID,EXACT
IAM00016930,2026-08-13 19:38:44,login_failed,AUTHENTICATION,EMP12653,LPT-12653,Unknown,Unknown,Unknown,Unknown,R&D,Medium,LOGIN_FAILED,IAM,IAM00016930,UNKNOWN,EXACT
IAM00013848,2026-08-04 12:53:55,login_success,AUTHENTICATION,EMP11600,VDR-11600,DEV60738,Unknown,Unknown,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00013848,UNKNOWN,EXACT
IAM00016687,2026-08-11 20:45:47,login_failed,AUTHENTICATION,EMP11320,WS-11320,DEV15471,Unknown,Unknown,Unknown,Support,High,LOGIN_FAILED,IAM,IAM00016687,UNKNOWN,EXACT
IAM00003569,Unknown,login_success,AUTHENTICATION,EMP10213,WS-10213,DEV85718,SID368015,Unknown,Unknown,Sales,Medium,LOGIN_SUCCESS,IAM,IAM00003569,UNKNOWN,EXACT
IAM00006368,2026-08-12 02:35:58,login_success,AUTHENTICATION,EMP12880,VDR-12880,DEV53618,Unknown,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00006368,UNKNOWN,EXACT
IAM00016036,2026-08-18 13:04:12,login_failed,AUTHENTICATION,EMP12901,WS-12901,DEV81061,Unknown,172.16.190.51,Unknown,Legal,Medium,LOGIN_FAILED,IAM,IAM00016036,REPAIRED,EXACT
IAM00008814,2026-08-12 22:09:37,login_failed,AUTHENTICATION,EMP12859,VDR-12859,DEV37202,SID342750,19.42.66.24,Unknown,Marketing,Low,LOGIN_FAILED,IAM,IAM00008814,REPAIRED,EXACT
IAM00018614,2026-08-19 08:04:31,login_failed,AUTHENTICATION,EMP12270,VDR-12270,Unknown,SID471772,Unknown,Unknown,Finance,Medium,LOGIN_FAILED,IAM,IAM00018614,UNKNOWN,EXACT
IAM00003477,2026-08-04 19:33:18,login_success,AUTHENTICATION,EMP12693,VDR-12693,DEV53718,SID546860,Unknown,Unknown,Legal,Medium,LOGIN_SUCCESS,IAM,IAM00003477,UNKNOWN,EXACT
IAM00018794,2026-08-22 10:39:47,login_success,AUTHENTICATION,EMP12902,WS-12902,DEV44011,SID690295,192.168.202.40,Unknown,Unknown,Info,LOGIN_SUCCESS,IAM,IAM00018794,IMPUTED,EXACT
IAM00004443,2026-08-09 06:01:45,login_failed,AUTHENTICATION,EMP10343,VDR-10343,DEV17152,SID978725,10.55.172.0,Unknown,Sales,Low,LOGIN_FAILED,IAM,IAM00004443,REPAIRED,EXACT
IAM00000021,2026-08-25 17:48:31,login_success,AUTHENTICATION,EMP10322,VDR-10322,DEV67850,SID554557,192.168.209.182,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00000021,REPAIRED,EXACT
IAM00006259,2026-09-06 11:41:22,login_success,AUTHENTICATION,EMP10393,WS-10393,DEV44226,SID827700,Unknown,Unknown,Unknown,Medium,LOGIN_SUCCESS,IAM,IAM00006259,UNKNOWN,EXACT
IAM00004406,2026-08-18 07:50:26,login_failed,AUTHENTICATION,EMP12737,LPT-12737,DEV85743,SID139196,15.162.57.47,Unknown,Unknown,Low,LOGIN_FAILED,IAM,IAM00004406,VALID,EXACT
IAM00007895,Unknown,login_failed,AUTHENTICATION,EMP12476,LPT-12476,DEV65784,SID855699,10.51.28.0,Unknown,Finance,Low,LOGIN_FAILED,IAM,IAM00007895,UNKNOWN,EXACT
IAM00011485,2026-08-21 10:59:00,login_success,AUTHENTICATION,EMP10582,WS-10582,DEV11653,SID610980,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00011485,UNKNOWN,EXACT
IAM00007223,2026-08-16 16:15:46,login_failed,AUTHENTICATION,EMP10298,LPT-10298,DEV52714,Unknown,192.168.25.133,Unknown,Marketing,Low,LOGIN_FAILED,IAM,IAM00007223,VALID,EXACT
IAM00013598,2026-08-20 06:56:48,login_failed,AUTHENTICATION,EMP10575,LPT-10575,DEV31400,Unknown,Unknown,Unknown,Call Center,Medium,LOGIN_FAILED,IAM,IAM00013598,UNKNOWN,EXACT
IAM00007224,2026-08-11 03:19:04,login_success,AUTHENTICATION,EMP11417,VDR-11417,DEV51546,SID352310,Unknown,Unknown,Innovation,Medium,LOGIN_SUCCESS,IAM,IAM00007224,UNKNOWN,EXACT
IAM00013716,2026-08-01 09:04:00,login_success,AUTHENTICATION,EMP10638,VDR-10638,DEV71441,SID968058,Unknown,Unknown,Finance,Low,LOGIN_SUCCESS,IAM,IAM00013716,UNKNOWN,EXACT
IAM00000357,2026-08-01 12:57:03,login_failed,AUTHENTICATION,EMP11929,VDR-11929,DEV67979,Unknown,151.60.230.204,Unknown,Human Resources,Medium,LOGIN_FAILED,IAM,IAM00000357,VALID,EXACT
IAM00014511,2026-09-01 07:19:50,login_success,AUTHENTICATION,EMP12895,WS-12895,DEV48343,Unknown,172.16.188.39,Unknown,Unknown,Low,LOGIN_SUCCESS,IAM,IAM00014511,REPAIRED,EXACT
IAM00018637,2026-08-13 07:05:15,login_success,AUTHENTICATION,EMP11973,VDR-11973,Unknown,Unknown,Unknown,Unknown,Innovation,Medium,LOGIN_SUCCESS,IAM,IAM00018637,UNKNOWN,EXACT
IAM00005642,2026-09-03 23:48:39,login_failed,AUTHENTICATION,EMP10472,WS-10472,DEV82559,SID405523,86.33.12.231,Unknown,Marketing,Low,LOGIN_FAILED,IAM,IAM00005642,REPAIRED,EXACT
IAM00002608,2026-08-22 16:55:43,login_success,AUTHENTICATION,EMP12571,WS-12571,DEV90973,SID717510,Unknown,Unknown,Customer Support,Low,LOGIN_SUCCESS,IAM,IAM00002608,UNKNOWN,EXACT
IAM00007045,Unknown,login_success,AUTHENTICATION,EMP11944,WS-11944,DEV42638,SID287592,Unknown,Unknown,Finance,Low,LOGIN_SUCCESS,IAM,IAM00007045,UNKNOWN,EXACT
IAM00012401,2026-08-13 23:14:26,login_success,AUTHENTICATION,EMP11437,WS-11437,DEV76029,SID626978,Unknown,Unknown,Operations,Low,LOGIN_SUCCESS,IAM,IAM00012401,UNKNOWN,EXACT
IAM00019239,2026-08-23 07:40:13,login_success,AUTHENTICATION,EMP10442,WS-10442,DEV59840,SID525883,Unknown,Unknown,IT,Medium,LOGIN_SUCCESS,IAM,IAM00019239,UNKNOWN,EXACT
IAM00018101,2026-08-03 07:33:13,login_success,AUTHENTICATION,EMP10634,LPT-10634,DEV83051,SID773888,Unknown,Unknown,Supply Chain,Low,LOGIN_SUCCESS,IAM,IAM00018101,UNKNOWN,EXACT
IAM00004847,2026-08-10 04:18:59,login_failed,AUTHENTICATION,EMP11251,Unknown,Unknown,Unknown,Unknown,Unknown,Procurement,Low,LOGIN_FAILED,IAM,IAM00004847,UNKNOWN,EXACT
IAM00013548,2026-08-07 23:33:15,login_failed,AUTHENTICATION,EMP11989,VDR-11989,DEV44870,Unknown,Unknown,Unknown,Support,High,LOGIN_FAILED,IAM,IAM00013548,UNKNOWN,EXACT
IAM00011151,2026-08-07 22:34:50,login_failed,AUTHENTICATION,EMP12529,WS-12529,Unknown,Unknown,68.191.238.194,Unknown,Human Resources,Low,LOGIN_FAILED,IAM,IAM00011151,REPAIRED,EXACT
IAM00019288,2026-08-02 12:54:49,login_failed,AUTHENTICATION,EMP11133,LPT-11133,Unknown,Unknown,10.236.226.0,Unknown,Finance,Low,LOGIN_FAILED,IAM,IAM00019288,REPAIRED,EXACT
IAM00011690,Unknown,login_success,AUTHENTICATION,EMP10447,LPT-10447,DEV77070,SID520082,Unknown,Unknown,Procurement,Medium,LOGIN_SUCCESS,IAM,IAM00011690,UNKNOWN,EXACT
IAM00015864,Unknown,login_success,AUTHENTICATION,EMP12706,VDR-12706,DEV64786,SID119881,Unknown,Unknown,Unknown,High,LOGIN_SUCCESS,IAM,IAM00015864,UNKNOWN,EXACT
