entity_id,failed_login_zscore,auth_failure_rate_zscore,off_hours_zscore,endpoint_alert_zscore,unique_source_ip_zscore,unique_host_zscore,behavior_deviation_score,multi_signal_deviation_count,entity_type,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore
EMP10918,2.0235,1.4754,2.0235,0.6745,0.6745,0.0,1.349,0,USER,0.0,0.0,0.0,0.0
EMP11646,-0.6745,-0.6745,-0.6745,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11026,1.349,0.2698,3.3725,0.0,1.349,0.0,1.5176,1,USER,0.0,0.0,0.0,0.0
EMP11030,-0.6745,-1.1991,-0.6745,-0.2248,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10882,-0.6745,-1.349,-2.0235,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11335,0.6745,0.6745,0.6745,2.698,-0.6745,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP12290,0.0,0.0,-1.349,-1.349,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10364,1.349,1.3334,0.6745,-0.6745,1.349,-1.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12125,0.0,-0.3372,1.349,-1.349,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10027,0.0,-0.5621,1.349,2.0235,0.0,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10473,0.6745,0.8431,-0.6745,-0.6745,-0.6745,0.0,0.2108,0,USER,0.0,0.0,0.0,0.0
EMP10525,-0.6745,-1.6188,0.6745,-0.6745,1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10725,-0.6745,-1.6188,-1.349,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10055,0.0,2.698,-1.349,0.0,-1.349,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP10638,0.6745,0.0,0.0,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10302,0.6745,0.3787,0.0,0.6745,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12688,0.0,1.0117,-2.0235,0.0,-2.0235,0.0,0.2529,0,USER,0.0,0.0,0.0,0.0
EMP11276,0.6745,0.3787,0.0,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12717,0.0,1.0117,-2.0235,1.349,-1.349,0.0,0.5902,0,USER,0.0,0.0,0.0,0.0
EMP10624,0.0,0.2698,-1.349,0.0,-0.6745,0.0,0.0674,0,USER,0.0,0.0,0.0,0.0
EMP12055,-1.349,-1.6862,-0.6745,-2.0235,-0.6745,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11280,0.0,0.3187,-2.0235,0.6745,-2.0235,0.0,0.2483,0,USER,0.0,0.0,0.0,0.0
EMP11049,0.0,-0.2409,0.6745,0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10336,-1.349,-1.5013,-1.349,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10047,-1.349,-1.349,-1.349,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10106,0.0,-0.1686,0.6745,2.0235,-1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP11079,0.6745,0.0645,-0.6745,0.6745,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12286,0.6745,1.4752,-0.6745,0.0,0.0,0.0,0.3688,0,USER,0.0,0.0,0.0,0.0
EMP12261,-0.6745,-0.3372,0.0,-0.6745,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11144,0.6745,0.0,1.349,-1.1242,0.6745,-1.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12458,0.0,1.349,-1.349,-0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12296,-0.6745,-1.349,0.6745,0.0,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11836,-0.6745,-1.349,-0.6745,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11753,0.0,0.6745,-0.6745,0.0,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11101,0.6745,1.0792,0.0,-0.6745,0.6745,0.0,0.4384,0,USER,0.0,0.0,0.0,0.0
EMP11968,2.698,1.349,-2.0235,0.0,2.0235,0.0,1.1804,1,USER,0.0,0.0,0.0,0.0
EMP10523,-0.6745,-0.6745,0.0,-1.349,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12280,2.698,1.4752,1.349,-1.349,2.0235,-1.0,1.5176,1,USER,0.0,0.0,0.0,0.0
EMP11428,2.0235,0.6745,1.349,-0.6745,0.0,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12687,0.0,0.0,0.6745,0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10603,-1.349,-1.349,0.0,0.6745,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11489,0.6745,0.0,1.349,1.349,-0.6745,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12423,2.0235,4.0469,-1.349,-0.6745,-0.6745,0.0,1.0117,1,USER,0.0,0.0,0.0,0.0
EMP10060,0.6745,0.6745,0.0,2.0235,0.0,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12832,0.0,1.349,-2.0235,-1.349,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10671,-0.6745,-0.7926,-0.6745,1.349,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10092,-1.349,-1.6862,2.0235,0.0,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10666,0.0,1.0117,-2.0235,0.6745,-0.6745,0.0,0.4216,0,USER,0.0,0.0,0.0,0.0
EMP11887,0.6745,1.4752,0.0,-0.6745,-0.6745,0.0,0.3688,0,USER,0.0,0.0,0.0,0.0
EMP10280,2.698,1.5047,1.349,-1.349,0.0,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP11719,-1.349,-1.349,0.6745,-1.349,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10359,1.349,1.8886,0.0,0.6745,-0.6745,0.0,0.6408,0,USER,0.0,0.0,0.0,0.0
EMP10899,-0.6745,-0.3372,-0.6745,2.0235,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11935,0.6745,0.2248,0.0,1.349,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP11994,-1.349,-1.349,0.0,-1.349,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12384,0.0,0.0,-0.6745,0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10760,0.6745,0.6745,1.349,-0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12158,0.0,0.0,0.6745,-0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12703,0.0,0.6745,0.6745,0.0,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10042,-0.6745,-0.3372,0.6745,2.0235,-1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12173,0.0,-0.3989,1.349,-0.6745,1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10204,1.349,1.319,-0.6745,0.2248,0.0,0.0,0.3934,0,USER,0.0,0.0,0.0,0.0
EMP11473,-1.349,-1.349,-1.349,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12100,-1.349,-1.5176,0.0,0.0,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10068,-1.349,-1.349,-0.6745,2.698,-0.6745,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP11875,-0.6745,-0.6745,-0.6745,0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12451,0.0,0.6745,0.0,1.349,-0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12231,0.6745,0.0,0.0,1.349,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10137,0.0,0.6745,-0.6745,1.349,-0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10796,-0.6745,-0.8431,2.0235,-0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12180,0.0,-0.8768,2.0235,0.0,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12128,0.6745,0.0,1.349,0.0,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10758,0.0,0.5059,0.0,-0.6745,-0.6745,0.0,0.1265,0,USER,0.0,0.0,0.0,0.0
EMP10541,0.6745,3.5411,0.0,0.6745,0.0,0.0,1.0539,1,USER,0.0,0.0,0.0,0.0
EMP11019,0.0,-0.5621,-0.6745,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12360,-0.6745,-1.6188,-1.349,2.698,-1.349,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP10165,-0.6745,-0.8431,2.0235,1.349,0.0,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10248,0.6745,0.1998,-0.6745,0.2248,0.0,0.0,0.2248,0,USER,0.0,0.0,0.0,0.0
EMP11331,-0.6745,-1.6188,-2.0235,0.6745,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12017,1.349,0.6745,0.6745,1.349,0.0,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10446,0.6745,0.6475,-1.349,-0.6745,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11358,2.698,0.5603,4.0469,0.0,2.698,0.0,2.3607,3,USER,0.0,0.0,0.0,0.0
EMP12145,0.0,-0.3597,0.0,-2.0235,0.0,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11329,-0.6745,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12996,-0.6745,-0.6558,0.6745,0.6745,1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12150,-1.349,-1.349,-0.6745,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10434,0.0,-0.5621,-0.6745,0.6745,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12122,-0.6745,-0.2529,-0.6745,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10577,1.349,1.0117,0.0,2.0235,0.0,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12463,-0.6745,-0.6745,0.0,-0.6745,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11848,0.0,0.1998,-1.349,-0.6745,-0.6745,0.0,0.05,0,USER,0.0,0.0,0.0,0.0
EMP10762,-1.349,-1.349,-1.349,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10388,0.0,0.2698,-0.6745,-0.6745,-0.6745,0.0,0.0674,0,USER,0.0,0.0,0.0,0.0
EMP10235,0.6745,0.6932,-0.6745,0.6745,0.0,0.0,0.3419,0,USER,0.0,0.0,0.0,0.0
EMP12685,-0.6745,-0.4216,0.0,-1.349,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11984,-0.6745,0.0,-0.6745,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10267,0.0,0.9791,-1.349,2.0235,0.0,0.0,0.7506,0,USER,0.0,0.0,0.0,0.0
EMP10770,0.0,-0.4856,2.0235,0.6745,2.698,0.0,1.349,1,USER,0.0,0.0,0.0,0.0
EMP12165,-0.6745,-1.349,0.0,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10437,0.0,0.0,1.349,0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10673,0.0,0.2698,0.0,0.0,0.6745,0.0,0.2361,0,USER,0.0,0.0,0.0,0.0
EMP10249,0.6745,0.6745,-0.6745,2.0235,0.0,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12201,-0.6745,-0.0937,-1.349,0.6745,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11574,0.6745,0.6248,0.0,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12142,0.0,-0.4856,0.0,0.0,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12081,-0.6745,-1.6188,-1.349,0.0,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12698,0.0,0.6745,-0.6745,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12647,0.0,-0.3372,0.6745,0.0,1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12822,0.6745,0.2248,0.6745,0.0,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10448,-1.349,-1.349,-0.6745,-1.349,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11469,0.6745,2.1584,-0.6745,0.6745,-1.349,0.0,0.7082,0,USER,0.0,0.0,0.0,0.0
EMP10716,-0.6745,0.0,-2.0235,2.698,-1.349,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP12470,1.349,2.1921,-1.349,0.0,-2.0235,0.0,0.548,0,USER,0.0,0.0,0.0,0.0
EMP12985,0.0,-0.6745,1.349,0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12048,-0.6745,-0.5059,-1.349,-0.6745,1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11901,0.0,-0.5059,1.349,0.0,2.0235,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP11168,1.349,3.3725,-1.349,0.0,-1.349,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP10082,1.349,0.9791,0.6745,0.6745,-0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12497,0.6745,-0.4216,1.349,0.6745,1.349,0.0,1.0118,0,USER,0.0,0.0,0.0,0.0
EMP11460,-0.6745,-0.356,0.6745,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11893,1.349,1.349,-0.6745,-2.0235,0.6745,-1.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11668,0.6745,0.1686,0.6745,0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12000,0.0,0.2698,0.0,-0.6745,0.0,0.0,0.0674,0,USER,0.0,0.0,0.0,0.0
EMP10475,0.6745,0.0,1.349,0.0,-0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10517,2.0235,0.5396,2.698,0.6745,3.3725,0.0,2.1921,2,USER,0.0,0.0,0.0,0.0
EMP10404,0.0,-0.9106,0.6745,0.0,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10384,0.6745,1.7986,-1.349,0.0,-0.6745,0.0,0.4496,0,USER,0.0,0.0,0.0,0.0
EMP12507,0.6745,-0.2023,0.6745,0.6745,2.0235,0.0,1.0118,0,USER,0.0,0.0,0.0,0.0
EMP12152,0.0,0.5036,0.6745,0.0,0.6745,0.0,0.4632,0,USER,0.0,0.0,0.0,0.0
EMP11633,-0.6745,-1.6188,-0.6745,-1.349,0.6745,-1.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12944,-0.6745,-0.7708,2.0235,0.0,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10688,0.0,0.0,-0.6745,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11240,0.0,0.6745,-0.6745,-0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10062,-1.349,-1.6862,-1.349,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10852,0.0,0.3372,0.6745,0.0,0.0,0.0,0.2529,0,USER,0.0,0.0,0.0,0.0
EMP12834,0.0,-0.4497,1.349,-0.6745,2.698,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP12552,-0.6745,-0.6745,0.0,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11262,1.349,0.6745,0.0,1.349,1.349,0.0,1.0118,0,USER,0.0,0.0,0.0,0.0
EMP10223,0.0,0.8431,-1.349,0.6745,-1.349,0.0,0.3794,0,USER,0.0,0.0,0.0,0.0
EMP12193,2.0235,0.8993,0.6745,1.5738,0.6745,0.0,1.2366,0,USER,0.0,0.0,0.0,0.0
EMP10373,0.0,0.483,0.0,-0.6745,-1.349,-1.0,0.1208,0,USER,0.0,0.0,0.0,0.0
EMP11824,-0.6745,-0.6745,-0.6745,1.349,1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12614,0.0,0.8993,-1.349,0.2248,-0.6745,0.0,0.281,0,USER,0.0,0.0,0.0,0.0
EMP12955,0.0,-0.1686,0.0,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12676,0.0,0.6745,-0.6745,0.0,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12766,-0.6745,-0.6295,-0.6745,0.0,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10009,-0.6745,-1.1991,-1.349,-0.2248,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11944,2.698,0.6183,0.0,0.0,3.3725,0.0,1.5176,2,USER,0.0,0.0,0.0,0.0
EMP11838,-0.6745,0.9791,-1.349,0.0,-0.6745,0.0,0.2448,0,USER,0.0,0.0,0.0,0.0
EMP10708,-0.6745,-1.349,-2.0235,0.6745,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10255,0.0,-0.4856,0.6745,0.0,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11617,-0.6745,-1.349,0.0,2.0235,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10389,0.6745,1.0792,-1.349,0.6745,-0.6745,0.0,0.4384,0,USER,0.0,0.0,0.0,0.0
EMP11581,0.0,-0.5621,0.0,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10924,0.6745,0.6504,1.349,1.349,0.6745,0.0,1.0118,0,USER,0.0,0.0,0.0,0.0
EMP12036,-1.349,-1.6862,-2.0235,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12475,0.0,-0.3747,1.349,0.0,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11224,1.349,0.8431,0.6745,3.3725,-0.6745,0.0,1.349,1,USER,0.0,0.0,0.0,0.0
EMP11946,0.0,0.2248,-0.6745,-0.6745,-2.0235,0.0,0.0562,0,USER,0.0,0.0,0.0,0.0
EMP10739,0.6745,0.6745,-0.6745,0.0,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10040,2.0235,1.2141,0.6745,2.0235,2.0235,0.0,1.6862,0,USER,0.0,0.0,0.0,0.0
EMP10868,0.6745,0.2698,1.349,1.349,-1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10539,1.349,-0.0613,2.698,-0.6745,-0.6745,-1.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP12587,-0.6745,0.2698,0.0,0.0,-2.0235,0.0,0.0674,0,USER,0.0,0.0,0.0,0.0
EMP11371,-1.349,-1.349,0.6745,0.6745,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11145,0.0,0.6745,0.0,0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11031,-1.349,-1.6862,0.6745,-1.349,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10372,1.349,0.3026,0.6745,-0.6745,2.0235,0.0,1.0118,0,USER,0.0,0.0,0.0,0.0
EMP10667,2.698,1.5288,0.6745,2.0235,2.0235,0.0,1.8549,1,USER,0.0,0.0,0.0,0.0
EMP10357,-0.6745,-1.6188,-1.349,0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10967,-0.6745,2.698,-2.0235,1.349,-1.349,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP11353,0.0,-0.4047,0.0,2.698,0.0,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP11035,-0.6745,-0.8853,1.349,0.0,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10470,-0.6745,0.8431,-1.349,0.6745,-2.0235,0.0,0.3794,0,USER,0.0,0.0,0.0,0.0
EMP11396,0.6745,0.1686,0.6745,-0.6745,1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12705,0.0,0.2698,-0.6745,-1.349,-0.6745,-1.0,0.0674,0,USER,0.0,0.0,0.0,0.0
EMP11549,0.0,-0.4996,0.0,0.6745,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11256,0.0,0.6745,-0.6745,0.0,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12094,-1.349,-1.349,-2.0235,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11555,0.0,-0.3935,2.698,-0.6745,0.0,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP12668,-1.349,-1.349,-1.349,0.0,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11250,0.6745,1.5988,-1.349,0.6745,-1.349,0.0,0.5683,0,USER,0.0,0.0,0.0,0.0
EMP11699,0.6745,0.2108,0.6745,0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP11252,0.0,-0.1927,2.0235,2.0235,1.349,0.0,1.349,0,USER,0.0,0.0,0.0,0.0
EMP12865,7.4194,2.6751,3.3725,1.349,3.3725,0.0,3.8784,3,USER,0.0,0.0,0.0,0.0
EMP10079,1.349,0.0674,1.349,-0.6745,2.0235,0.0,1.1804,0,USER,0.0,0.0,0.0,0.0
EMP11172,-1.349,-1.5013,0.6745,2.0235,0.0,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10814,-0.6745,0.1523,0.0,-1.349,-1.349,-1.0,0.0381,0,USER,0.0,0.0,0.0,0.0
EMP11852,0.6745,4.0469,-2.0235,0.6745,-0.6745,0.0,1.1804,1,USER,0.0,0.0,0.0,0.0
EMP12220,2.0235,1.1362,0.6745,-0.6745,0.0,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12710,1.349,1.4839,-1.349,-0.6745,0.0,0.0,0.371,0,USER,0.0,0.0,0.0,0.0
EMP12105,0.6745,1.349,0.0,0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10133,0.0,0.6745,-0.6745,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11140,0.6745,0.0,0.6745,0.6745,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10933,-0.6745,-0.2611,-1.349,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10928,2.698,1.0792,2.0235,-0.6745,2.0235,0.0,1.6862,1,USER,0.0,0.0,0.0,0.0
EMP10823,0.0,-0.2529,0.6745,0.6745,2.0235,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP11531,-1.349,-1.349,-0.6745,0.0,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11214,0.0,0.1523,-0.6745,0.0,0.0,0.0,0.0381,0,USER,0.0,0.0,0.0,0.0
EMP10504,-0.6745,-0.5396,0.0,2.0235,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12395,0.0,1.2082,-1.349,0.6745,-1.349,0.0,0.4707,0,USER,0.0,0.0,0.0,0.0
EMP11996,1.349,0.8094,1.349,0.0,0.0,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12434,-0.6745,0.0,-0.6745,-1.349,-1.349,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11958,0.6745,0.9791,0.6745,0.0,2.0235,0.0,0.9193,0,USER,0.0,0.0,0.0,0.0
EMP11384,0.6745,1.1991,-1.349,-1.349,-2.0235,0.0,0.2998,0,USER,0.0,0.0,0.0,0.0
EMP10894,1.349,-0.1124,2.698,-0.6745,0.6745,0.0,1.1804,1,USER,0.0,0.0,0.0,0.0
EMP10828,0.0,0.9791,-0.6745,0.6745,-2.0235,0.0,0.4134,0,USER,0.0,0.0,0.0,0.0
EMP11683,0.0,-0.4047,0.0,4.7214,0.0,0.0,1.1804,1,USER,0.0,0.0,0.0,0.0
EMP12653,2.0235,2.698,0.6745,0.0,-1.349,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP12637,-0.6745,0.0,0.0,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12589,0.0,0.2248,-1.349,2.0235,-0.6745,0.0,0.5621,0,USER,0.0,0.0,0.0,0.0
EMP10652,0.0,-0.4996,-0.6745,-0.2248,1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10172,0.6745,2.2764,-0.6745,-0.6745,0.0,0.0,0.5691,0,USER,0.0,0.0,0.0,0.0
EMP10038,-0.6745,-1.349,0.6745,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12946,-0.6745,-1.2647,2.698,-0.6745,0.6745,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP10713,1.349,1.0117,0.0,-0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10090,-1.349,-1.5013,0.0,1.349,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11205,-0.6745,-1.0117,2.0235,0.0,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12549,-0.6745,-0.6745,-0.6745,-1.349,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12664,1.349,0.6745,1.349,0.0,0.6745,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP11827,0.0,-0.3372,1.349,0.0,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11155,-0.6745,-0.3372,-1.349,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11324,0.0,0.6745,-0.6745,-0.6745,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10216,0.6745,0.0645,-0.6745,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10510,-0.6745,-0.6745,0.0,-0.6745,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11680,2.698,2.0235,0.6745,2.698,-0.6745,0.0,1.5176,2,USER,0.0,0.0,0.0,0.0
EMP10499,-1.349,-1.5013,0.0,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12555,0.0,1.349,-0.6745,0.0,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
