sequence_id,entity_id,entity_type,event_id,source_dataset,source_record_id,event_timestamp,event_category,role_in_sequence
SEQ-USR-1911,Unknown,USER,FW000004900,Firewall,FW000004900,2026-08-10 07:28:34+00:00,NETWORK_FLOW,step_7
SEQ-USR-1911,Unknown,USER,FW000021376,Firewall,FW000021376,2026-08-10 07:37:13+00:00,NETWORK_FLOW,step_8
SEQ-USR-1911,Unknown,USER,FW000003039,Firewall,FW000003039,2026-08-10 07:38:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-1911,Unknown,USER,FW000028254,Firewall,FW000028254,2026-08-10 07:38:30+00:00,NETWORK_FLOW,step_10
SEQ-USR-1911,Unknown,USER,FW000008090,Firewall,FW000008090,2026-08-10 07:38:40+00:00,NETWORK_FLOW,step_11
SEQ-USR-1911,Unknown,USER,FW000011591,Firewall,FW000011591,2026-08-10 07:39:16+00:00,NETWORK_FLOW,step_12
SEQ-USR-1911,Unknown,USER,FW000003713,Firewall,FW000003713,2026-08-10 07:40:51+00:00,NETWORK_FLOW,step_13
SEQ-USR-1911,Unknown,USER,FW000025041,Firewall,FW000025041,2026-08-10 07:42:19+00:00,NETWORK_FLOW,step_14
SEQ-USR-1911,Unknown,USER,FW000003117,Firewall,FW000003117,2026-08-10 07:44:42+00:00,NETWORK_FLOW,step_15
SEQ-USR-1911,Unknown,USER,FW000020021,Firewall,FW000020021,2026-08-10 07:47:12+00:00,NETWORK_FLOW,step_16
SEQ-USR-1911,Unknown,USER,FW000029622,Firewall,FW000029622,2026-08-10 07:49:42+00:00,NETWORK_FLOW,step_17
SEQ-USR-1911,Unknown,USER,FW000013325,Firewall,FW000013325,2026-08-10 07:55:48+00:00,NETWORK_FLOW,step_18
SEQ-USR-1911,Unknown,USER,FW000012285,Firewall,FW000012285,2026-08-10 07:58:06+00:00,NETWORK_FLOW,step_19
SEQ-USR-1911,Unknown,USER,FW000002018,Firewall,FW000002018,2026-08-10 08:00:40+00:00,NETWORK_FLOW,step_20
SEQ-USR-1911,Unknown,USER,FW000021134,Firewall,FW000021134,2026-08-10 08:01:41+00:00,NETWORK_FLOW,step_21
SEQ-USR-1911,Unknown,USER,FW000010571,Firewall,FW000010571,2026-08-10 08:02:41+00:00,NETWORK_FLOW,step_22
SEQ-USR-1911,Unknown,USER,FW000012608,Firewall,FW000012608,2026-08-10 08:03:14+00:00,NETWORK_FLOW,step_23
SEQ-USR-1911,Unknown,USER,FW000000214,Firewall,FW000000214,2026-08-10 08:05:22+00:00,NETWORK_FLOW,step_24
SEQ-USR-1911,Unknown,USER,FW000024748,Firewall,FW000024748,2026-08-10 08:09:50+00:00,NETWORK_FLOW,step_25
SEQ-USR-1911,Unknown,USER,FW000023998,Firewall,FW000023998,2026-08-10 08:10:27+00:00,NETWORK_FLOW,step_26
SEQ-USR-1912,Unknown,USER,FW000000585,Firewall,FW000000585,2026-08-10 08:14:02+00:00,NETWORK_FLOW,step_1
SEQ-USR-1912,Unknown,USER,FW000019069,Firewall,FW000019069,2026-08-10 08:15:38+00:00,NETWORK_FLOW,step_2
SEQ-USR-1912,Unknown,USER,FW000014259,Firewall,FW000014259,2026-08-10 08:19:41+00:00,NETWORK_FLOW,step_3
SEQ-USR-1912,Unknown,USER,FW000020863,Firewall,FW000020863,2026-08-10 08:20:10+00:00,NETWORK_FLOW,step_4
SEQ-USR-1912,Unknown,USER,FW000006924,Firewall,FW000006924,2026-08-10 08:21:55+00:00,NETWORK_FLOW,step_5
SEQ-USR-1912,Unknown,USER,FW000017338,Firewall,FW000017338,2026-08-10 08:26:18+00:00,NETWORK_FLOW,step_6
SEQ-USR-1912,Unknown,USER,FW000001160,Firewall,FW000001160,2026-08-10 08:30:57+00:00,NETWORK_FLOW,step_7
SEQ-USR-1912,Unknown,USER,FW000017098,Firewall,FW000017098,2026-08-10 08:32:03+00:00,NETWORK_FLOW,step_8
SEQ-USR-1912,Unknown,USER,FW000001105,Firewall,FW000001105,2026-08-10 08:34:38+00:00,NETWORK_FLOW,step_9
SEQ-USR-1912,Unknown,USER,FW000023013,Firewall,FW000023013,2026-08-10 08:36:11+00:00,NETWORK_FLOW,step_10
SEQ-USR-1912,Unknown,USER,FW000009343,Firewall,FW000009343,2026-08-10 08:42:05+00:00,NETWORK_FLOW,step_11
SEQ-USR-1912,Unknown,USER,FW000021425,Firewall,FW000021425,2026-08-10 08:43:55+00:00,NETWORK_FLOW,step_12
SEQ-USR-1912,Unknown,USER,FW000013457,Firewall,FW000013457,2026-08-10 08:53:22+00:00,NETWORK_FLOW,step_13
SEQ-USR-1912,Unknown,USER,FW000007113,Firewall,FW000007113,2026-08-10 09:08:48+00:00,NETWORK_FLOW,step_14
SEQ-USR-1912,Unknown,USER,FW000017254,Firewall,FW000017254,2026-08-10 09:09:31+00:00,NETWORK_FLOW,step_15
SEQ-USR-1912,Unknown,USER,FW000014657,Firewall,FW000014657,2026-08-10 09:09:42+00:00,NETWORK_FLOW,step_16
SEQ-USR-1912,Unknown,USER,FW000013567,Firewall,FW000013567,2026-08-10 09:10:24+00:00,NETWORK_FLOW,step_17
SEQ-USR-1912,Unknown,USER,FW000014420,Firewall,FW000014420,2026-08-10 09:10:57+00:00,NETWORK_FLOW,step_18
SEQ-USR-1912,Unknown,USER,FW000013294,Firewall,FW000013294,2026-08-10 09:13:53+00:00,NETWORK_FLOW,step_19
SEQ-USR-1913,Unknown,USER,FW000008032,Firewall,FW000008032,2026-08-10 09:18:46+00:00,NETWORK_FLOW,step_1
SEQ-USR-1913,Unknown,USER,FW000012431,Firewall,FW000012431,2026-08-10 09:24:19+00:00,NETWORK_FLOW,step_2
SEQ-USR-1913,Unknown,USER,FW000006402,Firewall,FW000006402,2026-08-10 09:34:10+00:00,NETWORK_FLOW,step_3
SEQ-USR-1913,Unknown,USER,FW000009384,Firewall,FW000009384,2026-08-10 09:37:28+00:00,NETWORK_FLOW,step_4
SEQ-USR-1913,Unknown,USER,FW000027443,Firewall,FW000027443,2026-08-10 09:49:53+00:00,NETWORK_FLOW,step_5
SEQ-USR-1913,Unknown,USER,FW000003068,Firewall,FW000003068,2026-08-10 09:55:12+00:00,NETWORK_FLOW,step_6
SEQ-USR-1913,Unknown,USER,FW000013516,Firewall,FW000013516,2026-08-10 09:55:56+00:00,NETWORK_FLOW,step_7
SEQ-USR-1913,Unknown,USER,FW000000085,Firewall,FW000000085,2026-08-10 09:56:17+00:00,NETWORK_FLOW,step_8
SEQ-USR-1913,Unknown,USER,FW000021558,Firewall,FW000021558,2026-08-10 09:57:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-1913,Unknown,USER,FW000010872,Firewall,FW000010872,2026-08-10 10:03:07+00:00,NETWORK_FLOW,step_10
SEQ-USR-1913,Unknown,USER,FW000010876,Firewall,FW000010876,2026-08-10 10:04:52+00:00,NETWORK_FLOW,step_11
SEQ-USR-1913,Unknown,USER,FW000020062,Firewall,FW000020062,2026-08-10 10:08:11+00:00,NETWORK_FLOW,step_12
SEQ-USR-1913,Unknown,USER,FW000002960,Firewall,FW000002960,2026-08-10 10:12:53+00:00,NETWORK_FLOW,step_13
SEQ-USR-1913,Unknown,USER,FW000026434,Firewall,FW000026434,2026-08-10 10:14:33+00:00,NETWORK_FLOW,step_14
SEQ-USR-1913,Unknown,USER,FW000022615,Firewall,FW000022615,2026-08-10 10:17:26+00:00,NETWORK_FLOW,step_15
SEQ-USR-1914,Unknown,USER,FW000028552,Firewall,FW000028552,2026-08-10 10:19:02+00:00,NETWORK_FLOW,step_1
SEQ-USR-1914,Unknown,USER,FW000015673,Firewall,FW000015673,2026-08-10 10:28:35+00:00,NETWORK_FLOW,step_2
SEQ-USR-1914,Unknown,USER,FW000001007,Firewall,FW000001007,2026-08-10 10:34:19+00:00,NETWORK_FLOW,step_3
SEQ-USR-1914,Unknown,USER,FW000013641,Firewall,FW000013641,2026-08-10 10:37:14+00:00,NETWORK_FLOW,step_4
SEQ-USR-1914,Unknown,USER,FW000005004,Firewall,FW000005004,2026-08-10 10:37:35+00:00,NETWORK_FLOW,step_5
SEQ-USR-1914,Unknown,USER,FW000024038,Firewall,FW000024038,2026-08-10 10:42:40+00:00,NETWORK_FLOW,step_6
SEQ-USR-1914,Unknown,USER,FW000014033,Firewall,FW000014033,2026-08-10 10:47:51+00:00,NETWORK_FLOW,step_7
SEQ-USR-1914,Unknown,USER,FW000028922,Firewall,FW000028922,2026-08-10 10:51:58+00:00,NETWORK_FLOW,step_8
SEQ-USR-1914,Unknown,USER,FW000020399,Firewall,FW000020399,2026-08-10 10:57:36+00:00,NETWORK_FLOW,step_9
SEQ-USR-1914,Unknown,USER,FW000027623,Firewall,FW000027623,2026-08-10 10:59:32+00:00,NETWORK_FLOW,step_10
SEQ-USR-1914,Unknown,USER,FW000018877,Firewall,FW000018877,2026-08-10 11:04:43+00:00,NETWORK_FLOW,step_11
SEQ-USR-1914,Unknown,USER,FW000024975,Firewall,FW000024975,2026-08-10 11:04:58+00:00,NETWORK_FLOW,step_12
SEQ-USR-1914,Unknown,USER,FW000013116,Firewall,FW000013116,2026-08-10 11:06:14+00:00,NETWORK_FLOW,step_13
SEQ-USR-1914,Unknown,USER,FW000009797,Firewall,FW000009797,2026-08-10 11:10:45+00:00,NETWORK_FLOW,step_14
SEQ-USR-1915,Unknown,USER,FW000020553,Firewall,FW000020553,2026-08-10 11:24:57+00:00,NETWORK_FLOW,step_1
SEQ-USR-1915,Unknown,USER,FW000022510,Firewall,FW000022510,2026-08-10 11:30:20+00:00,NETWORK_FLOW,step_2
SEQ-USR-1915,Unknown,USER,FW000009528,Firewall,FW000009528,2026-08-10 11:35:08+00:00,NETWORK_FLOW,step_3
SEQ-USR-1915,Unknown,USER,FW000011355,Firewall,FW000011355,2026-08-10 11:36:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-1915,Unknown,USER,FW000017629,Firewall,FW000017629,2026-08-10 11:36:53+00:00,NETWORK_FLOW,step_5
SEQ-USR-1915,Unknown,USER,FW000003067,Firewall,FW000003067,2026-08-10 11:42:17+00:00,NETWORK_FLOW,step_6
SEQ-USR-1915,Unknown,USER,FW000015912,Firewall,FW000015912,2026-08-10 11:49:37+00:00,NETWORK_FLOW,step_7
SEQ-USR-1915,Unknown,USER,FW000025406,Firewall,FW000025406,2026-08-10 11:50:37+00:00,NETWORK_FLOW,step_8
SEQ-USR-1915,Unknown,USER,FW000029396,Firewall,FW000029396,2026-08-10 11:51:09+00:00,NETWORK_FLOW,step_9
SEQ-USR-1915,Unknown,USER,FW000006902,Firewall,FW000006902,2026-08-10 11:52:09+00:00,NETWORK_FLOW,step_10
SEQ-USR-1915,Unknown,USER,FW000005135,Firewall,FW000005135,2026-08-10 11:56:09+00:00,NETWORK_FLOW,step_11
SEQ-USR-1915,Unknown,USER,FW000010400,Firewall,FW000010400,2026-08-10 11:58:20+00:00,NETWORK_FLOW,step_12
SEQ-USR-1915,Unknown,USER,FW000008560,Firewall,FW000008560,2026-08-10 12:00:17+00:00,NETWORK_FLOW,step_13
SEQ-USR-1915,Unknown,USER,FW000023310,Firewall,FW000023310,2026-08-10 12:08:05+00:00,NETWORK_FLOW,step_14
SEQ-USR-1915,Unknown,USER,FW000004538,Firewall,FW000004538,2026-08-10 12:09:38+00:00,NETWORK_FLOW,step_15
SEQ-USR-1915,Unknown,USER,FW000026076,Firewall,FW000026076,2026-08-10 12:10:31+00:00,NETWORK_FLOW,step_16
SEQ-USR-1915,Unknown,USER,FW000021357,Firewall,FW000021357,2026-08-10 12:15:08+00:00,NETWORK_FLOW,step_17
SEQ-USR-1915,Unknown,USER,FW000022669,Firewall,FW000022669,2026-08-10 12:18:03+00:00,NETWORK_FLOW,step_18
SEQ-USR-1915,Unknown,USER,FW000001902,Firewall,FW000001902,2026-08-10 12:21:29+00:00,NETWORK_FLOW,step_19
SEQ-USR-1915,Unknown,USER,FW000023801,Firewall,FW000023801,2026-08-10 12:21:30+00:00,NETWORK_FLOW,step_20
SEQ-USR-1915,Unknown,USER,FW000005845,Firewall,FW000005845,2026-08-10 12:21:54+00:00,NETWORK_FLOW,step_21
SEQ-USR-1916,Unknown,USER,FW000028291,Firewall,FW000028291,2026-08-10 12:26:57+00:00,NETWORK_FLOW,step_1
SEQ-USR-1916,Unknown,USER,FW000018790,Firewall,FW000018790,2026-08-10 12:32:23+00:00,NETWORK_FLOW,step_2
SEQ-USR-1916,Unknown,USER,FW000019190,Firewall,FW000019190,2026-08-10 12:35:17+00:00,NETWORK_FLOW,step_3
SEQ-USR-1916,Unknown,USER,FW000000303,Firewall,FW000000303,2026-08-10 12:37:20+00:00,NETWORK_FLOW,step_4
SEQ-USR-1916,Unknown,USER,FW000013815,Firewall,FW000013815,2026-08-10 12:47:24+00:00,NETWORK_FLOW,step_5
SEQ-USR-1916,Unknown,USER,FW000009669,Firewall,FW000009669,2026-08-10 12:53:08+00:00,NETWORK_FLOW,step_6
SEQ-USR-1916,Unknown,USER,FW000004984,Firewall,FW000004984,2026-08-10 12:58:02+00:00,NETWORK_FLOW,step_7
SEQ-USR-1916,Unknown,USER,FW000026186,Firewall,FW000026186,2026-08-10 12:59:29+00:00,NETWORK_FLOW,step_8
SEQ-USR-1916,Unknown,USER,FW000026032,Firewall,FW000026032,2026-08-10 13:01:25+00:00,NETWORK_FLOW,step_9
SEQ-USR-1916,Unknown,USER,FW000029167,Firewall,FW000029167,2026-08-10 13:07:29+00:00,NETWORK_FLOW,step_10
SEQ-USR-1916,Unknown,USER,FW000016344,Firewall,FW000016344,2026-08-10 13:09:29+00:00,NETWORK_FLOW,step_11
SEQ-USR-1916,Unknown,USER,FW000028334,Firewall,FW000028334,2026-08-10 13:12:53+00:00,NETWORK_FLOW,step_12
SEQ-USR-1916,Unknown,USER,FW000004071,Firewall,FW000004071,2026-08-10 13:15:30+00:00,NETWORK_FLOW,step_13
SEQ-USR-1916,Unknown,USER,FW000022953,Firewall,FW000022953,2026-08-10 13:15:58+00:00,NETWORK_FLOW,step_14
SEQ-USR-1916,Unknown,USER,FW000020645,Firewall,FW000020645,2026-08-10 13:25:16+00:00,NETWORK_FLOW,step_15
SEQ-USR-1916,Unknown,USER,FW000027202,Firewall,FW000027202,2026-08-10 13:25:25+00:00,NETWORK_FLOW,step_16
SEQ-USR-1916,Unknown,USER,FW000017515,Firewall,FW000017515,2026-08-10 13:25:36+00:00,NETWORK_FLOW,step_17
SEQ-USR-1917,Unknown,USER,FW000023400,Firewall,FW000023400,2026-08-10 13:31:49+00:00,NETWORK_FLOW,step_1
SEQ-USR-1917,Unknown,USER,FW000021310,Firewall,FW000021310,2026-08-10 13:43:57+00:00,NETWORK_FLOW,step_2
SEQ-USR-1917,Unknown,USER,FW000021094,Firewall,FW000021094,2026-08-10 13:53:05+00:00,NETWORK_FLOW,step_3
SEQ-USR-1917,Unknown,USER,FW000022374,Firewall,FW000022374,2026-08-10 13:54:44+00:00,NETWORK_FLOW,step_4
SEQ-USR-1917,Unknown,USER,FW000023182,Firewall,FW000023182,2026-08-10 13:57:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-1917,Unknown,USER,FW000012918,Firewall,FW000012918,2026-08-10 14:02:27+00:00,NETWORK_FLOW,step_6
SEQ-USR-1917,Unknown,USER,FW000002117,Firewall,FW000002117,2026-08-10 14:03:44+00:00,NETWORK_FLOW,step_7
SEQ-USR-1917,Unknown,USER,FW000011401,Firewall,FW000011401,2026-08-10 14:09:24+00:00,NETWORK_FLOW,step_8
SEQ-USR-1917,Unknown,USER,FW000009644,Firewall,FW000009644,2026-08-10 14:09:38+00:00,NETWORK_FLOW,step_9
SEQ-USR-1917,Unknown,USER,FW000015798,Firewall,FW000015798,2026-08-10 14:10:18+00:00,NETWORK_FLOW,step_10
SEQ-USR-1917,Unknown,USER,FW000014042,Firewall,FW000014042,2026-08-10 14:11:21+00:00,NETWORK_FLOW,step_11
SEQ-USR-1917,Unknown,USER,FW000016582,Firewall,FW000016582,2026-08-10 14:13:47+00:00,NETWORK_FLOW,step_12
SEQ-USR-1917,Unknown,USER,FW000029260,Firewall,FW000029260,2026-08-10 14:17:06+00:00,NETWORK_FLOW,step_13
SEQ-USR-1917,Unknown,USER,FW000021422,Firewall,FW000021422,2026-08-10 14:21:55+00:00,NETWORK_FLOW,step_14
SEQ-USR-1917,Unknown,USER,FW000001175,Firewall,FW000001175,2026-08-10 14:24:32+00:00,NETWORK_FLOW,step_15
SEQ-USR-1917,Unknown,USER,FW000008678,Firewall,FW000008678,2026-08-10 14:25:50+00:00,NETWORK_FLOW,step_16
SEQ-USR-1917,Unknown,USER,FW000015995,Firewall,FW000015995,2026-08-10 14:30:56+00:00,NETWORK_FLOW,step_17
SEQ-USR-1918,Unknown,USER,FW000026296,Firewall,FW000026296,2026-08-10 14:36:44+00:00,NETWORK_FLOW,step_1
SEQ-USR-1918,Unknown,USER,FW000006732,Firewall,FW000006732,2026-08-10 14:46:16+00:00,NETWORK_FLOW,step_2
SEQ-USR-1918,Unknown,USER,FW000013060,Firewall,FW000013060,2026-08-10 14:50:10+00:00,NETWORK_FLOW,step_3
SEQ-USR-1918,Unknown,USER,FW000014288,Firewall,FW000014288,2026-08-10 14:50:21+00:00,NETWORK_FLOW,step_4
SEQ-USR-1918,Unknown,USER,FW000009480,Firewall,FW000009480,2026-08-10 14:57:46+00:00,NETWORK_FLOW,step_5
SEQ-USR-1918,Unknown,USER,FW000022184,Firewall,FW000022184,2026-08-10 14:58:38+00:00,NETWORK_FLOW,step_6
SEQ-USR-1918,Unknown,USER,FW000023549,Firewall,FW000023549,2026-08-10 15:06:18+00:00,NETWORK_FLOW,step_7
SEQ-USR-1918,Unknown,USER,FW000024569,Firewall,FW000024569,2026-08-10 15:12:08+00:00,NETWORK_FLOW,step_8
SEQ-USR-1918,Unknown,USER,FW000016468,Firewall,FW000016468,2026-08-10 15:12:39+00:00,NETWORK_FLOW,step_9
SEQ-USR-1918,Unknown,USER,FW000003291,Firewall,FW000003291,2026-08-10 15:16:38+00:00,NETWORK_FLOW,step_10
SEQ-USR-1918,Unknown,USER,FW000010627,Firewall,FW000010627,2026-08-10 15:17:34+00:00,NETWORK_FLOW,step_11
SEQ-USR-1918,Unknown,USER,FW000029515,Firewall,FW000029515,2026-08-10 15:18:35+00:00,NETWORK_FLOW,step_12
SEQ-USR-1918,Unknown,USER,FW000025356,Firewall,FW000025356,2026-08-10 15:18:50+00:00,NETWORK_FLOW,step_13
SEQ-USR-1918,Unknown,USER,FW000018699,Firewall,FW000018699,2026-08-10 15:21:47+00:00,NETWORK_FLOW,step_14
SEQ-USR-1918,Unknown,USER,FW000015648,Firewall,FW000015648,2026-08-10 15:22:58+00:00,NETWORK_FLOW,step_15
SEQ-USR-1918,Unknown,USER,FW000027062,Firewall,FW000027062,2026-08-10 15:27:30+00:00,NETWORK_FLOW,step_16
SEQ-USR-1918,Unknown,USER,FW000021813,Firewall,FW000021813,2026-08-10 15:31:25+00:00,NETWORK_FLOW,step_17
SEQ-USR-1919,Unknown,USER,FW000017692,Firewall,FW000017692,2026-08-10 15:37:14+00:00,NETWORK_FLOW,step_1
SEQ-USR-1919,Unknown,USER,FW000019651,Firewall,FW000019651,2026-08-10 15:53:22+00:00,NETWORK_FLOW,step_2
SEQ-USR-1919,Unknown,USER,FW000006073,Firewall,FW000006073,2026-08-10 15:59:25+00:00,NETWORK_FLOW,step_3
SEQ-USR-1919,Unknown,USER,FW000004745,Firewall,FW000004745,2026-08-10 15:59:33+00:00,NETWORK_FLOW,step_4
SEQ-USR-1919,Unknown,USER,FW000022870,Firewall,FW000022870,2026-08-10 16:03:54+00:00,NETWORK_FLOW,step_5
SEQ-USR-1919,Unknown,USER,FW000029661,Firewall,FW000029661,2026-08-10 16:10:46+00:00,NETWORK_FLOW,step_6
SEQ-USR-1919,Unknown,USER,FW000006427,Firewall,FW000006427,2026-08-10 16:16:03+00:00,NETWORK_FLOW,step_7
SEQ-USR-1919,Unknown,USER,FW000013180,Firewall,FW000013180,2026-08-10 16:20:50+00:00,NETWORK_FLOW,step_8
SEQ-USR-1919,Unknown,USER,FW000000088,Firewall,FW000000088,2026-08-10 16:23:09+00:00,NETWORK_FLOW,step_9
SEQ-USR-1919,Unknown,USER,FW000004774,Firewall,FW000004774,2026-08-10 16:24:55+00:00,NETWORK_FLOW,step_10
SEQ-USR-1919,Unknown,USER,FW000025043,Firewall,FW000025043,2026-08-10 16:26:54+00:00,NETWORK_FLOW,step_11
SEQ-USR-1919,Unknown,USER,FW000018228,Firewall,FW000018228,2026-08-10 16:28:49+00:00,NETWORK_FLOW,step_12
SEQ-USR-1919,Unknown,USER,FW000006489,Firewall,FW000006489,2026-08-10 16:31:21+00:00,NETWORK_FLOW,step_13
SEQ-USR-1920,Unknown,USER,FW000018589,Firewall,FW000018589,2026-08-10 16:37:32+00:00,NETWORK_FLOW,step_1
SEQ-USR-1920,Unknown,USER,FW000029504,Firewall,FW000029504,2026-08-10 16:39:47+00:00,NETWORK_FLOW,step_2
SEQ-USR-1920,Unknown,USER,FW000029917,Firewall,FW000029917,2026-08-10 16:43:10+00:00,NETWORK_FLOW,step_3
SEQ-USR-1920,Unknown,USER,FW000023795,Firewall,FW000023795,2026-08-10 16:46:28+00:00,NETWORK_FLOW,step_4
SEQ-USR-1920,Unknown,USER,FW000011561,Firewall,FW000011561,2026-08-10 16:49:24+00:00,NETWORK_FLOW,step_5
SEQ-USR-1920,Unknown,USER,FW000019762,Firewall,FW000019762,2026-08-10 16:59:35+00:00,NETWORK_FLOW,step_6
SEQ-USR-1920,Unknown,USER,FW000007808,Firewall,FW000007808,2026-08-10 17:00:46+00:00,NETWORK_FLOW,step_7
SEQ-USR-1920,Unknown,USER,FW000021333,Firewall,FW000021333,2026-08-10 17:05:29+00:00,NETWORK_FLOW,step_8
SEQ-USR-1920,Unknown,USER,FW000009154,Firewall,FW000009154,2026-08-10 17:08:04+00:00,NETWORK_FLOW,step_9
SEQ-USR-1920,Unknown,USER,FW000008173,Firewall,FW000008173,2026-08-10 17:16:42+00:00,NETWORK_FLOW,step_10
SEQ-USR-1920,Unknown,USER,FW000027804,Firewall,FW000027804,2026-08-10 17:23:15+00:00,NETWORK_FLOW,step_11
SEQ-USR-1920,Unknown,USER,FW000016177,Firewall,FW000016177,2026-08-10 17:26:10+00:00,NETWORK_FLOW,step_12
SEQ-USR-1920,Unknown,USER,FW000014058,Firewall,FW000014058,2026-08-10 17:29:12+00:00,NETWORK_FLOW,step_13
SEQ-USR-1920,Unknown,USER,FW000015345,Firewall,FW000015345,2026-08-10 17:29:50+00:00,NETWORK_FLOW,step_14
SEQ-USR-1920,Unknown,USER,FW000022702,Firewall,FW000022702,2026-08-10 17:34:10+00:00,NETWORK_FLOW,step_15
SEQ-USR-1920,Unknown,USER,FW000023249,Firewall,FW000023249,2026-08-10 17:36:06+00:00,NETWORK_FLOW,step_16
SEQ-USR-1921,Unknown,USER,FW000015989,Firewall,FW000015989,2026-08-10 17:37:53+00:00,NETWORK_FLOW,step_1
SEQ-USR-1921,Unknown,USER,FW000004041,Firewall,FW000004041,2026-08-10 17:38:28+00:00,NETWORK_FLOW,step_2
SEQ-USR-1921,Unknown,USER,FW000028263,Firewall,FW000028263,2026-08-10 17:41:27+00:00,NETWORK_FLOW,step_3
SEQ-USR-1921,Unknown,USER,FW000005315,Firewall,FW000005315,2026-08-10 17:51:47+00:00,NETWORK_FLOW,step_4
SEQ-USR-1921,Unknown,USER,FW000009529,Firewall,FW000009529,2026-08-10 17:53:52+00:00,NETWORK_FLOW,step_5
SEQ-USR-1921,Unknown,USER,FW000005102,Firewall,FW000005102,2026-08-10 18:01:07+00:00,NETWORK_FLOW,step_6
SEQ-USR-1921,Unknown,USER,FW000001634,Firewall,FW000001634,2026-08-10 18:01:47+00:00,NETWORK_FLOW,step_7
SEQ-USR-1921,Unknown,USER,FW000018605,Firewall,FW000018605,2026-08-10 18:13:05+00:00,NETWORK_FLOW,step_8
SEQ-USR-1921,Unknown,USER,FW000028832,Firewall,FW000028832,2026-08-10 18:14:21+00:00,NETWORK_FLOW,step_9
SEQ-USR-1921,Unknown,USER,FW000025514,Firewall,FW000025514,2026-08-10 18:16:00+00:00,NETWORK_FLOW,step_10
SEQ-USR-1921,Unknown,USER,FW000019324,Firewall,FW000019324,2026-08-10 18:22:09+00:00,NETWORK_FLOW,step_11
SEQ-USR-1921,Unknown,USER,FW000020122,Firewall,FW000020122,2026-08-10 18:26:47+00:00,NETWORK_FLOW,step_12
SEQ-USR-1921,Unknown,USER,FW000027957,Firewall,FW000027957,2026-08-10 18:29:46+00:00,NETWORK_FLOW,step_13
SEQ-USR-1921,Unknown,USER,FW000016173,Firewall,FW000016173,2026-08-10 18:33:56+00:00,NETWORK_FLOW,step_14
SEQ-USR-1922,Unknown,USER,FW000027097,Firewall,FW000027097,2026-08-10 18:39:34+00:00,NETWORK_FLOW,step_1
SEQ-USR-1922,Unknown,USER,FW000010455,Firewall,FW000010455,2026-08-10 18:39:53+00:00,NETWORK_FLOW,step_2
SEQ-USR-1922,Unknown,USER,FW000001674,Firewall,FW000001674,2026-08-10 18:44:07+00:00,NETWORK_FLOW,step_3
SEQ-USR-1922,Unknown,USER,FW000002390,Firewall,FW000002390,2026-08-10 18:46:36+00:00,NETWORK_FLOW,step_4
SEQ-USR-1922,Unknown,USER,FW000018650,Firewall,FW000018650,2026-08-10 18:47:10+00:00,NETWORK_FLOW,step_5
SEQ-USR-1922,Unknown,USER,FW000002197,Firewall,FW000002197,2026-08-10 18:48:23+00:00,NETWORK_FLOW,step_6
SEQ-USR-1922,Unknown,USER,FW000001953,Firewall,FW000001953,2026-08-10 18:48:51+00:00,NETWORK_FLOW,step_7
SEQ-USR-1922,Unknown,USER,FW000000196,Firewall,FW000000196,2026-08-10 18:56:40+00:00,NETWORK_FLOW,step_8
SEQ-USR-1922,Unknown,USER,FW000008947,Firewall,FW000008947,2026-08-10 19:06:22+00:00,NETWORK_FLOW,step_9
SEQ-USR-1922,Unknown,USER,FW000019077,Firewall,FW000019077,2026-08-10 19:06:36+00:00,NETWORK_FLOW,step_10
SEQ-USR-1922,Unknown,USER,FW000027497,Firewall,FW000027497,2026-08-10 19:10:40+00:00,NETWORK_FLOW,step_11
SEQ-USR-1922,Unknown,USER,FW000028898,Firewall,FW000028898,2026-08-10 19:13:12+00:00,NETWORK_FLOW,step_12
SEQ-USR-1922,Unknown,USER,FW000029086,Firewall,FW000029086,2026-08-10 19:21:51+00:00,NETWORK_FLOW,step_13
SEQ-USR-1922,Unknown,USER,FW000024213,Firewall,FW000024213,2026-08-10 19:24:08+00:00,NETWORK_FLOW,step_14
SEQ-USR-1922,Unknown,USER,FW000013485,Firewall,FW000013485,2026-08-10 19:31:51+00:00,NETWORK_FLOW,step_15
SEQ-USR-1922,Unknown,USER,FW000015439,Firewall,FW000015439,2026-08-10 19:32:58+00:00,NETWORK_FLOW,step_16
SEQ-USR-1922,Unknown,USER,FW000014075,Firewall,FW000014075,2026-08-10 19:34:51+00:00,NETWORK_FLOW,step_17
SEQ-USR-1923,Unknown,USER,FW000028055,Firewall,FW000028055,2026-08-10 19:39:35+00:00,NETWORK_FLOW,step_1
SEQ-USR-1923,Unknown,USER,FW000009542,Firewall,FW000009542,2026-08-10 19:39:40+00:00,NETWORK_FLOW,step_2
SEQ-USR-1923,Unknown,USER,FW000011147,Firewall,FW000011147,2026-08-10 19:42:12+00:00,NETWORK_FLOW,step_3
SEQ-USR-1923,Unknown,USER,FW000014331,Firewall,FW000014331,2026-08-10 19:43:25+00:00,NETWORK_FLOW,step_4
SEQ-USR-1923,Unknown,USER,FW000019474,Firewall,FW000019474,2026-08-10 19:48:13+00:00,NETWORK_FLOW,step_5
