entity_id,entity_type,event_id,source_dataset,source_record_id,event_category,event_timestamp,severity,action,data_quality_status,resolution_confidence
WS-10932,HOST,IAM00018315,IAM,IAM00018315,AUTHENTICATION,2026-09-09 03:15:22,Low,LOGIN_SUCCESS,VALID,EXACT
VDR-12358,HOST,IAM00014543,IAM,IAM00014543,AUTHENTICATION,2026-08-19 01:21:59,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10938,HOST,IAM00002885,IAM,IAM00002885,AUTHENTICATION,2026-08-31 11:40:41,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-12491,HOST,IAM00003962,IAM,IAM00003962,AUTHENTICATION,2026-06-09 07:03:00,Medium,OTHER,REPAIRED,EXACT
EMP10912,USER,IAM00001186,IAM,IAM00001186,AUTHENTICATION,2026-08-09 04:11:08,High,LOGIN_FAILED,REPAIRED,EXACT
LPT-11062,HOST,IAM00001231,IAM,IAM00001231,AUTHENTICATION,2026-04-09 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-11860,HOST,IAM00018627,IAM,IAM00018627,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10724,HOST,IAM00018713,IAM,IAM00018713,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-11759,HOST,IAM00010485,IAM,IAM00010485,AUTHENTICATION,2026-08-16 14:19:13,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11817,USER,IAM00008883,IAM,IAM00008883,AUTHENTICATION,2026-08-07 23:23:26,Medium,OTHER,VALID,EXACT
LPT-10275,HOST,IAM00009926,IAM,IAM00009926,AUTHENTICATION,2026-09-03 18:52:02,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11496,HOST,IAM00014464,IAM,IAM00014464,AUTHENTICATION,2026-08-15 00:00:00,Low,LOGIN_FAILED,REPAIRED,EXACT
LPT-10753,HOST,IAM00007381,IAM,IAM00007381,AUTHENTICATION,2026-08-07 07:51:53,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10806,HOST,IAM00001546,IAM,IAM00001546,AUTHENTICATION,2026-09-03 09:37:31,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11309,HOST,IAM00009154,IAM,IAM00009154,AUTHENTICATION,2026-08-09 08:08:27,Low,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10772,USER,IAM00015996,IAM,IAM00015996,AUTHENTICATION,2026-08-16 00:55:57,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10988,HOST,IAM00017027,IAM,IAM00017027,AUTHENTICATION,2026-10-08 00:00:00,Info,LOGIN_FAILED,REPAIRED,EXACT
EMP12111,USER,IAM00014744,IAM,IAM00014744,AUTHENTICATION,2026-08-09 19:05:32,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11184,HOST,IAM00009681,IAM,IAM00009681,AUTHENTICATION,Unknown,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11446,HOST,IAM00004029,IAM,IAM00004029,AUTHENTICATION,2026-10-08 11:41:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12295,HOST,IAM00018571,IAM,IAM00018571,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10117,HOST,IAM00017844,IAM,IAM00017844,AUTHENTICATION,2026-07-08 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10436,HOST,IAM00013954,IAM,IAM00013954,AUTHENTICATION,2026-08-02 08:03:24,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP12774,USER,IAM00007104,IAM,IAM00007104,AUTHENTICATION,2026-09-01 16:33:22,Info,LOGIN_FAILED,UNKNOWN,EXACT
VDR-10293,HOST,IAM00012755,IAM,IAM00012755,AUTHENTICATION,2026-11-08 01:22:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11039,USER,IAM00018598,IAM,IAM00018598,AUTHENTICATION,2026-07-09 00:00:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12377,HOST,IAM00013779,IAM,IAM00013779,AUTHENTICATION,2026-08-09 20:50:00,High,LOGIN_FAILED,IMPUTED,EXACT
VDR-10249,HOST,IAM00019649,IAM,IAM00019649,AUTHENTICATION,2026-08-06 16:51:31,Info,OTHER,UNKNOWN,EXACT
VDR-11669,HOST,IAM00012608,IAM,IAM00012608,AUTHENTICATION,2026-08-06 13:07:13,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10924,HOST,IAM00002292,IAM,IAM00002292,AUTHENTICATION,2026-10-08 00:00:00,High,LOGIN_SUCCESS,VALID,EXACT
VDR-10072,HOST,IAM00014364,IAM,IAM00014364,AUTHENTICATION,2026-09-07 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11244,HOST,IAM00002894,IAM,IAM00002894,AUTHENTICATION,2026-08-18 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12369,HOST,IAM00012783,IAM,IAM00012783,AUTHENTICATION,2026-08-30 04:24:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11583,USER,IAM00001741,IAM,IAM00001741,AUTHENTICATION,2026-08-17 08:51:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11293,HOST,IAM00002177,IAM,IAM00002177,AUTHENTICATION,2026-09-03 09:47:14,Low,LOGIN_FAILED,REPAIRED,EXACT
WS-12548,HOST,IAM00008607,IAM,IAM00008607,AUTHENTICATION,2026-08-30 06:02:46,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-12848,HOST,IAM00003983,IAM,IAM00003983,AUTHENTICATION,2026-08-25 07:07:21,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10662,USER,IAM00013905,IAM,IAM00013905,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11716,USER,IAM00009948,IAM,IAM00009948,AUTHENTICATION,2026-08-13 08:50:51,Low,LOGIN_SUCCESS,IMPUTED,EXACT
LPT-10373,HOST,IAM00000091,IAM,IAM00000091,AUTHENTICATION,Unknown,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11241,USER,IAM00005430,IAM,IAM00005430,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11564,HOST,IAM00015046,IAM,IAM00015046,AUTHENTICATION,2026-08-15 21:28:59,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10912,USER,IAM00008341,IAM,IAM00008341,AUTHENTICATION,2026-08-27 15:54:49,Info,OTHER,IMPUTED,EXACT
EMP10063,USER,IAM00010182,IAM,IAM00010182,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10985,USER,IAM00000447,IAM,IAM00000447,AUTHENTICATION,2026-08-28 11:48:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10322,USER,IAM00007105,IAM,IAM00007105,AUTHENTICATION,2026-08-18 01:12:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11005,USER,IAM00012482,IAM,IAM00012482,AUTHENTICATION,2026-09-08 03:01:26,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10327,HOST,IAM00002291,IAM,IAM00002291,AUTHENTICATION,2026-08-25 14:32:52,High,LOGIN_FAILED,VALID,EXACT
VDR-10060,HOST,IAM00001608,IAM,IAM00001608,AUTHENTICATION,2026-08-17 04:32:50,Low,LOGIN_SUCCESS,REPAIRED,EXACT
EMP11226,USER,IAM00013104,IAM,IAM00013104,AUTHENTICATION,2026-08-30 02:03:16,High,OTHER,REPAIRED,EXACT
EMP11000,USER,IAM00000013,IAM,IAM00000013,AUTHENTICATION,2026-08-31 09:02:33,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10577,HOST,IAM00000887,IAM,IAM00000887,AUTHENTICATION,2026-08-23 00:00:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
WS-12219,HOST,IAM00018027,IAM,IAM00018027,AUTHENTICATION,Unknown,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11649,HOST,IAM00008260,IAM,IAM00008260,AUTHENTICATION,2026-08-22 19:25:22,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10289,USER,IAM00008045,IAM,IAM00008045,AUTHENTICATION,2026-04-09 00:00:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP12738,USER,IAM00004731,IAM,IAM00004731,AUTHENTICATION,2026-08-18 14:29:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11677,HOST,IAM00008397,IAM,IAM00008397,AUTHENTICATION,2026-08-11 07:45:56,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11763,USER,IAM00003089,IAM,IAM00003089,AUTHENTICATION,2026-09-08 14:20:12,Info,LOGIN_SUCCESS,IMPUTED,EXACT
WS-10415,HOST,IAM00008024,IAM,IAM00008024,AUTHENTICATION,2026-08-24 22:19:25,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10143,HOST,IAM00010771,IAM,IAM00010771,AUTHENTICATION,2026-09-07 13:22:22,Info,LOGIN_FAILED,UNKNOWN,EXACT
WS-11460,HOST,IAM00012926,IAM,IAM00012926,AUTHENTICATION,2026-08-15 05:42:05,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11031,HOST,IAM00017971,IAM,IAM00017971,AUTHENTICATION,2026-08-24 17:25:38,Medium,OTHER,UNKNOWN,EXACT
LPT-11732,HOST,IAM00018968,IAM,IAM00018968,AUTHENTICATION,2026-08-14 00:00:00,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP11415,USER,IAM00009349,IAM,IAM00009349,AUTHENTICATION,2026-08-03 00:00:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
VDR-12562,HOST,IAM00007830,IAM,IAM00007830,AUTHENTICATION,2026-02-09 00:00:00,High,LOGIN_FAILED,REPAIRED,EXACT
WS-11893,HOST,IAM00016890,IAM,IAM00016890,AUTHENTICATION,2026-08-21 19:10:47,High,LOGIN_FAILED,REPAIRED,EXACT
LPT-12292,HOST,IAM00009626,IAM,IAM00009626,AUTHENTICATION,2026-12-08 11:54:00,Low,LOGIN_SUCCESS,VALID,EXACT
VDR-12696,HOST,IAM00013794,IAM,IAM00013794,AUTHENTICATION,2026-08-05 14:55:41,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-12371,HOST,IAM00013747,IAM,IAM00013747,AUTHENTICATION,2026-08-08 04:48:30,High,OTHER,REPAIRED,EXACT
EMP10194,USER,IAM00003397,IAM,IAM00003397,AUTHENTICATION,2026-09-09 08:41:53,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP11583,USER,IAM00014473,IAM,IAM00014473,AUTHENTICATION,2026-08-04 00:51:07,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10198,HOST,IAM00000720,IAM,IAM00000720,AUTHENTICATION,2026-08-30 00:00:00,Info,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12403,HOST,IAM00011201,IAM,IAM00011201,AUTHENTICATION,2026-08-31 05:16:38,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11371,HOST,IAM00006326,IAM,IAM00006326,AUTHENTICATION,2026-08-15 01:12:54,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10001,HOST,IAM00017561,IAM,IAM00017561,AUTHENTICATION,2026-08-09 10:35:26,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP11226,USER,IAM00003558,IAM,IAM00003558,AUTHENTICATION,2026-08-08 09:02:15,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12096,USER,IAM00000245,IAM,IAM00000245,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11360,USER,IAM00005843,IAM,IAM00005843,AUTHENTICATION,2026-09-05 13:59:58,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10408,USER,IAM00005955,IAM,IAM00005955,AUTHENTICATION,2026-07-08 00:00:00,Low,LOGIN_SUCCESS,VALID,EXACT
VDR-12013,HOST,IAM00008642,IAM,IAM00008642,AUTHENTICATION,2026-08-15 07:37:22,Info,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10472,USER,IAM00005967,IAM,IAM00005967,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11584,HOST,IAM00014728,IAM,IAM00014728,AUTHENTICATION,2026-08-03 11:26:33,Medium,OTHER,VALID,EXACT
VDR-10079,HOST,IAM00013789,IAM,IAM00013789,AUTHENTICATION,2026-08-21 22:40:19,Medium,LOGIN_SUCCESS,IMPUTED,EXACT
EMP12895,USER,IAM00003466,IAM,IAM00003466,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12021,HOST,IAM00007544,IAM,IAM00007544,AUTHENTICATION,2026-09-05 15:28:33,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11828,HOST,IAM00014905,IAM,IAM00014905,AUTHENTICATION,2026-09-04 07:47:47,High,OTHER,VALID,EXACT
EMP12083,USER,IAM00010049,IAM,IAM00010049,AUTHENTICATION,2026-08-08 07:13:46,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10778,HOST,IAM00009091,IAM,IAM00009091,AUTHENTICATION,2026-09-08 23:33:02,Low,LOGIN_SUCCESS,VALID,EXACT
WS-11064,HOST,IAM00018141,IAM,IAM00018141,AUTHENTICATION,2026-08-24 00:06:57,Medium,LOGIN_SUCCESS,VALID,EXACT
EMP11360,USER,IAM00001514,IAM,IAM00001514,AUTHENTICATION,2026-08-30 11:59:20,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11480,HOST,IAM00018457,IAM,IAM00018457,AUTHENTICATION,2026-01-09 15:37:00,High,LOGIN_FAILED,REPAIRED,EXACT
VDR-10109,HOST,IAM00009433,IAM,IAM00009433,AUTHENTICATION,Unknown,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11313,HOST,IAM00006150,IAM,IAM00006150,AUTHENTICATION,2026-08-09 08:18:23,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12066,HOST,IAM00015079,IAM,IAM00015079,AUTHENTICATION,2026-08-07 16:07:25,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11012,USER,IAM00014256,IAM,IAM00014256,AUTHENTICATION,2026-07-08 07:23:00,Low,LOGIN_FAILED,REPAIRED,EXACT
WS-11620,HOST,IAM00019898,IAM,IAM00019898,AUTHENTICATION,Unknown,Medium,OTHER,UNKNOWN,EXACT
LPT-12547,HOST,IAM00011214,IAM,IAM00011214,AUTHENTICATION,2026-10-08 00:00:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11672,HOST,IAM00015870,IAM,IAM00015870,AUTHENTICATION,2026-08-01 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12521,HOST,IAM00019631,IAM,IAM00019631,AUTHENTICATION,2026-06-09 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP11427,USER,IAM00017920,IAM,IAM00017920,AUTHENTICATION,2026-08-09 00:00:00,High,LOGIN_FAILED,VALID,EXACT
VDR-12022,HOST,IAM00002718,IAM,IAM00002718,AUTHENTICATION,2026-08-26 07:21:08,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10291,USER,IAM00008138,IAM,IAM00008138,AUTHENTICATION,2026-09-07 19:31:12,Info,LOGIN_SUCCESS,IMPUTED,EXACT
EMP11224,USER,IAM00008738,IAM,IAM00008738,AUTHENTICATION,2026-09-04 07:03:33,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP10472,USER,IAM00011897,IAM,IAM00011897,AUTHENTICATION,2026-01-09 00:00:00,High,LOGIN_SUCCESS,VALID,EXACT
VDR-11916,HOST,IAM00000949,IAM,IAM00000949,AUTHENTICATION,2026-01-09 15:50:00,Medium,OTHER,VALID,EXACT
WS-12746,HOST,IAM00001190,IAM,IAM00001190,AUTHENTICATION,2026-08-09 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10772,USER,IAM00016377,IAM,IAM00016377,AUTHENTICATION,2026-09-09 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11417,HOST,IAM00008481,IAM,IAM00008481,AUTHENTICATION,2026-08-19 03:10:00,Medium,LOGIN_FAILED,VALID,EXACT
EMP11815,USER,IAM00013092,IAM,IAM00013092,AUTHENTICATION,2026-08-03 21:47:46,Medium,OTHER,IMPUTED,EXACT
LPT-10377,HOST,IAM00000909,IAM,IAM00000909,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11763,USER,IAM00018652,IAM,IAM00018652,AUTHENTICATION,2026-08-29 08:04:23,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11026,USER,IAM00015585,IAM,IAM00015585,AUTHENTICATION,2026-09-07 18:01:12,High,LOGIN_FAILED,REPAIRED,EXACT
EMP10918,USER,IAM00006759,IAM,IAM00006759,AUTHENTICATION,2026-08-22 00:00:00,High,LOGIN_FAILED,REPAIRED,EXACT
WS-12679,HOST,IAM00005866,IAM,IAM00005866,AUTHENTICATION,2026-08-21 00:39:10,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-10454,HOST,IAM00009452,IAM,IAM00009452,AUTHENTICATION,2026-08-17 20:37:01,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12912,HOST,IAM00008404,IAM,IAM00008404,AUTHENTICATION,2026-08-07 04:47:13,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10472,USER,IAM00001760,IAM,IAM00001760,AUTHENTICATION,Unknown,Medium,OTHER,UNKNOWN,EXACT
WS-10826,HOST,IAM00013997,IAM,IAM00013997,AUTHENTICATION,Unknown,Medium,OTHER,UNKNOWN,EXACT
EMP12973,USER,IAM00009158,IAM,IAM00009158,AUTHENTICATION,2026-09-04 08:42:24,High,LOGIN_SUCCESS,VALID,EXACT
WS-11503,HOST,IAM00006655,IAM,IAM00006655,AUTHENTICATION,2026-09-09 02:11:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12552,HOST,IAM00012257,IAM,IAM00012257,AUTHENTICATION,2026-06-08 00:00:00,Info,LOGIN_SUCCESS,REPAIRED,EXACT
WS-12518,HOST,IAM00009714,IAM,IAM00009714,AUTHENTICATION,2026-08-12 03:42:21,Low,LOGIN_FAILED,VALID,EXACT
LPT-11826,HOST,IAM00014504,IAM,IAM00014504,AUTHENTICATION,2026-08-11 19:49:31,High,LOGIN_SUCCESS,VALID,EXACT
LPT-11398,HOST,IAM00016410,IAM,IAM00016410,AUTHENTICATION,2026-08-31 11:43:45,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP12895,USER,IAM00007273,IAM,IAM00007273,AUTHENTICATION,2026-09-03 20:19:36,Low,OTHER,UNKNOWN,EXACT
LPT-10565,HOST,IAM00011291,IAM,IAM00011291,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP11716,USER,IAM00007093,IAM,IAM00007093,AUTHENTICATION,2026-08-28 14:22:40,Medium,LOGIN_FAILED,REPAIRED,EXACT
WS-10397,HOST,IAM00011622,IAM,IAM00011622,AUTHENTICATION,2026-08-08 12:00:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11156,HOST,IAM00004903,IAM,IAM00004903,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12462,HOST,IAM00003092,IAM,IAM00003092,AUTHENTICATION,2026-09-04 19:16:37,High,LOGIN_FAILED,REPAIRED,EXACT
WS-12848,HOST,IAM00003460,IAM,IAM00003460,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10072,HOST,IAM00017697,IAM,IAM00017697,AUTHENTICATION,2026-06-08 14:50:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
VDR-11266,HOST,IAM00015667,IAM,IAM00015667,AUTHENTICATION,2026-08-28 00:00:00,Medium,LOGIN_SUCCESS,VALID,EXACT
VDR-12814,HOST,IAM00007359,IAM,IAM00007359,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-12633,HOST,IAM00015005,IAM,IAM00015005,AUTHENTICATION,Unknown,Low,OTHER,UNKNOWN,EXACT
VDR-11901,HOST,IAM00001342,IAM,IAM00001342,AUTHENTICATION,2026-08-22 19:00:19,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11493,HOST,IAM00002863,IAM,IAM00002863,AUTHENTICATION,2026-08-06 12:35:33,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12058,HOST,IAM00016919,IAM,IAM00016919,AUTHENTICATION,2026-02-09 23:11:00,High,OTHER,UNKNOWN,EXACT
WS-10243,HOST,IAM00004077,IAM,IAM00004077,AUTHENTICATION,2026-08-07 23:10:01,High,LOGIN_FAILED,UNKNOWN,EXACT
EMP11763,USER,IAM00001984,IAM,IAM00001984,AUTHENTICATION,2026-08-06 19:27:59,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11614,HOST,IAM00007709,IAM,IAM00007709,AUTHENTICATION,2026-09-02 09:20:12,Low,LOGIN_FAILED,REPAIRED,EXACT
LPT-10483,HOST,IAM00011634,IAM,IAM00011634,AUTHENTICATION,2026-10-08 00:00:00,Low,OTHER,REPAIRED,EXACT
VDR-11283,HOST,IAM00003310,IAM,IAM00003310,AUTHENTICATION,Unknown,Low,OTHER,UNKNOWN,EXACT
VDR-12820,HOST,IAM00015284,IAM,IAM00015284,AUTHENTICATION,2026-04-08 13:06:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11351,HOST,IAM00003107,IAM,IAM00003107,AUTHENTICATION,2026-03-08 11:12:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12769,HOST,IAM00011342,IAM,IAM00011342,AUTHENTICATION,2026-08-26 06:41:26,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-11768,HOST,IAM00008801,IAM,IAM00008801,AUTHENTICATION,2026-08-16 14:06:53,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12298,HOST,IAM00001921,IAM,IAM00001921,AUTHENTICATION,2026-08-29 22:36:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12538,HOST,IAM00013227,IAM,IAM00013227,AUTHENTICATION,2026-08-06 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11733,HOST,IAM00012061,IAM,IAM00012061,AUTHENTICATION,2026-08-28 23:29:13,Low,OTHER,VALID,EXACT
EMP12901,USER,IAM00010418,IAM,IAM00010418,AUTHENTICATION,2026-07-08 11:25:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10748,USER,IAM00015936,IAM,IAM00015936,AUTHENTICATION,2026-08-05 00:00:00,Info,LOGIN_FAILED,UNKNOWN,EXACT
EMP11190,USER,IAM00017085,IAM,IAM00017085,AUTHENTICATION,2026-08-27 09:15:37,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP10298,USER,IAM00008174,IAM,IAM00008174,AUTHENTICATION,2026-08-06 14:15:04,High,LOGIN_FAILED,REPAIRED,EXACT
WS-10370,HOST,IAM00009324,IAM,IAM00009324,AUTHENTICATION,2026-08-04 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10322,USER,IAM00011455,IAM,IAM00011455,AUTHENTICATION,2026-08-18 10:39:33,Info,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-12486,HOST,IAM00019430,IAM,IAM00019430,AUTHENTICATION,2026-08-16 03:06:46,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11688,HOST,IAM00011352,IAM,IAM00011352,AUTHENTICATION,2026-09-04 15:42:47,Info,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12825,HOST,IAM00013890,IAM,IAM00013890,AUTHENTICATION,2026-08-03 00:00:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11376,USER,IAM00001295,IAM,IAM00001295,AUTHENTICATION,2026-08-17 05:14:04,Low,LOGIN_SUCCESS,REPAIRED,EXACT
WS-10150,HOST,IAM00006765,IAM,IAM00006765,AUTHENTICATION,2026-08-11 20:42:20,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11226,USER,IAM00003266,IAM,IAM00003266,AUTHENTICATION,2026-08-21 11:01:51,High,LOGIN_FAILED,VALID,EXACT
LPT-11818,HOST,IAM00001731,IAM,IAM00001731,AUTHENTICATION,2026-08-13 03:24:00,Medium,LOGIN_FAILED,VALID,EXACT
VDR-10358,HOST,IAM00011316,IAM,IAM00011316,AUTHENTICATION,2026-08-21 02:08:43,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10928,USER,IAM00012161,IAM,IAM00012161,AUTHENTICATION,2026-07-09 00:00:00,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11259,HOST,IAM00016503,IAM,IAM00016503,AUTHENTICATION,2026-08-15 06:02:48,High,LOGIN_FAILED,REPAIRED,EXACT
WS-12264,HOST,IAM00013377,IAM,IAM00013377,AUTHENTICATION,2026-08-22 06:48:45,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10399,USER,IAM00006594,IAM,IAM00006594,AUTHENTICATION,2026-09-06 00:00:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10515,HOST,IAM00003590,IAM,IAM00003590,AUTHENTICATION,2026-08-05 03:48:29,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-10074,HOST,IAM00002806,IAM,IAM00002806,AUTHENTICATION,2026-08-15 06:47:33,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12163,HOST,IAM00001946,IAM,IAM00001946,AUTHENTICATION,2026-09-06 16:15:20,High,LOGIN_SUCCESS,REPAIRED,EXACT
WS-12050,HOST,IAM00002667,IAM,IAM00002667,AUTHENTICATION,2026-08-23 01:54:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10337,HOST,IAM00008776,IAM,IAM00008776,AUTHENTICATION,2026-08-03 03:49:38,Low,LOGIN_FAILED,UNKNOWN,EXACT
EMP10593,USER,IAM00012653,IAM,IAM00012653,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11001,USER,IAM00013335,IAM,IAM00013335,AUTHENTICATION,2026-08-26 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10842,HOST,IAM00006949,IAM,IAM00006949,AUTHENTICATION,2026-02-09 00:00:00,High,OTHER,REPAIRED,EXACT
VDR-10528,HOST,IAM00012896,IAM,IAM00012896,AUTHENTICATION,2026-09-02 00:00:00,High,OTHER,REPAIRED,EXACT
LPT-11831,HOST,IAM00001915,IAM,IAM00001915,AUTHENTICATION,2026-08-26 13:24:20,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10781,USER,IAM00012813,IAM,IAM00012813,AUTHENTICATION,2026-08-15 10:33:54,Info,LOGIN_FAILED,IMPUTED,EXACT
WS-10301,HOST,IAM00001723,IAM,IAM00001723,AUTHENTICATION,2026-08-13 00:00:00,Low,OTHER,UNKNOWN,EXACT
LPT-10538,HOST,IAM00017328,IAM,IAM00017328,AUTHENTICATION,2026-08-18 07:22:22,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
