entity_id,entity_type,outlier_dimension_count,active_dimensions,auth_zscore,network_zscore,endpoint_zscore,off_hours_zscore,multi_dimension_outlier_score,outlier_confidence,is_multi_dimensional_outlier
EMP12396,USER,1,OFF_HOURS,0.67,1.35,-0.67,2.7,0.91,0.65,False
EMP10061,USER,0,NONE,0.0,-2.02,1.57,-0.67,-0.25,0.5,False
EMP10849,USER,1,OFF_HOURS,0.67,0.67,-1.35,3.37,0.71,0.65,False
EMP12196,USER,0,NONE,-0.67,-1.35,-2.02,0.0,-1.04,0.5,False
EMP12978,USER,0,NONE,0.67,0.67,-1.35,0.0,0.03,0.5,False
EMP11716,USER,2,AUTHENTICATION|NETWORK_IP,2.02,2.7,1.35,0.0,1.62,0.8,True
EMP11043,USER,0,NONE,0.67,-0.67,-0.67,-0.67,-0.27,0.5,False
EMP12930,USER,1,NETWORK_IP,1.35,2.7,0.0,0.67,1.21,0.65,False
EMP11544,USER,1,OFF_HOURS,0.67,0.67,0.0,2.02,0.77,0.65,False
EMP12816,USER,0,NONE,0.0,1.35,-1.35,1.35,0.27,0.5,False
EMP11726,USER,0,NONE,1.35,-0.67,0.0,-0.67,0.1,0.5,False
EMP11070,USER,0,NONE,-1.35,-1.35,-0.67,-1.35,-1.18,0.5,False
EMP10053,USER,0,NONE,0.0,0.0,1.35,-0.67,0.2,0.5,False
EMP12517,USER,0,NONE,-0.67,-0.67,0.0,-1.35,-0.64,0.5,False
EMP10258,USER,0,NONE,0.0,-1.35,0.67,-1.35,-0.44,0.5,False
EMP10505,USER,0,NONE,-0.67,-0.67,0.0,0.0,-0.37,0.5,False
EMP10752,USER,0,NONE,-0.67,-1.35,-1.35,0.0,-0.88,0.5,False
EMP12084,USER,0,NONE,0.0,-0.67,-2.02,-2.02,-1.08,0.5,False
EMP10217,USER,1,AUTHENTICATION,2.02,-0.67,0.67,-0.67,0.47,0.65,False
EMP10824,USER,0,NONE,-0.67,0.0,1.35,-1.35,-0.13,0.5,False
EMP11623,USER,0,NONE,-0.67,-0.67,-0.67,-1.35,-0.81,0.5,False
EMP12345,USER,0,NONE,-0.67,-1.35,1.35,0.67,-0.07,0.5,False
EMP11389,USER,0,NONE,-0.67,1.35,0.0,0.67,0.27,0.5,False
EMP11266,USER,0,NONE,0.0,1.35,0.0,-0.67,0.2,0.5,False
EMP12540,USER,0,NONE,0.0,0.0,-0.67,0.0,-0.17,0.5,False
EMP11822,USER,2,AUTHENTICATION|NETWORK_IP,2.7,3.37,0.67,0.67,1.95,0.8,True
EMP11598,USER,0,NONE,0.0,0.0,0.67,-0.67,0.03,0.5,False
EMP11607,USER,0,NONE,-0.67,-1.35,-1.35,-1.35,-1.15,0.5,False
EMP11747,USER,0,NONE,-0.67,-1.35,-2.02,-1.35,-1.31,0.5,False
EMP10771,USER,0,NONE,1.35,0.67,0.67,0.0,0.74,0.5,False
EMP12887,USER,1,ENDPOINT,-0.67,-1.35,2.02,-0.67,-0.17,0.65,False
EMP11871,USER,0,NONE,0.0,1.35,-0.67,0.67,0.3,0.5,False
EMP11085,USER,1,NETWORK_IP,1.35,2.02,0.0,1.35,1.18,0.65,False
EMP11325,USER,0,NONE,-0.67,-1.35,0.67,-2.02,-0.78,0.5,False
EMP12186,USER,0,NONE,-0.67,-1.35,0.67,1.35,-0.1,0.5,False
EMP12875,USER,0,NONE,0.67,-1.35,-0.67,-2.02,-0.71,0.5,False
EMP11825,USER,0,NONE,0.67,0.0,0.67,0.67,0.5,0.5,False
EMP11754,USER,0,NONE,0.67,-0.67,0.67,-0.67,0.07,0.5,False
EMP11789,USER,0,NONE,0.0,1.35,-0.67,0.67,0.3,0.5,False
EMP11987,USER,0,NONE,0.67,0.0,-0.67,0.67,0.17,0.5,False
EMP12662,USER,0,NONE,0.0,-1.35,0.67,-1.35,-0.44,0.5,False
EMP11163,USER,0,NONE,0.67,-2.02,0.67,0.0,-0.14,0.5,False
EMP10963,USER,1,OFF_HOURS,-0.67,0.67,0.0,2.02,0.37,0.65,False
EMP12988,USER,0,NONE,0.0,0.0,0.0,-1.35,-0.27,0.5,False
EMP11771,USER,0,NONE,0.67,-1.35,1.35,-1.35,-0.07,0.5,False
EMP10398,USER,0,NONE,0.67,-1.35,1.35,0.67,0.34,0.5,False
EMP10584,USER,0,NONE,-2.02,-1.35,0.67,-1.35,-1.05,0.5,False
EMP10948,USER,0,NONE,0.67,0.67,0.0,-0.67,0.23,0.5,False
EMP10704,USER,0,NONE,-0.67,-0.67,-1.35,-0.67,-0.84,0.5,False
EMP10431,USER,0,NONE,-0.67,0.0,1.35,0.67,0.27,0.5,False
EMP10292,USER,1,ENDPOINT,-0.67,-0.67,2.02,-0.67,0.0,0.65,False
EMP10145,USER,0,NONE,0.0,-0.67,-0.67,-0.67,-0.47,0.5,False
EMP10323,USER,0,NONE,1.35,0.0,0.67,0.0,0.57,0.5,False
EMP12175,USER,0,NONE,-0.67,-0.67,0.0,0.67,-0.23,0.5,False
EMP11165,USER,0,NONE,0.0,0.67,0.0,0.0,0.17,0.5,False
EMP11452,USER,0,NONE,-0.67,-0.67,-2.02,-0.67,-1.01,0.5,False
EMP10002,USER,0,NONE,0.0,0.67,-0.67,-0.67,-0.13,0.5,False
EMP10576,USER,0,NONE,0.67,-0.67,0.67,-0.67,0.07,0.5,False
EMP12372,USER,0,NONE,-1.35,0.0,0.67,-1.35,-0.51,0.5,False
EMP10339,USER,0,NONE,1.35,-0.67,1.35,-1.35,0.31,0.5,False
EMP11897,USER,0,NONE,0.0,-0.67,0.0,-0.67,-0.3,0.5,False
EMP12140,USER,2,NETWORK_IP|OFF_HOURS,0.0,2.7,1.35,2.02,1.42,0.8,True
EMP10925,USER,0,NONE,0.0,0.0,1.35,-0.67,0.2,0.5,False
EMP10265,USER,0,NONE,1.35,-0.67,0.22,-0.67,0.16,0.5,False
EMP10376,USER,0,NONE,0.67,-1.35,-1.35,1.35,-0.2,0.5,False
EMP11983,USER,0,NONE,-1.35,-2.02,-1.35,-0.67,-1.38,0.5,False
EMP11463,USER,0,NONE,0.0,0.67,-0.67,-0.67,-0.13,0.5,False
EMP10271,USER,0,NONE,-0.67,-0.67,0.67,1.35,0.07,0.5,False
EMP10696,USER,1,ENDPOINT,0.0,1.35,2.02,0.67,0.98,0.65,False
EMP10244,USER,0,NONE,0.0,0.0,0.67,0.0,0.17,0.5,False
EMP12898,USER,0,NONE,0.0,-2.02,0.67,-1.35,-0.61,0.5,False
EMP10476,USER,0,NONE,1.35,-2.02,-1.35,0.0,-0.44,0.5,False
EMP11804,USER,0,NONE,-0.67,-1.35,0.67,-2.02,-0.78,0.5,False
EMP12116,USER,0,NONE,0.67,-0.67,-0.67,0.0,-0.13,0.5,False
EMP12314,USER,0,NONE,0.0,0.67,0.0,0.0,0.17,0.5,False
EMP11812,USER,0,NONE,0.67,0.0,-0.67,0.67,0.17,0.5,False
EMP12615,USER,2,AUTHENTICATION|NETWORK_IP,2.02,2.02,-1.35,0.67,0.91,0.8,True
EMP12868,USER,0,NONE,0.0,-0.67,1.35,-2.02,-0.23,0.5,False
EMP12069,USER,0,NONE,-1.35,-0.67,0.67,-1.35,-0.68,0.5,False
EMP10250,USER,1,ENDPOINT,-1.35,-0.67,2.02,-0.67,-0.2,0.65,False
EMP10413,USER,0,NONE,-1.35,0.0,-0.67,-0.67,-0.71,0.5,False
EMP10545,USER,0,NONE,0.0,-1.35,1.35,-0.67,-0.13,0.5,False
EMP11193,USER,0,NONE,0.67,0.0,-0.67,0.0,0.03,0.5,False
EMP10738,USER,1,NETWORK_IP,1.35,2.02,-0.67,0.67,0.88,0.65,False
EMP10310,USER,0,NONE,-0.67,0.67,0.0,0.67,0.1,0.5,False
EMP11798,USER,0,NONE,-0.67,1.35,1.35,0.67,0.61,0.5,False
EMP10893,USER,0,NONE,-0.67,-2.02,0.0,0.0,-0.71,0.5,False
EMP11131,USER,0,NONE,-0.67,0.0,-2.02,-1.35,-0.98,0.5,False
EMP11449,USER,0,NONE,0.67,0.0,0.67,1.35,0.64,0.5,False
EMP12993,USER,0,NONE,0.67,0.0,0.67,0.67,0.5,0.5,False
EMP10015,USER,0,NONE,0.67,1.35,0.0,0.0,0.54,0.5,False
EMP10721,USER,0,NONE,0.0,0.0,0.67,0.67,0.3,0.5,False
EMP11420,USER,0,NONE,0.0,-1.35,0.67,-1.35,-0.44,0.5,False
EMP12715,USER,0,NONE,0.0,-0.67,-1.12,-2.02,-0.85,0.5,False
EMP10981,USER,1,ENDPOINT,-1.35,-2.02,2.02,-1.35,-0.68,0.65,False
EMP12184,USER,0,NONE,-0.67,-0.67,-0.67,0.0,-0.54,0.5,False
EMP11539,USER,0,NONE,0.0,-0.67,-0.67,0.67,-0.2,0.5,False
EMP12608,USER,0,NONE,0.67,0.67,0.0,0.0,0.37,0.5,False
EMP11550,USER,3,NETWORK_IP|ENDPOINT|OFF_HOURS,0.67,2.02,4.05,2.7,2.26,0.95,True
EMP12495,USER,0,NONE,0.0,0.67,0.67,0.0,0.34,0.5,False
EMP10363,USER,0,NONE,-1.35,-0.67,-1.35,-1.35,-1.18,0.5,False
EMP10982,USER,0,NONE,-0.67,-1.35,1.35,-1.35,-0.47,0.5,False
EMP10182,USER,0,NONE,0.67,-0.67,-0.67,-0.67,-0.27,0.5,False
EMP10985,USER,2,NETWORK_IP|OFF_HOURS,0.67,4.05,0.67,2.7,1.92,0.8,True
EMP12089,USER,0,NONE,0.67,-0.67,0.0,-0.67,-0.1,0.5,False
EMP11194,USER,3,NETWORK_IP|ENDPOINT|OFF_HOURS,0.0,3.37,2.7,2.02,1.92,0.95,True
EMP12797,USER,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
EMP11784,USER,0,NONE,0.0,-2.02,0.67,-1.35,-0.61,0.5,False
EMP11121,USER,0,NONE,0.0,-0.67,-1.35,0.0,-0.51,0.5,False
EMP10187,USER,1,NETWORK_IP,0.0,2.7,-0.67,0.67,0.64,0.65,False
EMP10619,USER,0,NONE,-0.67,-0.67,0.0,-2.02,-0.77,0.5,False
EMP12329,USER,1,NETWORK_IP,0.67,2.02,0.0,1.35,0.98,0.65,False
EMP11175,USER,1,ENDPOINT,0.67,0.67,2.7,1.35,1.31,0.65,False
EMP11182,USER,0,NONE,-0.67,0.0,0.67,-0.67,-0.17,0.5,False
EMP12456,USER,0,NONE,0.0,1.35,0.67,1.35,0.78,0.5,False
EMP12268,USER,0,NONE,-1.35,0.0,1.35,-0.67,-0.2,0.5,False
EMP10614,USER,0,NONE,0.0,-0.67,0.67,0.67,0.13,0.5,False
EMP11513,USER,0,NONE,-0.67,0.0,0.0,-0.67,-0.34,0.5,False
EMP11466,USER,0,NONE,0.67,0.0,1.35,0.67,0.67,0.5,False
EMP10401,USER,2,NETWORK_IP|OFF_HOURS,0.0,2.02,-1.35,2.7,0.71,0.8,True
EMP10994,USER,1,OFF_HOURS,-0.67,1.35,1.35,2.02,0.88,0.65,False
EMP10934,USER,0,NONE,0.0,-2.02,1.35,-0.67,-0.3,0.5,False
EMP10371,USER,2,AUTHENTICATION|ENDPOINT,2.02,0.67,2.02,0.67,1.41,0.8,True
EMP12046,USER,2,AUTHENTICATION|ENDPOINT,2.02,0.67,2.02,0.67,1.41,0.8,True
EMP12233,USER,0,NONE,1.35,-0.67,-0.67,-1.35,-0.2,0.5,False
EMP10593,USER,2,AUTHENTICATION|NETWORK_IP,2.02,2.02,0.67,0.67,1.41,0.8,True
EMP12034,USER,0,NONE,0.0,-0.67,-0.67,0.67,-0.2,0.5,False
EMP10726,USER,2,AUTHENTICATION|NETWORK_IP,2.02,2.02,0.67,-0.67,1.14,0.8,True
EMP10826,USER,0,NONE,0.0,0.67,0.67,0.0,0.34,0.5,False
EMP11783,USER,0,NONE,-0.67,-0.67,-1.35,-0.67,-0.84,0.5,False
EMP10687,USER,0,NONE,-0.67,-2.02,-0.67,-2.02,-1.28,0.5,False
EMP12283,USER,0,NONE,-1.35,-0.67,1.35,-1.35,-0.51,0.5,False
EMP10136,USER,1,ENDPOINT,1.35,1.35,2.7,0.0,1.42,0.65,False
EMP12754,USER,0,NONE,-1.35,-2.02,0.0,-1.35,-1.18,0.5,False
EMP10628,USER,0,NONE,0.0,0.0,-1.35,-0.67,-0.47,0.5,False
EMP10334,USER,0,NONE,-0.67,-2.02,-0.67,-2.02,-1.28,0.5,False
EMP10390,USER,1,NETWORK_IP,1.35,2.7,-0.67,0.67,1.05,0.65,False
EMP12381,USER,0,NONE,-0.67,-0.67,-0.67,-2.02,-0.94,0.5,False
EMP11109,USER,0,NONE,0.0,0.67,0.0,1.35,0.44,0.5,False
EMP11849,USER,0,NONE,0.0,-2.02,0.0,-0.67,-0.64,0.5,False
EMP12781,USER,3,AUTHENTICATION|NETWORK_IP|OFF_HOURS,2.7,2.7,1.35,2.7,2.36,0.95,True
EMP10710,USER,2,AUTHENTICATION|ENDPOINT,2.02,0.67,2.7,0.67,1.58,0.8,True
EMP11039,USER,1,AUTHENTICATION,2.7,1.35,0.67,0.67,1.45,0.65,False
EMP12737,USER,0,NONE,0.0,-0.67,0.67,-2.02,-0.4,0.5,False
EMP12751,USER,0,NONE,0.0,-0.67,0.22,0.0,-0.11,0.5,False
EMP12674,USER,0,NONE,-1.35,-2.02,-0.67,-2.02,-1.48,0.5,False
EMP11561,USER,0,NONE,-0.67,-0.67,-1.35,-1.35,-0.98,0.5,False
EMP12840,USER,0,NONE,-0.67,-1.35,0.67,-0.67,-0.51,0.5,False
EMP11594,USER,0,NONE,-0.67,-2.02,-0.22,-1.35,-1.03,0.5,False
EMP12933,USER,0,NONE,-0.67,0.67,-2.02,-0.67,-0.67,0.5,False
EMP12837,USER,1,AUTHENTICATION,2.02,0.0,-0.67,-1.35,0.17,0.65,False
EMP11112,USER,0,NONE,0.67,0.0,0.0,1.35,0.47,0.5,False
EMP10465,USER,0,NONE,0.0,0.0,-0.67,-1.35,-0.44,0.5,False
EMP11560,USER,0,NONE,0.0,0.0,1.35,0.67,0.47,0.5,False
EMP11223,USER,0,NONE,0.0,-2.02,1.35,-2.02,-0.57,0.5,False
EMP12067,USER,2,ENDPOINT|OFF_HOURS,1.35,-0.67,2.7,2.02,1.32,0.8,True
EMP12420,USER,0,NONE,0.0,1.35,0.67,0.0,0.51,0.5,False
EMP11508,USER,0,NONE,0.67,-0.67,0.67,-0.67,0.07,0.5,False
EMP11885,USER,0,NONE,-0.67,0.0,0.0,-0.67,-0.34,0.5,False
EMP11104,USER,0,NONE,0.0,0.0,0.67,0.0,0.17,0.5,False
EMP10660,USER,0,NONE,0.0,-1.35,-0.22,-0.67,-0.53,0.5,False
EMP10338,USER,0,NONE,-1.35,-2.02,-0.67,-1.35,-1.35,0.5,False
EMP10215,USER,0,NONE,-1.35,-0.67,0.0,-2.02,-0.98,0.5,False
EMP11615,USER,0,NONE,0.67,0.67,1.35,0.67,0.84,0.5,False
EMP12040,USER,0,NONE,0.0,-0.67,0.22,-1.35,-0.38,0.5,False
EMP12592,USER,0,NONE,0.0,-0.67,-1.35,1.35,-0.23,0.5,False
EMP12889,USER,0,NONE,1.35,0.0,1.35,0.67,0.88,0.5,False
EMP11592,USER,0,NONE,-0.67,-1.35,0.67,0.0,-0.37,0.5,False
EMP12118,USER,1,ENDPOINT,0.0,0.67,2.02,-1.35,0.4,0.65,False
EMP11793,USER,0,NONE,-0.67,-2.02,0.67,-0.67,-0.67,0.5,False
EMP12600,USER,0,NONE,0.67,-0.67,0.0,1.35,0.3,0.5,False
EMP10816,USER,1,NETWORK_IP,0.0,2.02,0.67,0.67,0.81,0.65,False
EMP11067,USER,1,ENDPOINT,0.0,0.0,4.05,0.0,1.01,0.65,False
EMP12121,USER,1,AUTHENTICATION,2.02,-0.67,0.67,-2.02,0.2,0.65,False
EMP10274,USER,2,NETWORK_IP|OFF_HOURS,1.35,2.7,-0.22,2.02,1.43,0.8,True
EMP12315,USER,0,NONE,-0.67,0.0,-0.67,0.67,-0.23,0.5,False
EMP10865,USER,0,NONE,-1.35,-2.02,-1.35,0.0,-1.25,0.5,False
EMP10101,USER,0,NONE,0.67,0.67,-1.35,0.67,0.17,0.5,False
EMP11501,USER,0,NONE,0.0,0.0,0.67,-0.67,0.03,0.5,False
EMP12833,USER,1,ENDPOINT,0.0,0.67,3.37,0.0,1.01,0.65,False
EMP10171,USER,0,NONE,0.0,-1.35,-0.67,-1.35,-0.78,0.5,False
EMP10107,USER,0,NONE,-1.35,-0.67,-1.35,-0.67,-1.04,0.5,False
EMP12697,USER,0,NONE,-0.67,0.0,0.67,0.0,-0.03,0.5,False
EMP11521,USER,1,OFF_HOURS,1.35,0.0,-1.35,3.37,0.74,0.65,False
EMP12724,USER,0,NONE,-1.35,-1.35,1.35,0.0,-0.41,0.5,False
EMP12270,USER,0,NONE,0.67,-1.35,-0.67,-2.02,-0.71,0.5,False
EMP11878,USER,1,AUTHENTICATION,2.02,-0.67,-0.67,0.0,0.27,0.65,False
EMP12106,USER,0,NONE,-0.67,-1.35,0.0,-1.35,-0.81,0.5,False
EMP12077,USER,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
EMP12322,USER,0,NONE,0.0,-0.67,1.35,-1.35,-0.1,0.5,False
EMP12412,USER,0,NONE,-0.67,-0.67,-0.67,-1.35,-0.81,0.5,False
EMP12654,USER,1,AUTHENTICATION,2.7,0.67,0.0,-0.67,0.84,0.65,False
EMP11873,USER,0,NONE,0.0,-0.67,0.0,0.0,-0.17,0.5,False
EMP10295,USER,0,NONE,0.0,-0.67,0.67,0.67,0.13,0.5,False
EMP10712,USER,0,NONE,0.67,-2.02,0.0,1.35,-0.03,0.5,False
EMP10072,USER,0,NONE,0.67,0.67,0.0,0.67,0.5,0.5,False
EMP11524,USER,0,NONE,-0.67,0.0,-0.67,-0.67,-0.5,0.5,False
EMP12341,USER,0,NONE,0.67,-0.67,1.35,1.35,0.64,0.5,False
EMP12981,USER,1,ENDPOINT,0.0,-1.35,2.02,0.0,0.17,0.65,False
EMP12971,USER,0,NONE,0.0,-0.67,0.0,0.0,-0.17,0.5,False
EMP10481,USER,0,NONE,1.35,-0.67,0.67,-0.67,0.27,0.5,False
EMP12306,USER,0,NONE,0.67,1.35,-1.35,-0.67,0.07,0.5,False
EMP11530,USER,0,NONE,0.67,1.35,0.0,1.35,0.81,0.5,False
EMP12632,USER,0,NONE,0.0,0.67,-0.67,-0.67,-0.13,0.5,False
EMP11514,USER,0,NONE,-0.67,-0.67,0.67,-1.35,-0.47,0.5,False
EMP11762,USER,0,NONE,0.67,0.0,0.0,1.35,0.47,0.5,False
EMP11490,USER,0,NONE,-1.35,-0.67,-0.67,0.0,-0.74,0.5,False
EMP11171,USER,0,NONE,0.67,0.0,0.67,-0.67,0.23,0.5,False
EMP12526,USER,1,ENDPOINT,-0.67,0.67,2.02,0.0,0.47,0.65,False
EMP12438,USER,0,NONE,-0.67,-0.67,-0.67,0.0,-0.54,0.5,False
EMP12619,USER,0,NONE,-1.35,0.0,-0.67,1.35,-0.3,0.5,False
EMP12284,USER,0,NONE,0.67,-0.67,0.0,0.0,0.03,0.5,False
EMP10405,USER,0,NONE,1.35,0.0,0.0,-0.67,0.27,0.5,False
EMP10757,USER,1,NETWORK_IP,0.67,2.7,-0.67,0.67,0.84,0.65,False
EMP12071,USER,0,NONE,-0.67,-1.35,0.67,-2.02,-0.78,0.5,False
EMP12252,USER,0,NONE,0.0,-0.67,-0.67,0.0,-0.34,0.5,False
EMP11999,USER,1,ENDPOINT,-2.02,0.0,2.02,-0.67,-0.23,0.65,False
EMP10097,USER,0,NONE,0.0,0.0,0.67,-0.67,0.03,0.5,False
EMP11333,USER,0,NONE,0.67,0.67,-0.67,0.67,0.34,0.5,False
EMP12461,USER,0,NONE,-0.67,-0.67,0.0,0.67,-0.23,0.5,False
EMP10743,USER,0,NONE,-0.67,-2.02,0.0,-2.02,-1.11,0.5,False
EMP10806,USER,1,ENDPOINT,0.0,-0.67,2.02,0.0,0.34,0.65,False
EMP12020,USER,0,NONE,-1.35,0.67,0.67,1.35,0.2,0.5,False
EMP12576,USER,2,NETWORK_IP|OFF_HOURS,0.0,2.02,-2.02,2.02,0.4,0.8,True
EMP11535,USER,0,NONE,0.0,0.0,-0.67,-0.67,-0.3,0.5,False
EMP12114,USER,0,NONE,-0.67,-1.35,0.0,0.0,-0.54,0.5,False
EMP12172,USER,0,NONE,0.0,-0.67,0.67,-2.02,-0.4,0.5,False
EMP12415,USER,0,NONE,0.0,-1.35,0.0,-1.35,-0.61,0.5,False
EMP10148,USER,0,NONE,0.0,0.67,0.67,0.0,0.34,0.5,False
EMP12154,USER,0,NONE,0.67,0.0,0.0,-2.02,-0.2,0.5,False
EMP12117,USER,0,NONE,1.35,0.67,0.0,1.35,0.84,0.5,False
EMP12831,USER,1,NETWORK_IP,1.35,4.05,0.0,0.67,1.55,0.65,False
EMP11315,USER,0,NONE,0.67,0.0,-0.67,0.0,0.03,0.5,False
EMP10692,USER,1,ENDPOINT,-1.35,-0.67,2.02,-1.35,-0.34,0.65,False
EMP10818,USER,0,NONE,-0.67,0.0,-0.67,0.67,-0.23,0.5,False
EMP11728,USER,0,NONE,0.0,-1.35,0.0,-1.35,-0.61,0.5,False
EMP11386,USER,0,NONE,0.67,-1.35,-1.35,1.35,-0.2,0.5,False
EMP12353,USER,0,NONE,0.0,-1.35,-1.35,1.35,-0.41,0.5,False
EMP12120,USER,0,NONE,-0.67,-1.35,0.0,-1.35,-0.81,0.5,False
EMP11599,USER,1,ENDPOINT,-0.67,-0.67,2.7,-0.67,0.17,0.65,False
EMP12663,USER,1,ENDPOINT,-1.35,-0.67,2.7,-0.67,-0.03,0.65,False
EMP12531,USER,0,NONE,0.0,0.67,0.0,-0.67,0.03,0.5,False
EMP10701,USER,0,NONE,-0.67,0.0,-0.67,-0.67,-0.5,0.5,False
EMP12894,USER,1,AUTHENTICATION,2.02,1.35,-0.67,-0.67,0.64,0.65,False
EMP12738,USER,3,AUTHENTICATION|NETWORK_IP|OFF_HOURS,13.49,20.0,1.35,17.54,12.89,0.95,True
EMP10921,USER,0,NONE,-0.67,-0.67,0.67,-1.35,-0.47,0.5,False
EMP11424,USER,0,NONE,0.67,-1.35,-1.35,-0.67,-0.61,0.5,False
EMP11708,USER,0,NONE,0.0,0.0,1.57,-0.67,0.26,0.5,False
EMP10905,USER,1,AUTHENTICATION,2.02,0.0,0.67,0.0,0.77,0.65,False
EMP10454,USER,1,OFF_HOURS,0.0,-0.67,1.35,2.02,0.57,0.65,False
EMP12147,USER,0,NONE,-0.67,0.0,-0.67,0.67,-0.23,0.5,False
EMP12883,USER,0,NONE,0.0,-1.35,0.0,-2.02,-0.74,0.5,False
EMP12376,USER,0,NONE,1.35,0.0,-1.35,0.0,0.07,0.5,False
EMP11886,USER,0,NONE,0.67,-1.35,0.0,-0.67,-0.27,0.5,False
EMP10167,USER,0,NONE,-0.67,-0.67,-0.67,-1.35,-0.81,0.5,False
EMP10730,USER,0,NONE,-1.35,0.0,-1.35,0.0,-0.74,0.5,False
EMP12226,USER,0,NONE,-0.67,-2.02,1.35,-1.35,-0.64,0.5,False
EMP11310,USER,0,NONE,-0.67,1.35,-0.67,0.67,0.1,0.5,False
EMP12370,USER,0,NONE,0.0,0.0,0.0,1.35,0.27,0.5,False
EMP10026,USER,0,NONE,0.67,0.0,0.67,0.0,0.37,0.5,False
EMP12054,USER,0,NONE,-0.67,-0.67,0.0,0.0,-0.37,0.5,False
EMP11652,USER,0,NONE,-0.67,-0.67,1.35,-2.02,-0.44,0.5,False
EMP11622,USER,0,NONE,0.0,-2.02,0.0,-1.35,-0.78,0.5,False
EMP10587,USER,1,NETWORK_IP,0.0,2.02,0.0,0.0,0.51,0.65,False
EMP11401,USER,0,NONE,0.0,-0.67,-2.02,0.0,-0.67,0.5,False
EMP10997,USER,0,NONE,-0.67,-1.35,-1.35,0.0,-0.88,0.5,False
EMP11176,USER,0,NONE,-1.35,-1.35,0.0,-0.67,-0.88,0.5,False
EMP11700,USER,0,NONE,0.0,-0.67,-1.35,-0.67,-0.64,0.5,False
EMP11040,USER,0,NONE,0.0,-2.02,0.22,-1.35,-0.72,0.5,False
EMP10033,USER,0,NONE,1.35,0.67,-1.35,1.35,0.51,0.5,False
EMP11927,USER,0,NONE,-0.67,-0.67,-0.67,1.35,-0.27,0.5,False
EMP12440,USER,1,ENDPOINT,0.67,0.0,2.02,-1.35,0.44,0.65,False
EMP11379,USER,0,NONE,-1.35,-0.67,-0.67,-0.67,-0.87,0.5,False
EMP10041,USER,1,ENDPOINT,-0.67,1.35,3.37,-0.67,0.85,0.65,False
EMP11876,USER,0,NONE,0.0,0.0,1.35,0.67,0.47,0.5,False
EMP12176,USER,0,NONE,0.67,-1.35,-0.67,-1.35,-0.57,0.5,False
EMP12257,USER,0,NONE,0.0,-0.67,-0.67,-0.67,-0.47,0.5,False
EMP12686,USER,0,NONE,0.0,0.67,1.35,1.35,0.78,0.5,False
EMP12229,USER,0,NONE,-0.67,-1.35,1.35,-1.35,-0.47,0.5,False
EMP12099,USER,1,OFF_HOURS,-0.67,1.35,1.35,2.02,0.88,0.65,False
EMP11909,USER,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
EMP10609,USER,0,NONE,-0.67,0.0,-0.67,-0.67,-0.5,0.5,False
EMP11132,USER,0,NONE,0.0,1.35,0.0,-0.67,0.2,0.5,False
EMP10028,USER,0,NONE,-1.35,-2.02,0.67,-1.35,-1.01,0.5,False
EMP10441,USER,2,AUTHENTICATION|NETWORK_IP,2.02,2.02,0.0,0.0,1.11,0.8,True
EMP10665,USER,1,AUTHENTICATION,2.02,1.35,-1.35,0.0,0.61,0.65,False
EMP12228,USER,0,NONE,-1.35,-1.35,-0.67,-2.02,-1.31,0.5,False
EMP10493,USER,0,NONE,-0.67,-2.02,-0.67,-2.02,-1.28,0.5,False
EMP11258,USER,1,ENDPOINT,-1.35,-1.35,2.02,-0.67,-0.37,0.65,False
EMP11301,USER,0,NONE,0.67,0.0,0.0,0.0,0.2,0.5,False
EMP12956,USER,0,NONE,-0.67,0.0,-0.67,0.67,-0.23,0.5,False
EMP12437,USER,0,NONE,-1.35,-0.67,0.0,-0.67,-0.71,0.5,False
EMP11382,USER,0,NONE,0.0,0.67,1.35,1.35,0.78,0.5,False
EMP11304,USER,0,NONE,0.67,0.0,0.0,0.0,0.2,0.5,False
EMP10236,USER,1,OFF_HOURS,0.67,-0.67,0.67,2.02,0.6,0.65,False
EMP10551,USER,2,NETWORK_IP|OFF_HOURS,1.35,2.02,0.0,3.37,1.58,0.8,True
EMP10520,USER,0,NONE,0.0,-0.67,0.0,-0.67,-0.3,0.5,False
EMP12285,USER,1,NETWORK_IP,1.35,2.02,0.0,1.35,1.18,0.65,False
EMP11232,USER,2,NETWORK_IP|OFF_HOURS,1.35,2.02,-2.02,3.37,1.08,0.8,True
EMP11138,USER,1,AUTHENTICATION,2.02,1.35,0.0,1.35,1.21,0.65,False
EMP11905,USER,0,NONE,0.0,-1.35,0.0,0.0,-0.34,0.5,False
EMP10720,USER,0,NONE,-1.35,-0.67,0.0,0.0,-0.57,0.5,False
EMP10735,USER,0,NONE,0.0,-1.35,0.67,-0.67,-0.3,0.5,False
EMP12779,USER,1,OFF_HOURS,1.35,-0.67,-0.67,2.02,0.47,0.65,False
EMP11750,USER,0,NONE,-0.67,-1.35,-1.35,-2.02,-1.28,0.5,False
EMP10058,USER,0,NONE,0.67,1.35,0.67,1.35,0.98,0.5,False
EMP10631,USER,0,NONE,-0.67,-1.35,0.0,-1.35,-0.81,0.5,False
EMP11181,USER,2,AUTHENTICATION|NETWORK_IP,2.7,2.7,0.0,0.0,1.49,0.8,True
