source_node,source_type,relationship,target_node,target_type,confidence,provenance
EMP10273,USER,TRIGGERED_ALERT,EPA00000982,ALERT,EXACT,Endpoint_Alerts
EMP11560,USER,TRIGGERED_ALERT,EPA00007022,ALERT,EXACT,Endpoint_Alerts
EMP10065,USER,TRIGGERED_ALERT,EPA00007480,ALERT,EXACT,Endpoint_Alerts
EMP12919,USER,TRIGGERED_ALERT,EPA00007310,ALERT,EXACT,Endpoint_Alerts
EMP11015,USER,TRIGGERED_ALERT,EPA00001269,ALERT,EXACT,Endpoint_Alerts
EMP12019,USER,TRIGGERED_ALERT,EPA00002463,ALERT,EXACT,Endpoint_Alerts
EMP12064,USER,TRIGGERED_ALERT,EPA00007352,ALERT,EXACT,Endpoint_Alerts
EMP12606,USER,TRIGGERED_ALERT,EPA00000269,ALERT,EXACT,Endpoint_Alerts
EMP12146,USER,TRIGGERED_ALERT,EPA00000655,ALERT,EXACT,Endpoint_Alerts
EMP10080,USER,TRIGGERED_ALERT,EPA00003654,ALERT,EXACT,Endpoint_Alerts
EMP12999,USER,TRIGGERED_ALERT,EPA00007056,ALERT,EXACT,Endpoint_Alerts
EMP11624,USER,TRIGGERED_ALERT,EPA00006410,ALERT,EXACT,Endpoint_Alerts
EMP10722,USER,TRIGGERED_ALERT,EPA00006704,ALERT,EXACT,Endpoint_Alerts
EMP11172,USER,TRIGGERED_ALERT,EPA00006804,ALERT,EXACT,Endpoint_Alerts
EMP11972,USER,TRIGGERED_ALERT,EPA00000590,ALERT,EXACT,Endpoint_Alerts
EMP12158,USER,TRIGGERED_ALERT,EPA00007968,ALERT,EXACT,Endpoint_Alerts
EMP12031,USER,TRIGGERED_ALERT,EPA00004899,ALERT,EXACT,Endpoint_Alerts
EMP11150,USER,TRIGGERED_ALERT,EPA00002974,ALERT,EXACT,Endpoint_Alerts
EMP11522,USER,TRIGGERED_ALERT,EPA00006224,ALERT,EXACT,Endpoint_Alerts
EMP10137,USER,TRIGGERED_ALERT,EPA00005167,ALERT,EXACT,Endpoint_Alerts
EMP12283,USER,TRIGGERED_ALERT,EPA00005334,ALERT,EXACT,Endpoint_Alerts
EMP11005,USER,TRIGGERED_ALERT,EPA00007181,ALERT,EXACT,Endpoint_Alerts
EMP11490,USER,TRIGGERED_ALERT,EPA00001809,ALERT,EXACT,Endpoint_Alerts
EMP10218,USER,TRIGGERED_ALERT,EPA00007125,ALERT,EXACT,Endpoint_Alerts
EMP10386,USER,TRIGGERED_ALERT,EPA00003149,ALERT,EXACT,Endpoint_Alerts
EMP11262,USER,TRIGGERED_ALERT,EPA00003711,ALERT,EXACT,Endpoint_Alerts
EMP10014,USER,TRIGGERED_ALERT,EPA00000678,ALERT,EXACT,Endpoint_Alerts
EMP10090,USER,TRIGGERED_ALERT,EPA00003768,ALERT,EXACT,Endpoint_Alerts
EMP12418,USER,TRIGGERED_ALERT,EPA00005577,ALERT,EXACT,Endpoint_Alerts
EMP10692,USER,TRIGGERED_ALERT,EPA00004672,ALERT,EXACT,Endpoint_Alerts
EMP10355,USER,TRIGGERED_ALERT,EPA00003211,ALERT,EXACT,Endpoint_Alerts
EMP11336,USER,TRIGGERED_ALERT,EPA00006636,ALERT,EXACT,Endpoint_Alerts
EMP12940,USER,TRIGGERED_ALERT,EPA00007180,ALERT,EXACT,Endpoint_Alerts
EMP11057,USER,TRIGGERED_ALERT,EPA00002433,ALERT,EXACT,Endpoint_Alerts
EMP12099,USER,TRIGGERED_ALERT,EPA00004314,ALERT,EXACT,Endpoint_Alerts
EMP10858,USER,TRIGGERED_ALERT,EPA00004170,ALERT,EXACT,Endpoint_Alerts
EMP12794,USER,TRIGGERED_ALERT,EPA00000552,ALERT,EXACT,Endpoint_Alerts
EMP11171,USER,TRIGGERED_ALERT,EPA00004254,ALERT,EXACT,Endpoint_Alerts
EMP11599,USER,TRIGGERED_ALERT,EPA00002918,ALERT,EXACT,Endpoint_Alerts
EMP12222,USER,TRIGGERED_ALERT,EPA00007274,ALERT,EXACT,Endpoint_Alerts
EMP12147,USER,TRIGGERED_ALERT,EPA00001612,ALERT,EXACT,Endpoint_Alerts
EMP11926,USER,TRIGGERED_ALERT,EPA00004411,ALERT,EXACT,Endpoint_Alerts
EMP11065,USER,TRIGGERED_ALERT,EPA00007703,ALERT,EXACT,Endpoint_Alerts
EMP12157,USER,TRIGGERED_ALERT,EPA00005874,ALERT,EXACT,Endpoint_Alerts
EMP11200,USER,TRIGGERED_ALERT,EPA00003456,ALERT,EXACT,Endpoint_Alerts
EMP11912,USER,TRIGGERED_ALERT,EPA00004048,ALERT,EXACT,Endpoint_Alerts
EMP10061,USER,TRIGGERED_ALERT,EPA00006357,ALERT,EXACT,Endpoint_Alerts
EMP12960,USER,TRIGGERED_ALERT,EPA00003699,ALERT,EXACT,Endpoint_Alerts
EMP12199,USER,TRIGGERED_ALERT,EPA00000606,ALERT,EXACT,Endpoint_Alerts
EMP10290,USER,TRIGGERED_ALERT,EPA00004914,ALERT,EXACT,Endpoint_Alerts
EMP11576,USER,TRIGGERED_ALERT,EPA00004152,ALERT,EXACT,Endpoint_Alerts
EMP12584,USER,TRIGGERED_ALERT,EPA00001469,ALERT,EXACT,Endpoint_Alerts
EMP10932,USER,TRIGGERED_ALERT,EPA00006114,ALERT,EXACT,Endpoint_Alerts
EMP12381,USER,TRIGGERED_ALERT,EPA00004082,ALERT,EXACT,Endpoint_Alerts
EMP10156,USER,TRIGGERED_ALERT,EPA00004003,ALERT,EXACT,Endpoint_Alerts
EMP10626,USER,TRIGGERED_ALERT,EPA00003881,ALERT,EXACT,Endpoint_Alerts
EMP11751,USER,TRIGGERED_ALERT,EPA00005788,ALERT,EXACT,Endpoint_Alerts
EMP12835,USER,TRIGGERED_ALERT,EPA00004035,ALERT,EXACT,Endpoint_Alerts
EMP11335,USER,TRIGGERED_ALERT,EPA00002156,ALERT,EXACT,Endpoint_Alerts
EMP12199,USER,TRIGGERED_ALERT,EPA00007543,ALERT,EXACT,Endpoint_Alerts
EMP10181,USER,TRIGGERED_ALERT,EPA00007932,ALERT,EXACT,Endpoint_Alerts
EMP11679,USER,TRIGGERED_ALERT,EPA00002078,ALERT,EXACT,Endpoint_Alerts
EMP10162,USER,TRIGGERED_ALERT,EPA00004238,ALERT,EXACT,Endpoint_Alerts
EMP11209,USER,TRIGGERED_ALERT,EPA00007491,ALERT,EXACT,Endpoint_Alerts
EMP11536,USER,TRIGGERED_ALERT,EPA00003772,ALERT,EXACT,Endpoint_Alerts
EMP10547,USER,TRIGGERED_ALERT,EPA00004939,ALERT,EXACT,Endpoint_Alerts
EMP11601,USER,TRIGGERED_ALERT,EPA00000585,ALERT,EXACT,Endpoint_Alerts
EMP10112,USER,TRIGGERED_ALERT,EPA00003622,ALERT,EXACT,Endpoint_Alerts
EMP11173,USER,TRIGGERED_ALERT,EPA00002885,ALERT,EXACT,Endpoint_Alerts
EMP10781,USER,TRIGGERED_ALERT,EPA00003995,ALERT,EXACT,Endpoint_Alerts
EMP10588,USER,TRIGGERED_ALERT,EPA00002993,ALERT,EXACT,Endpoint_Alerts
EMP11560,USER,TRIGGERED_ALERT,EPA00005467,ALERT,EXACT,Endpoint_Alerts
EMP10385,USER,TRIGGERED_ALERT,EPA00006420,ALERT,EXACT,Endpoint_Alerts
EMP11912,USER,TRIGGERED_ALERT,EPA00007428,ALERT,EXACT,Endpoint_Alerts
EMP12862,USER,TRIGGERED_ALERT,EPA00006819,ALERT,EXACT,Endpoint_Alerts
EMP12388,USER,TRIGGERED_ALERT,EPA00004231,ALERT,EXACT,Endpoint_Alerts
EMP10713,USER,TRIGGERED_ALERT,EPA00005213,ALERT,EXACT,Endpoint_Alerts
EMP10753,USER,TRIGGERED_ALERT,EPA00006399,ALERT,EXACT,Endpoint_Alerts
EMP10934,USER,TRIGGERED_ALERT,EPA00007976,ALERT,EXACT,Endpoint_Alerts
EMP11919,USER,TRIGGERED_ALERT,EPA00002551,ALERT,EXACT,Endpoint_Alerts
EMP11946,USER,TRIGGERED_ALERT,EPA00005847,ALERT,EXACT,Endpoint_Alerts
EMP10738,USER,TRIGGERED_ALERT,EPA00000345,ALERT,EXACT,Endpoint_Alerts
EMP10121,USER,TRIGGERED_ALERT,EPA00007554,ALERT,EXACT,Endpoint_Alerts
EMP12734,USER,TRIGGERED_ALERT,EPA00004801,ALERT,EXACT,Endpoint_Alerts
EMP11224,USER,TRIGGERED_ALERT,EPA00004679,ALERT,EXACT,Endpoint_Alerts
EMP11938,USER,TRIGGERED_ALERT,EPA00007776,ALERT,EXACT,Endpoint_Alerts
EMP11820,USER,TRIGGERED_ALERT,EPA00000872,ALERT,EXACT,Endpoint_Alerts
EMP12098,USER,TRIGGERED_ALERT,EPA00006419,ALERT,EXACT,Endpoint_Alerts
EMP12390,USER,TRIGGERED_ALERT,EPA00007750,ALERT,EXACT,Endpoint_Alerts
EMP12939,USER,TRIGGERED_ALERT,EPA00005500,ALERT,EXACT,Endpoint_Alerts
EMP11122,USER,TRIGGERED_ALERT,EPA00000091,ALERT,EXACT,Endpoint_Alerts
EMP10858,USER,TRIGGERED_ALERT,EPA00004036,ALERT,EXACT,Endpoint_Alerts
EMP12040,USER,TRIGGERED_ALERT,EPA00007470,ALERT,EXACT,Endpoint_Alerts
EMP10217,USER,TRIGGERED_ALERT,EPA00006909,ALERT,EXACT,Endpoint_Alerts
EMP10761,USER,TRIGGERED_ALERT,EPA00003575,ALERT,EXACT,Endpoint_Alerts
EMP11700,USER,TRIGGERED_ALERT,EPA00002118,ALERT,EXACT,Endpoint_Alerts
EMP12277,USER,TRIGGERED_ALERT,EPA00005945,ALERT,EXACT,Endpoint_Alerts
EMP11707,USER,TRIGGERED_ALERT,EPA00006300,ALERT,EXACT,Endpoint_Alerts
EMP11411,USER,TRIGGERED_ALERT,EPA00004748,ALERT,EXACT,Endpoint_Alerts
EMP10614,USER,TRIGGERED_ALERT,EPA00007188,ALERT,EXACT,Endpoint_Alerts
EMP11721,USER,TRIGGERED_ALERT,EPA00000948,ALERT,EXACT,Endpoint_Alerts
EMP12046,USER,TRIGGERED_ALERT,EPA00006283,ALERT,EXACT,Endpoint_Alerts
EMP11824,USER,TRIGGERED_ALERT,EPA00007791,ALERT,EXACT,Endpoint_Alerts
EMP10304,USER,TRIGGERED_ALERT,EPA00004395,ALERT,EXACT,Endpoint_Alerts
EMP10925,USER,TRIGGERED_ALERT,EPA00000884,ALERT,EXACT,Endpoint_Alerts
EMP12321,USER,TRIGGERED_ALERT,EPA00006193,ALERT,EXACT,Endpoint_Alerts
EMP10300,USER,TRIGGERED_ALERT,EPA00004199,ALERT,EXACT,Endpoint_Alerts
EMP10571,USER,TRIGGERED_ALERT,EPA00006366,ALERT,EXACT,Endpoint_Alerts
EMP12755,USER,TRIGGERED_ALERT,EPA00003419,ALERT,EXACT,Endpoint_Alerts
EMP12311,USER,TRIGGERED_ALERT,EPA00007597,ALERT,EXACT,Endpoint_Alerts
EMP12439,USER,TRIGGERED_ALERT,EPA00006124,ALERT,EXACT,Endpoint_Alerts
EMP10878,USER,TRIGGERED_ALERT,EPA00005541,ALERT,EXACT,Endpoint_Alerts
EMP11639,USER,TRIGGERED_ALERT,EPA00006740,ALERT,EXACT,Endpoint_Alerts
EMP12394,USER,TRIGGERED_ALERT,EPA00005526,ALERT,EXACT,Endpoint_Alerts
EMP12438,USER,TRIGGERED_ALERT,EPA00005940,ALERT,EXACT,Endpoint_Alerts
EMP11168,USER,TRIGGERED_ALERT,EPA00005819,ALERT,EXACT,Endpoint_Alerts
EMP11944,USER,TRIGGERED_ALERT,EPA00002416,ALERT,EXACT,Endpoint_Alerts
EMP10335,USER,TRIGGERED_ALERT,EPA00005905,ALERT,EXACT,Endpoint_Alerts
EMP11164,USER,TRIGGERED_ALERT,EPA00007078,ALERT,EXACT,Endpoint_Alerts
EMP11709,USER,TRIGGERED_ALERT,EPA00005574,ALERT,EXACT,Endpoint_Alerts
EMP12120,USER,TRIGGERED_ALERT,EPA00006343,ALERT,EXACT,Endpoint_Alerts
EMP12589,USER,TRIGGERED_ALERT,EPA00007708,ALERT,EXACT,Endpoint_Alerts
EMP12478,USER,TRIGGERED_ALERT,EPA00002399,ALERT,EXACT,Endpoint_Alerts
EMP10538,USER,TRIGGERED_ALERT,EPA00006474,ALERT,EXACT,Endpoint_Alerts
EMP11253,USER,TRIGGERED_ALERT,EPA00001711,ALERT,EXACT,Endpoint_Alerts
EMP11389,USER,TRIGGERED_ALERT,EPA00000105,ALERT,EXACT,Endpoint_Alerts
EMP11080,USER,TRIGGERED_ALERT,EPA00006469,ALERT,EXACT,Endpoint_Alerts
EMP10310,USER,TRIGGERED_ALERT,EPA00001187,ALERT,EXACT,Endpoint_Alerts
EMP10543,USER,TRIGGERED_ALERT,EPA00006499,ALERT,EXACT,Endpoint_Alerts
EMP10153,USER,TRIGGERED_ALERT,EPA00007956,ALERT,EXACT,Endpoint_Alerts
EMP12473,USER,TRIGGERED_ALERT,EPA00005964,ALERT,EXACT,Endpoint_Alerts
EMP11727,USER,TRIGGERED_ALERT,EPA00006310,ALERT,EXACT,Endpoint_Alerts
EMP12579,USER,TRIGGERED_ALERT,EPA00002987,ALERT,EXACT,Endpoint_Alerts
EMP11518,USER,TRIGGERED_ALERT,EPA00000152,ALERT,EXACT,Endpoint_Alerts
EMP12114,USER,TRIGGERED_ALERT,EPA00000916,ALERT,EXACT,Endpoint_Alerts
EMP12440,USER,TRIGGERED_ALERT,EPA00001306,ALERT,EXACT,Endpoint_Alerts
EMP10552,USER,TRIGGERED_ALERT,EPA00003572,ALERT,EXACT,Endpoint_Alerts
EMP11679,USER,TRIGGERED_ALERT,EPA00007496,ALERT,EXACT,Endpoint_Alerts
EMP11273,USER,TRIGGERED_ALERT,EPA00006411,ALERT,EXACT,Endpoint_Alerts
EMP12343,USER,TRIGGERED_ALERT,EPA00005953,ALERT,EXACT,Endpoint_Alerts
EMP10333,USER,TRIGGERED_ALERT,EPA00004881,ALERT,EXACT,Endpoint_Alerts
EMP10966,USER,TRIGGERED_ALERT,EPA00005474,ALERT,EXACT,Endpoint_Alerts
EMP11525,USER,TRIGGERED_ALERT,EPA00007745,ALERT,EXACT,Endpoint_Alerts
EMP10109,USER,TRIGGERED_ALERT,EPA00001399,ALERT,EXACT,Endpoint_Alerts
EMP11236,USER,TRIGGERED_ALERT,EPA00002520,ALERT,EXACT,Endpoint_Alerts
EMP11645,USER,TRIGGERED_ALERT,EPA00000184,ALERT,EXACT,Endpoint_Alerts
EMP11592,USER,TRIGGERED_ALERT,EPA00006955,ALERT,EXACT,Endpoint_Alerts
EMP10920,USER,TRIGGERED_ALERT,EPA00003442,ALERT,EXACT,Endpoint_Alerts
EMP12604,USER,TRIGGERED_ALERT,EPA00005822,ALERT,EXACT,Endpoint_Alerts
EMP12518,USER,TRIGGERED_ALERT,EPA00002418,ALERT,EXACT,Endpoint_Alerts
EMP10235,USER,TRIGGERED_ALERT,EPA00000472,ALERT,EXACT,Endpoint_Alerts
EMP12814,USER,TRIGGERED_ALERT,EPA00000968,ALERT,EXACT,Endpoint_Alerts
EMP11234,USER,TRIGGERED_ALERT,EPA00005532,ALERT,EXACT,Endpoint_Alerts
EMP10471,USER,TRIGGERED_ALERT,EPA00005465,ALERT,EXACT,Endpoint_Alerts
EMP11462,USER,TRIGGERED_ALERT,EPA00002657,ALERT,EXACT,Endpoint_Alerts
EMP12746,USER,TRIGGERED_ALERT,EPA00000210,ALERT,EXACT,Endpoint_Alerts
EMP11834,USER,TRIGGERED_ALERT,EPA00001962,ALERT,EXACT,Endpoint_Alerts
EMP12384,USER,TRIGGERED_ALERT,EPA00000897,ALERT,EXACT,Endpoint_Alerts
EMP12323,USER,TRIGGERED_ALERT,EPA00006287,ALERT,EXACT,Endpoint_Alerts
EMP10763,USER,TRIGGERED_ALERT,EPA00004582,ALERT,EXACT,Endpoint_Alerts
EMP11353,USER,TRIGGERED_ALERT,EPA00005071,ALERT,EXACT,Endpoint_Alerts
EMP11902,USER,TRIGGERED_ALERT,EPA00001774,ALERT,EXACT,Endpoint_Alerts
EMP12456,USER,TRIGGERED_ALERT,EPA00004360,ALERT,EXACT,Endpoint_Alerts
EMP12640,USER,TRIGGERED_ALERT,EPA00002300,ALERT,EXACT,Endpoint_Alerts
EMP10625,USER,TRIGGERED_ALERT,EPA00001210,ALERT,EXACT,Endpoint_Alerts
EMP12319,USER,TRIGGERED_ALERT,EPA00004437,ALERT,EXACT,Endpoint_Alerts
EMP11045,USER,TRIGGERED_ALERT,EPA00004727,ALERT,EXACT,Endpoint_Alerts
EMP10355,USER,TRIGGERED_ALERT,EPA00001271,ALERT,EXACT,Endpoint_Alerts
EMP10403,USER,TRIGGERED_ALERT,EPA00001252,ALERT,EXACT,Endpoint_Alerts
EMP12782,USER,TRIGGERED_ALERT,EPA00003990,ALERT,EXACT,Endpoint_Alerts
EMP12322,USER,TRIGGERED_ALERT,EPA00006799,ALERT,EXACT,Endpoint_Alerts
EMP10243,USER,TRIGGERED_ALERT,EPA00004996,ALERT,EXACT,Endpoint_Alerts
EMP11040,USER,TRIGGERED_ALERT,EPA00004384,ALERT,EXACT,Endpoint_Alerts
EMP10667,USER,TRIGGERED_ALERT,EPA00000293,ALERT,EXACT,Endpoint_Alerts
EMP11289,USER,TRIGGERED_ALERT,EPA00005203,ALERT,EXACT,Endpoint_Alerts
EMP12423,USER,TRIGGERED_ALERT,EPA00001052,ALERT,EXACT,Endpoint_Alerts
EMP11163,USER,TRIGGERED_ALERT,EPA00002949,ALERT,EXACT,Endpoint_Alerts
EMP10258,USER,TRIGGERED_ALERT,EPA00003510,ALERT,EXACT,Endpoint_Alerts
EMP12446,USER,TRIGGERED_ALERT,EPA00000273,ALERT,EXACT,Endpoint_Alerts
EMP11028,USER,TRIGGERED_ALERT,EPA00002043,ALERT,EXACT,Endpoint_Alerts
EMP11587,USER,TRIGGERED_ALERT,EPA00007971,ALERT,EXACT,Endpoint_Alerts
EMP10148,USER,TRIGGERED_ALERT,EPA00005590,ALERT,EXACT,Endpoint_Alerts
EMP12321,USER,TRIGGERED_ALERT,EPA00003095,ALERT,EXACT,Endpoint_Alerts
EMP11553,USER,TRIGGERED_ALERT,EPA00003197,ALERT,EXACT,Endpoint_Alerts
EMP10603,USER,TRIGGERED_ALERT,EPA00001087,ALERT,EXACT,Endpoint_Alerts
EMP11847,USER,TRIGGERED_ALERT,EPA00003827,ALERT,EXACT,Endpoint_Alerts
EMP10639,USER,TRIGGERED_ALERT,EPA00005591,ALERT,EXACT,Endpoint_Alerts
EMP10216,USER,TRIGGERED_ALERT,EPA00004555,ALERT,EXACT,Endpoint_Alerts
EMP12141,USER,TRIGGERED_ALERT,EPA00006556,ALERT,EXACT,Endpoint_Alerts
EMP11929,USER,TRIGGERED_ALERT,EPA00006837,ALERT,EXACT,Endpoint_Alerts
EMP10153,USER,TRIGGERED_ALERT,EPA00003783,ALERT,EXACT,Endpoint_Alerts
EMP12883,USER,TRIGGERED_ALERT,EPA00005275,ALERT,EXACT,Endpoint_Alerts
EMP11046,USER,TRIGGERED_ALERT,EPA00006743,ALERT,EXACT,Endpoint_Alerts
EMP11665,USER,TRIGGERED_ALERT,EPA00003574,ALERT,EXACT,Endpoint_Alerts
EMP12820,USER,TRIGGERED_ALERT,EPA00003969,ALERT,EXACT,Endpoint_Alerts
EMP12474,USER,TRIGGERED_ALERT,EPA00002988,ALERT,EXACT,Endpoint_Alerts
EMP11962,USER,TRIGGERED_ALERT,EPA00005573,ALERT,EXACT,Endpoint_Alerts
EMP12261,USER,TRIGGERED_ALERT,EPA00000614,ALERT,EXACT,Endpoint_Alerts
EMP12624,USER,TRIGGERED_ALERT,EPA00003430,ALERT,EXACT,Endpoint_Alerts
EMP12456,USER,TRIGGERED_ALERT,EPA00005539,ALERT,EXACT,Endpoint_Alerts
EMP12889,USER,TRIGGERED_ALERT,EPA00006174,ALERT,EXACT,Endpoint_Alerts
EMP12316,USER,TRIGGERED_ALERT,EPA00004627,ALERT,EXACT,Endpoint_Alerts
EMP11066,USER,TRIGGERED_ALERT,EPA00005943,ALERT,EXACT,Endpoint_Alerts
EMP11263,USER,TRIGGERED_ALERT,EPA00001749,ALERT,EXACT,Endpoint_Alerts
EMP10270,USER,TRIGGERED_ALERT,EPA00006524,ALERT,EXACT,Endpoint_Alerts
EMP11824,USER,TRIGGERED_ALERT,EPA00003533,ALERT,EXACT,Endpoint_Alerts
EMP12541,USER,TRIGGERED_ALERT,EPA00004476,ALERT,EXACT,Endpoint_Alerts
EMP11268,USER,TRIGGERED_ALERT,EPA00007469,ALERT,EXACT,Endpoint_Alerts
EMP11289,USER,TRIGGERED_ALERT,EPA00002663,ALERT,EXACT,Endpoint_Alerts
EMP10233,USER,TRIGGERED_ALERT,EPA00003366,ALERT,EXACT,Endpoint_Alerts
EMP11462,USER,TRIGGERED_ALERT,EPA00004687,ALERT,EXACT,Endpoint_Alerts
EMP10591,USER,TRIGGERED_ALERT,EPA00002155,ALERT,EXACT,Endpoint_Alerts
EMP10438,USER,TRIGGERED_ALERT,EPA00001345,ALERT,EXACT,Endpoint_Alerts
EMP11993,USER,TRIGGERED_ALERT,EPA00007082,ALERT,EXACT,Endpoint_Alerts
EMP12110,USER,TRIGGERED_ALERT,EPA00003207,ALERT,EXACT,Endpoint_Alerts
EMP11235,USER,TRIGGERED_ALERT,EPA00000953,ALERT,EXACT,Endpoint_Alerts
EMP11395,USER,TRIGGERED_ALERT,EPA00002904,ALERT,EXACT,Endpoint_Alerts
EMP11427,USER,TRIGGERED_ALERT,EPA00001505,ALERT,EXACT,Endpoint_Alerts
EMP10317,USER,TRIGGERED_ALERT,EPA00003541,ALERT,EXACT,Endpoint_Alerts
EMP10513,USER,TRIGGERED_ALERT,EPA00001807,ALERT,EXACT,Endpoint_Alerts
EMP12386,USER,TRIGGERED_ALERT,EPA00003289,ALERT,EXACT,Endpoint_Alerts
EMP11537,USER,TRIGGERED_ALERT,EPA00001122,ALERT,EXACT,Endpoint_Alerts
EMP11610,USER,TRIGGERED_ALERT,EPA00006218,ALERT,EXACT,Endpoint_Alerts
EMP11776,USER,TRIGGERED_ALERT,EPA00007541,ALERT,EXACT,Endpoint_Alerts
EMP11116,USER,TRIGGERED_ALERT,EPA00004989,ALERT,EXACT,Endpoint_Alerts
EMP11462,USER,TRIGGERED_ALERT,EPA00004086,ALERT,EXACT,Endpoint_Alerts
EMP10443,USER,TRIGGERED_ALERT,EPA00007364,ALERT,EXACT,Endpoint_Alerts
EMP11604,USER,TRIGGERED_ALERT,EPA00004950,ALERT,EXACT,Endpoint_Alerts
EMP10715,USER,TRIGGERED_ALERT,EPA00005397,ALERT,EXACT,Endpoint_Alerts
EMP11534,USER,TRIGGERED_ALERT,EPA00006139,ALERT,EXACT,Endpoint_Alerts
EMP11300,USER,TRIGGERED_ALERT,EPA00000417,ALERT,EXACT,Endpoint_Alerts
EMP12261,USER,TRIGGERED_ALERT,EPA00004908,ALERT,EXACT,Endpoint_Alerts
EMP12745,USER,TRIGGERED_ALERT,EPA00002432,ALERT,EXACT,Endpoint_Alerts
EMP10998,USER,TRIGGERED_ALERT,EPA00003106,ALERT,EXACT,Endpoint_Alerts
EMP10498,USER,TRIGGERED_ALERT,EPA00000565,ALERT,EXACT,Endpoint_Alerts
EMP11862,USER,TRIGGERED_ALERT,EPA00002527,ALERT,EXACT,Endpoint_Alerts
EMP11815,USER,TRIGGERED_ALERT,EPA00003752,ALERT,EXACT,Endpoint_Alerts
EMP11630,USER,TRIGGERED_ALERT,EPA00001225,ALERT,EXACT,Endpoint_Alerts
EMP11289,USER,TRIGGERED_ALERT,EPA00000143,ALERT,EXACT,Endpoint_Alerts
EMP10285,USER,TRIGGERED_ALERT,EPA00005837,ALERT,EXACT,Endpoint_Alerts
EMP12067,USER,TRIGGERED_ALERT,EPA00001491,ALERT,EXACT,Endpoint_Alerts
EMP12531,USER,TRIGGERED_ALERT,EPA00005706,ALERT,EXACT,Endpoint_Alerts
EMP11454,USER,TRIGGERED_ALERT,EPA00006736,ALERT,EXACT,Endpoint_Alerts
EMP12908,USER,TRIGGERED_ALERT,EPA00004004,ALERT,EXACT,Endpoint_Alerts
EMP11475,USER,TRIGGERED_ALERT,EPA00002654,ALERT,EXACT,Endpoint_Alerts
EMP12584,USER,TRIGGERED_ALERT,EPA00002005,ALERT,EXACT,Endpoint_Alerts
EMP10254,USER,TRIGGERED_ALERT,EPA00001195,ALERT,EXACT,Endpoint_Alerts
EMP10231,USER,TRIGGERED_ALERT,EPA00005521,ALERT,EXACT,Endpoint_Alerts
EMP10868,USER,TRIGGERED_ALERT,EPA00002961,ALERT,EXACT,Endpoint_Alerts
EMP12515,USER,TRIGGERED_ALERT,EPA00001757,ALERT,EXACT,Endpoint_Alerts
EMP11245,USER,TRIGGERED_ALERT,EPA00000498,ALERT,EXACT,Endpoint_Alerts
EMP10631,USER,TRIGGERED_ALERT,EPA00002880,ALERT,EXACT,Endpoint_Alerts
EMP11011,USER,TRIGGERED_ALERT,EPA00007312,ALERT,EXACT,Endpoint_Alerts
EMP11669,USER,TRIGGERED_ALERT,EPA00000913,ALERT,EXACT,Endpoint_Alerts
EMP11059,USER,TRIGGERED_ALERT,EPA00000722,ALERT,EXACT,Endpoint_Alerts
EMP12641,USER,TRIGGERED_ALERT,EPA00004093,ALERT,EXACT,Endpoint_Alerts
EMP10532,USER,TRIGGERED_ALERT,EPA00006973,ALERT,EXACT,Endpoint_Alerts
EMP11617,USER,TRIGGERED_ALERT,EPA00004516,ALERT,EXACT,Endpoint_Alerts
EMP10066,USER,TRIGGERED_ALERT,EPA00001497,ALERT,EXACT,Endpoint_Alerts
EMP11546,USER,TRIGGERED_ALERT,EPA00006136,ALERT,EXACT,Endpoint_Alerts
EMP12095,USER,TRIGGERED_ALERT,EPA00001521,ALERT,EXACT,Endpoint_Alerts
EMP11485,USER,TRIGGERED_ALERT,EPA00007237,ALERT,EXACT,Endpoint_Alerts
EMP12665,USER,TRIGGERED_ALERT,EPA00002747,ALERT,EXACT,Endpoint_Alerts
EMP10320,USER,TRIGGERED_ALERT,EPA00006552,ALERT,EXACT,Endpoint_Alerts
EMP10745,USER,TRIGGERED_ALERT,EPA00000315,ALERT,EXACT,Endpoint_Alerts
EMP12391,USER,TRIGGERED_ALERT,EPA00003617,ALERT,EXACT,Endpoint_Alerts
EMP11097,USER,TRIGGERED_ALERT,EPA00006673,ALERT,EXACT,Endpoint_Alerts
EMP10542,USER,TRIGGERED_ALERT,EPA00000109,ALERT,EXACT,Endpoint_Alerts
EMP11432,USER,TRIGGERED_ALERT,EPA00001755,ALERT,EXACT,Endpoint_Alerts
EMP10321,USER,TRIGGERED_ALERT,EPA00005821,ALERT,EXACT,Endpoint_Alerts
EMP12888,USER,TRIGGERED_ALERT,EPA00001352,ALERT,EXACT,Endpoint_Alerts
EMP10805,USER,TRIGGERED_ALERT,EPA00004681,ALERT,EXACT,Endpoint_Alerts
EMP10377,USER,TRIGGERED_ALERT,EPA00004595,ALERT,EXACT,Endpoint_Alerts
EMP11955,USER,TRIGGERED_ALERT,EPA00004706,ALERT,EXACT,Endpoint_Alerts
EMP12663,USER,TRIGGERED_ALERT,EPA00001974,ALERT,EXACT,Endpoint_Alerts
EMP10800,USER,TRIGGERED_ALERT,EPA00000337,ALERT,EXACT,Endpoint_Alerts
EMP11516,USER,TRIGGERED_ALERT,EPA00002765,ALERT,EXACT,Endpoint_Alerts
EMP11376,USER,TRIGGERED_ALERT,EPA00007668,ALERT,EXACT,Endpoint_Alerts
EMP10999,USER,TRIGGERED_ALERT,EPA00005843,ALERT,EXACT,Endpoint_Alerts
