hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad,firewall_deny_abs_dev,firewall_deny_rel_dev,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore,unique_source_ip_zscore,unique_destination_ip_zscore,endpoint_alert_zscore,network_deviation,endpoint_deviation,volume_deviation,behavior_deviation_score,network_deviation_status,endpoint_deviation_status,volume_deviation_status,overall_deviation_status,multi_signal_deviation_count
VDR-11411,2.0,1.0,0.0,1.0,2.0,49639286.44,25936559.0,1.0,5.0,1.0,True,0.5,7.0,EXACT,74,63,34,22,2026-03-08 09:26:00,2026-11-08 15:32:00,11,245.25,0.8514,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,-0.5098,0.0,0.6745,5.0,1.0,5.0,0.0,2.0,NORMAL,OUTLIER,NORMAL,UNUSUAL,1
ws-11039,1.0,0.0,0.0,1.0,0.0,4053489.0,18497109.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9978,-0.6739,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10341,2.0,0.0,1.0,1.0,1.0,54835821.0,33276276.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1137,-0.3479,0.0,0.0,0.0,0.0,0.0,0.1137,0.0379,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10067.corp.local,2.0,1.0,0.0,1.0,1.0,59926746.22,70456359.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.2252,0.4721,0.0,0.0,0.0,1.0,0.0,0.4721,0.4907,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11366.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-10453,8.0,0.0,0.0,4.0,4.0,199343784.68,162601115.88,8.0,1.0,0.0,True,0.0,9.0,EXACT,15,7,6,7,2026-07-09 07:46:00,2026-09-06 14:02:32,8,59.26,0.4667,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2768,2.5043,2.0235,2.0235,1.0,2.0235,1.0,3.2768,2.1001,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
VDR-10077,8.0,2.0,1.0,3.0,6.0,210542195.66,212109889.68,6.0,2.0,0.0,True,0.25,10.0,EXACT,17,9,8,6,2026-03-09 00:00:00,2026-08-29 18:58:48,8,173.79,0.5294,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.25,3.5219,3.5962,1.349,3.3725,2.0,3.3725,2.0,3.5962,2.9896,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
LPT_11834,1.0,1.0,0.0,1.0,0.0,24819643.22,40660477.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.1851,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10147.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12969.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12419,7.0,1.0,0.0,6.0,4.0,170743220.94,175528431.48000002,7.0,1.0,0.0,True,0.1428571428571428,8.0,EXACT,13,6,5,5,2026-07-09 16:59:00,2026-09-08 00:00:00,7,60.29,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,2.6508,2.7894,3.3725,2.0235,1.0,2.0235,1.0,2.7894,1.9376,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
ws-10962,3.0,0.0,1.0,2.0,2.0,56332326.0,77550428.28,2.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1465,0.6285,0.6745,0.6745,0.0,0.6745,0.0,0.6285,0.4343,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12734,12.0,1.0,0.0,5.0,6.0,281874679.46,326382899.24,10.0,3.0,0.0,True,0.0833333333333333,15.0,EXACT,18,6,6,6,2026-08-04 15:45:08,2026-09-07 01:08:54,12,33.39,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0833,5.0833,6.1165,2.698,3.3725,3.0,3.3725,3.0,6.1165,4.163,ELEVATED,ELEVATED,OUTLIER,OUTLIER,3
LPT-11326.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10616.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-10426,1.0,0.0,0.0,0.0,1.0,24819643.22,46359091.2,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.0594,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11109,6.0,2.0,1.0,4.0,1.0,118294032.66,198295459.92,6.0,3.0,0.0,False,0.3333333333333333,9.0,PROBABLE,17,8,8,6,2026-01-09 00:00:00,2026-08-19 18:37:59,9,222.78,0.4706,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,1.5027,3.2916,2.0235,0.0,3.0,2.0,3.0,3.2916,2.7639,UNUSUAL,ELEVATED,ELEVATED,ELEVATED,2
lpt-10483,3.0,1.0,1.0,0.0,0.0,75590723.22,79585744.64,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.568,0.6734,-0.6745,-0.6745,0.0,1.0,0.0,0.6734,0.5578,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10335.corp.local,1.0,0.0,0.0,1.0,0.0,35567697.92,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.308,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12180.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,25582090.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-12648,1.0,1.0,0.0,1.0,1.0,29455381.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.4418,-0.5409,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12435.corp.local,2.0,1.0,0.0,1.0,1.0,43920907.0,41313894.400000006,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.1252,-0.1707,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10477,5.0,2.0,0.0,2.0,2.0,115890801.44,143807987.56,3.0,1.0,0.0,True,0.4,6.0,EXACT,10,5,4,3,2026-08-08 17:57:13,2026-08-17 04:38:23,5,8.45,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.4,1.4501,2.0898,0.6745,0.6745,1.0,2.0,1.0,2.0898,1.6966,UNUSUAL,NORMAL,UNUSUAL,UNUSUAL,0
LPT-11990,6.0,0.0,0.0,2.0,4.0,136973197.72,147214686.56,6.0,2.0,0.0,False,0.0,8.0,PROBABLE,14,5,5,4,2026-04-09 00:00:00,2026-08-21 00:26:50,9,134.02,0.3571,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9116,2.165,0.6745,2.0235,2.0,2.0235,2.0,2.165,2.0628,UNUSUAL,UNUSUAL,UNUSUAL,UNUSUAL,0
vdr-12484,2.0,0.0,0.0,2.0,1.0,43671210.12,56416522.56,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1306,0.1624,0.6745,0.0,0.0,0.0,0.0,0.1624,0.0541,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11790,7.0,1.0,1.0,1.0,5.0,194281548.66,152109712.24,7.0,2.0,0.0,False,0.1428571428571428,9.0,PROBABLE,11,4,3,3,2026-08-05 00:00:00,2026-09-04 07:06:08,7,30.3,0.3636,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,3.166,2.2729,0.0,2.698,2.0,2.698,2.0,3.166,2.6213,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
VDR-10527.corp.local,1.0,0.0,0.0,1.0,1.0,5205801.0,3059313.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9726,-1.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11340,5.0,1.0,0.0,0.0,4.0,103648332.7,150159956.28,4.0,0.0,0.0,True,0.2,5.0,EXACT,10,3,3,3,2026-08-14 07:24:00,2026-11-08 21:20:00,7,86.58,0.3,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.1822,2.2299,-0.6745,2.0235,0.0,2.0235,0.0,2.2299,1.4178,UNUSUAL,NORMAL,UNUSUAL,NORMAL,0
vdr-12781,2.0,0.0,0.0,2.0,0.0,48082516.0,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0341,0.0,0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12764.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,38963107.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.2225,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12557.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,14176747.52,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.7692,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-10831,2.0,0.0,0.0,2.0,2.0,65241206.22,48157997.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3415,-0.0197,0.6745,0.6745,0.0,0.6745,0.0,0.3415,0.3387,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12350,14.0,5.0,3.0,9.0,8.0,425581716.5,312484048.48,11.0,2.0,0.0,True,0.3571428571428571,16.0,EXACT,20,6,5,6,2026-08-02 22:58:45,2026-09-06 08:04:56,14,34.38,0.3,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.3571,8.2288,5.81,5.3959,4.7214,2.0,5.0,2.0,8.2288,5.0763,OUTLIER,UNUSUAL,OUTLIER,OUTLIER,2
VDR_12450,1.0,0.0,0.0,1.0,1.0,43354660.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1376,-0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10886,9.0,0.0,0.0,4.0,6.0,198668508.44,174645861.48,8.0,2.0,0.0,True,0.0,11.0,EXACT,18,8,8,6,2026-01-09 00:00:00,2026-09-08 17:17:21,10,242.72,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.262,2.77,2.0235,3.3725,2.0,3.3725,2.0,3.262,2.8782,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
WS_10568,1.0,1.0,0.0,1.0,1.0,39918715.0,24526192.64,0.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.2128,-0.5409,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11148,7.0,2.0,1.0,2.0,5.0,194784610.04,166101523.2,5.0,4.0,0.0,False,0.2857142857142857,11.0,PROBABLE,18,8,7,8,2026-08-03 02:11:52,2026-09-02 05:05:38,10,30.12,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,3.177,2.5815,0.6745,2.698,4.0,2.698,4.0,3.177,3.2917,ELEVATED,OUTLIER,ELEVATED,ELEVATED,3
vdr-10465,1.0,0.0,0.0,0.0,0.0,19614733.0,33984936.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6572,-0.3323,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12353,8.0,1.0,1.0,2.0,3.0,208060873.88,231107190.92,8.0,1.0,0.0,True,0.125,9.0,EXACT,17,8,8,6,2026-01-08 00:00:00,2026-08-29 20:21:31,9,233.85,0.4706,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,3.4676,4.0152,0.6745,1.349,1.0,1.349,1.0,4.0152,2.1214,NORMAL,NORMAL,OUTLIER,UNUSUAL,1
ws-11968,1.0,0.0,0.0,0.0,1.0,24662384.64,31522375.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5467,-0.3866,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12220,6.0,1.0,0.0,2.0,2.0,177482267.64,193221945.4,5.0,2.0,1.0,True,0.1666666666666666,8.0,EXACT,15,9,7,7,2026-08-06 06:34:44,2026-09-02 12:06:24,6,27.23,0.6,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,2.7983,3.1797,0.6745,0.6745,2.0,1.0,2.0,3.1797,2.0599,NORMAL,UNUSUAL,ELEVATED,UNUSUAL,1
LPT-10364,5.0,0.0,0.0,2.0,2.0,105557628.98,168283391.84,5.0,0.0,0.0,True,0.0,5.0,EXACT,12,6,5,6,2026-08-02 22:03:14,2026-12-08 17:33:00,6,127.81,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224,2.6296,0.6745,0.6745,0.0,0.6745,0.0,2.6296,1.1014,NORMAL,NORMAL,ELEVATED,NORMAL,1
lpt-11875,2.0,2.0,0.0,2.0,1.0,8752967.92,32450194.64,1.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,-0.8949,-0.3662,0.6745,0.0,0.0,2.0,0.0,0.0,0.6667,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS_10739,2.0,0.0,0.0,0.0,0.0,27384005.22,66846626.68,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4871,0.3925,-0.6745,-0.6745,0.0,0.0,0.0,0.3925,0.1308,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12802,6.0,2.0,1.0,3.0,2.0,114162497.0,153644641.8,2.0,3.0,0.0,True,0.3333333333333333,9.0,EXACT,20,13,11,8,2026-06-08 10:15:00,2026-09-06 01:33:53,7,89.64,0.65,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,1.4123,2.3068,1.349,0.6745,3.0,2.0,3.0,2.3068,2.4356,UNUSUAL,ELEVATED,UNUSUAL,UNUSUAL,1
VDR-11267,5.0,0.0,1.0,2.0,2.0,77667416.0,92989608.64,4.0,7.0,1.0,True,0.0,12.0,EXACT,16,10,8,8,2026-01-09 13:58:00,2026-09-07 00:16:00,6,240.43,0.625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135,0.969,0.6745,0.6745,7.0,0.6745,7.0,0.969,2.8812,NORMAL,OUTLIER,NORMAL,ELEVATED,1
vdr-12437,1.0,0.0,0.0,0.0,0.0,24819643.22,12780561.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.8,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12024,7.0,0.0,0.0,1.0,2.0,209732976.96,196053426.16,6.0,2.0,0.0,True,0.0,9.0,EXACT,14,6,6,5,2026-08-06 14:57:06,2026-09-07 00:00:00,8,31.38,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5042,3.2421,0.0,0.6745,2.0,0.6745,2.0,3.5042,2.0596,NORMAL,UNUSUAL,ELEVATED,UNUSUAL,1
vdr-12325,2.0,2.0,0.0,0.0,1.0,20751597.0,40128699.0,2.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,-0.6323,-0.1968,-0.6745,0.0,0.0,2.0,0.0,0.0,0.6667,UNUSUAL,NORMAL,NORMAL,NORMAL,0
VDR-12880,6.0,1.0,0.0,2.0,3.0,133510466.42,219444973.64,5.0,1.0,0.0,True,0.1666666666666666,7.0,EXACT,16,9,8,7,2026-06-08 11:54:00,2026-09-09 11:06:21,7,92.97,0.5625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,1.8358,3.758,0.6745,1.349,1.0,1.349,1.0,3.758,2.0357,NORMAL,NORMAL,ELEVATED,UNUSUAL,1
VDR_11853,1.0,1.0,0.0,0.0,0.0,543540.0,31598607.0,0.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0746,-0.3849,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11973.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-11156,1.0,0.0,0.0,0.0,0.0,28599984.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4605,-0.5409,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12398,5.0,1.0,0.0,3.0,4.0,93570143.0,140250567.48,4.0,3.0,0.0,True,0.2,8.0,EXACT,15,7,7,7,2026-08-04 08:11:18,2026-10-08 00:39:00,8,64.69,0.4667,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.9616,2.0114,1.349,2.0235,3.0,2.0235,3.0,2.0114,2.345,UNUSUAL,ELEVATED,UNUSUAL,UNUSUAL,1
WS-11481.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-12343,1.0,0.0,0.0,1.0,1.0,23969478.0,9858897.92,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5619,-0.8644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11202.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
