log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000001930,2026-09-09 00:00:00+00:00,LPT-10797,192.168.50.117,Unknown,25,3306,TCP,ALLOW,24819643.22,24526192.64,sid441187,False,ALLOW_WEB,India
FW000012340,Unknown,WS-11897,10.246.195.0,Unknown,1433,443,TCP,ALLOW,46944569.0,24526192.64,SID772798,False,BLOCK_EXTERNAL_RDP,Unknown
FW000025866,Unknown,WS-12909.corp.local,Unknown,208.205.5.193,53,3389,UDP,ALLOW,24819643.22,1716398.08,SID713164,False,MONITOR_DB_ACCESS,Unknown
FW000021668,2026-02-09 18:41:00+00:00,LPT-12719,172.16.133.246,192.168.4.138,135,8443,TCP,ALLOW,42206705.0,24526192.64,sid784092,False,Unknown,China
FW000009898,2026-08-15 15:30:03+00:00,Unknown,Unknown,192.168.13.245,8080,443,TCP,ALLOW,14111776.0,8663470.0,SID839871,False,UNKNOWN,Unknown
FW000029598,2026-08-03 04:56:27+00:00,LPT-10094,10.4.214.0,Unknown,443,53,TCP,ALLOW,10343547.0,24526192.64,SID-678040,False,Unknown,CN
FW000002609,2026-08-13 23:45:01+00:00,WS-10747,Unknown,192.168.236.105,53,3306,TCP,DENY,28871273.0,23121100.8,SID908040,False,UNKNOWN,CN
FW000029537,2026-08-20 00:00:00+00:00,Unknown,156.187.95.226,13.33.82.254,443,445,TCP,DENY,44589565.0,16112120.0,Unknown,True,Unknown,Russia
FW000011859,2026-09-06 04:07:17+00:00,ws-11460,10.250.83.0,Unknown,22,135,UDP,ALLOW,49640796.16,11796170.0,SID199027,False,allow_office_apps,China
FW000022751,2026-08-17 11:35:00+00:00,VDR-12934,48.213.159.234,192.168.9.43,53,443,UDP,DENY,31486975.0,24526192.64,SID-250105,False,UNKNOWN,RU
FW000018774,2026-08-06 00:00:00+00:00,ws-10376,Unknown,Unknown,443,135,TCP,ALLOW,15091824.64,24526192.64,SID681895,False,Unknown,Unknown
FW000013742,2026-08-21 00:00:00+00:00,LPT-10101,Unknown,10.106.111.0,53,80,UDP,ALLOW,6381388.0,40110734.0,Unknown,False,UNKNOWN,China
FW000004569,Unknown,LPT_12275,Unknown,192.168.59.194,445,22,TCP,ALLOW,39611114.0,23715734.0,SID473086,False,ALLOW_WEB,China
FW000017320,2026-08-08 16:40:43+00:00,LPT-12402,192.168.183.84,172.16.56.79,135,22,UDP,DENY,24819643.22,41816158.0,SID542139,False,block_tor_exit,Unknown
FW000009850,2026-08-09 00:00:00+00:00,WS-11987,Unknown,Unknown,3306,445,TCP,ALLOW,24819643.22,34463806.0,SID715720,False,DENY_TELNET,RU
FW000019496,2026-08-04 00:00:00+00:00,VDR-12519,Unknown,Unknown,25,445,TCP,ALLOW,41558149.12,10734037.0,Unknown,False,allow_office_apps,CN
FW000006600,Unknown,VDR_12251,Unknown,154.201.190.23,443,443,UDP,DENY,24819643.22,19198123.0,SID239567,False,allow_office_apps,India
FW000001848,2026-08-21 12:47:02+00:00,WS_10027,Unknown,Unknown,3389,8080,UDP,ALLOW,42550961.0,4183818.24,SID849206,False,ALLOW_INTERNAL_DNS,Unknown
FW000017330,Unknown,LPT-10304,172.16.138.201,192.168.93.24,8080,443,TCP,DENY,24819643.22,45885231.0,SID804826,False,ALLOW_INTERNAL_DNS,RU
FW000025598,2026-08-23 00:00:00+00:00,LPT-10728,Unknown,Unknown,135,135,TCP,ALLOW,12993518.0,33004945.0,Unknown,False,MONITOR_DB_ACCESS,Russia
FW000002189,2026-12-08 18:53:00+00:00,LPT-10670,Unknown,Unknown,135,80,UDP,DENY,21254256.0,24526192.64,SID110091,False,ALLOW_INTERNAL_DNS,CN
FW000020000,2026-08-16 07:00:32+00:00,VDR-10146,Unknown,Unknown,443,8443,TCP,ALLOW,24819643.22,4571791.36,Unknown,True,ALLOW_INTERNAL_DNS,India
FW000018512,Unknown,VDR-10917,Unknown,123.220.224.218,445,3306,TCP,DENY,9753289.0,24526192.64,SID229674,False,allow_office_apps,RU
FW000012551,2026-09-08 06:57:00+00:00,VDR-10300,192.168.61.168,192.168.77.29,8443,445,TCP,ALLOW,7705528.0,27838440.0,SID637889,False,Unknown,US
FW000020266,Unknown,WS-12166,109.110.93.9,172.16.159.252,135,443,UDP,ALLOW,24819643.22,17771981.0,SID580215,False,block_tor_exit,United States
FW000002782,Unknown,LPT-12183,Unknown,Unknown,443,53,TCP,ALLOW,34871873.0,24526192.64,SID225096,False,allow_office_apps,RU
FW000028670,2026-08-04 00:00:00+00:00,VDR-11021,Unknown,145.125.184.64,3389,443,TCP,ALLOW,28787071.0,25701191.68,SID682030,True,ALLOW_INTERNAL_DNS,RU
FW000007707,2026-08-22 14:21:41+00:00,lpt-11741,192.168.16.243,172.16.116.60,8443,25,TCP,DENY,11735443.0,24526192.64,Unknown,False,Unknown,China
FW000025201,Unknown,LPT-10459,Unknown,17.98.166.162,443,443,TCP,ALLOW,24819643.22,18218001.0,SID201355,False,block_tor_exit,Unknown
FW000028438,2026-08-12 20:24:20+00:00,LPT-12133,172.16.208.64,172.16.38.44,80,8080,TCP,DENY,35219279.0,40294901.0,SID797979,False,Unknown,Unknown
FW000013060,2026-08-10 14:50:10+00:00,VDR-11999.corp.local,Unknown,172.16.194.168,3389,443,TCP,ALLOW,14409687.0,588934.0,SID963327,False,MONITOR_DB_ACCESS,RU
FW000021402,Unknown,LPT-11880,172.16.249.25,Unknown,3306,3306,UDP,ALLOW,10223531.0,8283750.4,SID166357,False,ALLOW_INTERNAL_DNS,US
FW000015271,2026-08-24 06:30:33+00:00,WS-12701,22.218.86.80,19.229.220.109,80,443,UDP,DENY,34540441.6,19469535.0,SID316513,False,Unknown,unknown
FW000005613,Unknown,LPT-10306,192.168.57.125,172.16.196.5,443,53,ICMP,ALLOW,36738563.0,24526192.64,Unknown,False,Unknown,unknown
FW000023745,2026-08-22 00:00:00+00:00,VDR-10743,172.16.23.135,10.217.241.0,443,135,TCP,ALLOW,15554497.0,8530145.28,SID645581,False,Unknown,India
FW000018621,2026-09-05 11:51:57+00:00,VDR-10715,Unknown,192.168.254.75,8443,8080,TCP,ALLOW,4255136.0,24526192.64,SID113914,False,DENY_TELNET,Unknown
FW000023084,2026-05-08 01:57:00+00:00,LPT_10909,44.242.228.129,192.168.236.128,445,80,UDP,ALLOW,20806809.6,25649315.84,SID323957,False,Unknown,Unknown
FW000028798,2026-08-10 20:20:25+00:00,VDR-10165,81.233.14.59,203.106.91.12,80,53,TCP,ALLOW,2678200.32,24526192.64,Unknown,False,Unknown,India
FW000019794,2026-08-31 19:03:34+00:00,vdr-11874,Unknown,Unknown,3389,3389,UDP,ALLOW,11619134.0,38121707.52,sid858797,False,MONITOR_DB_ACCESS,US
FW000014659,2026-08-18 02:22:57+00:00,VDR-10485,192.168.125.158,Unknown,443,443,TCP,ALLOW,37822374.0,24526192.64,sid369030,False,Unknown,unknown
FW000022201,2026-09-09 07:22:00+00:00,LPT-10957,Unknown,192.168.51.240,445,25,TCP,ALLOW,32662135.0,4612159.0,Unknown,True,DENY_TELNET,CN
FW000025717,2026-08-14 18:18:31+00:00,WS-11944.corp.local,192.168.72.94,Unknown,53,80,TCP,ALLOW,46617334.0,15560867.84,Unknown,False,UNKNOWN,ind
FW000019148,2026-09-03 20:43:05+00:00,LPT-12520,Unknown,91.176.169.68,53,8443,UDP,ALLOW,24819643.22,27996866.56,SID103233,False,UNKNOWN,US
FW000007257,Unknown,Unknown,172.16.127.159,74.66.167.134,8080,443,UDP,ALLOW,24819643.22,30094131.2,SID242389,False,Unknown,ind
FW000013628,2026-08-25 17:39:30+00:00,WS-11624,Unknown,191.114.188.232,53,443,TCP,ALLOW,5500784.64,24526192.64,SID858544,False,Unknown,India
FW000026704,2026-08-09 03:14:03+00:00,Unknown,Unknown,195.76.95.11,443,443,TCP,ALLOW,41119725.0,46369957.0,sid300412,False,Unknown,Unknown
FW000005929,2026-09-03 19:26:31+00:00,LPT-10160,187.46.130.93,70.88.207.73,443,25,TCP,ALLOW,14049439.0,14297031.0,SID519938,False,ALLOW_INTERNAL_DNS,unknown
FW000001834,2026-08-15 14:55:16+00:00,WS-11098,Unknown,172.16.210.132,22,135,TCP,ALLOW,38373012.0,24526192.64,SID358420,False,allow_office_apps,unknown
FW000022209,2026-08-05 21:32:37+00:00,Unknown,Unknown,104.138.178.152,25,443,TCP,ALLOW,24819643.22,44380064.0,sid969858,False,MONITOR_DB_ACCESS,CN
FW000004873,Unknown,WS-11391.corp.local,Unknown,Unknown,8443,443,ICMP,ALLOW,15099494.4,34943720.0,SID648148,False,DENY_TELNET,Unknown
FW000001473,2026-08-07 09:50:11+00:00,Unknown,Unknown,192.168.233.225,8080,445,TCP,ALLOW,24819643.22,10462220.0,Unknown,False,BLOCK_EXTERNAL_RDP,China
FW000003234,2026-08-14 02:03:50+00:00,lpt-12027,192.168.122.212,Unknown,443,445,TCP,DENY,7308574.72,33113921.0,SID111838,False,block_tor_exit,Russia
FW000006693,2026-08-14 06:08:00+00:00,VDR-12573,164.172.218.180,Unknown,443,445,ICMP,ALLOW,24819643.22,24526192.64,SID236202,False,UNKNOWN,US
FW000003560,2026-08-31 10:33:24+00:00,lpt-11190,Unknown,Unknown,25,8080,TCP,ALLOW,24819643.22,44036002.0,SID719899,False,BLOCK_EXTERNAL_RDP,Unknown
FW000009125,2026-08-24 02:26:00+00:00,lpt-11149,Unknown,192.168.37.123,1433,443,UDP,ALLOW,24819643.22,28061113.0,SID524057,False,ALLOW_INTERNAL_DNS,United States
FW000001175,2026-08-10 14:24:32+00:00,WS-12834,172.16.78.130,83.118.219.118,25,1433,TCP,ALLOW,24819643.22,3642884.0,sid278437,False,DENY_TELNET,unknown
FW000027612,2026-08-23 06:14:10+00:00,VDR-12725,Unknown,Unknown,3389,80,TCP,DENY,30615829.0,46723164.16,SID171406,False,Unknown,China
FW000016909,2026-08-01 11:14:14+00:00,VDR-11935,217.192.237.100,10.45.166.0,80,8443,ICMP,DENY,26379705.0,26448220.16,SID439116,False,allow_office_apps,Unknown
FW000026606,2026-01-08 16:12:00+00:00,WS-12418,172.16.202.33,Unknown,3306,443,TCP,DENY,24819643.22,36208731.0,SID522764,False,ALLOW_WEB,China
FW000017487,2026-08-04 00:00:00+00:00,VDR-12598,172.16.245.63,Unknown,25,80,TCP,DENY,16258848.0,27410522.0,SID756752,False,ALLOW_INTERNAL_DNS,ind
FW000020272,Unknown,VDR-12896,61.134.3.89,172.16.159.108,443,25,UDP,ALLOW,46259444.0,24526192.64,SID350663,False,ALLOW_WEB,IN
FW000021457,2026-08-08 00:00:00+00:00,vdr-12310,96.41.135.224,Unknown,443,80,TCP,DENY,43608716.0,24526192.64,SID626494,False,block_tor_exit,unknown
FW000018150,2026-09-09 01:35:00+00:00,LPT-12634,172.16.13.38,Unknown,445,443,TCP,ALLOW,11273351.0,653716.0,SID290444,False,Unknown,US
FW000008977,2026-08-08 08:46:00+00:00,LPT-10104,Unknown,125.172.54.234,1433,80,TCP,ALLOW,15906897.92,24526192.64,SID612680,True,Unknown,Unknown
FW000005820,2026-08-09 13:21:00+00:00,ws-11562,192.168.13.137,Unknown,443,25,TCP,ALLOW,18224244.0,38587596.8,SID530638,False,UNKNOWN,India
FW000008141,2026-08-05 05:41:51+00:00,VDR-11268,Unknown,Unknown,1433,1433,UDP,ALLOW,37377873.0,24526192.64,SID121490,False,ALLOW_INTERNAL_DNS,Unknown
FW000011193,Unknown,WS-10187.corp.local,23.93.24.221,192.168.160.19,53,8080,TCP,ALLOW,24819643.22,9743310.0,sid764802,False,DENY_TELNET,Unknown
FW000024153,2026-08-07 00:00:00+00:00,VDR-10672,172.16.212.207,Unknown,3306,3389,UDP,ALLOW,40770443.0,6090914.0,SID364530,False,ALLOW_INTERNAL_DNS,IN
FW000001441,2026-08-13 00:58:37+00:00,vdr-12248,Unknown,160.249.189.107,3306,443,UDP,DENY,27996036.0,24526192.64,SID408114,False,ALLOW_WEB,Unknown
FW000001207,Unknown,VDR_10778,Unknown,Unknown,8080,443,TCP,ALLOW,29843653.0,45866215.0,SID-631008,False,allow_office_apps,Unknown
FW000027283,2026-08-08 06:30:30+00:00,Unknown,192.168.34.92,34.23.171.227,53,8443,UDP,ALLOW,24819643.22,36678574.08,SID318037,False,MONITOR_DB_ACCESS,IN
FW000023843,Unknown,LPT-10377,172.16.45.54,Unknown,80,3306,TCP,DENY,32551587.0,24526192.64,Unknown,False,BLOCK_EXTERNAL_RDP,RU
FW000027471,Unknown,LPT-11956,Unknown,Unknown,22,443,UDP,ALLOW,22418667.0,24526192.64,SID307394,False,allow_office_apps,United States
FW000022269,2026-08-19 20:38:33+00:00,LPT-10520.corp.local,Unknown,Unknown,135,443,TCP,ALLOW,4294855.0,2146651.0,SID133320,False,ALLOW_WEB,US
FW000000265,2026-08-27 00:00:00+00:00,LPT-11184,192.168.1.67,172.16.93.168,8080,80,TCP,ALLOW,36850549.0,24526192.64,SID-756360,False,DENY_TELNET,Russia
FW000004183,2026-05-08 10:25:00+00:00,VDR-11913,Unknown,172.16.59.147,443,443,UDP,ALLOW,24819643.22,21547152.0,SID-323144,False,allow_office_apps,IN
FW000021028,2026-08-16 00:00:00+00:00,VDR-11585,63.192.215.78,Unknown,443,443,TCP,ALLOW,24819643.22,47727541.0,SID347988,False,allow_office_apps,India
FW000021958,2026-08-18 19:14:10+00:00,WS-12724,Unknown,Unknown,53,8080,TCP,DENY,24819643.22,40873492.48,Unknown,False,DENY_TELNET,United States
FW000019756,Unknown,vdr-12678,111.18.108.111,192.168.110.6,1433,8080,TCP,ALLOW,24819643.22,8483293.0,SID582655,False,Unknown,Unknown
FW000014360,2026-09-07 20:05:41+00:00,LPT-10804,Unknown,192.168.176.216,135,443,TCP,ALLOW,49392749.0,30566221.0,SID995128,False,ALLOW_INTERNAL_DNS,China
FW000019082,2026-08-07 00:00:00+00:00,ws-11141,Unknown,Unknown,22,443,TCP,ALLOW,41863450.0,47508702.0,SID827250,False,MONITOR_DB_ACCESS,China
FW000024628,Unknown,VDR-11121.corp.local,Unknown,10.81.133.0,443,80,TCP,ALLOW,31854910.0,11519816.0,SID257821,False,block_tor_exit,Unknown
FW000010598,Unknown,LPT-12867,172.16.78.152,172.16.79.119,3389,443,TCP,DENY,14506406.0,31599691.0,SID523094,True,Unknown,Russia
FW000012822,2026-08-23 00:00:00+00:00,WS_11974,24.4.38.3,123.0.252.20,8443,1433,TCP,ALLOW,17499627.0,12115968.0,SID810008,False,ALLOW_INTERNAL_DNS,Unknown
FW000027136,Unknown,VDR_10499,192.168.252.3,Unknown,25,80,TCP,ALLOW,5503372.0,24526192.64,SID657428,False,DENY_TELNET,unknown
FW000013603,2026-10-08 16:56:00+00:00,VDR-10762,Unknown,192.168.64.111,80,135,TCP,ALLOW,24819643.22,11398021.12,SID323473,False,DENY_TELNET,India
FW000027632,2026-08-08 07:38:13+00:00,WS-10284,172.16.132.101,Unknown,53,443,UDP,ALLOW,24819643.22,11141263.36,SID529149,True,Unknown,unknown
FW000024822,2026-08-21 00:21:10+00:00,Unknown,Unknown,Unknown,443,22,TCP,ALLOW,2527858.0,8718364.0,SID841371,False,block_tor_exit,India
FW000000412,Unknown,LPT-10215,Unknown,Unknown,22,3389,TCP,ALLOW,3576536.0,24526192.64,SID312683,False,ALLOW_WEB,US
FW000020049,2026-09-02 23:36:33+00:00,VDR-10689,Unknown,129.118.28.220,25,443,TCP,DENY,43717386.0,8453703.68,SID589295,False,allow_office_apps,ind
FW000005091,2026-09-08 00:00:00+00:00,VDR-11392,112.62.203.119,172.16.245.192,80,443,TCP,DENY,24819643.22,2177525.76,SID739647,False,Unknown,United States
FW000022343,Unknown,WS-11041,163.137.28.80,Unknown,8080,8443,TCP,ALLOW,11676190.72,31411660.0,sid220812,False,ALLOW_WEB,United States
FW000003081,2026-08-18 13:06:00+00:00,ws-11196,172.16.64.207,69.233.142.154,135,8443,TCP,ALLOW,10967123.0,42360309.0,SID399123,False,ALLOW_INTERNAL_DNS,US
FW000018577,Unknown,WS-11437,Unknown,Unknown,80,443,TCP,ALLOW,10091110.4,23127596.0,SID122163,False,ALLOW_WEB,unknown
FW000023634,2026-08-07 03:10:37+00:00,VDR-11971,192.168.106.171,192.168.60.185,25,443,UDP,DENY,18553733.12,24526192.64,SID407543,False,MONITOR_DB_ACCESS,Unknown
FW000028558,2026-08-17 20:31:44+00:00,VDR-11205,192.168.192.201,172.16.194.149,135,53,TCP,ALLOW,24819643.22,555745.28,SID-593586,False,ALLOW_WEB,Unknown
FW000024081,2026-04-08 08:53:00+00:00,LPT-12421.corp.local,Unknown,207.3.66.211,8080,1433,UDP,ALLOW,49447772.16,6386074.0,SID789910,True,ALLOW_INTERNAL_DNS,CN
FW000003289,2026-09-04 12:24:09+00:00,VDR-12373.corp.local,192.168.71.189,216.75.83.220,53,443,UDP,ALLOW,31046099.0,47683366.0,SID836179,False,MONITOR_DB_ACCESS,China
FW000008075,2026-09-09 00:00:00+00:00,WS_10252,192.168.51.28,203.244.13.145,22,443,ICMP,ALLOW,24819643.22,48454696.96,SID867158,False,ALLOW_INTERNAL_DNS,Russia
FW000019508,2026-08-18 00:00:00+00:00,VDR-12388.corp.local,Unknown,46.158.159.17,25,443,TCP,DENY,16995550.0,24526192.64,SID107820,False,Unknown,CN
FW000027119,2026-07-08 00:00:00+00:00,vdr-11007,192.168.133.98,181.160.41.97,80,3306,TCP,DENY,24819643.22,46769385.0,SID138582,False,allow_office_apps,ind
FW000014407,2026-08-11 19:00:32+00:00,VDR-10255,Unknown,192.168.177.99,1433,80,UDP,ALLOW,26050979.84,43930858.0,SID779862,False,allow_office_apps,ind
FW000018278,2026-08-09 08:26:42+00:00,LPT-11900,54.219.155.151,206.64.70.142,443,25,TCP,ALLOW,46346383.0,14345765.0,Unknown,False,UNKNOWN,Russia
FW000002166,2026-08-28 05:59:15+00:00,LPT-12245,172.16.95.156,Unknown,135,443,UDP,ALLOW,8438217.0,7572961.28,Unknown,False,DENY_TELNET,CN
FW000017212,2026-08-13 14:26:00+00:00,VDR-10077.corp.local,Unknown,Unknown,80,80,UDP,DENY,15628761.0,24526192.64,SID327571,False,DENY_TELNET,US
FW000019691,2026-09-07 22:11:33+00:00,WS-10264,45.213.203.28,Unknown,8443,25,UDP,ALLOW,24819643.22,18558157.0,SID435317,False,MONITOR_DB_ACCESS,United States
FW000001585,2026-08-14 05:37:44+00:00,WS_12397,Unknown,Unknown,8080,25,UDP,DENY,24407913.0,24526192.64,SID303897,False,BLOCK_EXTERNAL_RDP,unknown
FW000007052,Unknown,VDR-11636,72.136.141.11,Unknown,443,443,TCP,ALLOW,13614504.0,24526192.64,SID151015,False,allow_office_apps,Russia
FW000018080,2026-09-09 06:09:00+00:00,VDR-11256,172.16.225.96,172.16.4.72,3306,135,TCP,ALLOW,24819643.22,24526192.64,SID492423,False,Unknown,unknown
FW000003139,2026-08-17 08:18:14+00:00,LPT-11869,Unknown,Unknown,443,443,TCP,ALLOW,37701139.0,1887422.0,SID-399882,False,BLOCK_EXTERNAL_RDP,US
FW000018107,Unknown,VDR-11339,183.150.222.167,192.168.231.202,443,443,UDP,ALLOW,41051746.0,30646923.0,SID903979,False,block_tor_exit,India
FW000029907,2026-12-08 00:00:00+00:00,WS-10433,Unknown,Unknown,443,53,TCP,ALLOW,34494146.56,18590797.0,SID814547,False,DENY_TELNET,US
FW000020079,2026-08-15 00:00:00+00:00,VDR-12074,192.168.100.120,172.16.57.28,80,135,TCP,ALLOW,5899682.0,36731617.28,SID521986,False,ALLOW_WEB,China
FW000013493,2026-08-26 11:20:00+00:00,VDR-12198,Unknown,192.168.130.156,8080,22,TCP,ALLOW,24819643.22,10338237.0,SID641062,True,block_tor_exit,Unknown
FW000018478,Unknown,WS-11365,Unknown,Unknown,8080,3306,UDP,ALLOW,24819643.22,46851754.0,SID498263,False,DENY_TELNET,Russia
FW000020161,2026-07-09 00:00:00+00:00,WS-12401,Unknown,Unknown,135,8080,TCP,ALLOW,43354185.0,24526192.64,SID204393,False,ALLOW_INTERNAL_DNS,IN
FW000025646,2026-08-09 01:59:47+00:00,LPT-12351,Unknown,Unknown,25,25,TCP,ALLOW,24819643.22,16516720.64,Unknown,False,allow_office_apps,India
FW000018422,Unknown,VDR-12411,Unknown,192.168.4.198,53,80,UDP,ALLOW,41416964.0,24526192.64,SID621069,False,allow_office_apps,United States
FW000001288,2026-09-04 21:53:44+00:00,VDR-12157,172.16.220.232,204.99.167.74,25,3389,TCP,ALLOW,20669694.0,28926557.0,SID933665,False,allow_office_apps,Unknown
FW000010158,2026-08-13 17:43:43+00:00,LPT-10954,167.245.56.83,172.16.140.6,8443,22,TCP,ALLOW,33981214.72,24526192.64,SID535973,False,DENY_TELNET,IN
FW000008871,Unknown,VDR-12430,192.168.1.189,172.16.234.75,443,53,TCP,ALLOW,10290995.2,9429676.0,SID469626,False,ALLOW_WEB,US
FW000009408,2026-09-06 10:28:19+00:00,WS-12984,Unknown,70.174.243.245,443,3389,UDP,DENY,34911861.0,11881894.0,sid489173,False,block_tor_exit,US
FW000017814,2026-09-06 09:34:51+00:00,LPT-12508,192.168.210.205,175.47.166.115,8443,8080,TCP,DENY,12685242.0,4039694.0,SID784126,False,allow_office_apps,US
FW000012838,2026-08-13 03:52:11+00:00,lpt-10120,192.168.129.39,172.16.43.188,3306,443,TCP,ALLOW,18741585.92,24526192.64,SID422784,False,DENY_TELNET,RU
FW000006601,Unknown,VDR-12458,Unknown,203.188.149.84,443,80,UDP,ALLOW,24819643.22,17295400.96,SID852412,False,MONITOR_DB_ACCESS,US
FW000007299,Unknown,WS-11230,36.40.189.169,Unknown,8443,135,TCP,ALLOW,30742237.0,19537020.0,Unknown,False,BLOCK_EXTERNAL_RDP,Unknown
FW000017490,2026-08-06 00:00:00+00:00,LPT-10981,62.231.127.101,Unknown,445,443,TCP,DENY,9661100.0,23133347.84,Unknown,False,ALLOW_INTERNAL_DNS,Unknown
FW000019417,2026-08-30 10:49:04+00:00,WS_10145,104.28.225.252,Unknown,53,80,TCP,DENY,36280729.6,14724159.0,Unknown,False,MONITOR_DB_ACCESS,United States
FW000008909,2026-08-28 06:28:17+00:00,VDR-12706,172.16.199.158,114.16.48.164,443,53,TCP,ALLOW,24819643.22,9952491.0,SID228855,True,Unknown,India
FW000021658,2026-12-08 00:00:00+00:00,WS_12594,Unknown,Unknown,443,443,TCP,ALLOW,25101363.2,24526192.64,SID-615682,False,UNKNOWN,China
FW000018981,2026-08-13 11:54:45+00:00,WS-10281.corp.local,172.16.180.69,129.70.77.164,443,80,TCP,DENY,24819643.22,24686094.0,SID331544,True,ALLOW_WEB,Unknown
FW000002239,Unknown,WS-11953,Unknown,Unknown,443,80,TCP,ALLOW,24819643.22,31047750.0,SID871127,False,allow_office_apps,Unknown
FW000009243,2026-08-30 16:43:41+00:00,VDR-12892,172.16.208.126,192.168.143.148,22,443,TCP,ALLOW,2137579.52,7629395.0,SID676276,True,Unknown,India
FW000016659,2026-08-28 09:22:49+00:00,WS-12219,Unknown,172.16.60.96,8443,80,TCP,ALLOW,24819643.22,41594304.0,SID-830788,False,ALLOW_WEB,China
FW000007417,Unknown,Unknown,Unknown,Unknown,8080,8443,UDP,ALLOW,32654588.0,34100811.0,SID-982681,False,UNKNOWN,unknown
FW000008114,Unknown,WS_11865,89.39.60.27,81.94.169.221,445,8443,TCP,ALLOW,22122325.0,24526192.64,SID-932504,False,MONITOR_DB_ACCESS,United States
FW000023760,2026-02-09 22:09:00+00:00,LPT-11707,Unknown,122.208.39.136,3389,8443,UDP,DENY,24819643.22,24526192.64,SID868762,False,DENY_TELNET,RU
FW000016615,2026-08-05 01:21:02+00:00,WS-10151,192.168.10.59,172.16.53.177,3389,443,TCP,ALLOW,6529021.0,24526192.64,SID357072,False,ALLOW_INTERNAL_DNS,CN
FW000028303,2026-08-03 21:48:57+00:00,LPT-12006,121.110.161.129,172.16.114.217,135,80,UDP,DENY,24819643.22,24526192.64,SID325704,False,ALLOW_INTERNAL_DNS,RU
FW000026887,Unknown,LPT-12070,Unknown,Unknown,1433,8080,TCP,DENY,25355821.0,46776975.36,Unknown,False,block_tor_exit,IN
FW000008619,Unknown,lpt-10131,115.32.89.4,42.240.55.224,25,135,TCP,ALLOW,9447593.0,4102127.0,SID424905,False,allow_office_apps,ind
FW000017444,2026-08-07 22:46:38+00:00,LPT-11197,204.235.67.32,97.213.122.215,3389,443,TCP,ALLOW,30650420.0,24526192.64,Unknown,False,UNKNOWN,United States
FW000019275,2026-05-09 00:00:00+00:00,lpt-12551,10.168.94.0,138.229.6.217,22,443,TCP,ALLOW,14359589.0,24526192.64,SID598061,False,ALLOW_INTERNAL_DNS,RU
FW000025563,2026-09-01 17:04:12+00:00,WS-11535,Unknown,Unknown,443,8443,ICMP,ALLOW,44749896.0,24526192.64,SID-761280,False,ALLOW_WEB,China
FW000010211,Unknown,Unknown,Unknown,18.35.132.231,3389,25,UDP,ALLOW,48418714.0,30691819.52,sid418331,False,ALLOW_WEB,India
FW000020065,Unknown,ws-12206,Unknown,213.117.114.168,445,22,TCP,ALLOW,44610364.0,46147608.0,SID763294,False,ALLOW_WEB,United States
FW000012695,2026-07-08 06:53:00+00:00,VDR-11757,Unknown,Unknown,3306,25,UDP,DENY,18996398.0,29161987.0,SID864238,False,block_tor_exit,China
FW000015919,Unknown,LPT-10446,Unknown,132.166.48.231,135,8443,TCP,ALLOW,24819643.22,5356378.0,SID-527154,False,block_tor_exit,ind
FW000014695,Unknown,LPT-12946,201.249.12.141,172.16.14.53,22,1433,TCP,DENY,26329743.36,19289929.0,SID-850273,False,Unknown,Russia
FW000022290,2026-08-13 00:00:00+00:00,WS-10468,172.16.67.208,172.16.168.100,443,3306,UDP,ALLOW,13280374.0,1884629.0,SID557153,False,DENY_TELNET,Unknown
FW000012579,2026-08-12 00:00:00+00:00,WS-12518,137.231.220.11,192.168.60.78,443,3389,TCP,ALLOW,20084997.0,2749339.0,SID919639,False,UNKNOWN,unknown
FW000011145,Unknown,VDR-12552,192.168.244.246,Unknown,8443,80,UDP,ALLOW,25957806.08,24526192.64,SID-556440,False,UNKNOWN,Unknown
FW000029824,Unknown,VDR-10869,134.180.22.95,Unknown,443,8443,TCP,ALLOW,24819643.22,24526192.64,SID282757,False,BLOCK_EXTERNAL_RDP,ind
FW000029136,2026-08-22 13:45:00+00:00,VDR-11150,197.114.246.78,Unknown,25,443,TCP,DENY,26231655.0,44076486.0,SID339823,False,UNKNOWN,RU
FW000011712,2026-08-31 16:19:00+00:00,WS-11847,103.128.100.139,Unknown,443,3389,UDP,ALLOW,42326302.0,29344076.0,SID303607,False,Unknown,United States
FW000027404,2026-08-31 15:31:00+00:00,Unknown,Unknown,192.168.134.106,8080,25,TCP,DENY,3533210.0,29287055.36,Unknown,False,UNKNOWN,Unknown
FW000008858,2026-09-02 12:30:37+00:00,VDR-11821,192.168.236.224,Unknown,25,443,TCP,ALLOW,23061149.0,24526192.64,SID434014,False,Unknown,CN
FW000025468,Unknown,WS-10070,Unknown,Unknown,443,1433,TCP,ALLOW,13934722.0,8084520.96,SID879204,False,Unknown,ind
FW000005117,Unknown,WS-10959,Unknown,137.165.201.109,3306,445,TCP,ALLOW,42731060.0,24526192.64,SID940568,True,block_tor_exit,Russia
FW000011148,2026-08-07 16:10:00+00:00,WS-10149.corp.local,Unknown,172.16.220.168,443,25,UDP,ALLOW,20053864.0,27200061.44,SID772039,False,DENY_TELNET,US
FW000025609,2026-08-28 13:47:17+00:00,ws-11769,154.33.174.249,172.16.57.236,8443,3306,TCP,ALLOW,33591457.0,33315887.0,SID541709,True,ALLOW_INTERNAL_DNS,United States
