event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score,geo_location
IAM00007469,Unknown,EMP12312,Unknown,Unknown,login_failed,otp,Unknown,VDR-12312,Unknown,SID-503443,False,OTP expired,38.0,remote
IAM00016985,2026-08-27 08:06:51,EMP10129,harsh.shukla46,IT,login_success,Password,172.16.119.115,LPT-10129,Unknown,SID978533,True,Not Applicable,93.0,UNKNOWN
IAM00016271,2026-06-08 00:00:00,EMP12463,daksha.dube52,Human Resources,login_success,otp,165.124.226.220,VDR-12463,DEV56647,SID511080,True,Not Applicable,70.0,PB
IAM00011694,2026-08-20 06:44:00,EMP10807,vidhi.kuruvilla75,IT,login_failed,MFA,192.168.143.145,VDR-10807,DEV35106,Unknown,False,wrong_password,28.0,ind
IAM00001962,2026-08-29 06:54:00,EMP12701,baghyawati.nori89,Unknown,login_failed,MFA,Unknown,WS-12701,DEV62232,Unknown,False,unknown user,98.0,IN
IAM00008326,Unknown,EMP11682,Unknown,Unknown,login_success,Biometric,Unknown,WS-11682,DEV41558,SID766537,True,Not Applicable,62.0,India
IAM00006800,2026-08-05 05:02:19,EMP11897,bimala.khosla56,IT,login_success,Certificate,172.16.81.54,WS-11897,DEV70762,SID488545,True,Not Applicable,80.0,ind
IAM00003422,2026-09-06 02:36:42,EMP12722,falak.lanka40,R&D,login_success,Password,Unknown,LPT-12722,DEV48482,SID360061,False,Not Applicable,64.0,IN
IAM00006524,2026-08-03 21:25:13,EMP12195,balendra.jha12,Procurement,login_success,otp,Unknown,WS-12195,DEV43113,SID935271,True,Not Applicable,86.0,Unknown
IAM00003265,2026-06-08 06:35:00,EMP10913,tanay.bains1,Sales,login_failed,Biometric,10.142.201.0,Unknown,DEV76194,Unknown,False,timeout,61.0,UNKNOWN
IAM00018595,Unknown,EMP10264,Unknown,Sales,login_success,SSO,172.16.249.208,WS-10264,DEV94765,Unknown,True,Not Applicable,61.0,UNKNOWN
IAM00011859,2026-08-04 02:50:45,EMP10421,omya.tailor99,IT,login_success,Password,10.56.181.0,VDR-10421,DEV32701,SID180137,True,Not Applicable,50.0,Unknown
IAM00008582,2026-08-03 09:22:43,EMP11730,wridesh.rajan59,Procurement,login_failed,MFA,172.16.26.92,WS-11730,DEV12956,Unknown,False,MFA failed,50.0,Delhi
IAM00003822,2026-02-09 00:00:00,EMP10289,jonathan.narayanan92,Unknown,other,otp,201.10.3.198,LPT-10289,DEV59807,Unknown,False,Not Applicable,51.0,UNKNOWN
IAM00005702,2026-07-08 00:00:00,EMP10184,varsha.mall61,Unknown,login_success,Biometric,Unknown,WS-10184,DEV12128,SID291153,True,Not Applicable,80.0,India
IAM00006572,2026-09-08 00:00:00,EMP10453,pranit.sastry21,Human Resources,login_success,Biometric,10.180.6.0,Unknown,DEV84572,SID460360,True,Not Applicable,6.0,India
IAM00016549,2026-08-02 01:46:39,EMP11359,gaurika.patla96,Human Resources,login_success,Biometric,Unknown,LPT-11359,DEV66547,SID733900,True,Not Applicable,17.0,UNKNOWN
IAM00008083,Unknown,EMP10097,ADVIK.RAJ99,Legal,login_success,otp,172.16.64.112,LPT-10097,DEV96200,Unknown,True,Not Applicable,18.0,DL
IAM00010039,2026-06-08 19:24:00,EMP12372,chavvi.dey98,Procurement,login_success,MFA,Unknown,LPT-12372,DEV32719,SID223273,True,Not Applicable,50.0,India
IAM00017789,2026-02-08 11:09:00,EMP10092,dakshesh.ramakrishnan56,Operations,login_success,MFA,105.158.118.138,LPT-10092,DEV21970,SID373958,False,Not Applicable,71.0,remote
IAM00003583,Unknown,EMP12395,alexander.vohra99,Unknown,login_success,otp,187.165.62.89,VDR-12395,Unknown,SID217292,True,Not Applicable,26.0,Unknown
IAM00003948,2026-08-15 10:45:31,EMP11241,bhavani.shetty89,Unknown,login_success,Certificate,107.112.97.92,WS-11241,DEV84379,SID532565,True,Not Applicable,66.0,Punjab
IAM00003263,2026-08-04 12:24:24,EMP11290,ATI.PATLA67,R&D,login_failed,Biometric,219.174.88.236,LPT-11290,DEV45412,Unknown,False,wrong_password,16.0,Punjab
IAM00012780,2026-08-23 07:33:00,EMP12980,girik.pingle83,Unknown,login_success,Certificate,10.176.209.0,VDR-12980,DEV91958,SID960558,True,Not Applicable,67.0,Punjab
IAM00011033,Unknown,EMP12842,isaac.raj84,Unknown,login_failed,Biometric,Unknown,LPT-12842,DEV99916,SID565307,False,Unknown,80.0,ind
IAM00015467,2026-08-29 10:55:00,EMP10323,mohini.dani84,Sales,login_failed,MFA,192.168.204.62,LPT-10323,DEV68947,Unknown,False,Unknown,46.0,ind
IAM00005855,2026-06-09 12:09:00,EMP12552,POOJA.SURESH19,Operations,login_failed,Biometric,192.168.110.183,VDR-12552,DEV45373,Unknown,False,timeout,18.0,Maharashtra
IAM00008829,2026-09-09 10:27:00,EMP12617,hemangini.sundaram15,Legal,login_success,MFA,Unknown,LPT-12617,DEV82420,SID944955,True,Not Applicable,50.0,Unknown
IAM00012553,2026-08-16 00:00:00,EMP10598,Unknown,IT Support,login_success,otp,192.168.253.33,VDR-10598,DEV19289,SID798987,True,Not Applicable,16.0,Unknown
IAM00002871,2026-08-16 20:04:16,EMP12649,aadhya.hayer77,R&D,login_success,MFA,Unknown,Unknown,DEV51192,SID486526,False,Not Applicable,20.0,DL
IAM00002758,Unknown,EMP10248,yachana.sharaf71,Customer Support,login_success,MFA,Unknown,VDR-10248,DEV29641,Unknown,True,Not Applicable,50.0,Punjab
IAM00018167,2026-03-08 08:11:00,EMP10905,widisha.garg62,Finance,login_failed,Biometric,192.168.195.234,LPT-10905,DEV89396,Unknown,False,expired password,71.0,remote
IAM00012295,2026-08-25 00:22:41,EMP10014,ridhi.saini2,Human Resources,login_success,Password,Unknown,WS-10014,DEV94012,SID474847,True,Not Applicable,80.0,Punjab
IAM00018224,2026-08-06 16:17:29,EMP11748,NICHOLAS.AGGARWAL55,Supply Chain,login_success,SSO,Unknown,Unknown,DEV90583,SID708277,True,Not Applicable,80.0,IN
IAM00004564,2026-09-06 00:00:00,EMP11261,krishna.nayar56,Customer Support,login_success,otp,162.84.37.95,WS-11261,DEV45728,SID715384,True,Not Applicable,36.0,Maharashtra
IAM00009994,2026-10-08 18:05:00,EMP10437,wazir.parikh32,Sales,login_success,MFA,149.141.207.73,LPT-10437,Unknown,SID861756,True,Not Applicable,50.0,DL
IAM00016097,2026-08-04 18:03:02,EMP11379,victor.manne39,Sales,login_success,MFA,Unknown,WS-11379,DEV74254,SID111312,True,Not Applicable,50.0,DL
IAM00010194,2026-07-09 19:16:00,EMP12401,manya.kala33,Unknown,login_failed,Certificate,192.168.255.178,WS-12401,DEV42650,Unknown,False,wrong_password,53.0,UNKNOWN
IAM00009772,2026-08-09 09:34:41,EMP12561,OVIYA.PRADHAN73,Human Resources,login_success,Password,Unknown,WS-12561,Unknown,SID754881,True,Not Applicable,50.0,ind
IAM00008943,2026-08-08 00:00:00,EMP11001,aarush.prashad25,Procurement,login_failed,Biometric,Unknown,Unknown,DEV81188,SID910431,False,unknown user,36.0,India
IAM00001994,2026-02-08 00:00:00,EMP12063,urvi.kala69,Finance,login_success,otp,192.168.145.231,VDR-12063,DEV21415,SID297693,True,Not Applicable,19.0,ind
IAM00007999,2026-08-09 21:29:20,EMP11600,gagan.mitter67,Procurement,login_success,Certificate,Unknown,VDR-11600,DEV60738,Unknown,True,Not Applicable,25.0,Delhi
IAM00004176,2026-09-02 22:51:36,EMP10322,bakhshi.dora47,Unknown,login_failed,SSO,172.16.187.25,VDR-10322,Unknown,Unknown,False,wrong_password,50.0,Unknown
IAM00019953,2026-09-06 19:54:46,EMP12227,sanaya.korpal34,R&D,login_failed,MFA,183.42.48.248,LPT-12227,DEV65008,Unknown,False,wrong_password,50.0,UNKNOWN
IAM00003168,2026-08-21 15:13:18,EMP10794,zashil.mistry18,Unknown,login_success,Biometric,Unknown,WS-10794,DEV57338,SID462710,True,Not Applicable,22.0,UNKNOWN
IAM00016728,2026-09-02 00:00:00,EMP10918,isha.vyas39,Operations,login_failed,otp,192.168.190.248,WS-10918,DEV79178,Unknown,True,expired password,50.0,UNKNOWN
IAM00019886,Unknown,EMP10294,ekavir.natarajan35,Innovation,login_success,MFA,192.168.162.210,LPT-10294,Unknown,SID542177,False,Not Applicable,50.0,ind
IAM00010858,2026-02-09 08:39:00,EMP11817,brinda.iyer33,Unknown,login_success,otp,87.4.202.85,Unknown,DEV70975,SID593886,True,Not Applicable,31.0,PB
IAM00006158,2026-09-07 00:47:54,EMP11227,OMYA.MUTTI75,Human Resources,login_success,Biometric,Unknown,VDR-11227,DEV26080,SID945926,False,Not Applicable,50.0,India
IAM00005591,2026-09-01 23:02:30,EMP12673,victor.nagar6,Finance,login_failed,MFA,Unknown,WS-12673,DEV55095,SID927070,False,unknown user,56.0,DL
IAM00010391,2026-09-09 04:50:44,EMP11005,xalak.gill58,Unknown,login_failed,MFA,Unknown,LPT-11005,DEV85695,SID-112699,False,expired password,95.0,Punjab
IAM00013846,2026-08-05 16:11:25,EMP12868,jason.goda96,Unknown,login_success,SSO,Unknown,WS-12868,Unknown,Unknown,True,Not Applicable,6.0,DL
IAM00018298,2026-08-03 05:29:57,EMP10264,laban.mangat50,Sales,login_success,Certificate,34.92.248.52,WS-10264,DEV94765,SID101533,True,Not Applicable,90.0,Maharashtra
IAM00014585,2026-07-08 08:17:00,EMP11411,zaid.raval52,Marketing,other,Password,Unknown,VDR-11411,DEV96424,Unknown,False,Not Applicable,4.0,Delhi
IAM00019565,2026-09-09 10:34:37,EMP11534,xavier.bal12,Customer Support,login_success,Certificate,Unknown,LPT-11534,DEV77305,Unknown,True,Not Applicable,20.0,Unknown
IAM00006762,2026-09-03 11:48:35,EMP10645,nikita.sangha37,R&D,login_failed,Biometric,140.57.123.18,WS-10645,DEV90364,Unknown,False,bad token,24.0,UNKNOWN
IAM00013588,2026-08-03 00:00:00,EMP11839,owen.rau90,Finance,other,Biometric,192.168.80.141,WS-11839,DEV33274,Unknown,False,Not Applicable,60.0,Unknown
IAM00012046,2026-08-08 23:54:03,EMP11047,riya.trivedi40,R&D,login_failed,otp,Unknown,VDR-11047,DEV89432,SID714079,False,wrong_password,63.0,Maharashtra
IAM00019630,2026-08-09 08:33:40,EMP11648,parth.varma79,Unknown,login_success,Password,Unknown,WS-11648,DEV72800,Unknown,True,Not Applicable,87.0,IN
IAM00013273,2026-09-05 04:05:25,EMP12313,advay_zacharia37,IT,login_success,MFA,Unknown,VDR-12313,DEV86483,SID983097,True,Not Applicable,10.0,PB
IAM00010123,2026-08-27 00:00:00,EMP12214,Unknown,Human Resources,login_success,Biometric,Unknown,WS-12214,Unknown,Unknown,True,Not Applicable,76.0,Punjab
IAM00010722,Unknown,EMP11979,NOAH.DHAR52,Procurement,login_success,Password,Unknown,Unknown,DEV65146,SID589847,True,Not Applicable,79.0,PB
IAM00019851,Unknown,EMP10451,ishanvi.karpe12,Unknown,login_success,otp,172.16.118.205,LPT-10451,Unknown,SID507647,False,Not Applicable,75.0,PB
IAM00011592,2026-09-05 00:00:00,EMP12276,dev.munshi71,Customer Support,login_success,Password,209.8.22.189,Unknown,DEV51018,SID222737,True,Not Applicable,22.0,remote
IAM00003396,2026-08-23 00:07:37,EMP12536,OJASVI.VARKEY76,Marketing,login_failed,Biometric,172.16.74.164,LPT-12536,DEV30913,Unknown,False,expired password,6.0,Unknown
IAM00005058,2026-08-16 04:51:08,EMP10753,tanmayi.rai5,Procurement,login_failed,Password,Unknown,LPT-10753,DEV24563,Unknown,False,account locked,75.0,remote
IAM00002446,2026-08-31 05:21:38,EMP10027,yahvi.tank8,Unknown,login_failed,otp,192.168.167.121,WS-10027,DEV44760,SID362179,True,wrong_password,18.0,Maharashtra
IAM00002119,2026-08-07 04:52:02,EMP11782,qadim.amble59,Customer Support,other,MFA,Unknown,WS-11782,DEV89427,Unknown,True,Not Applicable,50.0,ind
IAM00016670,2026-09-04 20:34:44,EMP10348,nirja.wable20,Customer Support,login_failed,Certificate,Unknown,VDR-10348,DEV93138,SID188315,True,wrong_password,25.0,Delhi
IAM00004751,2026-08-06 02:43:09,EMP12214,samuel.acharya59,Unknown,login_success,MFA,Unknown,WS-12214,DEV13063,SID898755,True,Not Applicable,17.0,IN
IAM00004373,Unknown,EMP12144,krishna.gala53,Marketing,login_success,MFA,175.113.129.131,LPT-12144,DEV10044,SID459885,True,Not Applicable,69.0,ind
IAM00008533,Unknown,EMP12854,vaishnavi.wali56,Unknown,login_success,Password,47.109.77.254,LPT-12854,DEV42127,SID550490,False,Not Applicable,50.0,ind
IAM00007085,2026-08-30 14:31:00,EMP11245,vaishnavi.loyal37,IT Support,login_success,Password,Unknown,WS-11245,DEV47272,Unknown,True,Not Applicable,87.0,IN
IAM00016559,2026-08-08 17:08:02,EMP10623,deepa.bahl95,Customer Support,login_success,Certificate,Unknown,VDR-10623,Unknown,SID932974,False,Not Applicable,65.0,remote
IAM00007993,Unknown,EMP11044,mugdha.khare82,Sales,login_success,Certificate,192.168.219.25,WS-11044,DEV20487,SID169424,True,Not Applicable,27.0,Unknown
IAM00013837,2026-09-05 15:24:15,EMP11012,shivansh.korpal9,Innovation,login_success,otp,172.16.58.171,Unknown,DEV11447,Unknown,True,Not Applicable,68.0,India
IAM00005242,2026-09-04 00:00:00,EMP11575,suhani.gupta20,Unknown,login_success,otp,192.168.202.173,VDR-11575,DEV46106,SID242045,True,Not Applicable,50.0,India
IAM00005535,2026-09-09 00:30:50,EMP12986,ekaja.dugar99,IT,login_failed,Password,10.135.82.0,VDR-12986,DEV90418,SID140117,False,Unknown,72.0,Delhi
IAM00010007,2026-09-02 04:23:22,EMP12206,utkarsh.mittal36,Operations,login_failed,Certificate,172.16.250.149,WS-12206,DEV19769,Unknown,False,Unknown,44.0,India
IAM00011806,Unknown,EMP10644,JANANI.RAJAGOPALAN6,Customer Support,login_success,Certificate,Unknown,VDR-10644,DEV16461,SID797431,True,Not Applicable,33.0,UNKNOWN
IAM00005484,2026-08-04 11:40:56,EMP11965,damyanti.madan68,Unknown,login_success,MFA,172.16.146.144,Unknown,DEV86881,SID405886,False,Not Applicable,92.0,Maharashtra
IAM00004745,2026-05-08 20:23:00,EMP10673,robert.bandi13,Customer Support,login_success,MFA,192.168.181.231,VDR-10673,DEV14791,SID391049,True,Not Applicable,80.0,IN
IAM00007937,2026-08-05 02:30:30,EMP12067,qarin.bhagat83,Unknown,other,MFA,16.78.102.33,Unknown,Unknown,Unknown,True,Not Applicable,54.0,UNKNOWN
IAM00002638,Unknown,EMP12802,fariq.sanghvi8,Unknown,login_success,Certificate,Unknown,WS-12802,Unknown,SID737167,True,Not Applicable,50.0,PB
IAM00013607,2026-09-06 00:00:00,EMP12559,tristan.agarwal66,Unknown,login_failed,Password,Unknown,WS-12559,DEV59724,Unknown,False,Unknown,87.0,Delhi
IAM00000347,2026-09-07 03:16:02,EMP12950,idika.dhawan31,Sales,login_success,MFA,190.127.159.32,WS-12950,DEV46174,SID531103,True,Not Applicable,50.0,UNKNOWN
IAM00019201,Unknown,EMP12431,lohit_raja77,Procurement,login_success,otp,217.206.255.8,VDR-12431,Unknown,Unknown,False,Not Applicable,71.0,Punjab
IAM00004108,2026-07-08 19:36:00,EMP11489,anya.gandhi42,Finance,login_failed,SSO,Unknown,LPT-11489,DEV37132,Unknown,False,unknown user,86.0,Unknown
IAM00003376,2026-08-31 14:11:00,EMP12662,charles.padmanabhan1,Customer Support,login_failed,SSO,28.181.93.154,LPT-12662,DEV62127,Unknown,False,unknown user,53.0,Delhi
IAM00015146,2026-08-27 05:12:25,EMP12501,damyanti.misra13,Marketing,login_success,SSO,172.16.233.234,WS-12501,DEV30955,SID414866,True,Not Applicable,58.0,PB
IAM00010991,2026-08-18 00:00:00,EMP10312,URMI.BANSAL9,Procurement,login_success,otp,161.198.11.69,VDR-10312,DEV34505,Unknown,True,Not Applicable,57.0,DL
IAM00011868,2026-09-03 01:22:50,EMP12418,WARDA.DUA80,Marketing,login_failed,MFA,28.181.26.83,WS-12418,DEV59411,Unknown,True,OTP expired,100.0,Unknown
IAM00008358,2026-09-07 16:37:38,EMP11005,xalak.gill58,Customer Support,login_success,otp,192.168.139.129,LPT-11005,Unknown,SID141298,True,Not Applicable,60.0,Punjab
IAM00014999,2026-08-02 06:24:18,EMP12765,zayyan.chatterjee30,Legal,login_failed,MFA,Unknown,WS-12765,Unknown,SID656205,False,bad token,38.0,DL
IAM00005835,2026-08-21 01:55:20,EMP11411,zaid.raval52,Marketing,login_success,Certificate,10.101.246.0,VDR-11411,DEV96424,Unknown,True,Not Applicable,63.0,UNKNOWN
IAM00008878,2026-08-09 15:27:00,EMP11090,pahal.bajwa31,Compliance,login_success,otp,172.16.78.150,VDR-11090,Unknown,SID840372,True,Not Applicable,8.0,ind
IAM00003577,2026-08-04 23:32:44,EMP11450,radha.bera98,Unknown,login_success,Biometric,Unknown,WS-11450,DEV47118,SID115849,False,Not Applicable,65.0,India
IAM00003024,2026-08-15 00:00:00,EMP11321,arin.rattan45,Unknown,login_success,otp,192.168.40.248,LPT-11321,Unknown,SID705864,True,Not Applicable,72.0,IN
IAM00010280,2026-08-26 06:33:32,EMP10195,tanay.karnik5,Procurement,login_success,Biometric,10.33.104.0,WS-10195,DEV58623,SID692975,False,Not Applicable,9.0,remote
IAM00000646,2026-08-03 07:04:19,EMP12904,Unknown,Sales,login_success,Certificate,Unknown,LPT-12904,Unknown,SID306200,False,Not Applicable,56.0,Punjab
IAM00015262,2026-09-05 00:00:00,EMP11705,arin.bir11,Operations,other,MFA,Unknown,Unknown,DEV68547,Unknown,True,Not Applicable,80.0,PB
IAM00012160,2026-08-03 20:01:49,EMP12345,Unknown,Operations,login_success,SSO,Unknown,WS-12345,DEV12216,SID922750,True,Not Applicable,80.0,remote
IAM00014665,2026-08-10 00:00:00,EMP11547,ryan.rau52,Human Resources,login_success,SSO,Unknown,Unknown,DEV18559,SID363577,True,Not Applicable,50.0,IN
IAM00006598,2026-08-11 01:25:54,EMP11376,matthew.dalal24,Unknown,login_success,otp,Unknown,LPT-11376,DEV93200,Unknown,False,Not Applicable,13.0,Maharashtra
IAM00014500,Unknown,EMP11130,Unknown,IT,login_success,SSO,Unknown,VDR-11130,DEV11052,Unknown,True,Not Applicable,93.0,India
IAM00000826,2026-08-21 00:00:00,EMP11024,ubika.koshy18,R&D,login_failed,Biometric,Unknown,Unknown,DEV32359,Unknown,False,timeout,50.0,UNKNOWN
IAM00000592,2026-08-16 01:30:01,EMP10699,Unknown,Operations,other,Password,Unknown,WS-10699,DEV89242,Unknown,True,Not Applicable,87.0,remote
IAM00017094,2026-08-17 08:02:03,EMP10052,anirudh.ramanathan31,Brand,login_success,otp,Unknown,LPT-10052,DEV29313,SID454749,True,Not Applicable,87.0,ind
IAM00003515,2026-08-08 00:00:00,EMP10340,prisha.venkataraman28,Finance,login_success,SSO,192.168.214.74,VDR-10340,DEV67984,SID613456,False,Not Applicable,33.0,Delhi
IAM00004199,2026-08-31 18:28:40,EMP10832,irya.memon10,Support,login_success,SSO,Unknown,WS-10832,DEV16230,Unknown,True,Not Applicable,95.0,IN
IAM00007305,2026-09-04 22:13:07,EMP10772,gagan.bhandari75,Operations,login_failed,otp,Unknown,VDR-10772,DEV97274,SID797341,False,Unknown,50.0,PB
IAM00015182,2026-08-09 00:00:00,EMP12505,radhika.bath93,Unknown,login_failed,Biometric,Unknown,LPT-12505,Unknown,Unknown,True,invalid credentials,61.0,India
IAM00019727,2026-09-05 22:38:24,EMP10441,UTKARSH.DASS49,Marketing,other,Password,Unknown,LPT-10441,DEV87846,Unknown,True,Not Applicable,76.0,ind
IAM00002495,2026-08-29 04:27:33,EMP10082,gabriel.tailor63,Human Resources,other,Certificate,Unknown,WS-10082,DEV71524,Unknown,True,Not Applicable,20.0,Punjab
IAM00011096,2026-08-14 19:24:56,EMP11005,xalak.gill58,Unknown,login_success,MFA,170.174.129.35,LPT-11005,DEV85695,SID158539,False,Not Applicable,50.0,DL
IAM00004457,2026-09-01 00:56:09,EMP10108,aahana.samra10,Unknown,login_failed,otp,Unknown,VDR-10108,DEV62098,Unknown,False,Unknown,50.0,IN
IAM00004261,2026-08-15 04:00:25,EMP12974,adweta.grewal52,Operations,login_failed,Password,Unknown,LPT-12974,DEV45063,Unknown,True,bad token,73.0,Unknown
IAM00008905,2026-08-27 20:05:22,EMP10791,ishani.date54,Unknown,other,SSO,Unknown,VDR-10791,Unknown,Unknown,False,Not Applicable,38.0,Unknown
IAM00004520,2026-08-25 02:56:32,EMP12942,harsh.sood79,Human Resources,login_success,MFA,Unknown,VDR-12942,Unknown,SID338661,True,Not Applicable,53.0,UNKNOWN
IAM00014693,2026-09-05 23:00:22,EMP10014,ridhi.saini2,Human Resources,login_failed,Password,Unknown,WS-10014,DEV94012,SID604711,False,timeout,77.0,UNKNOWN
IAM00000816,2026-08-06 00:00:00,EMP10837,samesh.bedi35,Support,login_success,Certificate,Unknown,WS-10837,DEV84202,SID368032,True,Not Applicable,64.0,remote
IAM00013647,2026-08-27 21:38:58,EMP10098,MAYA.YADAV97,R&D,login_success,Biometric,Unknown,LPT-10098,DEV36680,SID422884,True,Not Applicable,50.0,ind
IAM00001808,Unknown,EMP11573,jagrati.dutt21,Unknown,login_success,Password,Unknown,Unknown,DEV94683,SID796034,False,Not Applicable,26.0,Delhi
IAM00015266,2026-11-08 20:06:00,EMP12579,BALVEER.NAIR93,IT Support,login_success,SSO,Unknown,VDR-12579,Unknown,Unknown,True,Not Applicable,52.0,Delhi
IAM00015021,2026-08-13 01:08:38,EMP12567,sara.borah1,IT,login_failed,otp,172.16.62.67,VDR-12567,DEV78025,SID-515706,False,OTP expired,50.0,PB
IAM00007655,2026-08-15 20:15:00,EMP10575,mahika.choudhary53,Support,login_success,MFA,10.185.118.0,LPT-10575,DEV31400,Unknown,True,Not Applicable,98.0,India
IAM00010240,2026-04-09 14:24:00,EMP12425,jeet.rajagopalan64,Unknown,login_failed,MFA,62.151.212.252,LPT-12425,Unknown,Unknown,False,unknown user,100.0,remote
IAM00008940,Unknown,EMP11817,brinda.iyer33,Unknown,other,Biometric,192.168.181.98,VDR-11817,DEV70975,Unknown,False,Not Applicable,82.0,India
IAM00007080,2026-08-25 00:00:00,EMP10296,Unknown,Unknown,login_success,Password,172.16.36.142,VDR-10296,DEV59792,Unknown,True,Not Applicable,51.0,Maharashtra
IAM00019579,2026-08-14 06:42:23,EMP10877,amara.sawhney88,Human Resources,login_failed,Password,42.237.177.46,VDR-10877,DEV23902,Unknown,True,wrong_password,50.0,ind
IAM00010873,Unknown,EMP12215,osha.butala17,Legal,login_failed,MFA,Unknown,VDR-12215,Unknown,SID136803,False,timeout,23.0,Unknown
IAM00010092,2026-08-13 14:00:00,EMP10150,matthew.chatterjee86,Marketing,login_success,Certificate,192.168.161.22,WS-10150,DEV88554,SID216868,True,Not Applicable,99.0,India
IAM00002706,Unknown,EMP11441,qabil.kumar24,Unknown,login_failed,SSO,172.16.87.92,WS-11441,DEV81667,Unknown,False,unknown user,50.0,remote
IAM00002006,2026-08-25 03:31:30,EMP12350,chatura.chowdhury52,IT,login_success,Certificate,192.168.36.146,WS-12350,DEV38261,SID275597,True,Not Applicable,20.0,PB
IAM00014925,2026-04-09 00:00:00,EMP10653,qasim.gole57,Human Resources,login_failed,otp,192.168.212.40,Unknown,Unknown,SID480811,True,bad token,50.0,DL
IAM00009592,2026-08-15 23:47:14,EMP11080,pavani.rout64,Unknown,login_failed,Password,Unknown,WS-11080,DEV29119,SID555595,False,bad token,72.0,DL
IAM00016743,2026-08-05 12:24:52,EMP12324,krishna_panchal99,Sales,login_success,SSO,Unknown,VDR-12324,DEV21382,Unknown,True,Not Applicable,60.0,UNKNOWN
IAM00008760,2026-08-09 04:09:00,EMP11573,jagrati.dutt21,Sales,other,Biometric,Unknown,LPT-11573,Unknown,Unknown,False,Not Applicable,100.0,IN
IAM00009354,2026-08-15 00:00:00,EMP11806,shivansh.goyal35,Finance,login_failed,SSO,77.217.209.204,WS-11806,DEV82540,SID466641,False,wrong_password,50.0,Unknown
IAM00018586,2026-08-14 00:00:00,EMP11298,Unknown,Unknown,login_success,SSO,Unknown,VDR-11298,DEV46068,SID737151,False,Not Applicable,80.0,remote
IAM00010762,2026-08-28 23:38:00,EMP10618,YUVRAJ.GANESAN68,Sales,login_failed,Password,172.16.208.115,WS-10618,DEV66369,Unknown,False,bad token,18.0,PB
IAM00012477,Unknown,EMP11181,ira.korpal96,Support,login_success,SSO,132.206.77.65,LPT-11181,Unknown,Unknown,False,Not Applicable,50.0,India
IAM00017134,2026-11-08 00:00:00,EMP10997,vrishti.bhandari80,Operations,login_success,Password,Unknown,WS-10997,Unknown,SID191271,True,Not Applicable,31.0,Punjab
IAM00013691,2026-08-06 08:26:25,EMP11847,vinaya.lal10,Unknown,login_success,SSO,Unknown,WS-11847,DEV85926,SID981115,False,Not Applicable,96.0,remote
IAM00002618,2026-08-29 02:25:00,EMP11876,yochana_sinha99,Human Resources,login_success,Password,172.16.125.176,WS-11876,DEV74794,SID997316,False,Not Applicable,76.0,PB
IAM00009705,2026-08-25 04:20:51,EMP11979,noah.dhar52,Procurement,login_success,SSO,Unknown,VDR-11979,DEV65146,SID257075,True,Not Applicable,50.0,PB
IAM00015416,2026-08-09 16:29:44,EMP11801,ekiya.jaggi5,Compliance,login_failed,Biometric,13.78.24.146,LPT-11801,DEV21792,Unknown,False,Unknown,50.0,Punjab
IAM00012113,2026-08-22 03:12:26,EMP10393,aarini.deep10,IT,login_failed,Certificate,15.166.15.123,WS-10393,DEV44226,SID740740,False,unknown user,73.0,Maharashtra
IAM00012239,2026-08-13 13:22:00,EMP10014,ridhi_saini2,Human Resources,login_failed,Certificate,Unknown,WS-10014,DEV94012,Unknown,False,OTP expired,50.0,Unknown
IAM00001424,2026-09-08 10:13:16,EMP11728,rushil.bassi10,Marketing,other,SSO,Unknown,LPT-11728,DEV48989,Unknown,True,Not Applicable,50.0,IN
IAM00008813,Unknown,EMP11169,JACKSON.CHAUDHARY78,Operations,login_failed,Certificate,172.16.94.107,VDR-11169,DEV42231,SID-805134,False,unknown user,0.0,PB
IAM00003827,2026-09-05 00:00:00,EMP12072,vrinda.sankar60,R&D,login_success,SSO,Unknown,WS-12072,DEV47990,Unknown,True,Not Applicable,83.0,Punjab
IAM00010332,2026-09-01 13:51:58,EMP11547,ryan.rau52,Human Resources,login_success,Password,Unknown,WS-11547,DEV18559,SID456513,True,Not Applicable,74.0,remote
IAM00016084,2026-08-08 16:10:24,EMP10338,kamya.chopra12,Human Resources,login_success,Biometric,Unknown,WS-10338,DEV49223,SID164352,True,Not Applicable,48.0,remote
IAM00008947,2026-08-25 13:45:00,EMP12373,Unknown,Unknown,login_failed,SSO,Unknown,VDR-12373,DEV55579,Unknown,False,expired password,10.0,Unknown
IAM00019279,2026-08-27 19:41:16,EMP11226,tanveer.dugar93,Unknown,login_success,Biometric,172.16.116.137,LPT-11226,DEV46040,SID571799,True,Not Applicable,38.0,Punjab
IAM00001288,2026-08-17 08:08:01,EMP12715,arin.sant37,Unknown,login_failed,SSO,164.236.1.247,WS-12715,DEV44944,Unknown,True,timeout,32.0,UNKNOWN
IAM00011027,2026-08-05 22:08:15,EMP10746,oviya.acharya25,Human Resources,other,Biometric,192.168.245.248,WS-10746,DEV75210,Unknown,True,Not Applicable,13.0,Maharashtra
IAM00008222,2026-08-31 21:31:55,EMP10207,tanveer.dutt80,Procurement,login_success,otp,Unknown,VDR-10207,DEV15399,Unknown,True,Not Applicable,97.0,Maharashtra
